,name,bar_code,brand,traceability_code,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,packaging,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,producer_info,manufacturing,ingredients_origins,link,palm_ingredients,brand_owner
22,Croissants au jambon - Carrefour Discount,3560071120511,['Carrefour Discount'],"['FR 42.127.001 CE', 'Mably (Loire, France)']",['Carrefour'],['France'],"['Eau', 'farines ', 'farine de blé', 'farine de fèves', 'farine de blé malté', 'agent de traitement de la farine : acide ascorbique', 'jambon cuit standard 14,3% ', 'jambon de porc', 'eau', 'sel', 'sirop de glucose', 'stabilisants : triphosphates et diphosphates', 'dextrose', 'arômes', 'gélifiant : carraghénanes', 'antioxydant : érythorbate de sodium', 'conservateur : niMte de sodium', 'emmental margarine ', 'huiles et graisses végétales ', 'palme', 'colza', 'eau', 'sel', ""émulsifiant : mono - et diglycérides d'acides gras"", ""correcteur d'acidité : acide citrique"", ': caroténoïdes', 'farine de blé', 'margarine ', 'huiles et graisses végétales ', 'palme', 'colza', 'eau', ""émulsifiant : mono - et diglycérides d'acides gras"", ""correcteur d'acidité : acide citrique"", 'arôme', 'lactose et protéines de lat', 'sucre', 'levure', 'sel', 'muscade', 'extrait de poivre et de muscade', ' Peut des traces de poissons', 'mollusques', 'œufs', 'céleri', 'moutarde', 'soja et fruits à coque', ' Origine Ce croissant au jambon est fabriqué en France à partir de viande de porc origine UE', ' L utilisation']","['E300 - Acide ascorbique', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E160 - Caroténoïdes']","['Gluten', 'Lait']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,?,242,1013 kj(242 kcal),13,"6,1",24,"3,1","6,7","1,2","0,48",D,,['Barquette plastique'],"['Plats préparés', 'Feuilleté salé', 'Croissants au jambon']",['Fabriqué en France'],13 g,en quantité modérée,6.1 g,en quantité élevée,3.1 g,en faible quantité,1.2 g,en quantité modérée,,-4%,-4%,-6%,-29%,+12%,-7%,-20%,-3%,-3%,13,-15%,D,-15%,69.6%,13.6%,5.7%,3.0%,1.7%,6.3%,51,,,,,,,,
23,Truffes chocolat noir 82% - Carrefour Sélection,3560071126865,"['Carrefour Sélection', 'Carrefour']","['EMB 49080B', 'Châteauneuf-sur-Sarthe (Maine-et-Loire, France)']",['Carrefour'],['France'],"['Chocolat noir 82% ', 'pâte de cacao', 'sucre', 'cacao maigre en poudre', 'émulsifiant : lécithines ', 'soja', 'rôme naturel de vanille', 'matières grasses laitières Inhydres', 'cacao en poudre', ' Cacao : 61 % minimum', ' Traces éventuelles de gluten', 'œufs et fruits à coque']",['E322i - Lécithine'],"['Œufs', 'Fruits à coque', 'Soja']",[],4,?,540,2259 kj(540 kcal),42,26,33,30,"7,2","0,02","0,008",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",['Fabriqué en France'],42 g,en quantité élevée,26 g,en quantité élevée,30 g,en quantité élevée,0.02 g,en faible quantité,,-8%,-7%,-3%,-20%,-18%,-18%,+52%,-85%,-85%,22,-8%,E,-8%,,,,,,,,,,,,,,,
24,XTREME Noisette - Carrefour,3560071130084,['Carrefour'],"['EMB 50025', 'Avranches (Manche, France)']",['Carrefour'],['France'],[],,,[],,?,493,2063 kj(493 kcal),23,8,63,38,7,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Œufs céréales croustillanteschocolat lait, noir, blanc - Carrefour - 200g",3560071138790,['Carrefour'],"['EMB 73065', 'Chambéry (Savoie, France)']",['Carrefour'],['France'],"['Sucre', 'billes croustillantes de céréales extrudées 20% ', 'farine de riz', 'farine de blé', 'farine de blé malté', 'sucre', 'lait écrémé en poudre', 'sel', 'beurre de cacao', 'pâte de cacao', 'lait entier en poudre', 'lait écrémé en poudre', 'matière grasse de lait anhydre', 'cacao maigre en poudre', 'émulsifiant : lécithines ', 'tournesol', ""agent d'enrobage : gomme arabique"", 'arôme naturel de vanille', 'Peut contenir des traces de fruits à coque', 'Contient 26,6% de chocolat noir ', 'Cacao : 51% minimum', '26,6% de chocolat au lait ', 'Cacao : 31% minimum', '26,6% de chocolat blanc']","['E322i - Lécithine', ""E414 - Gomme d'acacia""]",['Gluten'],['Non végétalien'],4,2151,?,2151 kj(514 kcal),27,17,59,44,"7,2","0,56","0,224",,200 g,,"['Aliments de Pâques', 'Œufs de Pâques']",['Fabriqué en France'],27 g,en quantité élevée,17 g,en quantité élevée,44 g,en quantité élevée,0.56 g,en quantité modérée,-7%,,-6%,-20%,-15%,+10%,-16%,+8%,+177%,+177%,24,-8%,E,-8%,,,,,,,,"Assortiment de bonbons de chocolat noir, chocolat au lait et chocolat blanc aux céréales croustillantes.",,Fabriqué par EMB 73065 pour Interdis.,,,,,
26,Flammekueche - Carrefour,3560071150402,['Carrefour'],,['Carrefour'],['France'],[],,,[],,?,256,1071 kj(256 kcal),15,"8,3",22,"3,2","6,4","1,2","0,48",C,,,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Flammekueches']",,15 g,en quantité modérée,8.3 g,en quantité élevée,3.2 g,en faible quantité,1.2 g,en quantité modérée,,+9%,+10%,+28%,+57%,-9%,-4%,-8%,-4%,-4%,16,+40%,D,+40%,64.0%,16.9%,4.0%,4.3%,2.3%,8.5%,64,,,,,,,,
27,Assortiment de Mezze - Carrefour,3560071150792,['Carrefour'],"['EMB 27701E', 'Val-de-Reuil (Eure, France)']",['Carrefour'],['France'],"['Asscrüment libanais', 'préfïrt ', '186g', ""accompagné d'une sauce sésame "", '20 g', ' • surgelé : 4 falafels ', '32,1%', '4 BOrek rouleaux au boeuf et pignon de pin ', '29,1%', '4 Rikakats • triangles au fromage de chèvre et aux oignons ', '29,1%', 'accc,mpacnés $une sauce sésame ', '9,7%', ' Ingrédients Falafel de fèves', 'pois chiches et oignons : 31 poss chiche 272E', '15', '9%', 'de fasse de pore È S', ""E' : de et a3"", ""se'"", 'Eanc', ""de de désar,'ée"", ' Les sont sur la de fate', "" B'rek Rouleau préfrit au bœuf et pignon de pin : cuite eau"", 'oçnon', 'hase de de de % extra', 'persil', 'en sel hue de en r', 'uar', 'ce muscade en poudre', 'cumrt', 'déshydraÉ', 'anis vert', 'dersse de de raïs', 'de fèves', ""c%J'en de de H"", ""Y'E de friture : de tournesol"", ' La viande bovine contenue dans ce produit est dlcri-ine France - Les sur la de Les B&eks sont composés de 29E de péte et de 71 % de Rikakat • Triangle préfrit au fromage chèvre et aux oignons : fromage de chèvre eau', 'oignon faïne de en poudre', 'dbou:ette', 'huile de tournesol', 'blanc en poudre', 'pulpe de sel', 'œuf entier en eçassissan± : gornrre et guar', 'privre blanc', ""dextrose de bé et'o•u de maïs"", 'farine de fèves', 'Gtuten de faire de levure désactivée', ' Huile de frisure : hutu de tournesol', ' Les pourcentages sont exparrés sur ta recette de Rikaka+', ' Les RRa?2s sont corrposés de de péte et 71 % de garniture', ' Sauce sésame : eau', 'huile de colza', 'crème de sésame 17%', 'concentré de citron ', 'concentré de jus de citron', 'pulpe de citron', 'essence nature[e de citron', 'acidifŒnt : acide citrique', 'sel', ""jaune d'œuf en poudre"", 'ail', 'sucre', 'amidon modifié de pomme de terre', 'acidfant : acide r,que', 'épaississants : gomme xanthane et gomme guar Les pourcentages sont exprimés sur la sauce sésame', ' Peut consenir des traces de : fruits à coque', 'poissons', 'crustacés', 'mollusques,soja et céleri']","['E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,['Non végétalien'],4,?,265,1109 kj(265 kcal),18,"4,6",14,"1,1",10,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Mini hot-dogs - Carrefour,3560071151072,['Carrefour'],,['Carrefour'],['France'],[],,,[],,?,223,933 kj(223 kcal),"8,2",3,24,"6,3",13,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,9 Mini Pains Méditerranéens - Carrefour,3560071151089,['Carrefour'],,['Carrefour'],['France'],[],,,[],,?,267,1117 kj(267 kcal),12,"5,4",30,"5,9","8,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,15 mini Quiches Apéritives - Carrefour,3560071151096,['Carrefour'],,['Carrefour'],['France'],[],,,[],,?,296,1238 kj(296 kcal),17,"9,9",27,3,8,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Pain d'épices Nature - Carrefour - 120g,3560071151102,['Carrefour'],"['EMB 59599D', 'Tourcoing (Nord, France)']",['Carrefour'],['France'],"['Sirop de sucre inverti', 'farine de seigle', 'miel 37%', 'œufs', 'farine de blé', ""jaunes d'œufs"", 'épices 0,8% ', 'cannelle - anis', 'poudre à lever : carbonates de sodium', 'sel']",['E500 - Carbonates de sodium'],"['Œufs', 'Gluten']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,1433,341,1433 kj(341 kcal),"2,3","0,3",75,42,"4,7","0,56","0,224",B,120 g,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",['Fabriqué en France'],2.3 g,en faible quantité,0.3 g,en faible quantité,42 g,en quantité élevée,0.56 g,en quantité modérée,-3%,+1%,+1%,-34%,-76%,+6%,+3%,+8%,+28%,+28%,11,-22%,D,-22%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,,
32,Lasagnes légumes grillés - Carrefour,3560071151454,['Carrefour'],"['EMB 22182', ""Plélo (Côtes-d'Armor, France)""]",['Carrefour'],['France'],"['Eau', 'légumes grillés 21 ', 'aubergines 9,6%', 'poivrons rouges 6,4%', 'courgettes 5,5%', 'tomates concassées ', 'tomates', 'jus de tomates', 'acidifiant : acide citrique', 'affermissant : chlorure de calcium', 'semoule de blé dur 12,3%', 'oignon', 'mozzarella 2,8%', 'concentré de tomate', ""huile d'olive vierge extra"", 'lait entier en poudre', 'farine de blé', 'amidon modifié de maïs', 'sel', 'basilic', 'huile de tournesol', 'ail', 'crème fraîche', 'sucre', 'œuf entier en poudre', 'poivre blanc', 'laurier', 'thym', ' Peut contenir des traces de poissons', 'fruits à coque', 'céleri', 'crustacés', 'graines de sésame', 'mollusques', 'moutarde et soja']","['E330 - Acide citrique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E14XX - Amidons modifiés']","['Gluten', 'Lait']",['Non végétalien'],4,?,90,377 kj(90 kcal),"3,4","1,1",11,"3,3",3,"0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Snake Acid - Carrefour - 250g,3560071152116,['Carrefour'],,['Carrefour'],['France'],[],,,[],,?,335,1402 kj(335 kcal),"0,5","0,1",76,63,"5,4",0,0,E,250 g,['Plastique'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,0.5 g,en faible quantité,0.1 g,en faible quantité,63 g,en quantité élevée,0 g,en faible quantité,,-6%,-7%,-73%,-91%,-9%,+9%,+155%,-100%,-100%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,
34,Gnocchi au pesto - Carrefour,3560071159535,['Carrefour'],"['EMB 14630A', 'Saint-Martin-des-Entrées (Calvados, France)']",['Carrefour'],['France'],"['Gnocchi 61% ', 'semoule de blé dur', 'pomme de terre', 'eau', 'tomate', 'basilic 4,5%', 'crème', ""huile d'olive vierge extra 3%"", 'fromage à pâte dure 2,9% ', 'pignons de pin 0,9 % ', 'jus de eau', 'sel', 'citron jaune,ail', 'sel', 'amidon modifié de riz et/ou de mais', 'extrait de poivre']",['E14XX - Amidons modifiés'],['Lait'],['Non végétalien'],4,?,181,757 kj(181 kcal),"6,2",2,25,"8,4","5,3","0,73","0,292",,,,['Plats préparés'],,6.2 g,en quantité modérée,2 g,en quantité modérée,8.4 g,en quantité modérée,0.73 g,en quantité modérée,,+12%,+13%,-13%,-12%,+87%,+304%,-24%,-23%,-23%,4,+2%,C,+2%,,,,,,,,,,,,,,,
35,Sauce vinaigrette aux tomates séchées - Carrefour,3560071163327,['Carrefour'],"['EMB 87036', 'Champsac (Haute-Vienne, France)']",['Carrefour'],['France'],[],,,[],,?,474,1983 kj(474 kcal),51,"5,6","3,2","2,9","0,8","2,7","1,08",D,,,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",['Fabriqué en France'],51 g,en quantité élevée,5.6 g,en quantité élevée,2.9 g,en faible quantité,2.7 g,en quantité élevée,,+31%,+32%,+39%,+49%,-33%,-12%,+37%,+41%,+41%,20,+34%,E,+34%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,
36,Glace vanille fruits rouges - Carrefour,3560071169534,['Carrefour'],,['Carrefour'],['France'],[],,,[],,?,156,653 kj(156 kcal),"4,1","2,7",28,23,"1,2","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Easy fruity - Carrefour Kids,3560071175085,"['Carrefour Kids', 'Carrefour']","['EMB 61165A', 'Ferrière-Bochard (Orne, France)']",['Carrefour'],['France'],[],,,[],,?,24,100 kj(24 kcal),0,0,"5,9","5,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Betterave au fromage de chèvre - Carrefour,3560071177638,['Carrefour'],"['EMB 78090', 'Bouafle (Yvelines, France)']",['Carrefour'],['France'],[],,,[],,?,88,368 kj(88 kcal),"5,3","2,1","6,6","3,6","2,9","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Poulet fajitas - Carrefour,3560071177997,['Carrefour'],"['EMB 49331H', 'Segré (Maine-et-Loire, France)']",['Carrefour'],['France'],"['Farine de blé', 'purée de tomates mi-réduites 12,9%', 'eau', 'émincé de poulet traité en salaison 9,9% ', 'viande de poulet 8,7%', 'eau', 'fécule de pomme de terre', 'dextrose', 'sel', 'gélifiant : carraghénanes', 'mozzarella 8%', 'emmental 8%', 'poivrons rouges grillés 4%', 'poivrons jaunes grillés 4%', 'huile de colza', 'assaisonnement en poudre goût tex mex 1% [sel', 'épices', 'chapelure ', 'farine de blé', 'sel', 'levure', 'dextrose', ""poudre d'ail"", 'extrait de paprika', 'arômes naturels', 'huile de tournesol]', 'poudre à lever : carbonate de sodium', 'sel', 'levure', 'assaisonnement en poudre goût barbecue 0,4% [sucre', 'tomate', 'sel', 'sucre caramélisé ', 'sirop de sucre caramélisé', 'maltodextrine de pomme de terre', 'arômes', ""vinaigre d'alcool"", 'oignon', 'ail', 'sirop de sucre fumé', 'arôme de fumée', 'extrait de paprika', 'poivre]', 'fécule de pomme de terre', ""purée d'ail"", ""huile d'olive vierge"", 'piment', 'origan en poudre', 'basilic en poudre 0,03%', ' Peut contenir des traces de crustacés', 'mollusques', 'œufs', 'poissons', 'moutarde et fruits à coque']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E500i - Carbonate de sodium']","['Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,?,225,941 kj(225 kcal),"6,8",3,30,"2,4",10,"1,4","0,56",,,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,6.8 g,en quantité modérée,3 g,en quantité modérée,2.4 g,en faible quantité,1.4 g,en quantité modérée,,-2%,-2%,-19%,-24%,+12%,-18%,-3%,+12%,+12%,5,-36%,C,-36%,,,,,,,,,,,,,,,
40,La Crousty Pizz' Cheesy Mania - Carrefour,3560071183813,['Carrefour'],,['Carrefour'],['France'],[],,,[],,?,257,1075 kj(257 kcal),10,8,28,"1,3",12,"1,3","0,52",,,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Velouté aux cèpes à l'épeautre et aux légumes,3560467790489,,,,['France'],[],,,[],,?,290,1213 kj(290 kcal),"3,1","0,5","52,5","7,3","11,4","8,9","3,56",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Basilic - Cristaux D'huiles Essentielles - 18G - Aromandise,3560468795100,['Aromandise'],,,['France'],"[""poudre d'agave"", 'tequilana* huile essentielle de basilic* ', 'Ocimum basilicum linaloliferum', 'feuille', ' 5%', 'feuille de basilic 1%']",,,[],,?,200,837 kj(200 kcal),0,0,"6,5","6,5",0,"0,05","0,02",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"Epicerie / Epicerie Sucrée / Barres De Céréales, Fruits - Aromandise",3560468796077,['Aromandise'],,,['France'],[],,,"['Végétalien', 'Végétarien']",,?,543,2272 kj(543 kcal),"33,9","4,7","39,9","28,1","16,1",0,0,,,,,"['Bio', 'Végétarien', 'Végétalien', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"Les niniches 6 fruits, 6 caramels - La maison d armorine - 192g",3561770000029,"['La maison d armorine', ""La Maison d'Armorine""]",,,['France'],"['Ingrédienb ', 'fruib', ' sucre', 'strop de glucose', 'acidinanrçac,c - citrique', 'arémes naturels de ', 'caramels', ' : sucre', 'siro de glucose', 'lait concentré sucré', 'beurre ', 'lait', ' frais ', '9%', 'sel de Guérande ', '0', '3%']",,['Lait'],['Non végétalien'],,?,388,1623 kj(388 kcal),1,"0,01",97,70,"0,5",0,0,,192 g,"['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Confiseries']",,1 g,en faible quantité,0.01 g,en faible quantité,70 g,en quantité élevée,0 g,en faible quantité,,-8%,-8%,-93%,-100%,+46%,+41%,-88%,-100%,-100%,14,-23%,D,-23%,,,,,,,,,,,,,http://www.maison-armorine.com/public/catalogue/produits/fr/nos-confiseries/les-niniches.php,,
45,Caramel  beurre  salé - La Maison D’Armorine,3561770000456,['La Maison D’Armorine'],,,['France'],"['CARAMELS BEURRE SALÉ Mini boite fer caramel breton 150g : sirop de glucose', 'sucre', 'lait concentré sucré', 'beurre ', 'lait', ' frais ', '10%', 'poudre de lait', 'sel de Guérande ', '0', '8%', 'fleur de sel de Guérande ', '0', '3%']",,['Lait'],['Non végétalien'],4,?,418,1749 kj(418 kcal),"12,5",7,72,"47,4","4,3","1,1","0,44",,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",,12.5 g,en quantité modérée,7 g,en quantité élevée,47.4 g,en quantité élevée,1.1 g,en quantité modérée,,+2%,+2%,-9%,-21%,+6%,-6%,+83%,+14%,+14%,25,+1%,E,+1%,,,,,,,,,,,,,,,
46,Boudin de porc - Le Vieux Chêne,3563480000313,['Le Vieux Chêne'],,,['France'],[],,,[],,?,288,1205 kj(288 kcal),"24,9","8,9","1,2","0,5","14,8","1,58","0,632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Moutarde miel - Reine de Dijon,3563490013990,['Reine de Dijon'],,,['France'],[],,,[],,?,203,849 kj(203 kcal),"8,2","0,6","23,9","23,6","5,4","4,7","1,88",B,,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes au miel']",,8.2 g,en quantité modérée,0.6 g,en faible quantité,23.6 g,en quantité élevée,4.7 g,en quantité élevée,,-6%,-5%,-19%,-18%,+37%,+63%,-4%,+30%,+30%,17,+20%,D,+20%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,
48,Reine De Dijon Moutarde Tomate Et Olive - 100g,3563490014034,['Reine de Dijon'],,,['France'],"['Eau', 'graines de moutarde', ""vinaigre d'alcool"", 'vin blanc ', 'contient sulfites', 'sel', 'tomates ', '2,5 %', ""huile d'olive "", '2 %', 'herbes de Provence', 'olives noires ', '0,2 %', ' ', 'olives noires', 'stabilisant ', 'E579', 'olives vertes ', '0,2 %', 'arôme naturel de tomate et autres arômes naturels', 'arôme naturel', 'acidifiant ', 'acide citrique', 'conservateur ', 'disulfite de potassium']","['E579 - Gluconate de fer', 'E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']","['Moutarde', 'Anhydride sulfureux et sulfites']",[],4,?,183,766 kj(183 kcal),"13,4","0,9","3,2","2,3","7,6","5,125","2,05",B,100 g,"['Bocal', 'Verre', 'Couvercle', 'Métal']","['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,13.4 g,en quantité modérée,0.9 g,en faible quantité,2.3 g,en faible quantité,5.12 g,en quantité élevée,,+8%,+8%,+24%,+10%,-54%,-40%,+16%,+9%,+9%,12,+3%,D,+3%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,
49,Confiture D'abricots Extra 375 G-- KLP,3564040019561,,,,['France'],[],,,[],,?,244,1021 kj(244 kcal),"0,05","0,05",60,60,"0,45",0,0,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]","['Sans colorants', 'Sans conservateurs']",0.05 g,en faible quantité,0.05 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,,+11%,+11%,-78%,+17%,+13%,+19%,-10%,-100%,-100%,8,-11%,C,-11%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,
