,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,ingredients_origins,nova_score,sugar_quantity,sugar_comment,nutriment_sugars_tr_diff,saturated_acids_quantity,saturated_acids_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,nutriment_saturated-fat_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,allergens,additives,palm_ingredients,link
1075,Secret de Mousse Caramel Beurre Salé - La Laitière - 236g (4 * 59g),3023290633434,,236 g (4 * 59 g),"['Frais', 'Pot plastique et opercule à jeter', 'Etui carton à recycler', 'Pot']","['La Laitière', 'Nestlé']","['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Mousses sucrées', 'Mousses lactées', 'Desserts lactés au caramel']","['Point Vert', 'Eco-Emballages', 'Nutritional Compass®']","['Lactalis Nestlé Ultra-Frais Marques - LNUF Marques (Filiale Groupe Lactalis) - Boulevard Louis Beauquin - 44330 Vallet', 'Loire-Atlantique', 'Pays de la Loire', 'France']","['FR 44.212.001 CE', 'Vallet (Loire-Atlantique, France)']",,['France'],"['Mousse lactée au caramel ', '85,7 %', ' : Lait entier ', '57,7 %', 'crème ', 'lait', 'caramel ', '6,7 %', '[sucre', 'sirop de glucose', 'eau]', 'sucre', 'poudre de lait écrémé', 'lactose ', 'lait', 'gélatine bovine', 'émulsifiant ', 'E472b', 'épaississants ', 'alginate de sodium', 'carraghénanes', 'arôme', 'colorant ', 'caramel', ""correcteur d'acidité "", 'hydroxyde de sodium', ' Sauce au caramel au beurre salé ', '14,3 %', ' : Lait écrémé', 'caramel au beurre salé ', '2,9 %', '[sucre', 'sirop de glucose-fructose', 'lait concentré sucré', 'beurre salé ', 'lait', 'sel', 'eau]', 'sucre', 'sirop de glucose-fructose', 'crème ', 'lait', 'poudre de lait écrémé', 'amidon modifié de maïs', 'sel', 'épaississants ', 'carraghénanes', 'gomme xanthane', 'arôme', 'colorant ', 'caramel', ""correcteur d'acidité "", 'hydroxyde de sodium']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",7.3 g,en quantité modérée,700,,?,,700 kj(167 kcal),+2%,"7,3",-4%,"21,5",+4%,"3,7",+24%,,,,,,,,"4,9","13,6","0,29","0,116",Mousse lactée au caramel sauce au caramel - Secret de Mousse Caramel Beurre Salé,,4,13.6 g,en quantité élevée,-20%,4.9 g,en quantité modérée,0.29 g,en faible quantité,8,C,-2%,+52%,+52%,-9%,-9%,['Lait'],"['E428 - Gélatine', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E524 - Hydroxyde de sodium', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,http://www.enviedebienmanger.fr/des-marques-pour-moi/la-laitiere/les-mousses
1076,Flan au caramel - La Laitière,3023290633465,,,['Frais'],"['La Laitière', 'Nestlé']","['Produits laitiers', 'Desserts', 'Desserts lactés', 'Flans gélifiés']",,,,,['France'],[],[],3 g,en quantité modérée,?,,131,-17%,548 kj(131 kcal),-13%,3,-21%,"23,5",+1%,"2,4",-26%,,,,,,,,2,"19,8","0,1","0,04",Flan nappé de caramel,,,19.8 g,en quantité élevée,+16%,2 g,en quantité modérée,0.1 g,en faible quantité,5,C,-11%,-42%,-42%,-10%,-10%,,,,
1077,Crème dessert craquante chocolat - La Laitière - 4pots,3023290633687,,4 pots,"['pot individuel', 'Frais']","['La Laitière', 'Nestlé']","['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert']",,,"['FR 44.212.001 CE', 'Vallet (Loire-Atlantique, France)']","['Intermarché', 'Magasins U']",['France'],"['Lait écrémé 56', '9%', 'Crème ', 'lait', ' 13,3%', 'chocolat ', '9,4%', ' ', 'beurre de cacao', 'pâte de cacao', 'sucre matière grasse laitière anhydre', 'arôme naturel', 'sucre', 'chocolat en poudre 4,8% ', 'poudre de cacao', 'sucre', 'chocolat noir 4,1% ', 'pate de cacao', ' sucre', 'émulsifiant ', 'lécithine de tournesol', 'arôme naturel de vanille', 'poudre de cacao maigre', 'poudre de lait écrémé', 'sirop de glucose et fructose', 'amidon modifié de maïs', 'stabilisants ', 'carraghénanes', 'gomme xanthane', 'arôme']","['Sans huile de palme', 'Non végétalien']",14.4 g,en quantité modérée,?,,221,+70%,925 kj(221 kcal),+70%,"14,4",+221%,"18,7",+3%,"3,7",+10%,,,,,,,,"9,1","16,2","0,23","0,092",Crème dessert chocolat,,4,16.2 g,en quantité élevée,+6%,9.1 g,en quantité élevée,0.23 g,en faible quantité,15,D,+230%,+49%,+49%,+214%,+214%,"['Lait', 'Iait']","['E322i - Lécithine', 'E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",,
1078,"MaronSui's - La Laitière - 275,2g (4x 68,8g) - 46cl (4x 11,5cl)",3023290633816,,"275,2 g (4 x 68,8 g) - 46 cl (4 x 11,5 cl)","['Frais', 'Pot', 'Plastique 06 (PS)', 'Opercule']","['La Laitière', 'Nestlé', ""MaronSui's"", 'Clément Faugier']","['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Mousses sucrées', 'Mousses aux marrons', 'Mousses lactées']","['Point Vert', 'Fabriqué en France', 'Eco-Emballages']","['Lactalis Nestlé Ultra-Frais Marques - LNUF Marques (Filiale Groupe Lactalis) - Boulevard Louis Beauquin - 44330 Vallet', 'Loire-Atlantique', 'Pays de la Loire', 'France']","['FR 44.212.001 CE', 'Vallet (Loire-Atlantique, France)']","['Leclerc', 'Banque alimentaire']",['France'],"[""Crème de marrons de l'Ardèche 54 % "", 'châtaigne', 'sucre', 'sirop de glucose', 'brisures de marrons glacés', 'arôme vanille', 'crème 24 %', 'eau', 'poudre de lait écrémé', 'gélatine', 'émulsifiant : E471', 'stabilisant : farine de graines de caroube']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",11 g,en quantité modérée,1080,+53%,?,,1080 kj(258 kcal),+42%,11,+19%,"37,4",+92%,"1,9",-53%,,,,,,,,"7,3","29,6","0,025","0,01",Mousse fondante à la crème de marrons de l'Ardèche,"['France', 'Ardèche', 'Crème de marrons', 'Rhône-Alpes']",4,29.6 g,en quantité élevée,+67%,7.3 g,en quantité élevée,0.0254 g,en faible quantité,16,D,+22%,-85%,-85%,+75%,+75%,['Lait'],"['E428 - Gélatine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube']",,http://www.enviedebienmanger.fr/des-marques-pour-moi/la-laitiere/les-mousses
1079,8X72G Maronsui's La Laitiere,3023290633823,,,,['La Laitière'],,,,,,['France'],"[""Crème de marrons de l'Ardèche "", '54%', ' ', 'châtaigne', 'sucre', 'sirop de glucose', 'brisures de marrons glacés', 'arôme vanille', 'crème ', '24 %', 'eau', 'poudre de lait écrémé', 'gélatine', 'émulsifiant ', 'E471', 'stabilisant ', 'farine de graines de caroube']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",,,?,,258,,1079 kj(258 kcal),,11,,"37,4",,"1,9",,,,,,,,,"7,3","29,6","0,01","0,004",,,4,,,,,,,,,,,,,,,['Lait'],"['E428 - Gélatine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube']",,
1080,Mousse au chocolat belge - Nestlé,3023290635278,D,,,['Nestlé'],"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",,,,,['France'],[],[],13.5 g,en quantité modérée,?,,238,-13%,996 kj(238 kcal),-12%,"13,5",-18%,"24,2",+10%,4,-32%,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,"8,9","22,1","0,1","0,04",,,,22.1 g,en quantité élevée,+11%,8.9 g,en quantité élevée,0.1 g,en faible quantité,14,D,-12%,-54%,-54%,+6%,+6%,,,,
1081,Semoule au lait - La Laitière - 460g (4x 115g),3023290668276,A,460 g (4 x 115 g),"['Frais', 'Pot', 'Plastique', 'Opercule']","['La Laitière', 'Nestlé']","['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Semoules au lait', 'Semoules au lait vanille']","['Point Vert', 'Au lait entier', 'Eco-Emballages']","['Lactalis Nestlé Ultra-Frais Marques - LNUF Marques (Filiale Groupe Lactalis) - Boulevard Louis Beauquin - 44330 Vallet', 'Loire-Atlantique', 'Pays de la Loire', 'France']","['FR 44.212.001 CE', 'Vallet (Loire-Atlantique, France)']",['Casino'],['France'],"['Lait entier ', '64 %', 'eau', 'sucre', 'semoule de blé dur ', '6,5 %', 'crème ', '3 %', 'amidon', 'sirop de glucose', 'sel', 'émulsifiant ', 'E471', 'stabilisants ', 'carraghénanes', 'gomme xanthane', 'farine de graines de caroube', 'arôme vanille', 'colorant ', 'rocou']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",3.7 g,en quantité modérée,509,-0%,?,,509 kj(122 kcal),-1%,"3,7",-7%,"18,9",+7%,"2,9",-14%,57.6%,19.3%,8.9%,7.9%,4.9%,1.3%,91,"2,4","12,6","0,203","0,081",Dessert lacté à la semoule de blé dur saveur vanille,['Belgique'],4,12.6 g,en quantité élevée,-2%,2.4 g,en quantité modérée,0.203 g,en faible quantité,4,C,-6%,+85%,+85%,+2%,+2%,"['Gluten', 'Lait']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E410 - Gomme de caroube', 'E160b - Rocou']",,http://www.enviedebienmanger.fr/des-marques-pour-moi/la-laitiere/les-entremets-cereales
1082,Wonk - La Laitière - 280g [2x (2x 70g)],3023290720417,C,280 g [2 x (2 x 70 g)],"['Frais', 'Pot plastique et opercule à jeter', 'Etui carton à recycler']","['La Laitière', 'Nestlé']","['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert rayon frais', 'Crèmes dessert vanille', 'Desserts lactés à la vanille']","['Point Vert', 'Nouveau', 'Eco-Emballages', 'Info-Tri Point Vert', 'Nutritional Compass®']","['Lactalis Nestlé Ultra-Frais Bayeux - LNUF Bayeux (Filiale Groupe Lactalis) - Rue Jean Mermoz - ZAC des Longchamps - 14400 Saint-Martin-des-Entrées', 'Calvados', 'Basse-Normandie', 'France']","['FR 14.630.010 CE', 'Saint-Martin-des-Entrées (Calvados, France)']",['Cora'],['France'],"['Lait écrémé ', '55 %', 'crème ', 'lait', ' ', '24,2 %', 'sucre', 'chocolat blanc ', '5 %', ' [sucre', 'poudre de lait entier', 'beurre de cacao', 'poudre de lactosérum ', 'lait', 'matières grasses végétales [palme', 'karité', 'sale', 'noyaux de mangues]', 'émulsifiant ', 'lécithine de soja', 'arôme vanille]', 'poudre de lait écrémé', 'amidon modifié de maïs', 'gélatine porcine', 'émulsifiant ', 'E471', 'arôme vanille', 'colorant ', 'bêta-carotène']","['Huile de palme', 'Non végétalien', 'Non végétarien']",1.9 g,en faible quantité,?,,126,-9%,527 kj(126 kcal),-8%,"1,9",-62%,"18,7",+4%,"3,41",+5%,75.1%,12.7%,4.2%,4.9%,2.4%,0.6%,65,"1,2","16,7","0,13","0,052",Crème dessert saveur vanille,,4,16.7 g,en quantité élevée,+11%,1.2 g,en faible quantité,0.13 g,en faible quantité,3,C,-62%,-2%,-2%,-49%,-49%,"['Lait', 'Soja']","['E322i - Lécithine', 'E14XX - Amidons modifiés', 'E428 - Gélatine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160ai - Bêta-carotène']",,http://www.enviedebienmanger.fr/des-marques-pour-moi/la-laitiere
1083,"Le Petit Pot de Crème, Chocolat-Menthe (4 Pots) - La Laitière - 400g (4x 100g)",3023290794838,,400 g (4 x 100 g),"['Frais', 'Pot', 'Verre', 'Opercule', 'Métal', 'Etui', 'Carton']","['La Laitière', 'Nestlé']","['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Desserts au chocolat', 'Desserts lactés au chocolat', 'Desserts lactés aux œufs']","['Fabriqué en France', 'Nouveau']","['Lactalis Nestlé Ultra-Frais Marques - LNUF Marques (Filiale Groupe Lactalis) - 341 Rue François Anicot - 59553 Cuincy', 'Nord', 'Nord-Pas-de-Calais', 'France']","['FR 59.165.030 CE', 'Cuincy (Nord, France)']",['Carrefour'],['France'],"['Lait entier ', '50,6 %', 'eau', 'crème ', '9,8 %', 'chocolat ', '9,2 %', ' [sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja', 'arôme]', 'sucre', 'œufs ', '4,5 %', 'poudre de lait écrémé', 'poudre de cacao maigre ', '2,1 %', ""blanc d'œufs "", '0,7 %', 'arôme naturel de menthe', 'épaississants ', 'E407', 'E460', 'E466', ""correcteur d'acidité "", 'E524']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",10.3 g,en quantité modérée,768,+22%,?,,768 kj(184 kcal),+23%,"10,3",+91%,"17,4",-14%,"4,4",+4%,,,,,,,,"6,5","16,8","0,203","0,081","Dessert lacté aux œufs, au chocolat et à la menthe, cuit au four",,4,16.8 g,en quantité élevée,-7%,6.5 g,en quantité élevée,0.203 g,en faible quantité,10,C,+111%,+39%,+39%,+75%,+75%,"['Œufs', 'Lait', 'Soja']","['E322i - Lécithine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E460 - Cellulose', 'E466 - Carboxyméthylcellulose', 'E524 - Hydroxyde de sodium']",,
1084,After Eight - Nestlé - 280g e (4 * 70g),3023290797174,C,280 g e (4 * 70 g),"['Frais', 'Pot', 'Plastique', 'Opercule', 'Étui carton à recycler', 'Frais']","['Nestlé', 'After Eight']","['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Crèmes dessert', 'Desserts au chocolat', 'Crèmes dessert rayon frais', 'Desserts lactés au chocolat', 'Crèmes dessert chocolat', 'Crèmes dessert chocolat noir']",['Point Vert'],"['Lactalis Nestlé Ultra-Frais Bayeux - LNUF Bayeux (Filiale Groupe Lactalis) - Rue Jean Mermoz - ZAC des Longchamps - 14400 Saint-Martin-des-Entrées', 'Calvados', 'Basse-Normandie', 'France']","['FR 14.630.010 CE', 'Saint-Martin-des-Entrées (Calvados, France)']",['Cora'],['France'],"['Lait écrémé ', '60', '7 %', 'sucre', 'crème', 'chocolat noir ', '4 %', ' [sucre', 'pâte de cacao', 'arôme', 'émulsifiant ', 'lécithine de soja', ']', 'chocolat blanc [sucre', 'poudre de lait', 'beurre de cacao', 'matière grasse végétale ', 'palme', 'karité', 'sel', 'mangue', 'protéine de lait', 'arôme', 'émulsifiant ', 'lécithine de soja', ']', 'poudre de lait écrémé', 'amidon modifié de maïs', 'poudre de cacao maigre', 'gélatine de bœuf', 'poudre de cacao', 'épaississant ', 'carraghénanes', 'émulsifiant ', 'E471', 'arôme']","['Huile de palme', 'Non végétalien', 'Non végétarien']",7 g,en quantité modérée,?,,179,+23%,749 kj(179 kcal),+25%,7,+23%,"25,3",+38%,"4,2",+11%,75.1%,12.7%,4.2%,4.9%,2.4%,0.6%,65,"4,4","23,7","0,1","0,04",Crème dessert au chocolat noir et aromatisée menthe,,4,23.7 g,en quantité élevée,+52%,4.4 g,en quantité modérée,0.1 g,en faible quantité,11,D,+26%,-41%,-41%,+110%,+110%,"['Lait', 'Soja']","['E322i - Lécithine', 'E14XX - Amidons modifiés', 'E428 - Gélatine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,http://www.enviedebienmanger.fr/des-marques-pour-moi/after-eight
1085,Neige de lait - La Laitière - 360g (4pots de 90g),3023290797334,B,360 g (4 pots de 90 g),"['Pots plastiques', 'Opercules papier aluminé', 'Emballage carton']","['La Laitière', 'Nestlé']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'en:plain-unsweetened-yogurts', 'Spécialitées laitières fouétées', 'Spécialités laitières']","['Point Vert', 'Nutritional Compass']",,"['FR 42.005.001 CE', 'Andrézieux-Bouthéon (Loire, France)']",['Super U'],['France'],"['Lait écrémé ', '76,5%', 'crème ', 'lait', ' ', '19%', 'protéines de lait', 'poudre de lait écrémé', 'gélatine bovine', 'épaississant ', 'pectine', 'ferments Iactiques']","['Non végétalien', 'Non végétarien']",6.8 g,en quantité modérée,?,,106,+47%,444 kj(106 kcal),+49%,"6,8",+89%,"6,1",+25%,5,+21%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,"4,4",6,"0,16","0,064",Spécialité laitière nature,,4,6 g,en quantité modérée,+35%,4.4 g,en quantité modérée,0.16 g,en faible quantité,3,C,+90%,+33%,+33%,+430%,+430%,['Lait'],"['E428 - Gélatine', 'E440 - Pectines']",,http://www.enviedebien manger.fr
1086,Velours de Crème (Caramel) - Nestlé - 280g [2x (2x 70g)],3023290797501,,280 g [2 x (2 x 70 g)],"['Frais', 'Pot plastique et opercule à jeter', 'Etui carton à recycler', 'Pots']","['Nestlé', 'La Laitière']","['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert caramel', 'Desserts lactés au caramel']","['Point Vert', 'Eco-Emballages', 'Info-Tri Point Vert', 'Nutritional Compass®']","['Lactalis Nestlé Ultra-Frais Bayeux - LNUF Bayeux (Filiale Groupe Lactalis) - Rue Jean Mermoz - ZAC des Longchamps - 14400 Saint-Martin-des-Entrées', 'Calvados', 'Basse-Normandie', 'France']","['FR 14.630.010 CE', 'Saint-Martin-des-Entrées (Calvados, France)']",,['France'],"['Lait écrémé ', '44 %', 'crème ', '24,5 %', ' ', 'lait', 'sucre', 'caramel au beurre salé et au sel de Guérande ', '13,0 %', ' ', 'sirop de glucose', '_lait_concentré sucré', 'sucre', 'beurre salé ', 'lait', ',_crème ', 'lait', 'sel de Guérande', 'eau', 'gélatine bovine', 'amidon modifié de maïs', 'émulsifiant ', 'E471', 'épaississants ', 'carraghénanes', 'gomme xanthane', 'colorant ', 'caramel', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",11 g,en quantité modérée,928,,?,,928 kj(222 kcal),+35%,11,+45%,"27,9",+35%,"2,8",-6%,,,,,,,,"6,6",18,"0,1","0,04",Crème dessert au caramel,"['France', '44350 Guérande', 'Loire-Atlantique', 'Pays de la Loire', 'Sel de Guérande']",4,18 g,en quantité élevée,+7%,6.6 g,en quantité élevée,0.1 g,en faible quantité,11,D,+31%,-48%,-48%,+26%,+26%,['Lait'],"['E428 - Gélatine', 'E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",,http://www.enviedebienmanger.fr/des-marques-pour-moi/la-laitiere
1087,"Le Petit Pot de Crème, Saveur Chocolat Noisette (4 Pots) - La Laitière - 400g (4x 100g)",3023290798485,B,400 g (4 x 100 g),"['Frais', 'Pot', 'Verre', 'Opercule', 'Etui', 'Carton']","['La Laitière', 'Nestlé']","['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Crèmes dessert', 'Desserts au chocolat', 'Crèmes dessert rayon frais', 'Desserts lactés au chocolat', 'Crèmes dessert chocolat', 'Desserts lactés aux œufs']",,"['Lactalis Nestlé Ultra-Frais Marques - LNUF Marques (Filiale Groupe Lactalis) - 341 Rue François Anicot - 59553 Cuincy', 'Nord', 'Nord-Pas-de-Calais', 'France']","['FR 59.165.030 CE', 'Cuincy (Nord, France)']",['Carrefour market'],['France'],"['Lait entier ', '48,3 %', 'eau', 'crème ', '9,7 %', 'lait', 'chocolat au lait ', '9,1 %', '[sucre', 'poudre de lait entier et de lactosérum', 'beurre de cacao', 'pâte de cacao', 'émulsifiant ', 'lécithine de tournesol', 'arôme naturel de vanille]', 'œufs ', '7,4 %', 'sucre', 'poudre de lait écrémé', 'poudre de cacao maigre', ""blanc d'œuf "", '1,3 %', 'émulsifiant ', 'cellulose', 'épaississants ', 'carraghénanes', 'E466', 'arôme', ""correcteur d'acidité "", 'hydroxyde de sodium']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",9.8 g,en quantité modérée,779,+24%,?,,779 kj(186 kcal),+24%,"9,8",+82%,"18,6",-8%,"5,3",+25%,72.7%,12.5%,5.4%,5.5%,3.0%,0.8%,77,"6,1","18,2","0,24","0,096","Dessert lacté aux œufs, au chocolat au lait saveur noisette",,4,18.2 g,en quantité élevée,+1%,6.1 g,en quantité élevée,0.24 g,en faible quantité,12,D,+98%,+64%,+64%,+110%,+110%,"['Œufs', 'Lait']","['E322i - Lécithine', 'E460 - Cellulose', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E466 - Carboxyméthylcellulose', 'E524 - Hydroxyde de sodium']",,http://www.enviedebienmanger.fr/des-marques-pour-moi/la-laitiere/les-entremets-cremes
1088,Le Viennois (Compote Pomme Banane) - Nestlé - 400g (4x 100g),3023290798607,,400 g (4 x 100 g),"['Frais', 'Pot plastique à jeter', 'Opercule métal et étui carton à recycler']","['Nestlé', 'Le Viennois']","['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Mousses sucrées', 'Mousses lactées']","['Nouveau', 'en:saveurs-de-l-annee-france', ""Saveurs de l'Année 2015"", 'Info-Tri Point Vert', 'Nutritional Compass®']","['Lactalis Nestlé Ultra-Frais Bayeux - LNUF Bayeux (Filiale Groupe Lactalis) - Rue Jean Mermoz - ZAC des Longchamps - 14400 Saint-Martin-des-Entrées', 'Calvados', 'Basse-Normandie', 'France']","['FR 14.630.010 CE', 'Saint-Martin-des-Entrées (Calvados, France)']",['Cora'],['France'],"['Compote ', '75,0 %', ' [purée de pommes ', '53,3 %', 'purée de bananes ', '13,5 %', 'sucre', 'antioxydant ', 'acide ascorbique', ']', 'mousse lactée ', '25,0 %', ' [crème ', 'lait', ' ', '16,5 %', 'lait écrémé ', '6,2 %', 'sucre', 'poudre de lait écrémé', 'gélatine porcine', 'arôme', 'colorant ', 'caramel', 'stabilisant ', 'farine de graines de caroube', ']']","['Non végétalien', 'Non végétarien']",6.9 g,en quantité modérée,649,-8%,?,,649 kj(155 kcal),-15%,"6,9",-25%,"21,5",+10%,1,-75%,,,,,,,,"4,4","19,9","0,05","0,02",Dessert à base de compote de pommes et bananes et de mousse lactée,,4,19.9 g,en quantité élevée,+12%,4.4 g,en quantité modérée,0.05 g,en faible quantité,6,C,-26%,-71%,-71%,-34%,-34%,['Lait'],"['E300 - Acide ascorbique', 'E428 - Gélatine', 'E150 - Caramel', 'E410 - Gomme de caroube']",,http://www.enviedebienmanger.fr/des-marques-pour-moi/viennois
1089,Velours de Crème (Caramel) - Nestlé - 280g [2x (2x 70g)],3023290799499,,280 g [2 x (2 x 70 g)],"['Frais', 'Opercules feuilles aluminium', 'Pot', 'Plastique', 'Etui', 'Carton', 'Opercule']","['Nestlé', 'La Laitière']","['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert caramel', 'Desserts lactés au caramel']","['Point Vert', 'Eco-Emballages', 'Nutritional Compass®']","['Lactalis Nestlé Ultra-Frais Bayeux - LNUF Bayeux (Filiale Groupe Lactalis) - Rue Jean Mermoz - ZAC des Longchamps - 14400 Saint-Martin-des-Entrées', 'Calvados', 'Basse-Normandie', 'France']","['FR 14.630.010 CE', 'Saint-Martin-des-Entrées (Calvados, France)']",['Super U'],['France'],"['Lait écrémé ', '44,5 %', 'crème ', '24,5 %', ' ', 'lait', 'sucre', 'caramel au beurre salé et au sel de guérande ', '13,0 %', ' ', 'sirop de glucose', 'lait concentré sucré', 'sucre', 'beurre salé ', '_lait', '_', 'crème ', 'lait', 'sel de Guérande', 'eau', 'gélatine bovine', 'amidon modifié de maïs', 'émulsifiant ', 'E471', 'épaississants ', 'carraghénanes', 'gomme xanthane', 'colorant ', 'caramel', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",11 g,en quantité modérée,?,,222,,929 kj(222 kcal),+36%,11,+45%,"27,9",+35%,"2,8",-6%,,,,,,,,"6,6",18,"0,1","0,04",Crème dessert au caramel,"['France', '44350 Guérande', 'Loire-Atlantique', 'Pays de la Loire', 'Sel de Guérande']",4,18 g,en quantité élevée,+7%,6.6 g,en quantité élevée,0.1 g,en faible quantité,11,D,+31%,-48%,-48%,+26%,+26%,['Lait'],"['E428 - Gélatine', 'E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",,http://www.enviedebienmanger.fr/des-marques-pour-moi/la-laitiere
1090,Le Yaourt Nature (4 Pots) - La Laitière - 500g (4x 125g),3023291156000,A,500 g (4 x 125 g),"['Frais', 'Pot verre - opercule métal et étui carton à recycler', '100 % recyclable']","['La Laitière', 'Nestlé']","['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Frais', 'Yaourts', 'Yaourts nature', 'Yaourts entiers']","['Au lait entier', 'Info-Tri Point vert', 'Nutritional Compass®']","['Lactalis Nestlé Ultra-Frais Marques - LNUF Marques (Filiale Groupe Lactalis) - 341 Rue François Anicot - 59553 Cuincy', 'Nord', 'Nord-Pas-de-Calais', 'France']","['FR 59.165.030 CE', 'Cuincy (Nord, France)']",['Banque alimentaire'],['France'],"['Lait entier ', '94,1%', 'poudre de lait écrémé', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3.3 g,en quantité modérée,283,-24%,?,,283 kj(68 kcal),-26%,"3,3",-7%,"4,8",-56%,"3,9",+11%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,"2,2","4,7","0,15","0,06",Yaourt nature au lait entier,,3,4.7 g,en faible quantité,-54%,2.2 g,en quantité modérée,0.15 g,en faible quantité,1,B,-4%,+35%,+35%,-60%,-60%,['Lait'],,,http://www.enviedebienmanger.fr/des-marques-pour-moi/la-laitiere/les-yaourts-en-pot-de-verre
