,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,ingredients_origins,traceability_code,allergens,palm_ingredients
1728,P’tit Beurre aux pépites de chocolat bio - Le Moulin du Pivert - 155g,3118082853807,B,12 p'tit beurre bio aux pépites de chocolat et au lait cru.,155 g,"['Carton', 'boîte', 'Plastique']",['Le Moulin du Pivert'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Petits beurres']","['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France', 'Sans œufs', 'en:palm-oil-free', 'Blé français', 'Triman']",,['France'],"['Farine de blé T65', 'beurre 13,4 %', 'sucre de canne non raffiné', 'pépites de chocolat 12,9 % ', 'sucre de canne', 'pâte de cacao', 'beurre de cacao', 'extrait de vanille', 'lait cru 5', '6 %', ""poudres à lever : bicarbonate de sodium et d'ammonium"", 'sel de mer', 'jus de citron concentré']","['E500ii - Carbonate acide de sodium', ""E503i - Carbonate d'ammonium""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,16 g,en quantité modérée,8.3 g,en quantité élevée,18 g,en quantité élevée,1 g,en quantité modérée,1711,-14%,409,-14%,1711 kj(409 kcal),-14%,16,-14%,"8,3",-29%,56,-18%,18,-36%,7,-1%,1,+29%,"0,4",+29%,17,-22%,D,-22%,75.0%,14.2%,4.8%,3.0%,2.9%,0.0%,71,"['France', 'Aveyron']",http://lemoulindupivert.fr/biscuits-a-picorer/gamme-ptit-beurre/ptit-beurre-pepite-de-chocolat/,['France'],,['Lait'],
1729,Ogeu Intense,3119070012053,,,,,['Ogeu'],,,,['France'],[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,30,,12,,,,,,,,,,,,,,,,,,
1730,"Sowest Cola Zero - Ogeu - 1,5l",3119070050017,,Boisson gazeuse aux arômes naturels avec édulcorants,"1,5 l","['Bouteille', 'Plastique']",['Ogeu'],"['Boissons', 'Boissons gazeuses', 'Boissons édulcorées', 'Sodas', 'Boissons light', 'Sodas au cola', 'Sodas light', 'Sodas au cola light', 'Boissons sans sucre ajouté']","['Peu ou pas de sucre', 'Point Vert', 'Sans sucre', 'en:saveurs-de-l-annee-france', ""Saveurs de l'Année 2015"", 'Triman']",,['France'],"['Eau de source', 'CO2', 'acidifiant : E338', ""correcteur d'acidité : citrate de sodium"", 'colorant : caramel E150d', 'arômes naturels', 'caféine', 'édulcorants : sucralose', 'acésulfame de potassium']","['E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', ""E150d - Caramel au sulfite d'ammonium"", 'E955 - Sucralose', 'E950 - Acésulfame K']",[],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.009 g,en faible quantité,"3,5",+75%,?,,"3,5 kj(1 kcal)",+75%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,"0,009",-42%,"0,004",-42%,1,+2%,B,+2%,,,,,,,,['France'],,,,,
1731,Eau minerale Naturelle Ogeu - 75cl,3119070053209,,,,,['Ogeu'],"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales', 'Boissons sans sucre ajouté']",,,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,,0 kj(0 kcal),,0,,0,,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,A,-100%,,,,,,,,,,,,,
1732,Eau minérale naturelle - Ogeu - 75cl,3119070053308,,,75 cl,"['Bouteille', 'Verre']",['Ogeu'],"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales']",,,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.00787 g,en faible quantité,?,,0,,0 kj(0 kcal),,0,,0,,0,-100%,0,-100%,0,-100%,"0,008",-84%,"0,003",-84%,0,-100%,A,-100%,,,,,,,,,,['Pyrénées'],,,
1733,Citronnade - Ogeu,3119070055296,,,,,['Ogeu'],"['Boissons', 'Citronnades']",,,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,4.3 g,en quantité modérée,0 g,en faible quantité,?,,20,-38%,84 kj(20 kcal),-38%,0,-100%,0,-100%,"4,9",-39%,"4,3",-43%,"0,1",-22%,0,-100%,0,-100%,6,-41%,D,-41%,,,,,,,,,,,,,
1734,Coppa,3119320006382,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,326,,1364 kj(326 kcal),,"22,4",,"9,6",,"0,6",,"0,26",,"30,6",,"5,9",,"2,36",,,,,,,,,,,,,,,,,,
1735,Le charcutier jambon supérieur - Auchan - 3tranches,3119724654080,E,,3 tranches,,['Auchan'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['Qualité supérieure'],['Auchan'],['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,"['FR 71.076.001 CE', 'Chalon-sur-Saône (Saône-et-Loire, France)']",,
1736,"Bière blonde (pack de 6 x 25 cl) Heineken - 1,5 (6x 25cl)",3119780015184,B,Bière blonde,"1,5 (6 x 25 cl)","['Bouteille', 'Verre', 'Carton']",['Heineken'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,['Auchan'],['France'],"['Eau', ""malt d'orge"", 'houblon']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,170,-10%,?,,170 kj(41 kcal),-2%,0,-100%,,,"3,3",-5%,,,"0,5",+23%,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,"['France', 'Pays-Bas', 'Amsterdam']",,['Gluten'],
1737,Heineken x6 - 6x 33cl,3119780015450,B,Bière,6 x 33 cl,"['Bouteille', 'Verre', 'Carton']",['Heineken'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,['Carrefour market'],['France'],"['Eau', ""malte d'orge"", 'houblon']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,170,-10%,?,,170 kj(41 kcal),-2%,0,-100%,,,"3,3",-5%,,,"0,515",+27%,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,"['France', 'Pays-Bas', 'Amsterdam']",,,
1738,"Pelforth, Bière Brune, Pack De 12 Fois 25 Centilitres - 25cl",3119780042418,C,,25 cl,,['Pelforth'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières brunes']",,,['France'],"['Eau', ""malt d'orge"", 'caramel aromatique', 'extraits de houblon']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,61,+20%,255 kj(61 kcal),+16%,"0,6",+4%,0,,"5,8",+52%,"0,6",+3%,"0,7",+32%,"0,01",-17%,"0,004",-17%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,['Gluten'],
1739,Ambrée - Pelforth - 6X25cl,3119780207893,C,Bière Ambrée,6X25 cl,"['Bouteille verre', 'Pack', 'Capsule', 'Bouteille:verre brune', 'Verre']",['Pelforth'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières ambrées']",['Déconseillé aux femmes enceintes'],['Carrefour'],['France'],"['eau', ""malts d'orge"", 'caramel aromatique', 'houblon', 'arôme']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,http://pelforth.fr,,,['Gluten'],
1740,Le Monaco - Panaché aromatisé à la grenadine - Panach' - 8x 25cl,3119780209088,C,Panaché aromatisé à la grenadine,8 x 25 cl,['Pack de bouteilles'],"[""Panach'""]","['Boissons', 'Boissons alcoolisées', 'Boissons sans alcool', 'Panaché']",['Fabriqué en France'],['Super U'],['France'],"['Limonade ', 'eau', 'sucre', 'sirop de glucose', 'acidifiant : acide citrique', 'antioxygène', 'acide ascorbique', 'arôme', 'bière ', ""contient du malt d'orge"", 'arôme grenadine', 'colorants : E163', 'E150C']","['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E163 - Anthocyanes', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",[],4,,,,,,,,,209,+43%,26,-16%,209 kj(26 kcal),+51%,0,-100%,,,"5,2",-27%,,,?,,"< 0,1",+852%,"0,04",+852%,,,,,16.9%,14.1%,42.2%,17.6%,7.2%,2.0%,57,['France'],http://www.panach.fr,,,['Gluten'],
1741,Brune douce et puissante - Pelforth - 6x 25cl,3119780209095,C,Bière brune,6 x 25 cl,"['Étui en carton', 'PEFC', 'Bouteille en verre brune avec relief', 'Capsule en metal', 'Point vert']",['Pelforth'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières brunes']","['Déconseillé à certaines catégories de personnes', 'Non recommandé aux femmes enceintes', '18', '2340-fr']","['Dia', 'G20']",['France'],"['Eau', ""malt d'orge"", 'caramel aromatique', 'extraits de houblon']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,61,+20%,255 kj(61 kcal),+16%,"< 0,6",+4%,0,,"5,8",+52%,"0,6",+3%,"0,7",+32%,"< 0,01",-17%,"0,004",-17%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,['Gluten'],
1742,Bière blonde (pack de 20 x 25 cl) Heineken - 5L (20x 25cl),3119780243570,C,Bière blonde,5 L (20 x 25 cl),"['bouteille verre', 'Carton', 'Capsule', 'Emballage', 'Pack 20']",['Heineken'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,['Carrefour'],['France'],"['eau', ""malt d'orge"", 'houblon']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,42,+2%,176 kj(42 kcal),+2%,0,-100%,0,-100%,"3,2",-8%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,['Gluten'],
1743,Pelforth Blonde - 5L,3119780246168,C,,5 L,"['Fût', 'Aluminium']",['Pelforth'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,['Casino'],['France'],"[""Contient du malt d'orge""]",,[],3,,,,,,,,,?,,49,+20%,205 kj(49 kcal),+18%,"0,6",+251%,0,-100%,"4,6",+32%,0,-100%,"0,5",+23%,0,-100%,0,-100%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,['Gluten'],
1744,Blonde - Pelforth - 33cl,3119780246441,C,,33 cl,"['Canette', 'Métal']",['Pelforth'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,,['France'],"[""Contient du malt d'orge""]",,[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,['Gluten'],
1745,Pelforth 3 Malts - 6X 25cl,3119780253340,C,Bière Blonde,6 X 25 cl,"['Pack carton', 'Bouteilles', 'Verre']",['Pelforth'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,['Carrefour'],['France'],"['eau', '3 malts différents ', 'orge,', 'caramel aromatique', 'houblon', 'arôme']",,[],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,['Gluten'],
1746,"Bière aromatisée téquila 5,9° - Desperados",3119780255979,,,,,['Desperados'],['Boissons'],,['Magasins U'],['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,2.2 g,en faible quantité,0.01 g,en faible quantité,?,,59,+5%,247 kj(59 kcal),+2%,0,-100%,0,-100%,"6,3",-44%,"2,2",-77%,0,-100%,"0,01",-76%,"0,004",-76%,11,+44%,E,+44%,,,,,,,,,,,,,
1747,Desperados - 3 * 33cl e,3119780256020,C,,3 * 33 cl e,"['Verre', 'Bouteille', 'Carton']",['Desperados'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières aromatisées']","['Déconseillé à certaines catégories de personnes', 'Point Vert', 'Déconseillé aux enfants et aux femmes enceintes', 'PEFC', 'Déconseillé aux femmes enceintes']",,['France'],"['Bière', 'sucre', 'arômes ', 'dont 75 % de tequila', 'acidifiant : acide citrique', "" Contient du malt d'orge""]",['E330 - Acide citrique'],[],4,,,,,,,,,?,,59,+7%,247 kj(59 kcal),+9%,"0,01",-94%,"0,01",,"6,3",+17%,"2,2",+5%,"0,01",-96%,0,-100%,0,-100%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,['Gluten'],
1748,Cuvée Florem - Affligem - 6x 25cl,3119780256914,B,,6 x 25 cl,"['Carton', 'Canette', 'Verre']",['Affligem'],"['Boissons', 'Boissons alcoolisées', 'Bières', ""Bières d'abbayes"", 'Bières aromatisées', 'Bières blondes']",,"['Casino', 'Magasins U']",['France'],"['Bière', 'sirop de sucre inverti', 'arômes ', 'fleur de sureau', 'houblon floral', "" Contient du malt d'orge""]",,[],4,,,,,,,,,252,+2%,?,,252 kj(60 kcal),+2%,"< 0,5",+80%,0,-100%,"5,3",+34%,"0,8",+100%,"0,5",-6%,"< 0,01",-59%,"0,004",-59%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Belgique'],,['Belgique'],,['Gluten'],
1749,"Desperados - Frigo Box - 3,3L (10 * 33cl e)",3119780257171,C,Bière aromatisée Tequila,"3,3 L (10 * 33 cl e)","['Carton', 'boîte', 'métal']",['Desperados'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières aromatisées']","['Déconseillé à certaines catégories de personnes', 'Point Vert', 'Déconseillé aux enfants et aux femmes enceintes', 'Déconseillé aux femmes enceintes']",['Géant Casino'],['France'],"['Bière', 'sucre', 'arômes ', 'ont 75% de Tequila', 'acidifiant : acide citrique', ""\rContient du malt d'orge""]",['E330 - Acide citrique'],[],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['France'],,,['L5 033 F'],['Gluten'],
1750,Desperados Verde - 3x 33cL,3119780257447,C,"Bière aromatisée tequila, menthe, citron vert",3 x 33 cL,"['Carton', 'Bouteille', 'Verre']",['Desperados'],"['Boissons', 'Boissons alcoolisées', 'Bières']",,['Hyper U'],['France'],"['Bière', 'sucre', 'arômes ', 'Téquila 50%', 'citron-citron vert', 'menthe', 'acidifiant ', 'acide citrique']",['E330 - Acide citrique'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,
1751,Cuvée de Noël - Affligem - 12x25cl,3119780257720,C,Bière ambrée aromatisée cannelle,12x25cl,"['Pack', 'Carton', 'Bouteilles', 'Verre']",['Affligem'],"['Boissons', 'Boissons alcoolisées', 'Bières', ""Bières d'abbayes"", 'Bières ambrées', 'Bières belges', 'Bières aromatisées', 'Bières de Noël']","['Déconseillé à certaines catégories de personnes', ""Bière belge d'Abbaye reconnue"", 'Déconseillé aux femmes enceintes']",['intermarché'],['France'],"['bière', 'caramel aromatique', 'arôme cannelle', "" Contient du malt d'orge""]",,[],3,,,,,,,,,245,,?,,245 kj(59 kcal),,"< 0,6",,0,,"5,4",,"0,4",,"0,6",,"< 0,01",,"0,004",,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Belgique'],,,,['Gluten'],
1752,Bière blonde d'Alsace - Fischer - 65cl,3119780258529,C,Bière blonde d'Alsace,65 cl,"['Bouteille', 'Verre', 'Bouchon mécanique', 'Bouteiile:verre brune']",['Fischer'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes', 'Bouteille:relief']","['Point Vert', '2340.fr', 'Non consigné']","['Franprix', 'Dia', 'Super U']",['France'],"['Eau', ""malt d'orge"", 'sirop de glucose', 'extraits de houblon 100% alsaciens']",,[],4,,,,,,,,,?,,51,+24%,213 kj(51 kcal),+23%,0,-100%,0,-100%,?,,0,-100%,0,-100%,0,-100%,0,-100%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Alsace', 'France']",,,,['Gluten'],
1753,Desperados Lime - 500ml,3119780259489,C,,500 ml,,['Desperados'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières aromatisées']",,,['France'],[],,[],,,,,,,,,,?,,40,-27%,167 kj(40 kcal),-26%,"0,6",+253%,0,,"5,7",+6%,"3,2",+52%,"0,5",+91%,"0,01",+11%,"0,004",+11%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,
1754,Bière  - Heineken - 6×33cl,3119780259526,C,,6×33cl,,['Heineken'],"['Boissons', 'Boissons alcoolisées', 'Bières']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,
1755,Pelforth Radler - 50cl,3119780259960,C,Boisson alcolisée fermentée aromatisée citron et jus de citron,50 cl,['Canette en aluminium'],['Pelforth'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bieres aromatisées aux fruits', 'Bières blondes']",,['Cora'],['France'],"['50% bière blonde ', 'alc 5 %', 'eau gazéifiée', 'sucre', 'jus de fruits à base de concentré ', 'dont 2% de jus de citron à base de concentré', 'arôme naturel de citron', 'arômes naturel', 'stabilisant : gomme de caroube']",['E410 - Gomme de caroube'],[],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,
1756,Desperados Black - 3*33cL,3119780260560,C,"Bière aromatisée tequila, aged tequila",3*33cL,['Bouteille'],['Desperados'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières aromatisées']",,['Auchan'],['France'],"['Bière', 'sucre', 'arômes ', 'dont 50% de Tequila et 25 % de Aged téquila', 'colorant : caramel E150c', 'acidifiant : acide citrique', "" Contient du malt d'orge""]","['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E330 - Acide citrique']",[],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['France'],,,,['Gluten'],
1757,Edelweiss peche blanche fleur de génépi bière blanche arom,3119780261451,C,,,,['Edelweiss'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blanches']",,,['France'],[],,[],,,,,,,,,,?,,46,+12%,192 kj(46 kcal),+8%,"0,6",+314%,0,-100%,"6,4",+50%,"2,6",+86%,"0,5",+23%,"0,01",-47%,"0,004",-47%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,
1758,"Bière sans alcools citron, menthe et fleur de sureau, 6x33cl - Panach",3119780262717,C,,,,['Panach'],"['Boissons', 'Boissons alcoolisées', 'Boissons sans alcool', 'Panaché', 'Boissons avec sucre ajouté']",,,['France'],"['Service Consomliifïurs Panachi BP 43 - 92502 Rueil-Mahaisofliéfféx Service & appel gratuits Boisson fermentéesans alcool aromatisée citron', 'Ingrédients* Bière sans alcool', ""eaurmalt d'orge"", 'dlîxyde de houblon', 'eaLi gazéifiée', 'sucre', ""50/'- de jus de fruilSïbase jus de citron"", 'jus de Sirop de sucrainveltlrarôme-natarel']",,[],,,,,,,,,,?,,31,0%,130 kj(31 kcal),-6%,"0,6",+161%,"0,01",-79%,"7,7",+9%,"6,7",+11%,"0,5",+94%,"0,1",+852%,"0,04",+852%,,,,,16.9%,14.1%,42.2%,17.6%,7.2%,2.0%,57,,,,,,
1759,Bière Affligem dulce pack,3119780263400,C,,,,['Affligem'],"['Boissons', 'Boissons alcoolisées', 'Bières', ""Bières d'abbayes""]",,['Magasins U'],['France'],[],,[],,,,,,,,,,240,-3%,?,,240 kj(57 kcal),-2%,"< 0,6",+116%,0,-100%,"6,3",+59%,"1,6",+300%,"< 0,5",-6%,"0,01",-59%,"0,004",-59%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Belgique'],,,,,
1760,Buckler pur Malt sans alcool,3119780263653,,,,,['Buckler'],,['Sans alcool'],['Magasins U'],['France'],"['eau', ""malt d'orge"", 'extraits do houblon', 'aromes']",,[],4,,,,,,,,,?,,25,,105 kj(25 kcal),,"0,6",,0,,"5,3",,"2,8",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,['Gluten'],
1761,Panaché l original,3119780263899,,,,,,,['Fabriqué en France'],,['France'],[],,[],,,,,,,,,,?,,27,,113 kj(27 kcal),,"0,6",,0,,"6,3",,"5,7",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,
1762,Desperados mojito,3119780264261,C,,,,['Desperados'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières aromatisées']",['Produits faisant référence au Mojito'],,['France'],[],,[],,,,,,,,,,?,,62,+13%,259 kj(62 kcal),+14%,0,-100%,0,,7,+30%,"3,3",+57%,"0,3",+15%,0,-100%,0,-100%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,
1763,Desperados mojito,3119780264285,,,,,['Desperados'],['Boissons'],['Produits faisant référence au Mojito'],['Magasins U'],['France'],"['Eau', ""malt d'orge"", 'mais', 'sirop de glucose', 'sucre', 'extraits de houblon', 'arômes naturels ', 'dont 50% de Tequila', 'menthe', 'citron vert', 'acidifiant : acide citrique']",['E330 - Acide citrique'],[],4,0 g,en faible quantité,0 g,en faible quantité,3.3 g,en quantité modérée,0.01 g,en faible quantité,?,,62,+11%,259 kj(62 kcal),+7%,0,-100%,0,-100%,7,-38%,"3,3",-65%,"0,3",-40%,"0,01",-76%,"0,004",-76%,12,+57%,E,+57%,,,,,,,,,,,,['Gluten'],
1764,bière Heineken 12 pack 25cl - 12cl,3119780265794,,,12 cl,['12 pack 25cl'],['Heineken'],['Bière simple'],,['Magasins U'],['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1765,Desperados Black - 33cl,3119783012548,C,,33 cl,"['Bouteille', 'Verre', 'Bouteille']",['Desperados'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières aromatisées']",,,['France'],"['Bière', 'sucre', 'arômes ', 'dont 50% de Tequila', '25% de Aged Tequila', 'colorant : caramel E150c', 'acidifiant : acide citrique', "" Contient du malt d'orge""]","['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E330 - Acide citrique']",[],4,,,,,,,,,?,,61,+11%,255 kj(61 kcal),+12%,"0,6",+253%,0,,"7,3",+36%,"2,9",+38%,"0,5",+91%,"0,01",+11%,"0,004",+11%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['France'],,,,['Gluten'],
1766,Chocolats noirs à la liqueur (cointreau) - Chocolaterie Frederic,3120340024430,E,,,,['Chocolaterie Frederic'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats à la liqueur']",,,['France'],"['Chocolat noir 60% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de tournesol', 'liqueur 40% {sirop de sucre inverti', 'alcool', 'eau', ""arôme naturel d'orange "", ""concentré de COINTREAU'}"", ' Peut contenir des traces de lait']",['E322i - Lécithine'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,21.9 g,en quantité élevée,13.3 g,en quantité élevée,50.1 g,en quantité élevée,0.01 g,en faible quantité,?,,426,-9%,1782 kj(426 kcal),-8%,"21,9",-7%,"13,3",-8%,"50,9",-8%,"50,1",-1%,4,-9%,"0,01",-85%,"0,004",-85%,25,+2%,E,+2%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,
1767,Chocolat de Pâques Poissons - Abtey,3120470027301,E,,,"['Sachet', 'Plastique']",['Abtey'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Chocolats au lait', 'Chocolats blancs']","['Fabriqué en France', 'Pur beurre de cacao']",,['France'],[],,[],,32 g,en quantité élevée,20 g,en quantité élevée,56 g,en quantité élevée,0.18 g,en faible quantité,?,,545,-4%,2280 kj(545 kcal),-3%,32,-11%,20,-7%,57,+7%,56,+11%,"6,1",-9%,"0,18",-30%,"0,072",-30%,26,-3%,E,-3%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,['France'],,,,,
1768,Pâques à la Ferme - Abtey,3120470037584,,,,"['Sachet', 'Plastique']",['Abtey'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Cochons en chocolat']","['Fabriqué en France', 'Pur beurre de cacao']",,['France'],[],,[],,32 g,en quantité élevée,20 g,en quantité élevée,56 g,en quantité élevée,0.18 g,en faible quantité,?,,545,-1%,2280 kj(545 kcal),-1%,32,-6%,20,-5%,57,+6%,56,+7%,"6,1",-8%,"0,18",-8%,"0,072",-8%,26,-1%,E,-1%,,,,,,,,['France'],,,,,
1769,Pâques à la Ferme - Abtey,3120470057124,,,,,['Abtey'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques']",['Pur beurre de cacao'],,['France'],[],,[],,32 g,en quantité élevée,20 g,en quantité élevée,57 g,en quantité élevée,0.18 g,en faible quantité,?,,547,-1%,2289 kj(547 kcal),-1%,32,-6%,20,-5%,58,+8%,57,+9%,"5,7",-14%,"0,18",-8%,"0,072",-8%,26,-1%,E,-1%,,,,,,,,,,,,,
1770,Excellence Poire Williams - Abtey - 220g,3120470111581,,,220 g,"['Carton', 'Plastique']",['Abtey'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats à la liqueur']",['Fabriqué en France'],['Carrefour'],['France'],"['Sucre', 'sucre inverti', 'pâte de cacao', 'beurre de cacao', 'eau de vie poire Williams ', '4,4 %', 'alcool', 'arôme', 'émulsifiant : lécithine de soja', 'extrait de vanille']",['E322i - Lécithine'],[],4,21 g,en quantité élevée,13 g,en quantité élevée,45 g,en quantité élevée,0.03 g,en faible quantité,1753,-9%,419,-10%,1753 kj(419 kcal),-10%,21,-11%,13,-10%,51,-7%,45,-11%,"3,1",-29%,"0,03",-54%,"0,012",-54%,24,-2%,E,-2%,,,,,,,,['France'],,,,['Soja'],
