,name,bar_code,packaging,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,labels,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,markets,quantity,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,manufacturing,additives,generic_name,traceability_code,link,brand_owner
1549,Pain au chocolat beurre AOP,0212108023618,,['France'],[],[],?,605,37,55,11,,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,+53%,+69%,+30%,+53%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,2531 kj(605 kcal),25,16,"1,1","0,44",,,,,37 g,en quantité élevée,25 g,en quantité élevée,16 g,en quantité élevée,1.1 g,en quantité modérée,+52%,+88%,+33%,+22%,+22%,24,+22%,E,+22%,,,,,,,
1550,Soupe de poisson,3200747820030,,['France'],[],[],?,40,"1,2","0,9","6,1",,E,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,-17%,-37%,-51%,+18%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,167 kj(40 kcal),"0,2","0,6","0,85","0,34",,,,,1.2 g,en faible quantité,0.2 g,en faible quantité,0.6 g,en faible quantité,0.85 g,en quantité modérée,-16%,-55%,-8%,-4%,-4%,0,-100%,B,-100%,,,,,,,
1551,Soupe de poissons sauvages,3288372655005,,['France'],[],[],?,?,?,?,?,,E,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,,,,,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,Ju de raisin,3760033040059,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Magret de canard,2210126005836,,['France'],[],[],?,366,33,"0,6",16,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,+8%,+13%,-52%,-11%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,1531 kj(366 kcal),11,"0,6","0,1","0,04",,,,,33 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,0.1 g,en faible quantité,+8%,+10%,-10%,-94%,-94%,14,-24%,D,-24%,,,,,,,
1554,Doce de leche -,7897773300641,,['France'],[],[],?,305,9,55,8,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",,+3%,+62%,-0%,+23%,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,,1276 kj(305 kcal),3,44,0,0,,,,,9 g,en quantité modérée,3 g,en quantité modérée,44 g,en quantité élevée,0 g,en faible quantité,+3%,-7%,-13%,-100%,-100%,14,-16%,D,-16%,,,,,,,
1555,Bloc de foie gras de canard,3380241003204,,['France'],[],[],?,?,?,?,?,,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Pain au chocolat AOP,0236010009843,,['France'],[],[],?,425,28,38,"6,1",,,,,,,,,,,,,,,,,1778 kj(425 kcal),13,26,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,"Pavé tradition, 400g",14297229,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Miel de provence,3760003781081,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Jus de pomme framboise - 816g,41105,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,816 g,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Rugby viennoiserie,0232028009189,,['France'],[],[],?,351,15,46,"7,5",,,,,,,,,,,,,,,,,1469 kj(351 kcal),"4,5",12,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Moules farcies,03073639,,['France'],[],[],?,88,"4,5","3,3",8,,,,,,,,,,,,,,,,,368 kj(88 kcal),"1,7","0,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Confiture extra de gratte-cul - La Confiserie Alpine,3760193727142,,['France'],"['eglantines', 'Sucre', 'jus de citron', 'pectine', ' Fabriquée avec 55 Gr de fruits pour 100 Gr', ' Teneur en sucre 60 Gr pour 100 Gr']",[],?,?,?,?,?,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'églantines""]",,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['La Confiserie Alpine'],,,,,,,,,4,,,,,,,,,,,,,,,,,,,,['E440 - Pectines'],,,,
1563,Super green - The Protein Works,5060339308876,,['France'],[],"['Végétalien', 'Végétarien']",?,288,"4,7","26,2",27,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,['The Protein Works'],1205 kj(288 kcal),"0,8","3,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Miel Bonfils Serge,3760131910056,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Haché au cabillaud au citron,0206234014008,,['France'],[],[],?,167,"8,8","4,8",17,,,,,,,,,,,,,,,,,699 kj(167 kcal),"1,4",1,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Saucisson sec pur porc,3346380005509,,['France'],[],[],?,405,"32,9","1,9","26,2",,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",,-2%,+1%,-18%,-4%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,1695 kj(405 kcal),"12,4","1,9","4,95","1,98",,,,,32.9 g,en quantité élevée,12.4 g,en quantité élevée,1.9 g,en faible quantité,4.95 g,en quantité élevée,-1%,-3%,+24%,+6%,+6%,25,+3%,E,+3%,,,,,,,
1567,Jasmine elexir,5200105490040,,['France'],[],[],?,162,0,0,5,,,,,,,,,,,,,,,,,678 kj(162 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Gourmet burgers seasoning - Weber,0047600011128,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,['Weber'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Tome blanche pasteurisée,0200891010632,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,"Energy proteína de arroz integral, guisante y - Corpore Diet",8437012193864,,"['France', 'Espagne']",[],[],?,363,"4,8","7,7",80,,,['Compléments alimentaires'],,+25%,-24%,-60%,+134%,,,,,,,,['Corpore Diet'],1519 kj(363 kcal),"1,5",1,"0,39","0,156",,,,,4.8 g,en quantité modérée,1.5 g,en quantité modérée,1 g,en faible quantité,0.39 g,en quantité modérée,+26%,-40%,-86%,-30%,-30%,1,-85%,B,-85%,,,,,,,
1571,Coeur de couenne,0209539011741,,['France'],[],[],?,141,"6,2","0,5","20,7",,,,,,,,,,,,,,,,,590 kj(141 kcal),"2,2","0,5","1,92","0,768",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Detox bresilienne - Palais des Thés,2700460001101,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,['Palais des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Bananes -,2805379010821,['Sachet'],['France'],[],[],?,?,?,?,?,,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,Thé breakfast - Le prix gagnant,3263850280214,,['France'],[],[],?,?,?,?,?,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['Le prix gagnant'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Le  Torchonay,0209538009589,,['France'],[],[],?,137,"6,2","0,7","19,8",,,,,,,,,,,,,,,,,573 kj(137 kcal),"2,8","0,7","1,91","0,764",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Les mini-nonnettes - La Grande Epicerie de Paris,3346040137137,,['France'],[],[],?,352,3,78,"2,8",['Fabriqué en France'],,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux fourrés', 'Nonnettes']",,+4%,+52%,+3%,-24%,,,,,,,,['La Grande Epicerie de Paris'],1473 kj(352 kcal),"0,6",52,"0,42","0,168",,,,,3 g,en quantité modérée,0.6 g,en faible quantité,52 g,en quantité élevée,0.42 g,en quantité modérée,+4%,+44%,+15%,-21%,-21%,15,0%,D,0%,,,,,,,
1577,Chocolatines,2644773019029,,['France'],[],[],?,431,"24,4","43,2","8,1",,,,,,,,,,,,,,,,,1803 kj(431 kcal),"17,1","10,3","1,03","0,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Pomme de terre,3760189581222,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Himalayan Salt,4742824019764,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Noix de cajou crues,3352399000367,,['France'],[],[],?,604,"43,85","29,4","18,22",,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,+1%,-5%,+15%,-3%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,2527 kj(604 kcal),"7,78","5,91",0,0,,,,,43.9 g,en quantité élevée,7.78 g,en quantité élevée,5.91 g,en quantité modérée,0 g,en faible quantité,+1%,-8%,-9%,-100%,-100%,5,-34%,C,-34%,,,,,,,
1581,Palette à la diable,2657317072091,,['France'],[],[],?,120,"7,7","0,7",12,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,502 kj(120 kcal),3,"0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Sablé Pur Beurre,3770002007037,,['France'],[],[],?,472,"20,6","63,9","7,8",,,,,,,,,,,,,,,,,1975 kj(472 kcal),"20,6","63,9","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Mini beignets assortis fourrés,0209215025581,,['France'],[],[],?,428,24,44,"6,8",['Fabriqué en France'],,,,,,,,,,,,,,,,1791 kj(428 kcal),9,18,"0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Confiture extra fraise - Les Délices de Pascale,3665000345109,,['France'],[],[],2449,?,"0,2",57,"0,45",,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",+166%,,-17%,+7%,+2%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['Les Délices de Pascale', 'Maison Jougla']",2449 kj(585 kcal),"0,03",55,0,0,,,,,0.2 g,en faible quantité,0.03 g,en faible quantité,55 g,en quantité élevée,0 g,en faible quantité,+169%,-33%,+8%,-100%,-100%,11,+26%,D,+26%,,,,,,,
1585,Soupe poireaux pommes de terre,3346751112034,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Ras el hanout - Columbia,4007747271218,"['Pot', 'Plastique']",['France'],[],[],?,?,?,?,?,,,"['Epicerie', 'Condiments', ""Mélanges d'herbes et d'épices"", 'Ras el hanout']",,,,,,,,,,,,,['Columbia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Javan,4088600051819,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Reggia Sigarette Ziti N.30 GR 500 - 500g,8008857300306,,['France'],[],[],?,?,?,?,?,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,FLEUR DE SEL MELANGE HERBES ET SEL - 60g,3700662733120,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,60 g,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Liquorice,57402628,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,"Purée de mangue, ananas et fruit de la passion",7862118143337,,['France'],[],[],?,58,0,14,"0,5","['en:gluten-free', 'Sans sucre ajouté', 'Sans conservateurs']",,,,,,,,,,,,,,,,243 kj(58 kcal),0,10,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,crème d'épinard à la japonaise,3770009413374,,['France'],[],[],?,128,10,"4,6","3,5",,,,,,,,,,,,,,,,,536 kj(128 kcal),"1,2","0,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Saumon fumé Atlantique de Norvège,3307570060319,,['France'],[],[],?,173,9,"0,5",22,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'Saumons Atlantique fumés', ""Saumon fumé de l'Atlantique""]",,-8%,-17%,-6%,-0%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,724 kj(173 kcal),"1,8","0,5","3,4","1,36",,,,,9 g,en quantité modérée,1.8 g,en quantité modérée,0.5 g,en faible quantité,3.4 g,en quantité élevée,-8%,-16%,+47%,+21%,+21%,13,-3%,D,-3%,['Océan Atlantique'],,,,,,
