,name,bar_code,eco_score,quantity,brand,categories,labels,traceability_code,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,packaging,ingredients_origins,allergens,markets,generic_name,palm_ingredients,link,brand_owner,producer_info,origin_detail
1633,Sirop d'érable - 1.2.3 BIO - 250mL,3609761900016,,250 mL,['1.2.3 BIO'],"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable"", 'Sirops traditionnels']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture Canada']",,['France'],"[""Sirop d'érable""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,0.5 g,en faible quantité,0.1 g,en faible quantité,59 g,en quantité élevée,0.03 g,en faible quantité,?,,270,-7%,1130 kj(270 kcal),-8%,"0,5",+148%,"0,1",+80%,67,-6%,59,-9%,0,-100%,"0,03",+6%,"0,012",+6%,13,0%,D,0%,,,,,,,,,"['Flacon', 'Verre']",['Canada'],,,Sirop d'érable,,,,,
1634,Gouda de Noord-Holland - Holland Master - 130g,3613290000970,C,130 g,"['Holland Master', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Fromages en tranches', 'Goudas']","['AOP', 'IGP']",['BE CO021 EC'],"['France', 'Suisse']","['lait de vache pasteurisé', 'sel', 'ferments lactiques', 'présure', 'conservateur : nitrate de sodium', 'colorant: annatto']","['E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition', 'E160b - Rocou']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,34 g,en quantité élevée,24 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,?,,414,+22%,1732 kj(414 kcal),+22%,34,+26%,24,+32%,0,-100%,0,-100%,26,+13%,"1,9",+11%,"0,76",+11%,18,+15%,D,+15%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['Noord Holland', 'Pays Bas']","['Tranches', 'Frais', 'Sous atmosphère protectrice']",['Pays-Bas'],['Lait'],"['Casino', 'Monoprix']",,,,,,
1635,"Filets de maquereaux cuisinés aux curry et amandes - La belle iloise - 112,5g",3660088125681,D,"112,5g","['La belle iloise', 'La Belle-Iloise', 'La belle-illoise']","['Conserves', 'Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",,"['FR 56.186.004 CE', 'Quiberon (Morbihan, France)']",['France'],"['filets de maquereaux 59%', 'eau', 'huile de colza', 'poivron rouge 3,2%', ""vinaigre d'alcool"", 'moutarde ', ' eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'anti-oxygène : Bisulfite de sodium', 'acidifiant : Acide citrique', 'oignons', ""huile d'olive vierge extra"", 'lait de coco', 'amandes grillées 1', '2%', 'plantes aromatiques', 'épices dont curry ', '0,57%', ' ,', 'lait et graines de moutarde', 'Sel', 'fécule de manioc', 'épaississants : gomme de xanthane', 'extrait de levure']","['E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E415 - Gomme xanthane']","['Non végétalien', 'Non végétarien']",4,18.2 g,en quantité modérée,3.55 g,en quantité modérée,0.5 g,en faible quantité,0.9 g,en quantité modérée,?,,220,-1%,920 kj(220 kcal),-0%,"18,2",+11%,"3,55",-4%,"0,5",-54%,"0,5",-6%,"13,6",-17%,"0,9",-19%,"0,36",-19%,3,-52%,C,-52%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,['Quiberon'],"['Conserve', 'conserve', 'Boîte métal']",,"['Lait', 'Moutarde']",['Que du bonheur'],,,,,,
1636,Savane jungle - Brossard - 175 ( 7x 25g),3660140921152,,175 ( 7x 25 g),['Brossard'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']","['Point Vert', 'Fabriqué en France', 'Sans colorants', 'en:palm-oil-free', 'Farine de blé français', 'Riche en fruits']",,"['France', 'Suisse']","['Sucre', 'oeufs frais', 'farine de blé 20,4%', 'huile de colza', ""purée d'abricot* 8,0%"", 'sirop de glucose-fructose', 'stabilisant : glycérol', 'purée de pomme* 6,0%', ""purée d'abricot* concentrée 2,0% "", ""équivalent purée d'abricot 6,0%"", 'purée de pomme* concentrée 2,0% ', 'équivalent purée de pomme 6,0%', ""gomme d'acacia "", 'fibre soluble', 'poudres à lever : diphosphates - carbonates de sodium', 'arôme naturel', 'conservateur : sorbate de potassium', 'fibres de blé', 'gélifiants : pectines - gomme xanthane', ""correcteur d'acidité : citrates de sodium"", 'sel', 'acidifiant : acide citrique']","['E422 - Glycérol', ""E414 - Gomme d'acacia"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E440 - Pectines', 'E415 - Gomme xanthane', 'E331 - Citrates de sodium', 'E330 - Acide citrique']","['Sans huile de palme', 'Non végétalien']",4,18 g,en quantité modérée,1.6 g,en quantité modérée,33 g,en quantité élevée,0.91 g,en quantité modérée,?,,415,+3%,1736 kj(415 kcal),+3%,18,-8%,"1,6",-79%,57,+15%,33,+18%,"4,7",-14%,"0,91",+50%,"0,364",+50%,15,-16%,D,-16%,,,,,,,,"['France', 'Centre', 'Loiret', 'Pithiviers']","['Film plastique à jeter', 'Etui carton à recycler']",,"['Œufs', 'Gluten']","['Magasins U', 'Auchan', 'Cora', 'Carrefour', 'Intermarché', 'Leclerc', 'Monoprix']",Gâteau avec fourrage à l'abricot et à la pomme,,https://www.brossard.fr/,,,
1637,Sauce Américaine - Bénédicta - 270g,3660603004880,C,270 g,['Bénédicta'],"['Epicerie', 'Sauces', 'Sauces américaine']",,,['France'],"['huile de colza', 'purée de tomates mi-concentrée ', '22%', ',vinaigre d alcool', 'eau', 'sel', 'jaunes d œufs', 'amidon modifié', 'arômes naturels', 'sucre', 'conservateur : sorbate de potassium']","['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,37.8 g,en quantité élevée,2.7 g,en quantité modérée,4.7 g,en faible quantité,2.8 g,en quantité élevée,1708,,415,+27%,1708 kj(415 kcal),+22%,"37,8",+24%,"2,7",+3%,"7,8",-33%,"4,7",-35%,"0,9",-39%,"2,8",+12%,"1,12",+12%,17,+12%,D,+12%,73.6%,15.5%,4.4%,4.2%,1.9%,0.5%,54,,"['Bocal', 'Verre']",,['Œufs'],['Intermarche'],,,,,,
1638,Bourguignonne - Bénédicta - 85g e,3660603090043,B,85 g e,['Bénédicta'],"['Epicerie', 'Sauces', 'Sauces bourguignonnes']",['Point Vert'],"['EMB 59560', 'Seclin (Nord, France)']",['France'],"['Huile de colza', 'concentré de tomates', ""vinaigre d'alcool"", 'eau', 'sel', ""jaunes d'oeufs"", 'amidon modifié', 'vin rouge de Bourgogne ', '2 %', 'arôme', 'sucre', 'conservateur : sorbate de potassium']","['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,36.7 g,en quantité élevée,2.7 g,en quantité modérée,4.6 g,en faible quantité,2.84 g,en quantité élevée,?,,403,-8%,1686 kj(403 kcal),-7%,"36,7",-18%,"2,7",-29%,"7,6",+12%,"4,6",-3%,"0,9",-36%,"2,84",+20%,"1,136",+20%,18,+5%,D,+5%,55.2%,17.7%,18.8%,5.1%,2.6%,0.7%,68,,"['Bocal', 'Verre']",,['Œufs'],['Leclerc'],Sauce au vin rouge de Bourgogne,,,,,
1639,Farfalles Blé Délice au blé complet - Lustucru - 400g,3660861023708,B,400 g,['Lustucru'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Farfalles']","['Fabriqué en France', 'Nouveau']",,['France'],"['Semoule de blé dur', 'semoule de blé dur complète ', '15 %']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.9 g,en faible quantité,0.2 g,en faible quantité,7 g,en quantité modérée,0.03 g,en faible quantité,?,,347,-2%,1452 kj(347 kcal),-3%,"1,9",+13%,"0,2",-43%,68,-2%,7,+115%,13,+7%,"0,03",+99%,"0,012",+99%,-4,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,['France'],"['Boîte', 'Carton']",,['Gluten'],['Carrefour'],Pâtes alimentaires au blé dur et au blé dur complet (15 %),,http://www.feles-de-lustucru.fr/nos-pates/au-ble-complet-4,,,
1640,Jambon supérieur avec couenne 4 tranches - Tradilège - 180g,3661112054144,C,180 g,"['Tradilège', 'Marque Repère']","['Viandes', 'Charcuteries', 'Frais', 'Jambons', 'Porc', 'Jambons blancs', 'Charcuteries cuites']","['Qualité supérieure', 'Viande-francaise', 'Viande-porcine-francaise', 'Avec couenne', 'Info-Tri Point Vert']","['FR 22.046.001 CE', ""Collinée (Côtes-d'Armor, France)""]",['France'],"['Jambon cuit de qualite superieure avec couenne jambon de porc', 'sel', 'dextrose', 'aromes', 'antioxydant : e316', 'conservateur : e250']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,7.7 g,en quantité modérée,3.2 g,en quantité modérée,0.7 g,en faible quantité,1.9 g,en quantité élevée,635,+3%,?,,635 kj(152 kcal),-6%,"7,7",-9%,"3,2",-1%,"0,7",-49%,"0,7",-4%,"19,9",+6%,"1,9",0%,"0,76",0%,12,+25%,D,+25%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['Kermené (Filiale E.Leclerc) - Le Perey - 22330 Saint-Jacut-du-Mené', ""Côtes-d'Armor"", 'Bretagne', 'France']","['Frais', 'Barquette et opercule à jeter', 'Sous atmosphère protectrice']","['France', 'Porc']",,['Leclerc'],Jambon cuit de qualité supérieure avec couenne,,"http://www.e-leclerc.com/catalogue/marques-distributeurs/marque-repere/alimentaire/frais/charcuterie-LS/jambon-superieur-avec-couenne-4-tranches---180-g,4052",,,
1641,Saucisses de Strasbourg 2 x 10 - Tradilège - 700g,3661112054625,E,700 g,"['Tradilège', 'Marque Repère']","['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg', 'Knacks industrielles']","['Viande Française', 'Viande Porcine Française', 'Point Vert']","['FR 22.046.001 CE', ""Collinée (Côtes-d'Armor, France)""]",['France'],"['Viande de porc ', '63%', 'eau', 'gras de porc', 'sirop de glucose', 'fibres de {allergene}ble{/allergene} et de carottes', 'plasma de porc', '{allergene}lactose{/allergene}', 'proteines de {allergene}lait{/allergene},proteines de pois', 'sel', 'couenne de porc', 'emulsifiants : e450-e451', 'aromes', 'arome de fumee', 'epices', 'conservateurs : e250-e326', 'antioxydants:e300 - e301 - e316', 'dextrose', 'acidifiant : e262', 'colorant:e120', 'ferments', '{traces}traces de soja', '{/traces}']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E326 - Lactate de potassium', 'E300 - Acide ascorbique', 'E301 - Ascorbate de sodium', 'E316 - Érythorbate de sodium', 'E262 - Acétates de sodium', 'E120 - Acide carminique']","['Non végétalien', 'Non végétarien']",4,24.2 g,en quantité élevée,8.8 g,en quantité élevée,1.3 g,en faible quantité,2.1 g,en quantité élevée,1087,-4%,?,,1087 kj(260 kcal),-3%,"24,2",+3%,"8,8",-0%,"1,9",+21%,"1,3",+1%,"11,9",-5%,"2,1",+10%,"0,84",+10%,20,+9%,E,+9%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,"['Film', 'Plastique']",,"['Gluten', 'Lait']",['Leclerc'],,,,,,
1642,Boudins noirs aux pommes (3 parts) - Tradilège - 375g,3661112057480,D,375 g,"['Tradilège', 'Marque Repère']","['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudins noirs aux pommes', 'Boudin noir sauté']","['Viande Française', 'Viande Porcine Française']","['FR 22.364.008 CE', ""Trélivan (Côtes-d'Armor, France)""]",['France'],"['Oignons', 'sang de porc', 'gras de porc', 'puree de pommes 10,7% ', 'concentre de pomme', 'morceaux de pomme', 'sirop de glucose-fructose', 'sucre', 'couenne de porc', 'sel', 'poudre de sang', '{allergene}lactose{/allergene}', 'creme ', '{allergene}lait{/allergene}', 'epices', 'antioxydant : e331', 'eau de vie', 'proteines de {allergene}lait{/allergene}', 'poudre de {allergene}lait{/allergene} ecreme', 'dextrose', 'aromes', ' boyau naturel de porc', '{traces}traces de gluten', 'moutarde et oeuf', '{/traces}']",['E331 - Citrates de sodium'],"['Non végétalien', 'Non végétarien']",4,21.4 g,en quantité élevée,8.6 g,en quantité élevée,3.8 g,en faible quantité,9.4 g,en quantité élevée,996,+4%,?,,996 kj(238 kcal),+1%,"21,4",+15%,"8,6",+21%,"4,1",-20%,"3,8",-8%,11,+4%,"9,4",+697%,"3,76",+697%,20,+47%,E,+47%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,['22330 Le Mene'],['Frais sous vide en barquette plastique sous film plastique'],['Porc français'],['Lait'],['Leclerc'],,,,,,
1643,Boudins noirs antillais (3 parts) - Tradilège - 375g,3661112057503,C,375 g,"['Tradilège', 'Marque Repère']","['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudin noir sauté']","['Viande Française', 'Nutriscore', 'Viande Porcine Française', 'Point Vert', 'Nutriscore D']",,['France'],"['Sang de porc', 'viande de porc', 'oignons', 'couenne de porc', 'gras de porc', 'chapelure ', '{allergene}gluten{/allergene}', 'sel', 'epices ', '1%', 'saccharose', 'creme', 'poudre de {allergene}lait{/allergene} ecreme', 'conservateurs : e262-e326', 'antioxydant : e331', '{allergene}lactose{/allergene}', 'proteines de {allergene}lait{/allergene}', 'plantes aromatiques', 'dextrose', 'aromes naturels', 'boyau naturel de porc', ' {traces}traces de moutarde et oeuf', '{/traces}']","['E262 - Acétates de sodium', 'E326 - Lactate de potassium', 'E331 - Citrates de sodium']","['Non végétalien', 'Non végétarien']",4,17.9 g,en quantité modérée,6.3 g,en quantité élevée,2.3 g,en faible quantité,1.3 g,en quantité modérée,919,-7%,?,,919 kj(220 kcal),-10%,"17,9",-11%,"6,3",-20%,3,-28%,"2,3",+10%,"12,1",+13%,"1,3",-10%,"0,52",-10%,13,-17%,D,-17%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,"['Frais', 'Plastique']",['France'],"['Gluten', 'Lait']",['Leclerc'],,,,,,
1644,Emincés de poulet grillé maxi format 2 x 125 g - Tradilège - 250g,3661112096519,C,250 g,"['Tradilège', 'Marque Repère']","['Viandes', 'Volailles', 'Poulets', 'Émincés de poulet']","['Viande-francaise', 'Volaille-francaise']","['FR 22.046.001 CE', ""Collinée (Côtes-d'Armor, France)""]",['France'],"['Haut de cuisse de poulet ', 'origine france', 'sel', 'conservateurs : lactate de potassium-diacetate de sodium', 'aromes naturels', 'dextrose', 'epaississant : carraghenanes', 'antioxydant : ascorbate de sodium']","['E326 - Lactate de potassium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']","['Non végétalien', 'Non végétarien']",4,11.6 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en quantité modérée,798,,?,,798 kj(191 kcal),+33%,"11,6",+92%,3,+108%,"1,1",-27%,"0,5",-31%,"20,6",+4%,"1,4",-10%,"0,56",-10%,5,+33%,C,+33%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['France'],"['Barquette', 'Plastique', 'Frais']",['France'],,['Leclerc'],,,,,,
1645,Gingembre confit - Mont Asie,3661945710026,,,['Mont Asie'],,,,['France'],"['Gingembre 55%', 'Sucre de canne']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,307,,1284 kj(307 kcal),,"0,2",,0,,76,,72,,"0,2",,0,,0,,,,,,,,,,,,,,,,,['Magasins U'],,,,,,
1646,Compote Rhubarbe & Sirop d'agave - Mémé Georgette,3662790000492,,,['Mémé Georgette'],['Desserts'],"['Bio', 'Bio européen', 'NL-BIO-01']",,['France'],"['auv ', 'W14PJlD', 'convuyeA1 Ingrédients Rhubarbe* ', '80%', ""sirop d'agave* "", '20%', '100% diamour du travail bien fait', ""des produits bio et de mes clients ! ingrédients issus de l'agriculture biologique""]",,[],,0.3 g,en faible quantité,0 g,en faible quantité,14.5 g,en quantité élevée,0 g,en faible quantité,?,,7,-96%,29 kj(7 kcal),-96%,"0,3",-96%,0,-100%,"18,9",-20%,"14,5",-21%,"0,7",-78%,0,-100%,0,-100%,2,-70%,B,-70%,,,,,,,,,,,,,,,,,,
1647,Beurre de cacahuètes - Mémé Georgette,3662790001291,C,,['Mémé Georgette'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes', 'Pâtés végétaux']","['Bio', 'Bio européen', 'NL-BIO-01']",,['France'],"['Cacahuètes* ', '99%', 'sel de mer', ""* = produit issu de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,48.9 g,en quantité élevée,6.2 g,en quantité élevée,4.7 g,en faible quantité,0.7 g,en quantité modérée,?,,590,-2%,2469 kj(590 kcal),-1%,"48,9",+2%,"6,2",-25%,"7,6",-47%,"4,7",-26%,"25,6",+4%,"0,7",+31%,"0,28",+31%,2,-82%,B,-82%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,"['Bocal', 'Verre', 'Couvercle', 'Métal']",,['Arachides'],,,,,,,
1648,Pois chiches bio - Mémé Georgette - 350g,3662790001758,A,350g,['Mémé Georgette'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches', 'Légumineuses en conserve', 'Pois chiches en conserve']","['Bio', 'Bio européen', 'NL-BIO-01']",,['France'],"['Pois chiches*', 'eau', 'sel de mer', ""\r* = ingrédients issus de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1.7 g,en faible quantité,0.2 g,en faible quantité,0.3 g,en faible quantité,0.67 g,en quantité modérée,?,,101,-13%,423 kj(101 kcal),-12%,"1,7",-17%,"0,2",-26%,"17,5",+17%,"0,3",-58%,"5,7",-12%,"0,67",+10%,"0,268",+10%,-5,,A,,28.6%,33.2%,14.9%,14.4%,4.2%,4.8%,88,['Pays-Bas'],"['Conserve', 'Verre', 'Bocal']",,,['Carrefour'],,,http://memegeorgette.com/legumes/,,,
1649,Lait - Suchard - 2 * 7 * 35g (490g),3664346303347,,2 * 7 * 35 g (490 g),['Suchard'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,,['France'],[],,[],,36.5 g,en quantité élevée,15.5 g,en quantité élevée,50 g,en quantité élevée,0.38 g,en quantité modérée,?,,565,+7%,2364 kj(565 kcal),+7%,"36,5",+14%,"15,5",-11%,"52,5",+0%,50,+5%,"5,5",-6%,"0,38",+148%,"0,152",+148%,25,+2%,E,+2%,,,,,,,,,"['Sachet', 'Plastique', 'Papier']",,,['Noz'],,,,,,
1650,Ever Fruits - 22g,3683080057187,,22g,['ever fruits'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']","['Sans additifs', 'Sans colorants']",,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,73.2 g,en quantité élevée,0 g,en faible quantité,?,,368,+10%,1540 kj(368 kcal),+9%,0,-100%,0,-100%,"79,6",+37%,"73,2",+69%,"4,1",-0%,0,-100%,0,-100%,2,-58%,B,-58%,,,,,,,,,['Sachet'],,,,,,,,,
1651,Carottes finement râpées ail et ciboulette - Sans marque - 400g,3700009204085,B,400 g,"['Sans marque', 'Mix Buffet']","['Plats préparés', 'Frais', 'Plats préparés frais', 'Légumes préparés', 'Carottes râpées', 'Carottes râpées assaisonnées']",,,['France'],"['Carottes râpées 82,9%', 'sauce 12,6% [huile de colza', 'eau', 'condiment balsamique blanc ', 'vinaigre de vin', 'moût de raisin', 'conservateur : disulfite de potassium', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'sel', ""vinaigre d'alcool"", 'amidon modifié de pomme de terre', 'épaississant : gomme xanthane]', 'sucre', 'ciboulette 1,5%', 'ail 0,5%', 'échalotes', ' Traces éventuelles de céleri', ' Informations en gras destinées aux personnes allergiques']","['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,5.4 g,en quantité modérée,0.4 g,en faible quantité,6.7 g,en quantité modérée,0.61 g,en quantité modérée,?,,88,+10%,368 kj(88 kcal),+11%,"5,4",+7%,"0,4",-10%,"7,4",+22%,"6,7",+33%,"1,1",+27%,"0,61",-6%,"0,244",-6%,-3,-776%,A,-776%,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,"['Bretagne', 'France']","['Barquette', 'Plastique']",['France'],['Moutarde'],['Carrefour'],Carottes finement râpées,,,,,
1652,Piémontaise au Jambon Supérieur - Sans marque - 1Kg,3700009204283,B,1 Kg,"['Sans marque', 'Mix Buffet']","['Plats préparés', 'Frais', 'Produits à la viande', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Plats préparés frais', 'Plats au porc', 'Plats à base de pommes de terre', 'Salades de pommes de terre', 'Salades piémontaises', 'Salades piémontaises au jambon']","['Viande-francaise', 'Viande-porcine-francaise']",,['France'],"['Pommes de terre cuites salées 43', '1%', 'mayonnaise 18', '8% ', 'huile de colza', ""jaune d'oeuf"", 'eau', ""vinaigre d'alcool"", 'sel', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'tomates 13', '9%', 'jambon blanc cuit supérieur 11', '9% ', 'jambon de porc', 'eau', 'sel', 'dextrose', 'arômes', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium', 'oeufs durs 6', '9%', 'cornichons', 'poivre blanc', 'persil']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,17 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,0.9 g,en quantité modérée,?,,209,+39%,874 kj(209 kcal),+41%,17,+59%,"1,4",+36%,"9,7",+17%,"0,5",-31%,"3,5",-14%,"0,9",-10%,"0,36",-10%,3,-11%,C,-11%,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,"['France', 'Bretagne']","['Barquette', 'Plastique', 'Sous atmosphère protectrice']",['France'],"['Œufs', 'Moutarde']",['Carrefour'],"Pommes de terre cuites, tomates, jambon cuit supérieur et oeufs durs en mayonnaise",,,,,
1653,800G TAGLIATELLES SURIMI MIX BUFFET - Chez carrefour selectionne par nos bouchers - 800g,3700009217887,,800 g,['Chez carrefour selectionne par nos bouchers'],,,,['France'],[],,[],,,,,,,,,,?,,196,,820 kj(196 kcal),,14,,14,,13,,"0,8",,"3,6",,"1,3",,"0,52",,,,,,,,,,,,,,,,,['Carrefour'],,,,,,
1654,Taboulé chorizo - Salade Traiteur - 800g,3700009260319,B,800 g,['Salade Traiteur'],"['Plats préparés', 'Taboulés']",,,['France'],"['Semoule de BLE dur réhydratée 50,1%', 'poivrons 10%', 'huile de colza', 'chorizo doux 8% ', 'viande de porc', 'sel', 'piment doux', 'LAIT en poudre', 'maltodextrine', 'dextrose', 'ail et épices', 'tomates 6%', 'eau', 'vinaigre d’alcool', 'préparation culinaire à base de poivron rouge 2,5% ', 'poivrons', 'huile de tournesol', 'jus de citron à base de concentré', 'sel', 'sucre', 'herbes de Provence', 'ail', 'poivre noir', 'tomates mi-séchées marinées 2% ', 'tomates', 'huile de tournesol', 'sel', 'plantes aromatiques', 'vinaigre de Xérès', 'huile d’olive vierge extra', 'sel', 'plantes aromatiques', 'MOUTARDE de Dijon ', 'eau', 'graines de MOUTARDE', 'vinaigre d’alcool', 'sel', 'épices', 'amidon modifié de pomme de terre', 'épaississant : gomme xanthane', 'Traces éventuelles d’oeuf et soja']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']","['Non végétalien', 'Non végétarien']",4,12 g,en quantité modérée,1.5 g,en quantité modérée,1.9 g,en faible quantité,1.1 g,en quantité modérée,920,+30%,220,+31%,920 kj(220 kcal),+30%,12,+85%,"1,5",+110%,21,-1%,"1,9",-42%,6,+36%,"1,1",+17%,"0,44",+17%,2,-26%,B,-26%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,"['Œufs', 'Gluten', 'Lait', 'Moutarde']",,,,,,,
1655,Huile de Coco vierge - Racines Bio - 500ml,3700019517106,,500 ml,['Racines Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",['Bio'],,['France'],"[""Huile de coco vierge issue de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,93 g,en quantité élevée,88.7 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,840,-2%,3515 kj(840 kcal),-2%,93,-4%,"88,7",+5%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,20,+3%,E,+3%,,,,,,,,,"['Bocal', 'Verre']",,,,,,,,,
