,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,brand,traceability_code,packaging,markets,quantity,additives,palm_ingredients,allergens,nova_score,ingredients_origins,manufacturing,generic_name,link,brand_owner,producer_info
721,Baguette Viennoise,2030500146371,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains briochés']",['France'],[],[],7.2 g,en quantité modérée,4 g,en quantité modérée,38 g,en quantité élevée,0 g,en faible quantité,?,,329,+1%,1377 kj(329 kcal),+1%,"7,2",-22%,4,+23%,"55,8",+10%,38,+258%,"10,5",+24%,0,-100%,0,-100%,15,+61%,D,+61%,,,,,,,,,,,,,,,,,,,,,,,
722,Doony's Chocolat x4,2030506488437,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",['France'],[],[],27 g,en quantité élevée,13 g,en quantité élevée,13 g,en quantité élevée,1.6 g,en quantité élevée,?,,438,+7%,1833 kj(438 kcal),+7%,27,+18%,13,+23%,40,-11%,13,-23%,"6,7",+13%,"1,6",+68%,"0,64",+68%,24,+23%,E,+23%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,,,
723,Italian Milano salami - Blue star foods - 0.055kg,2033847001198,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Salamis']","['France', 'Royaume-Uni']","['pork', 'salt', 'skimmed milk powder', 'dextrose', 'spices and flavourings', 'E301', 'E252', 'E250']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,['Blue star foods'],['UK EN011 EC'],['Plastic'],['Where2save'],0.055kg,"['E301 - Ascorbate de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,4,,['UK'],,,,
724,Sugar sticks,2034975599991,,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,100,,100,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,4 Frühlingsrollen mit Rind - Culinea - 400g (4x 100g),20308773,B,"['Surgelés', 'Plats préparés', 'Rouleaux de printemps']","['France', 'Allemagne', 'Suède']","['Füllung ', '37% Gemüse in veränderlichen Gewichtsanteilen ', 'Weißkohl', 'Mungbohnenkeimlinge', 'Karotten', 'Zwiebeln', 'Paprika', 'Lauch', '8% Rindfleisch gekocht ', 'Rindfleisch', 'Speisesalz', 'Speisesalz', 'Zucker', 'Glukosesirup', 'modifizierte Kartoffelstärke', 'Tapiokastärke', 'natürliches Aroma', 'Verdickungsmittel: Guarkernmehl', ' pflanzliche Öle ', 'Raps', 'Sonnenblume', 'Gewürze ', 'enthält Sellerie', 'Petersilie', 'Glukose', 'Teigmantel ', 'Weizenmehl', 'Wasser', 'Hühnerei', 'Speisesalz', 'Glukose', 'Emulgator: Lecithine ', 'enthält Weizen', 'Antioxidationsmittel: Ascorbinsäure', 'Rapsöl']","['Non végétalien', 'Non végétarien']",5.7 g,en quantité modérée,0.8 g,en faible quantité,2.8 g,en faible quantité,1.1 g,en quantité modérée,635,,150,-8%,635 kj(150 kcal),-6%,"5,7",+9%,"0,8",-7%,"17,3",-19%,"2,8",-19%,"6,7",+40%,"1,1",-11%,"0,44",-11%,1,-75%,B,-75%,48.7%,15.5%,7.3%,11.0%,3.7%,13.8%,84,,"['Culinea', 'FFI']",['NL 211 EG'],['21 PAP'],['Lidl'],400 g (4 x 100 g),"['E412 - Gomme de guar', 'E322 - Lécithines', 'E300 - Acide ascorbique']",,"['Céleri', 'Œufs', 'Gluten']",4,,['The Netherlands'],,,,
726,Filet de poulet à la minute - Lidl - 500g,20334758,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],"['Ondanks zorgvuldig fileren kan een stukje bot sn het Kcppenvtees acntergeL}iev ', 'FR/BE', ' Fifet de poulet à la minute', ' Inqrédients: 100% filet de poutet', ' Alimenté avec des ingrédients 100% naturefs', 'vitamines et minéraux', ' Classe A', ' A conserver du frais à +40C max']",[],1.7 g,en faible quantité,0.6 g,en faible quantité,0.5 g,en faible quantité,0.1 g,en faible quantité,?,,117,-11%,490 kj(117 kcal),-10%,"1,7",-41%,"0,6",-20%,"0,5",+4%,"0,5",+106%,25,+10%,"0,1",-87%,"0,04",-87%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Lidl'],,,['Lidl'],500 g,,,,,,,,,,
727,Mandel-Bienenstich tiefgefroren - Firenze - 800g,20372231,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']","['France', 'Allemagne']",[],[],20 g,en quantité modérée,11.9 g,en quantité élevée,18.9 g,en quantité élevée,0.14 g,en faible quantité,?,,331,-18%,1385 kj(331 kcal),-18%,20,+3%,"11,9",+56%,"30,5",-39%,"18,9",-32%,"6,3",+16%,"0,14",-77%,"0,056",-77%,18,+1%,D,+1%,,,,,,,,"['en:German Agricultural Society', ""Médaille d'or de la Société Allemande d'Agriculture"", ""Médaille d'or 2014 de la Société Allemande d'Agriculture""]",['Firenze'],,['21 PAP'],['LIDL'],800g,,,,,,,,,,
728,Salade De Céleri Et Carotte - Vitakrone - 200g,20380366,,,['France'],[],[],,,,,,,,,?,,196,,820 kj(196 kcal),,18,,"1,3",,"7,8",,"5,5",,"0,7",,"1,8",,"0,72",,,,,,,,,,,,,,['Vitakrone'],,"['Frais', 'Plastique']",['LIDL'],200 g,,,,,,,,,,
729,Jet gum,20389161,,,['France'],"['eutulcorant ', 'Isorndlt', 'gomme base', 'xylitol', 't agent de ct', 'carbonate de oròtnes', 'agent de charge ', 'phosphate édukuant maltitol', 'stabilisant ', 'g', 'arabique', ""correcteur d'acidlte "", 'carbonate acide de scRiium', 'humectant edulcorant ', 'asparta:ne', ' ', 'lecithine de tournesol', 'edulcorant ', 'acesutfameh', 'exhausteur de g00t de zinc', 'edulcorant ', ""rnanr agent d'enrobage "", 'cire de carnauba', 'colorants ', 'carmins', 'Caroténoïdes', 'bleu brillant CF', ' Fabrique en Turquie', ' Contient une source de phénylalanine', 'Une consommation excessive peut avoir des effets laxatifs', ' Non ouvert,']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,148,,619 kj(148 kcal),,0,,0,,62,,0,,0,,"0,2",,"0,08",,,,,,,,,,,,,"['Contient une source de phénylalanine', 'Une consommation excessive peut avoir des effets laxatifs']",['Jet Gum'],,,,,"['E967 - Xylitol', 'E502 - Carbonates', 'E322i - Lécithine', 'E903 - Cire de carnauba', 'E120 - Acide carminique', 'E160 - Caroténoïdes', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,4,,,,,,
730,Freeway orange,20393762,,,['France'],[],[],,,,,,,,,?,,48,,201 kj(48 kcal),,"0,1",,"0,1",,"11,7",,"11,7",,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,Petit dejeuner complet - Crowfield,20398101,,,['France'],"['88% farine de blé complet', ""Rijst 2% farine d'avoine complète"", '2% farine de riz', ""2% farine d'orge complète"", '2% farine de seigle 2% farine de mais 2% farine de Riz']",[],,,,,,,,,?,,343,,1435 kj(343 kcal),,"2,1",,"0,4",,"64,2",,2,,"12,4",,"0,3",,"0,12",,,,,,,,,,,,,,['Crowfield'],,,,,,,,,,,,,,
732,Laitue Iceberg - Saladinettes,20417352,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles']",['France'],[],[],0.2 g,en faible quantité,0.1 g,en faible quantité,1.1 g,en faible quantité,0.04 g,en faible quantité,?,,15,-59%,63 kj(15 kcal),-58%,"0,2",-82%,"0,1",-65%,"1,3",-48%,"1,1",+4%,"1,1",-51%,"0,04",-86%,"0,016",-86%,-6,,A,,,,,,,,,,['Saladinettes'],,,['Lidl'],,,,,,,,,,,
733,Vinaigrette moutarde - Kania - 450ml,20436964,D,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",['France'],[],[],43 g,en quantité élevée,3.2 g,en quantité modérée,1.5 g,en faible quantité,3.7 g,en quantité élevée,?,,403,+11%,1686 kj(403 kcal),+12%,43,+17%,"3,2",-15%,3,-37%,"1,5",-54%,"1,5",+156%,"3,7",+93%,"1,48",+93%,18,+21%,D,+21%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,['Fabriqué en Belgique'],['Kania'],,,['Lidl'],450ml,,,,,,,,,,
734,Basilic spray - italiamo - 40ml,20470036,,,"['France', 'Espagne']",[],[],,,,,,,,,?,,827,,3460 kj(827 kcal),,"91,9",,"10,8",,0,,0,,0,,0,,0,,,,,,,,,,,,,,['Italiamo'],,,,40 ml,,,,,,,,,,
735,Fabric Conditioner - Lidl,20471927,A,"['Epicerie', 'Sauces', 'Sauces au curry']",['France'],"['Eau', '17% tomates', '13% demi-crème', '12% yogourt', '10% oignons', '4,5% concentré de tomate', 'huile de colza', ""3% mag d'épices de curry "", 'farine de riz', 'paprika', 'sel de cuisine', 'cumin', 'dextose', 'Coniandre', 'arôme naturel', 'cardamome', 'casse', 'extrait de paprika', 'canmele dlous de girofle', 'fenugrec', ""purée d'ail "", 'contient des sulfites', 'purée de gingembre', 'sucre', 'coriandre', 'épaississant: amidon modifié de mais feile de coriandre', 'sel de cuisine', 'cumin', 'jus de citron concentre', 'paprika', ""Correcteur d'acidité: acide citrique"", 'curcuma', 'extrait de paprika', 'pimenten fenugrec', 'gingembre en poudre', 'fenouil', 'poivre noir', 'Peut contenirdes traces de gluten', 'de fruits à coque ', 'noix', 'de céleri et de moutarde Comvient aux végétariens,']",['Non végétalien'],6.5 g,en quantité modérée,1.9 g,en quantité modérée,6.6 g,en quantité modérée,1.12 g,en quantité modérée,?,,103,-56%,431 kj(103 kcal),-53%,"6,5",-64%,"1,9",-44%,"8,4",-20%,"6,6",+10%,"1,9",+19%,"1,12",-33%,"0,448",-33%,6,-49%,C,-49%,21.5%,33.8%,17.7%,14.0%,7.6%,5.3%,96,,['Lidl'],,['glass-jar'],,,"['E160c - Extrait de paprika', 'E330 - Acide citrique']",,['Anhydride sulfureux et sulfites'],4,,,,,,
736,Sauté de veau - Ekro - 240g,20475406,,"['Viandes', 'Viandes de veau']",['France'],['100% viande de veau'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1.5 g,en faible quantité,0.6 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,?,,96,-46%,402 kj(96 kcal),-46%,"1,5",-86%,"0,6",-86%,0,-100%,0,-100%,20,+20%,"0,1",-85%,"0,04",-85%,-4,-181%,A,-181%,,,,,,,,,"['Ekro', 'Kerk']",,"['Frais', 'Plastique']",['Lidl'],240 g,,,,1,,,,,,
737,Frischkäse - GOLDESSA - 100g,20476922,,['Produits laitiers'],"['France', 'Espagne']",[],[],31.2 g,en quantité élevée,22 g,en quantité élevée,2.7 g,en faible quantité,1.1 g,en quantité modérée,?,,334,+35%,1397 kj(334 kcal),+38%,"31,2",+73%,22,+85%,"3,4",-31%,"2,7",-34%,"9,8",-21%,"1,1",+43%,"0,44",+43%,18,+76%,D,+76%,,,,,,,,['Fabriqué en Allemagne'],['GOLDESSA'],['DE NI-107 EG'],,,100g,,,,,,,,,,
738,Pechuga De Pollo - Adobada Al Ajillo - lidl,20477813,,['Viandes'],"['France', 'Espagne']",[],[],2.1 g,en faible quantité,0.8 g,en faible quantité,0.5 g,en faible quantité,2.27 g,en quantité élevée,?,,102,-55%,427 kj(102 kcal),-54%,"2,1",-86%,"0,8",-85%,1,-39%,"0,5",-29%,"19,7",+3%,"2,27",+25%,"0,908",+25%,11,-4%,D,-4%,,,,,,,,['Sans gluten'],['Lidl'],,,,,,,,,,,,,,
739,Pain chocolat,2050506403322,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",['France'],[],[],19 g,en quantité modérée,12 g,en quantité élevée,9.95 g,en quantité modérée,0.7 g,en quantité modérée,?,,324,-18%,1356 kj(324 kcal),-18%,19,-13%,12,-10%,33,-22%,"9,95",-17%,"5,5",-23%,"0,7",-22%,"0,28",-22%,19,-4%,E,-4%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,,,,,
740,Bellarom Classic Espresso - 10,20514631,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",['France'],['Café 100 % arabica'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified', 'Café certifié UTZ', 'Pur arabica']","['Bellarom', 'Lidl']",,"['Carton', 'boîte', '05', '21']",['Lidl'],10,,,,1,,,,,,
741,Irish Crumbed Ham - 200g,20515461,,,['France'],[],[],,,,,,,,,?,,453,,1895 kj(453 kcal),,"2,1",,"0,8",,"0,8",,"0,8",,21,,"1,63",,"0,652",,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,
742,Curry Madras Bio - Vitasia - 50g,20545543,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Curry', 'Curry en poudre']",['France'],"['graines de moutarde moulues', 'coriandre', 'curcuma*', 'cumin*', 'fenugrec*,sel de mer 5%', 'ail', 'gingembre', 'paprika', 'piment']","['Sans huile de palme', 'Végétalien', 'Végétarien']",8.9 g,en quantité modérée,2.2 g,en quantité modérée,43.7 g,en quantité élevée,5 g,en quantité élevée,?,,338,+90%,1414 kj(338 kcal),+78%,"8,9",+39%,"2,2",+54%,"49,1",+142%,"43,7",+1128%,"9,9",+50%,5,+42%,2,+42%,,,,,68.8%,0.0%,19.6%,5.2%,6.4%,0.0%,82,"['Bio', 'Bio européen', 'DE-ÖKO-001']",['Vitasia'],,['pot en métal'],,50 g,,,,3,,,,,,
743,Sushi Box Nishi,20582616,,,['France'],"['Sushi: 79,6% préparation de riz [riz cuit ', 'eau', 'riz', 'huile de tournesol', 'sirop de fructose-glucose', ""vinaigre d'alcool"", 'sel de cuisine', 'vinaigre de riz', ""correcteur d'acidité: acétates de sodium]"", '4,5% saumon cru', '3,6% poivron vert', '3% surimi-produit transformé de la pêche [57% surimi ', 'protéines de tissu de musculaire de poisson', 'sucre', 'eau', 'amidon de blé', 'amidon modifié', ""blanc d'oeuf en poudre réhydraté"", 'sucre', 'sel de cuisine', 'arôme naturel ', 'contient crustacés', 'colorant: extrait de paprika]', '2,7% préparation de saumon [81,9% saumon cuit', 'mayonnaise ', 'huile de colza', ""jaune d'oeuf"", 'eau', ""vinaigre d'alcool"", 'graines de moutarde', 'sucre', 'sel de cuisine', 'épices', 'paprika', 'sel de cuisine', 'aneth', 'mayonnaise ', 'huile de colza', 'jaune d\'oeuf""', 'eau', ""vinaigre d'alcool"", 'graines de moutarde', 'sucre', 'sel de cuisine', 'épices', 'algues déshydratées', 'cornichon', 'fromage frais', 'sésame grillé', 'aneth', 'Sauce soja: eau', '19% fèves de soja', 'blé', 'sel de cuisine', 'Préparation de gingembre: 63% gingembre', 'fructose', 'sirop de glucose', 'sel de cuisine', 'acidifiants: acide acétique', 'acide citrique', 'Préparation de raifort: eau', '17% raifort en poudre', 'farine de moutarde', 'wasabi en poudre', 'colorants: complexes cuivriques de chlorophylles et de chlorophyllines', 'curcumine', ""*d'élevage en plein air"", 'Peut contenir des traces de mollusques', 'Ne pas chauffer ni surgeler', 'le produit est prêt à consommer', 'Non ouvert', 'à conserver au réfrigérateur à  5°C max', 'et']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,161,,674 kj(161 kcal),,"4,2",,"0,8",,"24,6",,"7,7",,"5,3",,2,,"0,8",,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,"['E262 - Acétates de sodium', 'E14XX - Amidons modifiés', 'E160c - Extrait de paprika', 'E260 - Acide acétique', 'E330 - Acide citrique', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E100 - Curcumine']",,"['Crustacés', 'Œufs', 'Gluten', 'Lait', 'Moutarde']",4,,,,,,
744,Rôti de filet de dinde,20594350,,,['France'],[],[],,,,,,,,,?,,150,,628 kj(150 kcal),,"5,8",,"2,2",,"0,2",,0,,24,,"0,1",,"0,04",,,,,,,,,,,,,,,,['Barquette'],,,,,,,,,,,,
745,Beurre au sel de camargue - Lidl,20612610,,['Matières grasses'],['France'],[],[],80.5 g,en quantité élevée,59 g,en quantité élevée,1 g,en faible quantité,1.5 g,en quantité modérée,?,,728,-9%,3046 kj(728 kcal),-9%,"80,5",-9%,59,+159%,1,+346%,1,+517%,1,+465%,"1,5",+669%,"0,6",+669%,25,+121%,E,+121%,,,,,,,,,['Lidl'],,,['Lidl'],,,,,,,,,,,
746,Popcorn - McEnnedy,20622428,B,"['Snacks', 'Snacks sucrés', 'Popcorn']",['France'],[],[],3.3 g,en quantité modérée,0.5 g,en faible quantité,0.8 g,en faible quantité,0.01 g,en faible quantité,?,,342,-22%,1431 kj(342 kcal),-22%,"3,3",-79%,"0,5",-89%,63,0%,"0,8",-96%,10,+51%,"0,01",-99%,"0,004",-99%,-1,-107%,A,-107%,57.3%,1.4%,8.6%,4.7%,11.7%,16.3%,90,,['McEnnedy'],,,['Lidl'],,,,,,,,,,,
747,Succo di ananas - Solevita - 1L,20623272,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', ""Jus d'ananas"", ""Jus d'ananas à base de concentré""]","['France', 'Italie']",[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,11.3 g,en quantité élevée,0.01 g,en faible quantité,?,,50,+6%,209 kj(50 kcal),+3%,"0,5",+158%,"0,1",+350%,"11,3",+1%,"11,3",+6%,"0,4",+5%,"0,01",+76%,"0,004",+76%,5,+4%,C,+4%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['en:FSC'],['Solevita'],['FSC-C014047'],,['Lidl'],1 L,,,,,,,,,,
748,Cherry yogurt - Milbona,20635510,,,['France'],[],[],,,,,,,,,?,,104,,435 kj(104 kcal),,"2,4",,"1,8",,"16,8",,"14,7",,"3,5",,"0,13",,"0,052",,,,,,,,,,,,,,['Milbona'],,,['Lidl'],,,,,,,,,,,
749,Côtes d’agneau - L’étal Du Boucher - 325g,20638856,,"['Viandes', ""Viandes d'agneau"", ""Côtes d'agneau""]",['France'],"[""INGRÉDIENT Côtes filet double d'agneau"", ' Traces éventuelles de lait', 'de soja et de gluten', 'Fabriqué en France', ' Viande diorigine Nouvelle-Zélande', 'ou Royaume-Uni', ""ou République d'Irlande,""]",[],18.5 g,en quantité modérée,8.3 g,en quantité élevée,0 g,en faible quantité,0.5 g,en quantité modérée,?,,232,+55%,971 kj(232 kcal),+55%,"18,5",+162%,"8,3",+204%,"0,5",-62%,0,-100%,"16,3",-14%,"0,5",-50%,"0,2",-50%,12,+327%,D,+327%,,,,,,,,['Fabriqué en France'],['L’étal Du Boucher'],,,,325 g,,,,,,,,,,
750,Viejo -,20658762,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']","['France', 'Espagne']",[],[],36.5 g,en quantité élevée,24.8 g,en quantité élevée,1.5 g,en faible quantité,2.1 g,en quantité élevée,?,,439,+33%,1837 kj(439 kcal),+34%,"36,5",+37%,"24,8",+39%,"1,5",+24%,"1,5",+102%,26,+27%,"2,1",+62%,"0,84",+62%,19,+39%,E,+39%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,
751,Tarte au cerises - Le Pâtissier - 800g,20669799,,"['Tartes', 'Tartes sucrées', 'Tarte aux cerises']",['France'],"['36 % cerises', 'eau', 'farine de blé', 'sucre', 'graisses végétales ', 'palme', 'coco', 'en proportion variable', 'amidon modifié ', 'maïs', 'levure', 'œufs*', 'huile de navette', 'lactosérum en poudre ', 'lait', 'amidon de blé', 'sel', 'lait entier en poudre', ""émulsifiants: mono-et diglycérides d'acides gras"", ""esters monoacétyltartriques et diacétyltartriques des mono - et diglycérides d'acides gras"", 'sirop de glucose conservateur: sorbate de potassium', ' colorants: caroténoïdes', 'curcumine', "" correcteur d'acidité: acide citrique"", ' épaississant: carboxyméthyl-cellulose sodique', ' arômes ', 'blé', 'dextrose', 'enzymes ', 'blé', 'gélifiant: pectines', "" *d'œufs de poules élevées au sol""]","['Huile de palme', 'Non végétalien']",4.5 g,en quantité modérée,2.4 g,en quantité modérée,18 g,en quantité élevée,0.29 g,en faible quantité,?,,214,-28%,895 kj(214 kcal),-28%,"4,5",-62%,"2,4",-63%,39,-5%,18,-24%,"3,3",-14%,"0,29",-7%,"0,116",-7%,6,-57%,C,-57%,,,,,,,,['Fabriqué en Belgique'],['Le Pâtissier'],,"['Frais', 'Plastique']",,800 g,"['E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes', 'E100 - Curcumine', 'E330 - Acide citrique', 'E466 - Carboxyméthylcellulose', 'E440 - Pectines']",,"['Œufs', 'Gluten', 'Lait']",4,,['Belgique'],Tarte avec fourrage de cerises. Tarte aux Cerises,,,
752,Mister Choc Dessert Sauce Karamellgeschmack - 225ml,20677091,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,368,,1540 kj(368 kcal),,"0,1",,"0,1",,"92,1",,"89,1",,"0,1",,"0,01",,"0,004",,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,225ml,,,,,,,,,,
753,Instant Latte - Lidl,20684594,,,['France'],[],[],,,,,,,,,?,,41,,172 kj(41 kcal),,"0,9",,"0,8",,6,,5,,"1,9",,"0,14",,"0,056",,,,,,,,,,,,,,['Lidl'],,,,,,,,,,,,,,
754,Bio pesto,20685737,,,['France'],[],[],,,,,,,,,?,,582,,2435 kj(582 kcal),,60,,10,,"5,4",,"1,5",,"4,1",,"2,8",,"1,12",,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-006']",,,,,,,,,,,,,,,
755,Muffin's double chocolat,2071486000004,,,['France'],[],[],,,,,,,,,?,,390,,1632 kj(390 kcal),,24,,"4,8",,46,,27,,"5,8",,"0,42",,"0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Old Dutch Réglisse amère - Hema - 70g e,2074791199999,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons au réglisse']",['France'],['Réglisse'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,1.6 g,en faible quantité,0.75 g,en quantité modérée,?,,320,+0%,1339 kj(320 kcal),-0%,0,-100%,0,-100%,"66,7",-8%,"1,6",-96%,"9,4",+225%,"0,75",+88%,"0,3",+88%,1,-92%,B,-92%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['Sans arômes artificiels', 'Point Vert', 'Sans colorants artificiels', 'Sans conservateur artificiel', 'en:without-gelatin']",['Hema'],,"['Verre', 'métal', 'Pot', 'Bocal']",['Hema'],70 g e,,,,3,,,Réglisse amère,,,
757,6 Mini Sponge Bases - Confiserie Firenze - 125g,20706814,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Fonds de tartelettes']","['France', 'Suisse']","['Sucre', '28 % œufs*', 'émulsifiant: amidon de blé', 'farine de blé', 'sirop de glucose-fructose', 'poudres à lever: diphosphates', 'carbonates de sodium ', ' sel', ""arôme naturel mono - et diglycérides d'acides gras"", '*issus de poules élevées au sol']",['Non végétalien'],5.6 g,en quantité modérée,1.7 g,en quantité modérée,37 g,en quantité élevée,0.8 g,en quantité modérée,?,,357,-11%,1494 kj(357 kcal),-11%,"5,6",-71%,"1,7",-78%,71,+43%,37,+33%,"5,1",-6%,"0,8",+32%,"0,32",+32%,16,-11%,D,-11%,,,,,,,,['Point Vert'],"['Confiserie Firenze', 'Lidl']",,"['Carton', 'boîte', 'Plastique', '5', 'PP', '21', 'PAP']",['Lidl'],125 g,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",,"['Œufs', 'Gluten']",4,,['Allemagne'],Fonds de tartelettes,https://www.lidl.de/de/confiserie-firenze/b6729,,
758,Cypriot halloumi - Milbona - 225g,20775995,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Halloumi']",['France'],[],[],25 g,en quantité élevée,16 g,en quantité élevée,1.5 g,en faible quantité,3.2 g,en quantité élevée,?,,319,+2%,1335 kj(319 kcal),+2%,25,+4%,16,+7%,"1,5",-30%,"1,5",-8%,22,+1%,"3,2",+23%,"1,28",+23%,18,+3%,D,+3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Milbona'],,,,225 g,,,,,,,,,,
759,Bonbons dragéifiés goût cerise - 12g,2080350100115,,,['France'],[],[],,,,,,,,,?,,1477,,6180 kj(1477 kcal),,"0,82",,"0,78",,"93,1",,"71,85",,"0,016",,"0,016",,"0,007",,,,,,,,,,,,,,,,,,12 g,,,,,,,,,,
760,Pasta,2081131120018,,,['France'],[],[],,,,,,,,,?,,358,,1498 kj(358 kcal),,"1,6",,"0,4",,"72,5",,4,,12,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Red rice - 500g,20815226,,,['France'],[],[],,,,,,,,,?,,373,,1561 kj(373 kcal),,"2,9",,"0,5",,"76,6",,"1,2",,9,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,
762,Drink !! Natural - Milbona,20817428,E,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire']","['France', 'Espagne']",[],[],0.9 g,en faible quantité,0.6 g,en faible quantité,11.2 g,en quantité élevée,0.15 g,en quantité modérée,?,,70,-3%,293 kj(70 kcal),-4%,"0,9",-40%,"0,6",-36%,"11,2",-1%,"11,2",+5%,"3,68",+27%,"0,15",+42%,"0,06",+42%,18,+12%,E,+12%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,,['Milbona'],,,,,,,,,,,,,,
