,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,traceability_code,quantity,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,allergens,packaging,nova_score,generic_name,markets,additives,origin_detail,producer_info,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner
386,Mise en bouche crevette lait de coco carotte panais et fromage frais Saveurs - U - x4soit 160g,3368953678941,['France'],"['LAIT', 'CREVETTE 12', '5%', 'chair de POISSONS', 'huile de colza', 'carotte 9%', 'FROMAGE frais 6% ', 'FROMAGE', 'sel', 'panais 5%', 'FROMAGE', 'pommes cuites ', 'pommes ', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique', 'CELERI 2%', 'jus de citron', 'lait de coco 2%', 'échalotes', 'eau', 'vinaigre de cidre', 'persil', 'fécule de manioc', 'fibres de pousse de bambou', 'farine de BLE', 'sel', 'sucre', 'épaississant : gomme xanthane', 'zestes de citron', 'PROTÉINES DE LAIT', 'gingembre', 'ail', 'curry', 'contient MOUTARDE', 'colorant : extrait de paprika', 'ciboulette', 'poivre', ' Traces éventuelles de : fruits à coque', 'lupin', 'mollusques', 'oeuf', 'graines de sésame', 'soja', 'sulfites']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",690,166,690 kj(166 kcal),13,3,"5,3","2,9","6,4","0,79","0,316",['U'],,x4 soit 160 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Transformé en France'],"['Céleri', 'Crustacés', 'Poisson', 'Gluten', 'Lait', 'Moutarde']",['Frais'],4,,['Magasins U'],"['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E415 - Gomme xanthane', 'E160c - Extrait de paprika']",,,,,,,
387,Strawberry Batch 37 soft liquorice - Darrell Lea,9310881079523,['France'],[],[],?,300,1255 kj(300 kcal),"1,538","0,769","74,615","31,692","3,077","0,231","0,092",['Darrell Lea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Australie'],,,,,,,,,,,,,
388,Barilla Penne Rigate Semola KG 1,8076809519625,['France'],[],[],?,359,1502 kj(359 kcal),2,"0,5","70,7","3,5",13,0,0,['Barilla'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Pois chiches -,3396400002155,['France'],"['Pois chiches ', '70%', 'eau', 'sel', 'séquestrant E-385 et conservateur E-223', ' Contient sulfites']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,99,414 kj(99 kcal),"1,9","0,2","12,2","0,5","5,7","0,4","0,16",,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",1.9 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.4 g,en quantité modérée,,-48%,-47%,-37%,-49%,-48%,-70%,-44%,-16%,-16%,-6,,A,,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,['Anhydride sulfureux et sulfites'],,4,,,"['E385 - Éthylène diamine tétra-acétate de calcium disodium', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,
390,Framboise Rose Litchi - 200g,3760072742907,['France'],[],[],?,32,134 kj(32 kcal),0,0,"7,35","7,35","0,11","0,008","0,003",,,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,
391,Flan,0209277015742,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Palak paneer and brown rice,8901155486416,['France'],[],[],?,158,661 kj(158 kcal),"13,4",2,4,0,"4,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,
393,Cake à partager - Crabe-tourteau et homard,3276770247342,['France'],[],[],?,289,1209 kj(289 kcal),21,4,13,"2,3",11,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,,
394,Turron - Pico,8412115008970,['France'],[],[],?,520,2176 kj(520 kcal),30,"2,5",47,45,12,"0,1","0,04",['Pico'],,,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Turrón de chocolat', 'Turrón de chocolat aux amandes']",30 g,en quantité élevée,2.5 g,en quantité modérée,45 g,en quantité élevée,0.1 g,en faible quantité,,-7%,-7%,-24%,-82%,+21%,+41%,+4%,+5%,+5%,17,-20%,D,-20%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,,
395,Pivot Vanilla - Kalise,8413200037912,['France'],[],[],?,285,1192 kj(285 kcal),15,"9,6",33,25,"3,8","0,1","0,04",['Kalise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Filet de truite fumée à la ficelle prétranché à la main Saveurs - U - 500g,3368952497314,['France'],"['TRUITE arc-en-ciel ', 'Oncorhynchus Mykiss', ' 97% ', 'sel 3%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",705,168,705 kj(168 kcal),"8,2","1,2","0,6","0,5",23,3,"1,2",['U'],,500 g,E,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",8.2 g,en quantité modérée,1.2 g,en faible quantité,0.5 g,en faible quantité,3 g,en quantité élevée,+6%,+2%,+3%,+5%,-26%,+44%,+70%,+2%,+9%,+9%,13,+10%,D,+10%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,['Transformé en France'],['Poisson'],['Frais'],3,,['Magasins U'],,,,,,,,
397,Three Lentil Soup - Auga - 400g,4779039731143,"['Australie', 'République tchèque', 'Estonie', 'France', 'Hongrie', 'Israël', 'Lettonie', 'Lituanie', 'Malte', 'Pologne', 'Portugal', 'Russie', 'Slovaquie', 'Espagne', 'Émirats arabes unis', 'Royaume-Uni', 'États-Unis']",[],"['Végétalien', 'Végétarien']",256,61,256 kj(61 kcal),1,"0,1","9,6","1,2","3,2","0,67","0,268",['Auga'],,400 g,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes de lentilles']",1 g,en faible quantité,0.1 g,en faible quantité,1.2 g,en faible quantité,0.67 g,en quantité modérée,,-22%,-22%,-58%,-80%,-1%,-19%,-11%,+24%,+24%,-2,,A,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"['Bio', 'Végétarien', 'Végétalien', 'Agriculture UE/Non UE', 'Sans conservateurs']",,['Transparent doy-pack'],,"Three lentil soup of green, red and brown lentils",,,,,['Union européenne'],"['European Union', 'Lithuania']",http://auga.lt/en/product/triju-lesiu-sriuba/,,
398,Clic Clac gout Pomme verte,2080350200044,['France'],[],[],?,349,1460 kj(349 kcal),"0,62","0,62","93,4","72,7","0,02","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"saumon fumé élevé en Norvège - U Saveurs - 2gandes tranches, 100g",3368953599031,['France'],"['SAUMON Atlantique', ' salmo salar', 'élevé en norvège 97%', 'sel 3 % Traces éventuelles de graines de sésame et de moutarde']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",739,177,739 kj(177 kcal),"9,3","1,4","0,5",0,23,"2,8","1,12","['U Saveurs', 'U']","['FR 43.074.001 CE', 'Cohade (Haute-Loire, France)']","2 gandes tranches, 100 g",D,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",9.3 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,2.8 g,en quantité élevée,-6%,-7%,-7%,-16%,-35%,+1%,-100%,+4%,-3%,-3%,13,-4%,D,-4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,"['Élevé en Norvège', 'Emballage PEFC']",['Poisson'],['Frais'],1,,['Magasins U'],,,,['Norvège'],,,,
400,Grand Sapin Christmas Tree - Michel Cluizel,0659253120241,['France'],[],[],?,560.3,2344 kj(560 kcal),"39,5","24,5","45,1","40,2","6,7","0,22","0,088",['Michel Cluizel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Bûche glacée mascarpone framboise Saveurs - U - 410g,3368953214019,['France'],"['Lait entier', 'purée de framboise 21,3%', 'sucre', 'gâteau type madeleine au', 'blé entiers pasteurisés', 'farine de oeufs ', 'sirop de sucre inverti cristallisé', 'beurre citron ', ' demi-écrémé', 'sucre glace ', 'sucre', 'amidon de maïs', 'semoule de zeste de citron 0,4%', 'lait ', 'poudres à lever : diphosphates - carbonates de sodium', 'sel', 'gluten de blé amidon de ', 'mascarpone 2,6% lait et protéines de lactose fraîche', 'dextrose', 'crème ', 'eau', 'blé entier', ""correcteur d'acidité : acide citrique"", 'jus kalamansi 2,5%', 'lait ', 'lait ', 'crème de framboises 1,8%', 'sirop de glucose', 'stabilisants : farine de graines de caroube et gomme guar', ""émulsifiant : mono - et diglycérides d'acides gras"", 'zeste de citron vert', 'amidon de ', 'beurre de cacao', ' blé Soit 44,7% de crème glacée au mascarpone', '43,1% de sorbet plein fruit à la framboise et 9,1% de gâteau type madeleine au citron dans le produit', ' Traces éventuelles de soja et de fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,187,782 kj(187 kcal),"6,9","4,4",28,24,"2,3","0,19","0,076",['U'],,410 g,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",6.9 g,en quantité modérée,4.4 g,en quantité modérée,24 g,en quantité élevée,0.19 g,en faible quantité,,-20%,-20%,-41%,-42%,+0%,+3%,-27%,+27%,+27%,11,-18%,D,-18%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Transformé en France'],"['Œufs', 'Lait']",['Surgelés'],4,,['Magasins U'],"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E330 - Acide citrique', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,,,
402,Mes Pois Chiches bio au naturel - Naturéo,3701091707782,['France'],[],[],?,76,318 kj(76 kcal),"1,3","0,1",14,"2,4","4,4","0,75","0,3",['Naturéo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,
403,Cookie,9782371591608,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,,,0 g,en faible quantité,,-100%,-100%,,,,,,-100%,-100%,,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,,
404,Crunch saumon - 150g,3701292606372,['France'],[],[],?,227,950 kj(227 kcal),"9,9","2,8",29,"4,4","2,8","0,87","0,348",,,150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Jiffy pop Maïs à éclater (beurre),0064144150700,['France'],[],[],?,230,962 kj(230 kcal),10,"4,5",29,0,5,"0,825","0,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Petit four sélection - Thiriet,3292590898656,['France'],[],[],?,369,1544 kj(369 kcal),23,11,33,22,"6,4","0,3","0,12",['Thiriet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Thiriet'],,,,,,,,
407,Wafer Moments coconut,8719992250400,['France'],[],[],?,473,1979 kj(473 kcal),"25,9","3,53","56,23","32,54","4,62","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Festival de decors,5410231059428,['France'],[],[],?,393,1644 kj(393 kcal),"0,5",0,98,98,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Les tartinables - Le Trésor des Dieux,3188720005349,['France'],[],[],?,144,602 kj(144 kcal),"8,9","4,8","3,9","2,7","11,3","1,5","0,6",['Le Trésor des Dieux'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Moisac des Cévennes - La Fromagerie des Cévennes - 6x 50g,3303320001533,['France'],"['LAIT cru de chèvre ', 'origine France', 'ferments', 'présure', 'sel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1410,340,1410 kj(340 kcal),27,19,"1,1","1,1",21,"1,5","0,6",['La Fromagerie des Cévennes'],"['FR 48.097.011 CE', 'Moissac-Vallée-Française (Lozère, France)']",6 x 50 g,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre', 'Fromages au lait cru']",27 g,en quantité élevée,19 g,en quantité élevée,1.1 g,en faible quantité,1.5 g,en quantité modérée,+2%,+1%,0%,-2%,+3%,+97%,+238%,-4%,+1%,+1%,15,+2%,D,+2%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,['Lait'],['Papier'],3,,,,,,,['France'],,,
411,Barre à croquer - Sésame noir - Alain Ducasse,3700829007156,['France'],[],[],?,544,2276 kj(544 kcal),38,12,36,31,11,"0,21","0,084",['Alain Ducasse'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Tofu bio nature,7640112490196,['France'],[],[],?,137,573 kj(137 kcal),"8,6",0,2,0,13,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'CH-BIO-038', 'Fabriqué en Suisse']",,,,,,,,,,,,,
413,Œufs de Lompe Noirs -,7311171005101,['France'],[],[],?,90,377 kj(90 kcal),4,"0,9",2,0,11,"4,9","1,96",,,,,"['Conserves', 'Frais', 'Œufs de poisson', 'Semi-conserves', 'Œufs de lump']",4 g,en quantité modérée,0.9 g,en faible quantité,0 g,en faible quantité,4.9 g,en quantité élevée,,+6%,+7%,+5%,-1%,+75%,-100%,+11%,+12%,+12%,11,+37%,D,+37%,,,,,,,,,,,,,,,,,,,,,
414,jambon cru,3421010004920,['France'],[],[],?,?,,?,,?,,?,0,0,,"['FR 07.338.002 CE', 'Vernoux-en-Vivarais (Ardèche, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Cons.sardina Montey En Tomate RR-125 - 20g,8436007958792,['France'],[],[],?,185,774 kj(185 kcal),"10,4","2,7",0,0,"20,9","1,5","0,6",,,20 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Choc ADDICT Praline - Shneider's - 100g,0838948007603,['France'],[],[],?,558,2335 kj(558 kcal),35,16,52,48,"5,5","0,01","0,004","[""Shneider's""]",,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Crème dessert - pistache - Makabi - 460g,7290013261533,['France'],[],[],?,102,427 kj(102 kcal),0,0,"16,3","14,7","2,8",0,0,['Makabi'],"['FR 44.187.001 CE', 'Saint-Père-en-Retz (Loire-Atlantique, France)']",460g,,"['Produits laitiers', 'Desserts', 'Desserts lactés']",0 g,en faible quantité,0 g,en faible quantité,14.7 g,en quantité élevée,0 g,en faible quantité,,-22%,-22%,-100%,-100%,+11%,+20%,-39%,-100%,-100%,3,-30%,C,-30%,,,,,,,,['Kascher'],,['Frais'],,,,,,,,,,,
418,Jambon de dinde - Aljadid - 240g,3760114535092,['France'],[],[],?,92.1,385 kj(92 kcal),"1,67","0,46","3,45","0,07","15,7","2,25","0,9",['Aljadid'],,240 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Steaks hachés façon bouchère - 8x 125g,3265980312667,['France'],[],[],?,215,900 kj(215 kcal),15,"6,1",0,0,20,"0,2","0,08",,,8 x 125 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Barquette'],,,,,,,,,,,
420,Moka,8033301010012,['France'],[],[],?,602,2519 kj(602 kcal),42,"7,5",47,39,"9,1","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Foccacia aux tomates cerises - 750g,8019290020485,['France'],[],[],?,234,979 kj(234 kcal),"7,6","1,2",34,"2,8","5,4","1,4","0,56",,,750 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Mini chèvre affiné truffe d'été au lait cru chèvre 30% de matière grasse Saveurs - U - 80g,3368953213760,['France'],"['Lait cru de chèvre ', 'origine : France', 'sel', ""truffe d'été "", ' tuber aestivum vitt', ' 1%', 'ferments ', 'LAIT', ""huile d'olive"", 'présure', 'arôme', ' Traces éventuelles de noix et de moutarde']",['Non végétalien'],?,411,1720 kj(411 kcal),30,20,11,"6,8",24,"2,3","0,92",['U'],,80 g,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",30 g,en quantité élevée,20 g,en quantité élevée,6.8 g,en quantité modérée,2.3 g,en quantité élevée,,+25%,+26%,+13%,+12%,+809%,+816%,+18%,+77%,+77%,21,+53%,E,+53%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['Lait Français', 'Transformé en France']",['Lait'],['Frais'],4,,['Magasins U'],,,,,,,,
423,Tomato soup - Auga - 400g,4779039730276,"['Australie', 'Biélorussie', 'République tchèque', 'Estonie', 'France', 'Hongrie', 'Israël', 'Japon', 'Lettonie', 'Lituanie', 'Malte', 'Pologne', 'Portugal', 'Russie', 'Slovaquie', 'Afrique du Sud', 'Corée du Sud', 'Espagne', 'Ukraine', 'Émirats arabes unis', 'Royaume-Uni', 'États-Unis']",[],"['Végétalien', 'Végétarien']",262,63,262 kj(63 kcal),4,"0,3","5,9","3,9","0,8","0,7","0,28",['Auga'],,400 g,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de légumes', 'Soupe à la tomate à réchauffer', 'Soupes de tomate', 'en:Organic', 'en:Organic food', 'en:Organic soup', 'en:Vegan', 'en:Vegetarian']",4 g,en quantité modérée,0.3 g,en faible quantité,3.9 g,en faible quantité,0.7 g,en quantité modérée,,-79%,-79%,-75%,-88%,-65%,-44%,-85%,+208%,+208%,2,+12%,B,+12%,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,"['Bio', 'Végétarien', 'Végétalien', 'Agriculture UE/Non UE', 'en:Fără conservanți']",,['Transparent doy-pack'],,Creamy tomato soup,,,,,['Union européenne'],"['Lithuania', 'European Union']",http://auga.lt/en/product/creamy-tomato-soup/,,
424,Lecitina de soja granulada para el colesterol - Santiveri,8412170020467,['France'],[],[],?,659,2757 kj(659 kcal),67,16,14,2,0,0,0,['Santiveri'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Vanille Bourbon - Fuchs,4068300542206,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,['Fuchs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Pistaches crues avec peau - 125g,3427290003226,['France'],[],[],?,613,2565 kj(613 kcal),52,"8,6",12,10,20,"0,03","0,012",,"['EMB 92002F', 'Antony (Hauts-de-Seine, France)']",125 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Sésame complet - Céréal - 250g,5410063036581,"['Belgique', 'France']",['Graines de sésame'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",2686,642,2686 kj(642 kcal),50,"6,9",24,"0,3",18,"0,03","0,012",['Céréal'],,250 g,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Sésame']",50 g,en quantité élevée,6.9 g,en quantité élevée,0.3 g,en faible quantité,0.03 g,en faible quantité,,+11%,+11%,+2%,-4%,+122%,-51%,-4%,-39%,-39%,9,-17%,C,-17%,87.1%,0.0%,3.8%,5.0%,2.6%,1.6%,30,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'ES-ECO-019-CT']",['Graines de sésame'],"['Sachet', 'Plastique']",1,,['iD Stock'],,,,,,,,
428,Steak haché pur bœuf,3250391021116,['France'],[],[],?,239,1000 kj(239 kcal),18,"9,1","0,5","0,5",18,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande-bovine-francaise']",,,,,,,,,,,,,
429,Mini-pizza au thon - Mémé Hélène,3324321282509,['France'],[],[],?,197,824 kj(197 kcal),"4,9","0,5",31,"2,2","6,7",1,"0,4",['Mémé Hélène'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Trios - Paskesz,0025675010130,['France'],[],[],?,441,1850 kj(441 kcal),"17,6","5,88","70,6","41,2","2,94","1,18","0,471",['Paskesz'],,,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés', 'Biscuits cacaotés fourrés goût vanille']",17.6 g,en quantité modérée,5.88 g,en quantité élevée,41.2 g,en quantité élevée,1.18 g,en quantité modérée,,-8%,-8%,-14%,-35%,+4%,+14%,-41%,+52%,+52%,21,-7%,E,-7%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,,,,,,,,,
431,Pancake mix - Krusteaz - 4.53kg,0041449003344,"['Canada', 'France']","['Enriched wheat flour ', 'barley', 'sugar', 'dextrose', 'leavening ', 'baking soda', 'sodium aluminum phosphate', 'monocalcium phosphate', 'modified corn starch', 'salt', 'soybean oil', 'dried egg-white', 'buttermilk powder', 'sodium lauryl sulphate', ' CONTAINS: Wheat', 'miln', 'egys and barley']",['Non végétalien'],?,210,879 kj(210 kcal),"1,5","0,3",45,11,4,"1,651","0,66",['Krusteaz'],,4.53 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],['Bag'],4,,,"['E500ii - Carbonate acide de sodium', ""E541 - Phosphate d'aluminium et de sodium"", 'E341i - Phosphate monocalcique']",,,,,,,
432,Cauliflower pizza - Mind fuel - 53,4260439660022,['France'],"['Wasser dann Teff flakes* ', '70%', 'dried Teff-Flocken* ', '70%', 'nectar of coconut palm tree Kokosblütenzucker* blossom*', 'shredded Kokosnussraspeln* ', '9%', 'cOconut* ', '9%%', 'coconut Kokosmilchpulver*', 'Meersalz', ' milk powder*', 'Atlas sea salt']",[],?,284,1188 kj(284 kcal),"2,7","0,5",53,"2,7","9,9","1,3","0,52",['Mind fuel'],,53,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale""]",2.7 g,en faible quantité,0.5 g,en faible quantité,2.7 g,en faible quantité,1.3 g,en quantité modérée,,-2%,-0%,-75%,-74%,+60%,-73%,+76%,+186%,+186%,-2,-159%,A,-159%,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-006']",,,,,,,,,,,,,
433,Race Charolaise - L'Étal du Boucher,4056489137009,['France'],[],[],?,192,803 kj(192 kcal),12,"4,6",0,0,21,"0,1","0,04","[""L'Étal du Boucher""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande-bovine-francaise']",,,,,,,,,,,,,
434,Protein strawberry - 200g,29036851,['France'],[],[],?,80,335 kj(80 kcal),"0,4","0,2","7,7","5,5","11,2","0,1","0,04",,,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Confiture mure - Confit de Provence,3452200005465,['France'],[],[],?,249,1042 kj(249 kcal),"0,3","0,05",60,59,"0,5","0,05","0,02",['Confit de Provence'],,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de mûres']",0.3 g,en faible quantité,0.05 g,en faible quantité,59 g,en quantité élevée,0.05 g,en faible quantité,,+7%,+8%,+6%,-20%,+8%,+12%,-16%,+47%,+47%,12,+21%,D,+21%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,
436,Vanille des iles loyautés,3760251280015,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Freddo faces - Cadbury,7622210758101,['France'],"['milk', 'sugar', 'cocna butter', 'cocoa mass', 'vegetable fats ', 'palm', 'shea', 'emu ukfiers ', 'e442', 'e476', 'flavourings', 'may contain nuts', '**the equivalent of 426 ml of fresh liquid milk in every 227 g of milk chocolate', 'milk solids 20 % minimum', 'actual 23 %', 'cocoa solids 20 % minimum', 'contains vegetable fats in addition to cocoa butter,']","['Huile de palme', 'Non végétalien']",?,529,2213 kj(529 kcal),30,18,57,56,"7,3","0,24","0,096",['Cadbury'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,4,,,"[""E442 - Phosphatides d'ammonium"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]",,,,,,,
438,Hydrixir aliment liquide 640,3700153150887,['France'],[],[],?,400,1674 kj(400 kcal),"5,4","1,2",78,42,"9,9","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Chaudin lorrain - Boni,3218260002970,['France'],[],[],?,311,1301 kj(311 kcal),23,"8,5",2,1,24,"4,1","1,64",['Boni'],"['FR 57.474.001 CE', 'Mondelange (Moselle, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Kimchi,6921857420268,['France'],[],[],?,202,845 kj(202 kcal),"20,1",0,"3,6",0,"2,4","5,95","2,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Rustiche sfoglia ruvida - Granoro,8007290932518,['France'],[],[],?,355,1485 kj(355 kcal),"1,5","0,5",71,3,13,0,0,['Granoro'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,
