,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,markets,additives,allergens,nova_score,quantity,packaging,manufacturing,traceability_code,ingredients_origins,generic_name,link,palm_ingredients,origin_detail
985,Croquettes chiot,3275970019308,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Huile d'olive vierge extra -  - 250ml,3547130096000,['France'],[],[],?,900,3766 kj(900 kcal),"99,8","15,1",0,0,0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,+5%,+5%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,99.8 g,en quantité élevée,15.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+5%,+8%,,-100%,-100%,6,-2%,C,-2%,,,,,,250ml,,,,,,,,
987,"Olive Taggiasche In Salamoia, Taggiasca-oliven In Salzlake",8014512000191,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Filetti di alici ma cantabrico all'olio di oliva,8017384051452,['France'],[],[],?,210,879 kj(210 kcal),10,"2,2",0,0,29,12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,K Bio Leberwurst Fein,4337185205590,['France'],[],[],?,328,1372 kj(328 kcal),30,12,16,1,"13,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Fromage à la truffe 3%,2488810037986,['France'],[],[],?,272,1138 kj(272 kcal),22,16,1,"0,4",17,"1,38","0,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,pané bolognaise,0200096008274,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Baguette blé T65 - biocoop - 250G,0205383010824,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes', 'Pains de tradition française', 'Baguette de pain au levain']",,,,,,41.1%,30.4%,17.8%,9.5%,1.2%,0.0%,96,['Biocoop'],,,,,,,,,,,,,,,,,,,['Biocoop'],,,,250G,['Plastique'],,,,,,,
993,3350033776616,3350033776616,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Brioche beurre - Biocoop - 500G,0205385043295,['France'],[],[],?,?,,?,,?,,?,,,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches']",,,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,['Biocoop'],,,,,,,,,,,,,,,,,,,['Biocoop'],,,,500G,['Plastique'],,,,,,,
995,Mélange Vitalité,2600292028805,['France'],[],[],?,328,1372 kj(328 kcal),"2,4","0,3","67,8","59,4","4,2","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Preparati Per Impanatura Molino F. lli Peila Pronta 0375 GR Prep. impanatura,8009149000133,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Lentilles verte sec - Lunor - 500g,3227290000313,['France'],[],[],?,307,1284 kj(307 kcal),"1,3","0,2",38,"0,9",23,0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles vertes', 'Lentilles vertes sèches']",,+7%,-4%,-2%,+4%,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,['Lunor'],1.3 g,en faible quantité,0.2 g,en faible quantité,0.9 g,en faible quantité,0 g,en faible quantité,+5%,-7%,-32%,-100%,-100%,-2,,A,,,,,,,500g,,,,,,,,
998,Rillettes de thon - Petit navire,7958817996450,['France'],[],[],?,?,,?,,?,,?,,,D,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de thon']",,,,,,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,['Petit navire'],,,,,,,,,,,,,,,,,,['en:produced-in-bretagne'],,,,,,,,,,,,,
999,La Milanaise,0247534031166,['France'],[],[],?,153,640 kj(153 kcal),"3,1","1,3","15,5",0,16,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Raclette IGP -,2488947043362,['France'],[],[],?,354,1481 kj(354 kcal),28,19,2,"0,5",24,"1,6","0,64",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Raclettes']",,+2%,+2%,+171%,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,28 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,1.6 g,en quantité élevée,+3%,+3%,+17%,-5%,-5%,16,+2%,D,+2%,,,,,,,,,,,,,,
1001,Cookies pépites de chocolat,,['France'],[],[],?,442,1849 kj(442 kcal),23,"4,2",51,30,"5,6","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Clous de girofle - Terre exotique,3760063322040,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Clous de girofle']",,,,,,63.8%,0.0%,18.2%,12.0%,6.0%,0.0%,79,['Terre exotique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Frais Échalote Ciboulette,3770016947077,['France'],[],[],?,197,824 kj(197 kcal),15,3,"7,4","0,7","8,4","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,100% Fruits,3262720380313,['France'],[],[],?,46,192 kj(46 kcal),0,0,10,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Le gaulois filet de poulet extra tendre,2276746039361,['France'],[],[],?,95,397 kj(95 kcal),"0,6",0,"1,2",0,21,1,"0,4",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-27%,-79%,+151%,-8%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,-27%,-100%,-100%,+33%,+33%,0,,B,,,,,,,,,,,,,,,
1006,Brioche custard surgelé,6921665703621,['France'],[],[],?,217,908 kj(217 kcal),"1,8","0,6",46,14,"4,2","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Brioches Vapeur Porc & Légumes,89414735,['France'],[],[],?,166,695 kj(166 kcal),"7,3","2,8",16,"2,3","9,1","0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Caillette,2240680033525,['France'],[],[],?,322,1347 kj(322 kcal),28,11,"3,4","0,6",14,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Gnocchis farcis au fromage,0203999006569,['France'],[],[],?,148,619 kj(148 kcal),"3,6",1,24,"0,7","4,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Emmental -,0270411021455,['France'],[],[],?,392,1640 kj(392 kcal),28,19,"0,5","0,5",30,"0,6","0,24",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",,+4%,-4%,-25%,+9%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,28 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.6 g,en quantité modérée,+4%,-4%,+21%,-8%,-8%,11,-4%,D,-4%,,,,,,,,,,,,,,
1011,tarhonya nature,5997346300718,['France'],[],[],?,381,1594 kj(381 kcal),2,"0,6",76,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Infusions-thé,3760259313999,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Sardines à l'ancienne,3660902000286,['France'],[],[],?,223,933 kj(223 kcal),15,3,0,0,22,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 29.046.532 CE', 'Douarnenez (Finistère, France)']",,,,,
1014,Châtaignes - Saint Éloi,1840012497059,['France'],[],[],?,?,,?,,?,,?,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de plantes en conserve', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques en conserve', 'Châtaignes', 'Châtaigne en conserve']",,,,,,75.3%,12.1%,5.7%,3.0%,3.9%,0.0%,69,['Saint Éloi'],,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,
1015,Vantastic nuggets,4260191281183,['France'],[],[],?,231,967 kj(231 kcal),12,"0,8",14,"2,3",15,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Crispy p’s,5600961121148,['France'],[],[],?,413,1728 kj(413 kcal),15,"4,3",40,"3,5",21,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Karma Kombucha Lemon,3760192490795,['France'],[],[],?,11,46 kj(11 kcal),0,0,"2,5","2,5",0,0,0,,,,,,,,,,,,,,,['Karma'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,terrine la chanterelle,3760267057038,['France'],[],[],?,302,1264 kj(302 kcal),"26,1","9,6","3,6","0,9","14,5","1,56","0,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Batonnet de crabe,3324321284176,['France'],[],[],?,125,523 kj(125 kcal),"1,3","0,4",21,"5,7","6,6","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Miel de fleurs,3770011733132,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Artischocken,4008314161086,['France'],[],[],?,40,167 kj(40 kcal),"0,2",0,"6,5","1,5",15,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,3 Mini Pains Préfous Classique,3700009274484,['France'],[],[],?,346,1448 kj(346 kcal),19,12,36,"1,8","6,7","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,5400141352337,5400141352337,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Jamaican jerk chicken,9334279004027,['France'],[],[],?,125,523 kj(125 kcal),"4,688","0,938","19,062","7,812","1,562","2,812","1,125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Jambon roti aux herbes,2228508052743,['France'],[],[],?,133,556 kj(133 kcal),5,"1,8","0,1","0,1",22,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Film en plastique'],,"['FR 12.063.025 CE', 'Cavalerie (Aveyron, France)']",,,,,
1026,Carne secca di manzo,7427137371392,['France'],[],[],?,257,1075 kj(257 kcal),"2,7","1,5","2,2","0,8",56,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,"18,7CL VIEILLE FERME BLANC",3296180003673,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Merguez,2208268038904,['France'],[],[],?,197,824 kj(197 kcal),"13,4","6,9","1,7","1,6","17,4","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Film en plastique'],,,,,,,
1029,Bière blonde 33 cl brasserie de la Vezere,3770006723124,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Ritebrand Crunchy Peanut Butter,6001001014601,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Graines de lin brun,3363299037070,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Smoked Pacific Salmon,0184901000618,['France'],[],[],?,160,669 kj(160 kcal),7,3,1,0,21,"0,59","0,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Filet de poulet,0212548051950,['France'],[],[],?,113,473 kj(113 kcal),"2,3","0,7","0,1","0,1",23,"0,1","0,04",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-14%,-20%,-79%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,2.3 g,en faible quantité,0.7 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,-13%,-6%,-59%,-87%,-87%,-4,,A,,"['Nutriscore', 'Nutriscore A']",,,,,,"['Barquette', 'Film en plastique']",,,,,,,
1034,Saucisse canard,2654999025452,['France'],[],[],?,314,1314 kj(314 kcal),28,"11,5","0,5","0,5","14,9","1,53","0,612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,pago pêche,9002515427212,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Moutarde aux herbes de Provence,3077317732228,['France'],[],[],?,177,741 kj(177 kcal),13,"0,9",10,"5,3","3,5","5,1","2,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Alqua,3760220891068,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Liqueur de Cacao,3439495303551,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Compté,2988795007528,['France'],[],[],?,418,1749 kj(418 kcal),35,23,"0,5","0,5",27,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 39.434.001 CE', 'Poligny (Jura, France)']",,,,,
1040,petit-dej bowl,3662072070229,['France'],[],[],?,377,1577 kj(377 kcal),"7,3",3,"49,3",18,"25,1","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Les soufflés Banane,3175681264403,['France'],[],[],?,374,1565 kj(374 kcal),0,0,85,"5,7",8,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Pâtes de maïs,8033829380840,['France'],[],[],?,358,1498 kj(358 kcal),"1,8","1,4","77,8","0,7","7,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Top Of The Pops Microwave Popcorn Salt X3,3800203051529,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Chocolat noir marbré orange avec écorces,3700238326633,['France'],[],[],?,538,2251 kj(538 kcal),37,22,40,37,"6,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Chocolat au lait caramel marbré blanc fleur de sel,3700238326640,['France'],[],[],?,556,2326 kj(556 kcal),36,22,50,50,"7,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Selectea,3760331070024,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Benelux SUPER-GRIT,5400351011581,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Soupe Courgette Beaufort,3760131652505,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Crème de coco,3229820800882,['France'],[],[],?,242,1013 kj(242 kcal),24,23,"3,6","2,9","2,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Saucisses aux herbes,0203957032739,['France'],[],[],?,267,1117 kj(267 kcal),22,"8,7","1,2","0,3",15,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Crevettes sauce piquante et riz basmati - Lechef,3701222802706,['France'],[],[],?,123,515 kj(123 kcal),"2,8","0,4",18,1,"6,5","0,88","0,352",,,,,,,,,,,,,,,['Lechef'],,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,
1052,Carne al fuoco costine di suino al rosmarino e origano,8008110270445,['France'],[],[],?,284,1188 kj(284 kcal),24,"9,7",0,0,17,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Base a pizza 33cm,8026434406081,['France'],[],[],?,370,1548 kj(370 kcal),"2,9",0,72,"0,6",12,"2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Saucisse epicee - Seazon,3701456304540,['France'],[],[],?,132,552 kj(132 kcal),9,9,9,4,4,0,0,,,,,,,,,,,,,,,['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Velouté de carottes au curry,3760168117039,['France'],[],[],?,24,100 kj(24 kcal),1,1,3,1,1,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Parmesan,2449185032860,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Spring Roll Legumes,3760228710927,['France'],[],[],?,62,259 kj(62 kcal),"0,5","0,1",14,"0,7","8,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Berliner,21567551,['France'],[],[],?,377,1577 kj(377 kcal),"17,59","7,49","46,69","15,59","7,19","0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Thé froid bio,4099200424859,['France'],[],[],?,20,84 kj(20 kcal),0,0,5,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,OREO,7622201148850,['France'],[],[],?,477,1996 kj(477 kcal),20,"5,4",68,36,"5,4","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Placet,8411580037720,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Poêlée méditerranéenne,2868075025254,['France'],[],[],?,20,84 kj(20 kcal),"0,3","0,01","3,5","2,3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Pastel de nata,3400002007606,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Black truffle ALICE,5060650960203,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Le miel d’ici,3770008105195,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Cœurs gélifiés,4043651145399,['France'],[],[],?,337,1410 kj(337 kcal),0,0,76,43,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,Huile 50+,11575153,['France'],[],[],?,900,3766 kj(900 kcal),100,"9,1",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Breuil fermier de brebis - EKI OLA - 250g,3770002556047,['France'],"['LACTOSERUM', 'LAIT DE BREBIS', 'SEL']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,,"11,5",,0,0,12,"0,2","0,08",,['Produits laitiers'],,,-36%,-100%,-3%,,,,,,,,['EKI OLA'],11.5 g,en quantité modérée,,,0 g,en faible quantité,0.2 g,en faible quantité,,,-100%,-74%,-74%,,,,,['Bleu Blanc Cœur'],['Compagnie fermière Gradignan'],,['Lait'],4,250 g,['Plastique'],['Pays Basque'],"['FR 64.229.100 CE', 'Gamarthe (Pyrénées-Atlantiques, France)']",['France'],,http://www.ekiola.com,,
1069,Arare Nagisa,4901336205243,['France'],[],[],?,425,1778 kj(425 kcal),"7,7","1,9","85,2","78,2","6,6","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Poivrons,3760278610659,['France'],[],[],?,35,146 kj(35 kcal),"1,5","0,3","3,2","1,5","0,8","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,IPRIMI,8017268125187,['France'],[],[],?,288,1205 kj(288 kcal),"2,9","0,8","52,4","1,12","11,9","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,L-GLUTAMIN PULVER,4260461113893,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Soja Verde Cocida Bote,8427406066409,['France'],[],[],?,69,289 kj(69 kcal),"0,6","0,3","14,2",0,"4,7","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,03741092,03741092,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Biscotti salute integrali,8000326010709,['France'],[],[],?,403,1686 kj(403 kcal),13,1,71,22,"0,4","8,3","3,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Puccia salentina biologica,8026302013069,['France'],[],[],?,241,1008 kj(241 kcal),"1,9","0,7","47,8","1,8","7,4","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Jambon à l’Ancienne - Tallec,2264757041985,['France'],[],[],?,161,674 kj(161 kcal),"7,9","2,9","0,5","0,5",22,"1,9","0,76",,,,,,,,,,,,,,,['Tallec'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Yaourt fermier bio,3770014761002,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Poulet fermier élevé en liberté,0217230057791,['France'],[],[],?,138,577 kj(138 kcal),"5,9","1,7",0,0,20,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Lutti Scoubi Fiz,2116734030614,['France'],[],[],?,364,1523 kj(364 kcal),"2,5","1,5",81,60,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Tarte pomme feuilletee,2645024041332,['France'],[],[],?,246,1029 kj(246 kcal),"10,5","7,2","33,6",16,0,"0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,Brisures de Nougatine,3700105222051,['France'],[],[],?,465,1946 kj(465 kcal),"16,3","1,1","70,5","41,6","7,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Sésame blanc,3295921116207,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Roquefort,2248050003123,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Lou marius,8436547211081,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Meringues,3760019915791,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Toblerone,9613164011013,['France'],[],[],?,528,2209 kj(528 kcal),28,17,61,60,"5,6","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Noix de saint jacques de normandie,3222474282509,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,tisane nuit de versaille,3259920057237,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Rusky - Haldiram's,8904004411003,['France'],[],[],?,418,1749 kj(418 kcal),"6,93","3,05","81,86","16,3","7,16","0,962","0,385",,,,,,,,,,,,,,,"[""Haldiram's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
