,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,allergens,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner
1355,Crème Glacée Chocolat Blanc - L'Angélys - 450g,3760039982476,,450 g,"['Bac', 'Plastique', 'surgelé', 'Carton']","[""L'Angélys""]","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces au chocolat blanc']","['en:gluten-free', 'Point Vert', 'Fabriqué en France', 'Sans colorants', 'Sans arômes ajoutés', 'Sans conservateurs', 'PEFC', 'Entrepreneurs + Engagés', 'Tidy man']",['Leclerc'],['France'],"['Eau', 'chocolat blanc 20 % ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'émulsifiant ', 'lécithine de soja', 'extrait naturel de vanille', 'crème', 'sirop de glucose de maïs', 'poudre de lait écrémé', 'sucre', 'sirop de sucre inverti', 'émulsifiant ', ""mono- et diglycérides d'acides gras "", 'origine végétale', 'stabilisants ', 'farine de graines de caroube', 'farine de graines de guar', 'alginate de sodium et carraghénanes']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Végétarien']",4,14 g,en quantité modérée,9.3 g,en quantité élevée,19 g,en quantité élevée,0.13 g,en faible quantité,?,,233,-12%,975 kj(233 kcal),-12%,14,-7%,"9,3",-14%,24,-19%,19,-27%,"3,2",+4%,"0,13",-7%,"0,052",-7%,15,-12%,D,-12%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['FR 17.164.003 CE', 'Fontcouverte (Charente-Maritime, France)']","['Lait', 'Soja']",,"['France', 'Charente-Maritime']",,,
1356,Creme glacèe - L’angelys,3760039984722,,,,['L’angelys'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']","['en:gluten-free', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,['France'],"['Crème glacée Vanille ', '60%', ' ? Eau', ' sucre', ' lait écrémé pasteurisé', 'jaune d œuf crème', 'sirop de glucose de mais', 'poudre de lait écrème', ' beurre concentré', 'gousses de vanille Bourbon ', '0', '696', 'émulsifiant ', ""mono et diglycerides d'acides gras"", 'stabilisants ', 'farine de graines de caroube', ' farine de graines de guar', 'alginate de sodium', 'carraghénanes', ' Crème glacée chocolat Noir ', '40%', ' - Eau', 'sucre', 'poudre de cacao ', '7', '896', 'crème', 'poudre de lait écrémé', 'sirop de glucose de mais', 'pâte de cacao ', '3', '4%', 'beurre concentré', 'sirop de sucre inverti', ' émulsifiant ', ""mono et diglycérides d'acides gras"", 'stabilisants ', 'farine de graines de caroube', 'farine de graines de guar', 'alginate de sodium', 'carraghénanes', ' Décor:chocolat ', 'beurre de cacao', 'sucre', 'colorant ', 'dioxyde de titane']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E171 - Oxyde de titane']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,8.9 g,en quantité modérée,5.9 g,en quantité élevée,17 g,en quantité élevée,0.1 g,en faible quantité,?,,194,-12%,812 kj(194 kcal),-11%,"8,9",-18%,"5,9",-14%,24,-8%,17,-24%,"4,1",+23%,"0,1",-34%,"0,04",-34%,8,-37%,C,-37%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,['Lait'],,,,,
1357,Creme glacee - L’Angelys,3760039984746,,,,['L’Angelys'],,"['en:gluten-free', 'Fabriqué en France', 'Sans conservateurs']",,['France'],"['Crème glacée caramel beurre ', 'Saccharose', 'eau', 'poudre de lait écrémé,gème', 'beurre salé de baratte ', '7%', 'sucre', 'sirop de glucose de mais', 'émulsifiant ', ""mono et diglycérides d'acides gras"", 'stabilisants ', 'farine de graines de caroube', 'farine de graines de guar', 'alginate de sodium', 'carraghénanes', ' Sorbet plein fruit poire ', '40%', ' ? Poire ', '70%', 'eau', 'sirop de glucose de maïs', 'sucre', 'sirop de sucre inverti', 'jus de citron', 'stabilisants ', 'pectine', 'farine de graines de caroube', 'protéine de pomme de terre', ' Décor:chocolat ', 'beurre de cacao', 'sucre', 'colorant ', 'dioxyde de titane']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E440 - Pectines', 'E171 - Oxyde de titane']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,157,,657 kj(157 kcal),,"4,6",,"3,3",,26,,19,,"2,1",,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,
1358,Glace Chocolat - L'Angélys - 250ml (150g),3760039985224,,250 ml (150 g),"['Barquette', 'Plastique', 'Surgelé']","[""L'Angélys""]","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces au chocolat']","['en:gluten-free', 'Fabriqué en France', 'Sans colorants', 'Sans arômes ajoutés', 'Sans conservateurs']",['Simply Market'],['France'],"['Sirop de sucre', 'poudre de cacao ', '7,8%', 'crème', 'poudre de lait écrémé', 'sirop de glucose de maïs', 'pâte de cacao ', '3,4%', 'beurre concentré', 'sirop de sucre inverti', ""émulsifiant : mono et diglycérides d'acides gras"", 'épaississants : farine de caroube et farine de graines de guar', 'gélifiants : alginate de sodium et carraghénanes']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['FR 17.164.003 CE', 'Fontcouverte (Charente-Maritime, France)']",['Lait'],,['France'],,,
1359,Glace Vanille - L angelys,3760039985248,,,,['L angelys'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces à la vanille']","['en:gluten-free', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,['France'],"['Eau', 'sucre', 'lait demi écrémé', ""jaune d'oeuf"", 'crème', 'sirop de glucose de maïs', 'poudre de lait écrémé', 'beurre concentré', 'gousses de vanille Bourbon ', '0', '6%', 'émulsifiant ', ""mono - et diglycérides d'acides gras"", 'stabilisants ', 'farine de graines de caroube', 'alginate de sodium', 'gomme de guar', 'carraghénanes']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E401 - Alginate de sodium', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,9.4 g,en quantité modérée,5.9 g,en quantité élevée,16 g,en quantité élevée,0.1 g,en faible quantité,?,,191,-8%,799 kj(191 kcal),-8%,"9,4",-8%,"5,9",-12%,23,-10%,16,-25%,3,-5%,"0,1",-26%,"0,04",-26%,9,-24%,C,-24%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['FR 17.164.003 CE', 'Fontcouverte (Charente-Maritime, France)']","['Œufs', 'Lait']",,,,,
1360,Creme glacee Chocolat Noir - L’angelys,3760039986405,,,,['L’angelys'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces au chocolat']","['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",,['France'],"['Creme glacée Chocolat Noir 59,2% : Eau', 'sucre', 'poudre de cacao ', '4,6', 'crème poudre de lait écrémé,sirop de glucose de mais', 'pate de cacao ', '2 o', 'beurre concentre', 'sirop de suCre invert', 'émulsifants mono et diglycenides d acides gras origine végétale', 'stabilisants farine de graines | de caroube,farine de graines de guar', 'alginate de sodium et carraghénanes', ' Creme glace chocolat Origine Madagascar 39,4%:Eau', 'chocaolat noir Origine Madagascar ', '6 creme sucre', 'poudre de lait ecrémé', ""păte de cacao d'origine Madagascar "", '2,1-', 'sirop de glucose de 53 sirop de sucre inverti emulshant:mono et diglycérides acides gras ', 'origine vegétale', 'staoilisants farine de graine de caroube farine de graines de guar', 'alginate de sogium et carraghénanes Decor 1,49%: Copeaux de chocolat blanc ', 'sucre', 'poudre de lait entier', 'beurre de cacao', 'émulsifiant: | lecithine de soja', 'arome naturel de vanille', 'décor en chocolat ', 'chocolat blanc sucre', 'beurre de cacao nos poudre de lait entier', 'rome naturel de vanillej', 'beurre de cacao', 'sucre', 'cacao maigre en poudre', 'pate tion de cacao', ' Peut contenir des traces de soja']","['E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E400 - Acide alginique', 'E322i - Lécithine']",['Non végétalien'],4,11 g,en quantité modérée,6.1 g,en quantité élevée,21 g,en quantité élevée,0.03 g,en faible quantité,?,,223,-3%,933 kj(223 kcal),-4%,11,-8%,"6,1",-21%,25,-6%,21,-7%,"4,4",+20%,"0,03",-78%,"0,012",-78%,12,-8%,D,-8%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,"['Œufs', 'Lait']",,,,,
1361,Creme glacée vanille café - L'Angelys,3760039986443,,,,"[""L'Angelys""]",,,,['France'],"['crème glacée Vanille ', '60%', ' - eau', 'sucre', 'lait Ih écrémé pasteurisé', ""jaune d'œuf"", 'crème', 'sirop deÂucose de mais', 'poudre de lait écrëiîé', 'bèüï-e concentre', 'gousses de vanille Bourbon ', '0', '6% ', 'émulsifiant ', ""mono et diglycérides d'acides gras "", 'stabilisant ', 'farine de graines de caroube', 'alginate de sodium', 'nomme de guar', 'carraghénanes', ' Crème glacée Cafe ', '40%', ' ? eau', 'sucre', 'poudre delajt écrémé', 'crème', 'sirop de glucose de maïs', 'beurre 100% Arabica ', '2%', 'émulsifiant ', ""fiôîô et diglycérides d'acides gras"", 'stabilisant ', 'farine de graines de caroube', 'alginate de sodium', 'gomme de uar', 'carraghénanes', ' écors : décor en chocolat ', 'cacao', 'sucre', 'beurre de cacao', 'grain de café', 'aqent enrobaqe ', 'gomme arabique', 'saccharose', 'sirop de glucose', 'shelrac', 'chocolat ', 'beurre de cacao', 'sucre', 'colorant naturel']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E414 - Gomme d'acacia""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,186,,778 kj(186 kcal),,9,,"5,9",,"23,5",,"16,52",,"3,44",,"0,13",,"0,052",,,,,,,,,,,,,,,"['Œufs', 'Lait']",,,,,
1362,Oeufs Frais - La Poule Aux Œufs d'Oc - 12œufs frais,3760040340036,Œufs Frais de Poules Élevées en Plein Air Premium,12 œufs frais,"['Carton', 'boîte']","[""La Poule Aux Œufs d'Oc""]","[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']","['Sans OGM', 'Bleu Blanc Cœur']",,['France'],['Œufs frais'],,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,10.2 g,en quantité modérée,2.5 g,en quantité modérée,0.7 g,en faible quantité,0.3 g,en quantité modérée,?,,143,+4%,598 kj(143 kcal),+3%,"10,2",+3%,"2,5",+2%,"0,7",+13%,"0,7",+39%,"12,3",-2%,"0,3",+10%,"0,12",+10%,-1,,A,,B,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,"['FR 81.286.002 CE', 'Serviès (Tarn, France)']",['Œufs'],['France'],['France'],,,
1363,Huile d'olive vierge,3760040540122,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,['France'],[],,[],,91.5 g,en quantité élevée,12.6 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,823,-4%,3443 kj(823 kcal),-4%,"91,5",-4%,"12,6",-10%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
1364,Fouace - laguiole aop,3760041250013,,,,['laguiole aop'],,"['Sans colorants', 'Sans conservateurs']",,['France'],[],,[],,,,,,,,,,?,,353,,1477 kj(353 kcal),,11,,6,,54,,12,,"8,1",,"0,32",,"0,128",,,,,,,,,,,,,,,,,,,,
1365,Light Soy Bean - San Yan Brand - 750g,3760041270127,Sauce soja,750 g,"['Bouteille', 'Verre']",['San Yan Brand'],"['Epicerie', 'Sauces']",,,['France'],"['Extrait de soja', 'farine de blé', 'sel', 'eau']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1 g,en faible quantité,1 g,en faible quantité,2 g,en faible quantité,0 g,en faible quantité,?,,50,-79%,209 kj(50 kcal),-79%,1,-94%,1,-54%,10,+1%,2,-69%,18,+569%,0,-100%,0,-100%,-5,-143%,A,-143%,,,,,,,,,,"['Gluten', 'Soja']",,['Chine'],,,
1366,Jambon blanc bio - thierry schweitzer - 150g,3760041605011,,150g,['sous vide'],['thierry schweitzer'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE']",,['France'],"['viande de porcljambon France', 'eau', 'conservałeur: sel avec couenne* origine']",,[],,5.82 g,en quantité modérée,2.13 g,en quantité modérée,0.77 g,en faible quantité,1.87 g,en quantité élevée,?,,137,+4%,573 kj(137 kcal),+5%,"5,82",+21%,"2,13",+16%,"0,91",+36%,"0,77",+29%,"20,2",-4%,"1,87",0%,"0,748",0%,11,+56%,D,+56%,D,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,['Lait'],['Alsace france'],['obernai 67'],,,
1367,Pompe à l’huile - Maison Blieux,3760042690023,,,,['Maison Blieux'],,,,['France'],"['Pâte ', 'farine de blé', 'beurre frais ', 'dont lait', 'eau', 'sel', ' garniture ', 'huile de tournesol œufs frais sucre amandes']",,['Non végétalien'],,,,,,,,,,?,,493,,2063 kj(493 kcal),,35,,"7,3",,40,,25,,"3,8",,"0,61",,"0,244",,,,,,,,,,,,,,,['Gluten'],,,,,
1368,Noix de coco bio - Sans marque - 1fruit,3760042971344,,1 fruit,['Aucun'],"['Sans marque', 'Dibra', 'SIIM']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Noix de coco']","['Bio', 'Bio européen', 'FR-BIO-01', 'Rainforest Alliance']",['Cora'],['France'],['Noix de coco'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,35.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,353,-31%,1477 kj(353 kcal),-31%,"35,1",-27%,0,-100%,"5,9",-36%,0,-100%,"3,4",-35%,0,-100%,0,-100%,-3,-146%,A,-146%,B,70.3%,0.0%,8.0%,9.7%,8.6%,3.4%,54,,,"[""Côte d'Ivoire""]",,,,
1369,Le Croquet'on du Berry'chon - Craquants soufflés aux amandes - Saveurs des Marais - 160g,3760043030293,Croquets Amande,160 g,"['Sachet', 'Plastique']",['Saveurs des Marais'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Croquets', 'Croquets aux amandes']",['Fabriqué en France'],"[""Aire d'autoroute"", 'Magasins U']",['France'],"['Farine de blé', 'sucre', ""blancs d'oeufs"", 'poudre à lever ', 'carbonate de sodium et amidon de maïs', 'amande 15 %']",['E500i - Carbonate de sodium'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,4.6 g,en quantité modérée,0.4 g,en faible quantité,48 g,en quantité élevée,0.4 g,en quantité modérée,?,,330,-19%,1381 kj(330 kcal),-19%,"4,6",-63%,"0,4",-66%,67,+7%,48,+111%,"5,3",-39%,"0,4",-70%,"0,16",-70%,15,+21%,D,+21%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,"['Œufs', 'Gluten', 'Fruits à coque']",,"['18570', 'Trouy', 'Cher', 'Centre-Val de Loire', 'France']",,,
1370,Abricots au sirop -,3760043750016,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Abricots au sirop']",,,['France'],[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,13 g,en quantité élevée,0.01 g,en faible quantité,?,,271,+282%,1134 kj(271 kcal),+282%,"0,5",+96%,"0,1",+122%,15,+2%,13,-6%,"0,5",+10%,"0,01",-76%,"0,004",-76%,0,,B,,B,29.9%,36.7%,16.9%,8.5%,8.0%,0.0%,96,,,,,,,
1371,Pom'Cassis - Pur jus sans sucre - Le Père Defrance - 1l,3760043800032,,1 l,"['Bouteille', 'Verre']","['Le Père Defrance', 'SARL Deco Jus']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus', 'Jus de cassis']","['Sans sucre ajouté', 'Pur jus']",['Magasins U'],['France'],"['pur jus de pomme', 'pur jus de cassis concentré']",,[],1,0 g,en faible quantité,0 g,en faible quantité,,,0.01 g,en faible quantité,?,,43,-7%,180 kj(43 kcal),-6%,0,-100%,0,-100%,"10,8",-2%,,,0,-100%,"< 0,01",-20%,"0,004",-20%,,,,,B,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,
1372,Pom'Framboise - Le Père Defrance - 1l,3760043800049,jus,1 l,"['Bouteille', 'Verre', 'Bouchon', 'Métal']","['Le Père Defrance', 'SARL Deco-Jus']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits']","['Sans sucre ajouté', 'Cueillette à la main']","['Hyper U', 'Magasins U']",['France'],['100% pur jus de pomme et pur jus de framboise concentré'],,[],,0 g,en faible quantité,0 g,en faible quantité,9.4 g,en quantité élevée,0.01 g,en faible quantité,?,,38,-21%,159 kj(38 kcal),-20%,0,-100%,0,-100%,"9,4",-15%,"9,4",-10%,0,-100%,"0,01",+9%,"0,004",+9%,3,-33%,C,-33%,B,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,['France'],['France'],,,
1373,Gesiers de canard émincés confits - Mets Des Rois,3760044391300,,,,['Mets Des Rois'],"['Poissons et viandes et oeufs', 'Abats', 'Gésiers', 'Gésiers de canard']",,,['France'],[],,[],,6.4 g,en quantité modérée,2.4 g,en quantité modérée,0.4 g,en faible quantité,1.9 g,en quantité élevée,?,,172,-8%,720 kj(172 kcal),-7%,"6,4",+3%,"2,4",+17%,"0,4",+57%,"0,4",+129%,28,-3%,"1,9",+31%,"0,76",+31%,12,+94%,D,+94%,,,,,,,,,,,,,,,
1374,Manchons de canard Jean France,3760044396503,,,,,,,,['France'],[],,[],,,,,,,,,,?,,256,,1071 kj(256 kcal),,"17,6",,"5,1",,0,,0,,23,,"1,21",,"0,484",,,,,,,,,,,,,,,,,,,,
1375,Bloc de Foie Gras de Canard - Jean de France - 150g,3760044396527,,150 g,"['Conserve', 'métal']",['Jean de France'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",['Fabriqué en France'],,['France'],[],,[],,48 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,1.1 g,en quantité modérée,?,,450,-8%,1883 kj(450 kcal),-8%,48,-5%,21,-2%,"1,5",-29%,"0,5",-62%,5,-18%,"1,1",-10%,"0,44",-10%,19,-7%,E,-7%,B,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,['France'],,,
1376,Petit Cake aux Raisins - Max Poilâne - 330g,3760044430405,,330 g,"['Plastique', 'Sachet']",['Max Poilâne'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Cakes aux fruits', 'Cakes aux raisins']",,,['France'],"['Farine de seigle 30%', 'farine de blé', 'eau', 'raisins de Corinthe 22%', 'sel de mer', 'levure']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.64 g,en faible quantité,0.13 g,en faible quantité,10.6 g,en quantité modérée,1.08 g,en quantité modérée,?,,251.1,-35%,1051 kj(251 kcal),-36%,"0,64",-96%,"0,13",-97%,"56,14",-0%,"10,6",-68%,"5,19",+7%,"1,08",+84%,"0,432",+84%,6,-64%,C,-64%,C,76.8%,12.1%,5.7%,2.8%,2.6%,0.0%,65,,['Gluten'],,,,,
1377,Baguette prélevain - Max Poilâne - 220g,3760044430702,,220 g,"['Sachet', 'Plastique']",['Max Poilâne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",,,['France'],"['Farine de blé', 'eau', 'sel', 'levure']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,['Gluten'],['France'],['France'],,,
1378,Limonade Au Sirop D'agave Bio - Elixia - 75cl,3760045170140,,75cl,,['Elixia'],"['Boissons', 'Boissons sans alcool']",['Bio'],,['France'],"['Eau gazéifiée', ""sirop d'agave "", '7%', 'acidifiant : acide citrique ', '0,2%', 'extrait de citron ', '0,1%']",['E330 - Acide citrique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.1 g,en faible quantité,0.1 g,en faible quantité,6.2 g,en quantité modérée,0 g,en faible quantité,?,,27,-29%,113 kj(27 kcal),-32%,"0,1",-26%,"0,1",+272%,"6,2",-28%,"6,2",-16%,"0,2",-12%,0,-100%,0,-100%,9,+28%,D,+28%,,,,,,,,,,,,"['France', 'Champagnole']",,,
1379,Limonade artisanale - Elixia,3760045170171,,,,['Elixia'],,,,['France'],[],,[],,,,,,,,,,?,,31,,130 kj(31 kcal),,0,,0,,"7,2",,"7,2",,"0,2",,"0,002",,"0,001",,,,,,,,,,,,,,,,,,,,
1380,Limonade à la fleur de Sureau - Elixia,3760045175329,,,,['Elixia'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'Point Vert', 'Fabriqué en France']",,['France'],[],,[],,,,,,,,,,?,,27,,113 kj(27 kcal),,"0,1",,"0,1",,"6,2",,"6,2",,"0,2",,"0,002",,"0,001",,,,,,,,,,,,,,,,,,,,
1381,Galettes a la farine de chataigne,3760045460432,,,,,,,,['France'],[],,[],,,,,,,,,,?,,524,,2192 kj(524 kcal),,26,,16,,62,,25,,"8,7",,"0,41",,"0,164",,,,,,,,,,,,,,,,,,,,
1382,Beurre de Baratte Demi-Sel - Edmond de Rotschild - 250g,3760045500435,,250 g,"['Frais', 'Plastique']",['Edmond de Rotschild'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel', 'Beurres pasteurisés', 'Beurres de baratte']",,,['France'],"['Crème fraîche pasteurisée', 'ferments lactiques', 'sel']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,80.8 g,en quantité élevée,54.8 g,en quantité élevée,1 g,en faible quantité,2 g,en quantité élevée,?,,732,-0%,3063 kj(732 kcal),+0%,"80,8",-0%,"54,8",+1%,1,+45%,1,+79%,"0,7",-1%,2,+69%,"0,8",+69%,27,+17%,E,+17%,E,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,['Lait'],,,,,
1383,Jus de pomme des Cévennes - La Coopérative Des Petits Producteurs,3760045830242,,,,['La Coopérative Des Petits Producteurs'],['Boissons'],"['Bio', 'Fabriqué en Italie']",,['France'],['pur jus de pomme'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,11.3 g,en quantité élevée,0.0052 g,en faible quantité,?,,45,-20%,188 kj(45 kcal),-22%,0,-100%,0,-100%,"11,88",+5%,"11,31",+20%,"0,07",-86%,"0,005",-87%,"0,002",-87%,5,-35%,C,-35%,,,,,,,,,,,,,,,
1384,Gom'Bio - Èolésens - 45g,3760046253804,,45 g,"['boîte', 'métal']",['Èolésens'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']","['Bio', 'Bio européen', 'Déconseillé à certaines catégories de personnes', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Fabriqué en France', 'Déconseillé aux enfants de moins de 3 ans', 'AB Agriculture Biologique']",,['France'],"['Miel', 'Gomme arabique', 'Extrait de propolis', '2 %', 'Huiles essentielles ', 'Eucalyptus radiata', 'Abies balsamea', ""Agent d'enrobage: huile de coco"", 'huile de tournesol']","[""E414 - Gomme d'acacia""]",['Non végétalien'],4,0.43 g,en faible quantité,0 g,en faible quantité,87.7 g,en quantité élevée,0 g,en faible quantité,?,,359,+1%,1502 kj(359 kcal),+0%,"0,43",-77%,0,-100%,"87,69",+5%,"87,69",+51%,"1,12",-47%,0,-100%,0,-100%,14,-3%,D,-3%,D,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,['France'],,,
1385,Spiruline Française En Poudre - 100 G - Algo'nergy,3760046254559,,,,"[""Algo'nergy""]","['Compléments alimentaires', 'Spiruline']",['Bio'],,['France'],[],,[],,4.5 g,en quantité modérée,2.6 g,en quantité modérée,0.1 g,en faible quantité,5.6 g,en quantité élevée,?,,340,+35%,1423 kj(340 kcal),+34%,"4,5",+23%,"2,6",+103%,"14,5",+41%,"0,1",-86%,60,+21%,"5,6",+387%,"2,24",+387%,16,+227%,D,+227%,E,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,
