,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,palm_ingredients,allergens,nova_score,generic_name,manufacturing,traceability_code,markets,ingredients_origins,link,origin_detail,brand_owner
979,La fueteria -,8410320288255,,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses espagnoles', 'Fouets catalans']",,"['France', 'Espagne']",[],[],36 g,en quantité élevée,13 g,en quantité élevée,2 g,en faible quantité,4 g,en quantité élevée,?,,444,+1%,1858 kj(444 kcal),+1%,36,+2%,13,-1%,3,-13%,2,-13%,27,+1%,4,-2%,"1,6",-2%,25,0%,E,0%,,,,,,,,,,,,,,,,,,,
980,Chocolat Au Lait almendras Sans Gluten (75G) - Torras - 75g,8410342005632,E,75 g,,['Torras'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats édulcorés', 'Chocolats au lait', 'Chocolats aux amandes', 'Chocolats au lait aux amandes', 'Chocolats au lait édulcorés']","['Peu ou pas de sucre', 'Peu de sucre', 'Allégé en sucre', 'Sans sucre ajouté', 'Avec édulcorants']",['France'],"['COu LECHE Y ALMENDRAS Y EDULCORANTE I MILK Mattitof', 'manteca de cacao', 'leche en polvo ', '14%', 'pasta de cacao', 'almendras ', '12%', 'emulgente ', 'lecitinade mantega de cacau', 'Ilet en pots ', '14%', 'pasta de cacau', 'ametlles ', '12%', 'emulgent ', 'lecitina de gira-sol', ' i \\ngredients', ' Sweetener cocoa butter', 'whole milk in powder ', '14%', 'cocoa paste', 'almonds ', '12%', 'emulsifier ', 'sunflower lecithin', ' and Edulcorant ', 'Ila,titol', 'beurre de cacao', 'lait en poudre entier ', '14%', 'pâte de cacao', 'amandes ', '12%', 'emulsifiant ', 'lécithine de tournesol', ' et arôme naturel de mitte', ' Advte ', ""l'altitot"", 'manteiga de cacau', 'leite em pô ', '14%', 'pasta de cacau', 'amendoas ', '12%', 'emulsionante ', 'lecitina de girassol', ' e aroma natural de bauniiha ingredienten: Zoetmiddel ', 'Ma!tito!', 'cacaoboter', 'vollemelkpoeder ', '14%', 'cacaomassa', 'amandelen ', '12%', 'emulgator ', 'zonnebloem lecithine', 'natuurlijke aroma ', 'vanilW consurno excesivo produ efectos laxantes', ' Puede trazas de frutos de câscara', 'sésamo y soja', 'Contiene azücares naturalmente presentes']",['Non végétalien'],37 g,en quantité élevée,18 g,en quantité élevée,6 g,en quantité modérée,0.17 g,en faible quantité,?,,506,+2%,2117 kj(506 kcal),+2%,37,+5%,18,-13%,51,+12%,6,-38%,8,+9%,"0,17",-23%,"0,068",-23%,13,-21%,D,-21%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['E322i - Lécithine'],,"['Lait', 'Fruits à coque']",4,,,,,,,,
981,Torr Torreon 300+15% Gratis - 20g,8410344501637,,20 g,,,,,['France'],[],[],,,,,,,,,?,,141,,590 kj(141 kcal),,15,,"2,5",,0,,0,,"1,4",,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,,,,,,
982,Conchas mini duocao,8410368033848,,,,,,['Sans conservateurs'],['France'],[],[],,,,,,,,,?,,486,,2033 kj(486 kcal),,"9,7",,"4,3",,21,,14,,"1,4",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,
983,Choco Chips Avellanas 125GM - Gullón - 125g,8410376006735,C,125g,['Sachet'],['Gullón'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,['France'],[],[],25 g,en quantité élevée,12 g,en quantité élevée,27 g,en quantité élevée,0.5 g,en quantité modérée,?,,504,+6%,2109 kj(504 kcal),+6%,25,+20%,12,+19%,62,-3%,27,-8%,"5,6",-14%,"0,5",-15%,"0,2",-15%,23,+16%,E,+16%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,
984,Pick Cocktail Crackers - Gullon - 250g,8410376013672,,250g,,['Gullon'],,,"['France', 'Guyane']",[],[],,,,,,,,,?,,465,,1946 kj(465 kcal),,20,,2,,64,,9,,6,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,
985,Gullon Gaufrette Fourrée A La Crème Chocolat 210G,8410376013849,C,,,['Gullón'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sans gluten']",,"['France', 'Espagne']",[],[],24 g,en quantité élevée,13 g,en quantité élevée,38 g,en quantité élevée,0.16 g,en faible quantité,?,,505,+8%,2113 kj(505 kcal),+8%,24,+21%,13,+76%,67,+4%,38,+58%,4,-21%,"0,16",-66%,"0,064",-66%,24,+55%,E,+55%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,
986,Galletas María - Auchan - 2kg,8410376044881,C,2 kg,,['Auchan'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'es:Galletas maría']","['Nutriscore', 'Nutriscore C', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],10 g,en quantité modérée,1 g,en faible quantité,22 g,en quantité élevée,0.73 g,en quantité modérée,?,,436,0%,1824 kj(436 kcal),+0%,10,-16%,1,-51%,78,+7%,22,+27%,7,-5%,"0,73",+9%,"0,292",+9%,12,+8%,D,+8%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,['Auchan'],,,,
987,Torró Dur D'ametlla Sense Sucre De Vicens,8410495540240,,,,,,['Sans sucre ajouté'],['France'],[],[],,,,,,,,,?,,548,,2293 kj(548 kcal),,35,,"5,1",,37,,"2,3",,18,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,
988,Torró artesà Des de 1775 Agramunt - Vicens - 300g,8410495542251,E,300 g,,['Vicens'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",,['France'],"['IGP Turrón de Agramunt', '84%', ' ', 'ALMENDRA ', '70%', 'jarabe de glucosa-fructosa', 'azúcar', 'miel', 'clara de HUEVO', ' cobertura de chocolate negro ', 'min 60% cacao ', '12%', ' ', 'pasta de cacao', 'azúcar', 'manteca de cacao', 'emulgente: lecitina de SOJA', 'aroma natural de vainilla', 'cereales crujientes ', '4%', ' ', 'harina de arroz', 'azúcar', 'bicarbonato sódico', ' sal', 'aroma de vainilla natural', 'emulgente E-471']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",36 g,en quantité élevée,5.1 g,en quantité élevée,31 g,en quantité élevée,0.1 g,en faible quantité,?,,542,+4%,2268 kj(542 kcal),+4%,36,+15%,"5,1",-3%,35,-23%,31,-19%,15,+25%,"0,1",+56%,"0,04",+56%,15,-9%,D,-9%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,"['E500ii - Carbonate acide de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,"['Œufs', 'Lait', 'Fruits à coque', 'Soja']",4,,,,,,,,
989,Duro de almendra - Vicens,8410495542329,E,,,['Vicens'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",,['France'],[],[],39 g,en quantité élevée,6.9 g,en quantité élevée,30 g,en quantité élevée,0.3 g,en quantité modérée,?,,559,+7%,2339 kj(559 kcal),+7%,39,+25%,"6,9",+31%,39,-14%,30,-22%,15,+25%,"0,3",+367%,"0,12",+367%,19,+15%,E,+15%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,
990,Fini Mures,8410525116742,E,,,['Fini'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,['France'],"['Sucre', 'sirop de glucose', 'eau', 'dextrose', ' acidifiant: E330', 'gélifiant : pectine', 'acidifiant : E270', ""correcteur d'acidité E325"", ""arôme concentrés de fruits et préparation d'extrait végétal "", 'carotte', 'carthame', 'sureau', 'citron', 'colorants: E153']",[],0 g,en faible quantité,0 g,en faible quantité,69 g,en quantité élevée,0.2 g,en faible quantité,?,,334,-3%,1397 kj(334 kcal),-3%,0,-100%,0,-100%,88,+9%,69,+20%,"3,5",-5%,"0,2",+74%,"0,08",+74%,14,-1%,D,-1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['E330 - Acide citrique', 'E440 - Pectines', 'E270 - Acide lactique', 'E325 - Lactate de sodium', 'E153 - Charbon végétal médicinal']",,,4,,,,,,,,
991,Bonbon strawberry rings - Fini,8410525122347,,,,['Fini'],,,['France'],"['AROMAS', 'CONCENTRADOS EN QUE GUMMY JELLIES', ' GELATINE DEXTROSE ,ALSO HARDLES orRlVATlVES', "" »TROSE ACIDFICANTES• EJ3û FAT?ICA QUE MANIPULA DERIVAZOS LAC7',"", '-- INGRÉDIENTS $CStÉTE UTIUSE 7UTATEN:']",[],,,,,,,,,?,,334,,1397 kj(334 kcal),,0,,0,,78,,62,,"5,5",,"0,1",,"0,04",,,,,,,,,,,,,['E428 - Gélatine'],,,4,,,,,,,,
992,Fini Jelly Worms,8410525125973,E,,,['Fini'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['en:gluten-free'],['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,52 g,en quantité élevée,0.1 g,en faible quantité,?,,323,-9%,1351 kj(323 kcal),-10%,0,-100%,0,-100%,76,-9%,52,-10%,6,+183%,"0,1",-17%,"0,04",-17%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,
993,Finitronc - Guimauve - 200g,8410525170584,B,200 g,"['Sachet', 'Plastique']",['Finitronc'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Guimauves']",['en:gluten-free'],['France'],"['SIROP DE GLUCOSE ET DE FRUCTOSE', 'SUCRE', 'GELATINE', 'EAU', 'HUMECTANT: E420', 'ARÔMES', 'AMIDON', 'COLORANTS: E100', 'E120']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",0 g,en faible quantité,0 g,en faible quantité,69 g,en quantité élevée,0.1 g,en faible quantité,?,,328,-7%,1372 kj(328 kcal),-7%,0,-100%,0,-100%,78,+2%,69,+8%,4,+10%,"0,1",+76%,"0,04",+76%,14,-11%,D,-11%,60.5%,21.9%,10.2%,5.2%,2.3%,0.0%,89,"['E428 - Gélatine', 'E420 - Sorbitol', 'E100 - Curcumine', 'E120 - Acide carminique']",,,4,,,,,,,,
994,Halloween scary party - Fini,8410525222191,E,,,['Fini'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', ""Aliments et boissons d'Halloween""]",,"['France', 'Espagne']","['SUCRE', 'SIROP DE EAU', 'GOMME BASE ', 'LÉCITHINE DE SOJA', ""SIROP DE GLUCOSE ET DE ACIDIFIANTS'"", 'HUMECTANTS: E422', 'ÉMULSIFIANT: ARÔMES', 'CORRECTEUR CONCENTRÉS FRUITS ET PRÉPARATION CITRON/ NOIR', 'AGENTS COLORANTS: E120', 'E150d', 'FABUQIJÉ IJNE QUI UTILISE DES PERNES LACTÉS', 'DÉCLARATION ']","['Non végétalien', 'Non végétarien']",0 g,en faible quantité,0 g,en faible quantité,66 g,en quantité élevée,0.1 g,en faible quantité,?,,339,-16%,1418 kj(339 kcal),-16%,0,-100%,0,-100%,82,+14%,66,+20%,3,-20%,"0,1",-59%,"0,04",-59%,14,-20%,D,-20%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['E322i - Lécithine', 'E422 - Glycérol', 'E120 - Acide carminique', ""E150d - Caramel au sulfite d'ammonium""]",,['Soja'],4,,,,,,,,
995,Bonbon fini fun - 360g,8410525228209,E,360 g,,['Fini'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0.1 g,en faible quantité,?,,332,-7%,1389 kj(332 kcal),-7%,0,-100%,0,-100%,78,-6%,60,+3%,5,+136%,"0,1",-17%,"0,04",-17%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,
996,Football Jelies - Fini,8410525240164,,,,['Fini'],,,['France'],[],[],,,,,,,,,?,,323,,1351 kj(323 kcal),,0,,0,,76,,52,,6,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
997,Chips - Frit ravich,8410564001863,,,,['Frit ravich'],,,['France'],"['FR', ' CHIPS SAVEUR PIMENT', ' Ino,rédients Pommes de terre sélectionnées', 'huile de tournesol et sal', 'piment [sel', 'amidon de maïs', 'piment en poudre', 'exhausteurs de goût ', 'E-621 E-631 E-627', 'j dextrose', 'arôme', 'oignon en poudre', 'consewateur ', 'EQ62ii', 'tomate en poudret colorant ', 'E-160c', ' et arôme de fuméel Peut contenir des traces de gluten et de lait']",[],,,,,,,,,?,,520,,2176 kj(520 kcal),,32,,"3,4",,50,,"0,8",,"6,2",,"1,5",,"0,6",,,,,,,,,,,,,['E160c - Extrait de paprika'],,['Gluten'],4,,,,,,,,
998,Pipas,8410564008442,,,,,,['en:gluten-free'],['France'],[],[],,,,,,,,,?,,646,,2703 kj(646 kcal),,55,,6,,"4,8",,"2,6",,29,,6,,"2,4",,,,,,,,,,,,,,,,,,,,,,,,
999,Cocteleo - Frit Ravich,8410564012302,,,,['Frit Ravich'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques']",,"['France', 'Espagne']",[],[],30 g,en quantité élevée,4.9 g,en quantité modérée,2.6 g,en faible quantité,1.2 g,en quantité modérée,?,,521,-16%,2180 kj(521 kcal),-15%,30,-41%,"4,9",-22%,41,+153%,"2,6",-52%,18,-7%,"1,2",+153%,"0,48",+153%,15,+205%,D,+205%,,,,,,,,,,,,,,,,,,,
1000,Pop Corn Sucre - Frit ravich,8410564029126,B,,,['Frit ravich'],"['Snacks', 'Snacks sucrés', 'Popcorn', 'Popcorn sucré']",,['France'],"['DE IVINis SUCRÉS', ' Ingrédients I Mais spécial pou r situe ', '39 végétale de pal nne et huile de tournesol Iracec', ' éventuelles d', 'fruits à coque et de cacahuètes']",[],24 g,en quantité élevée,2.4 g,en quantité modérée,41 g,en quantité élevée,0.05 g,en faible quantité,?,,500,+11%,2092 kj(500 kcal),+12%,24,+55%,"2,4",-35%,65,-4%,41,+36%,"4,5",-21%,"0,05",-79%,"0,02",-79%,12,-8%,D,-8%,57.3%,1.4%,8.6%,4.7%,11.7%,16.3%,90,,,"['Fruits à coque', 'Arachides']",,,,,,,,,
1001,Palomitas Dulces y Saladas Frit Ravich,8410564029331,,,,,,,['France'],[],[],,,,,,,,,?,,495,,2071 kj(495 kcal),,25,,"2,4",,59,,38,,"5,5",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,
1002,Ruedas Frit Ravich,8410564032126,,,,['Frit Ravich'],,,['France'],[],[],,,,,,,,,?,,523,,2188 kj(523 kcal),,30,,4,,57,,1,,"4,7",,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,,,,
1003,Galacticas - Frit Ravich,8410564032218,,,,['Frit Ravich'],"['Snacks', 'Snacks salés']",,"['France', 'Espagne']",[],[],27 g,en quantité élevée,3.4 g,en quantité modérée,0.9 g,en faible quantité,3 g,en quantité élevée,?,,498,+8%,2084 kj(498 kcal),+8%,27,+12%,"3,4",-20%,59,+24%,"0,9",-72%,"3,3",-61%,3,+95%,"1,2",+95%,19,+56%,E,+56%,,,,,,,,,,,,,,,,,,,
1004,Peta Zetas,8410576012116,,,,,,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,100,,100,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1005,Berberechos - Pescamar,8410599060620,,,,['Pescamar'],,,['France'],[],[],,,,,,,,,?,,71,,297 kj(71 kcal),,"0,4",,0,,0,,0,,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1006,Surtido Clasico - El Patriarca - 750g,8410611208603,,750g,,['El Patriarca'],,['Fabriqué en Espagne'],['France'],[],[],,,,,,,,,?,,482,,2017 kj(482 kcal),,"25,69",,"10,45",,"57,04",,"23,13",,"5,78",,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,,
1007,Lacasa Sifon - La Casa De Casasayas,8410619020009,,,,['La Casa De Casasayas'],['Boissons'],['Point Vert'],['France'],"['AGUA CARBONATADA', 'BICARBONATO SÔDICOYSAL']",[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,1,,,,,,,,
1008,Atun Claro - consorcio,8410628459845,D,,,['Consorcio'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons']",,"['France', 'Espagne']","['Atún Claro ', 'Thunnus albacares', 'aceite de oliva', 'sal']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",35 g,en quantité élevée,5.28 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,?,,397,+117%,1661 kj(397 kcal),+118%,35,+252%,"5,28",+200%,"0,4",-53%,0,-100%,20,-7%,"1,3",+26%,"0,52",+26%,14,+356%,D,+356%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,3,,,['ES 12.00599/S CE'],,,,,
1009,Thon albacore,8410628460711,D,,,,"['Produits de la mer', 'Poissons', 'Thons', 'Thons tropicaux', 'Thons albacore']","['Pêche durable', 'Pêche durable MSC']",['France'],[],[],16 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,0.7 g,en quantité modérée,?,,248,+100%,1038 kj(248 kcal),+102%,16,+666%,"2,5",+360%,0,-100%,0,-100%,26,+4%,"0,7",-28%,"0,28",-28%,3,+659%,C,+659%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,,,,['MSC-C-50712'],,,,,
1010,Penne rigate,8410693801556,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']",,['France'],[],[],1.5 g,en faible quantité,0.3 g,en faible quantité,2.9 g,en faible quantité,0 g,en faible quantité,?,,349,-1%,1460 kj(349 kcal),-1%,"1,5",-11%,"0,3",-20%,70,+0%,"2,9",-1%,12,0%,0,-100%,0,-100%,-1,,A,,,,,,,,,,,,,,,,['Auchan'],,,,
1011,pomelo grapefruit - Juver - 850ml,8410707004034,,850 ml,,['Juver'],,,['France'],[],[],,,,,,,,,?,,21,,88 kj(21 kcal),,"0,1",,0,,"4,9",,"4,6",,"0,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1012,Azúcar Moreno De Caña Integral En Azucaritos - Azucarera,8410714107414,B,,,['Azucarera'],"['Édulcorants', 'Sucres', 'Sucres de canne']",,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,95 g,en quantité élevée,0 g,en faible quantité,?,,380,-3%,1590 kj(380 kcal),-3%,0,-100%,0,,95,-3%,95,-2%,0,-100%,0,-100%,0,-100%,14,-1%,D,-1%,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,,,,,,,,,,,
1013,Moka intenso - Azucarera - 500g,8410714108107,,500 g,,['Azucarera'],,['en:gluten-free'],['France'],"['MOKA AZÙCAR MORENO DE CANA INTEGRAL Azucarera Moka Intenso es un exquisito azûcar moreno de cana integrat Posee un sabor intenso que recuerda a was pasas yfrutos secos', 'aportando un toque ligerisimo regaliz dbìsfrutarâs de todos sus matices y aromas singutares', 'provenientes del frôpico', 'que maridan a la perfecciôn con un buen café', 'completan elgusto del chocolate o afiaden un toque sutil y delìcioso a la reposteria fina ', 'como tartas de manzana', 'tartas de zanahotìa con canela', 'galletas con jengibte', ' Disfrütalo también espolvoreado sobre un yogur natural o ahadiéndolo a tu mojito', ' www', 'lavidasabemejor', 'es']",[],,,,,,,,,?,,395,,1653 kj(395 kcal),,"0,3",,"0,1",,"97,3",,"97,3",,"0,6",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,
1014,Ametlles garapinyades,8410719020404,,,,,,['Sans colorants'],['France'],[],[],,,,,,,,,?,,509,,2130 kj(509 kcal),,"28,1",,"2,1",,"50,8",,"49,7",,"9,7",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,
1015,La casa - Lacasa,8410740903806,E,,,['Lacasa'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Turrón de chocolat', 'Turrón de chocolat aux amandes']",,['France'],[],[],41.4 g,en quantité élevée,11.8 g,en quantité élevée,31.2 g,en quantité élevée,0 g,en faible quantité,?,,577,+4%,2414 kj(577 kcal),+3%,"41,4",+5%,"11,8",-13%,35,-10%,"31,2",-2%,"11,4",-1%,0,-100%,0,-100%,24,+13%,E,+13%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,
1016,Plateau trio - Argal,8410764012089,,,,['Argal'],,,['France'],[],[],,,,,,,,,?,,284,,1188 kj(284 kcal),,18,,"7,2",,"0,5",,"0,5",,30,,"4,5",,"1,8",,,,,,,,,,,,,,,,,,,,,,,,
1017,Jamón Serrano - Argal,8410764074308,,,,['Argal'],"['Viandes', 'Charcuteries', 'Jambons', 'es:Jamón Curado']",,['France'],"['Jambon de porc ', '154g de viande de porc mise en oeuvre pour I oog de produit fini', 'sel', 'sucre', 'conservateurs ', 'E-250 E-252', 'antioxydant ', 'E-301', ' Ouvrir 3 minutes avant dégustation']","['Non végétalien', 'Non végétarien']",12 g,en quantité modérée,4.8 g,en quantité modérée,0.5 g,en faible quantité,5 g,en quantité élevée,?,,236,-3%,987 kj(236 kcal),-3%,12,+1%,"4,8",+14%,"0,5",-37%,"0,5",-30%,32,+9%,5,+2%,2,+2%,16,-1%,D,-1%,,,,,,,,['E301 - Ascorbate de sodium'],,,3,,,,,,,,
1018,Risotto mediterráneo - Trevijano - 280g,8410770100091,B,280 g,"['Envase de plástico', 'Envase de cartón', 'Envasado en atmósfera protectora']",['Trevijano'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Plats préparés', 'Céréales en grains', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Plats à base de riz', 'Riz', 'Plats préparés déshydratés', ""Plats préparés d'origine végétale"", 'Risottos', 'Risottos aux légumes']","['Peu ou pas de sel', 'Végétarien', 'Sans gluten', 'Végétalien', '100% végétal', 'Sans sel ajouté']","['Danemark', 'France', 'Allemagne', 'Portugal', 'Espagne', 'Suisse', 'États-Unis']","['Aroz', 'tomate', 'calabacin en rodajas', 'aceitunas en rodajas', 'cebolla', 'ajo y orégano']","['Végétalien', 'Végétarien']",,,,,,,,,1462,+87%,345,+40%,1462 kj(345 kcal),+46%,"2,3",-27%,"1,4",+6%,71,+64%,2,+26%,"8,4",+47%,"0,29",-67%,"0,116",-67%,,,,,38.0%,25.7%,12.0%,12.8%,6.7%,4.8%,95,,,,3,Risotto Mediterraneo con verduras deshidratadas,"['Mendavia', 'Navarra', 'España']","['ES 21.20991/NA CE', 'PRODUCTOS TREVIJANO S.L.']","['AhorraMas', 'Eroski', 'Dia', 'Simply', 'El Corte Ingles', 'Carrefour', 'Coviran', 'Alcampo']",,http://www.trevijano.com/producto.php?producto=risoto_medi,,"PRODUCTOS TREVIJANO, S.L."
1019,Turron de cacahuete refinado - El Mago de los Turrones - 150g,8410771940061,E,150g,['Cardboard box with the contents twice wrapped and air sealed in clear plastic'],['El Mago de los Turrones'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux cacahuètes', 'Tourons crémeux aux cacahuètes']",['Sans gluten'],"['France', 'Espagne']","['Sucre', 'ARACHIDE ', '36%', 'graisse végétale ', 'palme']","['Huile de palme', 'Végétalien', 'Végétarien']",22 g,en quantité élevée,4.3 g,en quantité modérée,62 g,en quantité élevée,0 g,en faible quantité,2095,,500,-1%,2095 kj(500 kcal),-1%,22,-23%,"4,3",+8%,65,+30%,62,+39%,9,-34%,0,-100%,0,-100%,20,+14%,E,+14%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,"['Gluten', 'Arachides']",3,Soft Peanut Nougat,['Espagne'],,['Noz'],,http://www.turronesjgarrigos.com,,
1020,"Tapas - Noel - 0,120kg",8410783327096,,"0,120 kg",,['Noel'],,,['France'],[],[],,,,,,,,,?,,250,,1046 kj(250 kcal),,14,,"5,9",,"0,9",,"0,5",,30,,"4,5",,"1,8",,,,,,,,,,,,,,,,,,,,,,,,
1021,Pies,8410805008071,,,,,,,['France'],[],[],,,,,,,,,?,,394,,1648 kj(394 kcal),,"0,3",,"0,14",,"97,9",,"82,4",,0,,"0,006",,"0,002",,,,,,,,,,,,,,,,,,,,,,,,
1022,Coques au naturel - Tapas La Bodéga - 63g,8410890046095,,63 g,"['Cardboard', 'Box', 'Metal', 'Can']",['Tapas La Bodéga'],['Produits de la mer'],,['France'],"['COQUES', 'EAU', 'SEL']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,?,,65,-65%,272 kj(65 kcal),-65%,1,-91%,0,-100%,0,-100%,0,-100%,14,-20%,"1,2",-19%,"0,48",-19%,0,-100%,B,-100%,,,,,,,,,,,3,,['Spain'],['ES 12.00612/PO CE'],['Intermarché'],,,,
1023,Calamars a la ravigote,8410890493004,,,,,,,['France'],[],[],,,,,,,,,?,,236,,987 kj(236 kcal),,"17,8",,"2,5",,2,,"1,8",,"16,5",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,
1024,Salsa Calcots - Ferrer,8411026011079,,,,['Ferrer'],"['Epicerie', 'Sauces']",,"['France', 'Espagne']",[],[],46.1 g,en quantité élevée,5.6 g,en quantité élevée,1.5 g,en faible quantité,1.2 g,en quantité modérée,?,,456,+92%,1908 kj(456 kcal),+94%,"46,1",+155%,"5,6",+159%,2,-80%,"1,5",-77%,"2,9",+8%,"1,2",-50%,"0,48",-50%,15,+29%,D,+29%,,,,,,,,,,,,,,,,,,,
