,name,bar_code,eco_score,brand,categories,labels,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,packaging,manufacturing,additives,allergens,nova_score,ingredients_origins,brand_owner,generic_name,link,palm_ingredients
1849,Bordeaux Blanc,3350033568235,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Coulis 4 fruits rouges 100% naturel - Jean d'Audignac,3700238310359,,"[""Jean d'Audignac""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de fruits rouges']",,,['France'],[],[],?,,135,+16%,"0,1",-46%,"32,1",+22%,"1,6",+131%,,,,,,,,565 kj(135 kcal),"0,09","31,2","0,03","0,012",,0.1 g,en faible quantité,0.09 g,en faible quantité,31.2 g,en quantité élevée,0.03 g,en faible quantité,+16%,+259%,+26%,+286%,+286%,3,+30%,C,+30%,,,,,,,,,,,
1851,Souris d'agneau -  - 490G,0211621044674,,,"['Viandes', ""Viandes d'agneau"", ""Souris d'agneau""]",,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490G,,,,,,,,,,
1852,Salade camarguaise - André Loussouarn,3449480000815,,['André Loussouarn'],,,,['France'],[],[],?,,160,,"9,2",,"16,4",,"2,9",,,,,,,,,669 kj(160 kcal),"0,8","1,3","0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Poulet jaune fermier du Gers,2452812030375,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Ail,3363294638104,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Ail et dérivés', 'Ail']",,,['France'],[],[],?,,?,,?,,?,,?,,58.5%,0.0%,0.0%,19.1%,16.5%,5.8%,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Moët et Chandon,3185370645222,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,pommes de terre -  - 5kg,3276554593641,A,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Pommes de terre', 'Pommes de terre Agata']",,,['France'],['pommes de terre'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,?,,?,,?,,?,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,5 kg,['filet en plastique'],,,['Traitement antigerminatif'],1,['France'],,pommes de terre,,
1857,Tisane La Détox,3770006487088,,,,['Bio'],,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Detox des Louloutes,3760275190031,,,,['Bio'],,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Œuf en chocolat au lait,8714786290228,,,,,,['France'],[],[],?,,535,,30,,60,,"5,2",,,,,,,,,2238 kj(535 kcal),19,59,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,L huile d olive - Brake,3308650117046,D,['Brake'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",,,['France'],[],[],?,,900,+5%,100,+5%,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,3766 kj(900 kcal),14,0,0,0,,100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+5%,0%,,-100%,-100%,6,-2%,C,-2%,,,,,,,,,,,
1861,Tomates farcies végétariennes,3366760043099,,,,,,['France'],[],[],?,,81,,3,,11,,"1,8",,,,,,,,,339 kj(81 kcal),"0,4","1,6","0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Potage de légumes verts - Leaderprice,3263859949112,,['Leaderprice'],,,,['France'],[],[],?,,28,,"1,1",,"2,5",,"1,2",,,,,,,,,117 kj(28 kcal),"0,2","1,3","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Comté fruité -,0201070022309,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,['France'],[],[],?,,412,+4%,34,+4%,0,-100%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,1724 kj(412 kcal),22,0,"0,7","0,28",,34 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,0.7 g,en quantité modérée,+4%,+1%,-100%,-28%,-28%,13,-3%,D,-3%,,,,,,,,,,,
1864,Le campagnard lorrain - Laiterie d'Elvange - 200g,3760157070864,D,"[""Laiterie d'Elvange"", 'Terroir lorrain']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,['France'],[],[],?,,?,,?,,?,,?,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,,,,,,,200g,['Frais'],,,,,,,,,
1865,Jambon cru des alpes italiennes,0277447083839,,,,,,['France'],[],[],?,,314,,24,,"0,3",,24,,,,,,,,,1314 kj(314 kcal),"8,5","0,3","4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,4 Jus Pomme 20 cl -  - 4*20cL,5449000091277,C,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,,['France'],[],[],?,,47,+2%,0,-100%,"11,3",+4%,0,-100%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,197 kj(47 kcal),0,"11,3",0,0,,0 g,en faible quantité,0 g,en faible quantité,11.3 g,en quantité élevée,0 g,en faible quantité,+3%,-100%,+10%,-100%,-100%,5,+21%,C,+21%,4*20cL,,,,,,,,,,
1867,Merguez pur boeuf,0277431023612,,,,['en:gluten-free'],,['France'],[],[],?,,51,,"4,5",,"2,5",,"0,2",,,,,,,,,213 kj(51 kcal),"1,3","0,77","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Comté affiné dans le Jura -,5574327849543,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,['France'],[],[],?,,410,+3%,34,+4%,"0,5",+8%,26,+3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,1715 kj(410 kcal),22,"0,5","0,8","0,32",,34 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,+4%,+1%,+80%,-18%,-18%,13,-3%,D,-3%,,,,,,,,,,,
1869,Sorbet Mandarine - Philippe Faur,3760012140466,,['Philippe Faur'],,,,['France'],[],[],?,,111,,0,,28,,0,,,,,,,,,464 kj(111 kcal),0,23,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Fromage blanc fermier,3435770123463,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Comté -,0211944025329,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['AOP'],,['France'],[],[],?,,418,+5%,34,+4%,1,+116%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,1749 kj(418 kcal),24,"0,5","0,85","0,34",,34 g,en quantité élevée,24 g,en quantité élevée,0.5 g,en faible quantité,0.85 g,en quantité modérée,+6%,+11%,+80%,-13%,-13%,13,-3%,D,-3%,,,,,,,,,,,
1872,Passion fruit cake - Mark & spencer - 410g,00376624,,['Mark & spencer'],"['Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries']",,,['France'],"['Sucre Farine de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', 'Niacine', 'Thiamine', ' Confiture de fruit de la passion ', '15%', ' ', 'Sirop de glucose-fructose Purée de fruit de la passion Sucre ', "" Correcteur d'acidité: Acide citrique"", 'E331 Gélifiant : Pectine ', 'issue de Fruits', ' Arôme', ' - CEufs de poules élevées en plein air pasteurisés Beurre ', 'Lait', ' Huile de colza Lait entier Humectant : Glycérol Dextrose Poudre à lever : E450', 'Bicarbonate de soude Huile de palme Sel Emulsifiant E471 Arôme vanille', ' Pour les allergènes', 'voir les ingrédients indiqués en gras', ' Ne convient pas aux personnes allergiques aux fruits à coque et aux arachides en raison des méthodes de fabrication', ' CONSERVATION']",['Non végétalien'],1651,+4%,?,,"17,4",+4%,"54,6",+14%,"4,1",-24%,,,,,,,,1651 kj(395 kcal),"6,1","34,5","0,7","0,28",,17.4 g,en quantité modérée,6.1 g,en quantité élevée,34.5 g,en quantité élevée,0.7 g,en quantité modérée,+5%,-25%,+18%,+69%,+69%,19,+11%,E,+11%,410g,,,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E440 - Pectines', 'E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']","['Gluten', 'Lait']",4,,,,,
1873,Xinomavro - 750ml,5200363506163,D,['Xinomavro'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,['France'],[],[],?,,?,,?,,?,,?,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,750 ml,,,,,,,,,,
1874,Grezan,3760181730697,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Sauce vinaigrette maison l'authentique -,6130234005039,D,,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,,['France'],[],[],?,,?,,?,,?,,?,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,Lauretana,8004192101301,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,Filet de haddock sans colorant -,2869722043881,,,['Filets de haddock'],['Sans colorants'],,['France'],[],[],?,,79,,"0,6",,"0,5",,18,,,,,,,,,331 kj(79 kcal),"0,5","0,5","3,2","1,28",,0.6 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,3.2 g,en quantité élevée,,,,,,5,,C,,,,,,,,,,,,
1878,BRIE MEAUX AOP 1/2 AFFINE -,0202704016930,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",,,['France'],[],[],?,,?,,?,,?,,?,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,Véritable Jambon Persillé Bordelais -,0268925028602,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambon persillé']",,,['France'],[],[],?,,147,+1%,"4,7",-25%,"0,4",-20%,25,+14%,,,,,,,,615 kj(147 kcal),"1,7","0,4","1,3","0,52",,4.7 g,en quantité modérée,1.7 g,en quantité modérée,0.4 g,en faible quantité,1.3 g,en quantité modérée,+1%,-26%,-15%,-24%,-24%,2,-66%,B,-66%,,,,,,,,,,,
1880,Panier de Yoplait fruits exotiques 0% mat gr - 125g,6181007597428,,['Yoplait'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts allégés en matière grasse']",,,"[""Côte d'Ivoire"", 'France']","['YAOURT BRASSE 125grs Lait à 0% de MG - Ferments lactiques sélectionnés Confiture de fruits sucrée - Edulcorant ', 'E120', ' Fabriqué par EUROLAIT 01 B', 'P', ' 3622 Abidjan 01 ', "" Côte d'Ivoire""]","['Non végétalien', 'Non végétarien']",?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125g,,,['E120 - Acide carminique'],,4,,,,,
1881,Rindfleisch Suppe,4006195002498,,,,,,['France'],[],[],?,,147,,"0,5",,"6,6",,"1,4",,,,,,,,,615 kj(147 kcal),"0,1","0,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,Dentifrice dents blanches - Melvita - 75ml,3284410013806,,['Melvita'],"['Non alimentaire', 'Open Beauty Facts', 'Dentifrices']",['Bio'],,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 ml,,,,,,,,,,
1883,Citrus Chewing Gum,4335896367620,,,,,,['France'],[],[],?,,158,,0,,66,,0,,,,,,,,,661 kj(158 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,Moules cuites décoquillées - Thiriet,3292590845612,C,['Thiriet'],"['Produits de la mer', 'Mollusques', 'Moules']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],['MOULES CUITES'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,103,-32%,"2,8",-66%,"2,4",-37%,17,+18%,50.0%,0.0%,15.2%,14.1%,7.7%,13.0%,56,431 kj(103 kcal),"0,4",0,"0,4","0,16",['Thiriet'],2.8 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.4 g,en quantité modérée,-31%,-74%,-100%,-66%,-66%,-3,-193%,A,-193%,,['surgelé'],,,,1,,,,,
1885,Mybioscore Cranberries - bio la vie,3423720022041,C,['bio la vie'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fabriqué en France', 'Nutriscore', 'Nutriscore A', 'en:palm-oil-free']",,['France'],"['Farine de blé T80', 'huile de tournesol oléique désodorisée ', 'antioxydant : extrait de romarin', ""flocons d'avoine"", ' cranberries ', '10%', 'pâte de dattes', 'fraises arôme naturel de cranberry', 'poudres à lever ', 'bicarbonate de sodium', ""bicarbonate d'ammonium"", 'sel de mer non raffiné']",['Sans huile de palme'],?,,411,-13%,"17,6",-15%,"52,5",-18%,8,+23%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,1720 kj(411 kcal),"1,9","13,3","0,43","0,172",,17.6 g,en quantité modérée,1.9 g,en quantité modérée,13.3 g,en quantité élevée,0.43 g,en quantité modérée,-14%,-81%,-55%,-27%,-27%,0,-100%,B,-100%,,,,"['E392 - Extrait de romarin', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",['Gluten'],3,,,,,
1886,Mybioscore - Biscuits au chocolat bio - bio la vie,3423720022027,C,['bio la vie'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fabriqué en France', 'Nutriscore', 'Nutriscore A', 'en:palm-oil-free']",,['France'],"['Farine de blé T8Q*', ""flocons d'avoine*"", 'huile de tournesol oléique désodorisée* ', 'antioxydant : extrait de romarin*', 'pâte de dattes*', 'chocolat équitable* ', '6%', 'pâte de cacao*', 'sucre de canne roux*', 'beurre de cacao*', 'cacao maigre*', 'arôme naturel de cacao', 'poudres à lever ', 'bicarbonate de sodium', ""bicarbonate d'ammonium"", 'sel de mer non raffiné', ' *Ingrédients issus de l’agriculture biologique - Certifié par Ecocert France SAS', 'Allergènes: gluten', ' Peut contenir des traces de lait', 'œuf', 'sésame', 'soja', 'fruits à coques', 'arachide', ' Fabriqué en France-Auvergne-Rhône-Alpes', ' /']",['Sans huile de palme'],?,,405,-15%,"13,2",-37%,"58,1",-9%,"10,1",+55%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,1695 kj(405 kcal),3,"8,5","0,39","0,156",,13.2 g,en quantité modérée,3 g,en quantité modérée,8.5 g,en quantité modérée,0.39 g,en quantité modérée,-15%,-70%,-71%,-34%,-34%,-1,-105%,A,-105%,,,,"['E392 - Extrait de romarin', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",['Gluten'],4,,,,,
1887,Palette demi sel,2227429038119,,,,,,['France'],[],[],?,,92,,"2,1",,"0,9",,17,,,,,,,,,385 kj(92 kcal),"0,8","0,7","3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,Groupe Auchan,3254560637283,C,['Groupe Auchan'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins mutés', 'Vins doux', 'Vins mutés de type vin doux naturel', 'Vins français', 'Muscats', 'Muscat de Lunel']",,,['France'],[],[],?,,?,,?,,?,,?,,50.3%,7.1%,29.9%,8.8%,2.6%,1.4%,45,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,
1889,Curaçao triple sec - Auchan - 50cl,3596710440160,D,['Auchan'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs', 'Curaçao']","['Fabriqué en France', 'Déconseillé aux femmes enceintes']","['EMB 21231', ""Dijon (Côte-d'Or, France)""]",['France'],"['Eau', 'sucre', 'alcool', 'arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,,?,,?,,?,,?,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,50 cl,"['Bouteille', 'Verre']",['France'],,,4,,,,,
1890,Galettes Vendeennes - DV SAS,3663350087854,,['DV SAS'],,,,['France'],[],[],?,,496,,20,,71,,7,,,,,,,,,2075 kj(496 kcal),13,32,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,3220440144202,3220440144202,,,,['Produits destinés aux professionnels'],,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,Magret de canard - Brake - 250g,3308650443152,E,['Brake'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard']",['Produits destinés aux professionnels'],"['EMB 40261A', 'Saint-Geours-de-Maremne (Landes, France)']",['France'],[],[],?,,325,-4%,27,-8%,"1,6",+28%,19,+6%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,1360 kj(325 kcal),10,"0,7","2,7","1,08",,27 g,en quantité élevée,10 g,en quantité élevée,0.7 g,en faible quantité,2.7 g,en quantité élevée,-4%,0%,+4%,+64%,+64%,23,+25%,E,+25%,250 g,,,,,,,,,,
1893,Brake,3308650487682,,['Brake'],,['Produits destinés aux professionnels'],"['EMB 91386B', 'Mennecy (Essonne, France)']",['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Curry korma,3269714112639,,,,"['Bio', 'Végétarien', 'Végétalien', 'Fabriqué en France']",,['France'],[],"['Végétalien', 'Végétarien']",?,,311,,25,,14,,"4,1",,,,,,,,,1301 kj(311 kcal),"2,7","5,1","4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,kit bat mini moments - Nestlé,6294003574062,,['Nestlé'],,,,['France'],[],[],?,,4,,15,,10,,3,,,,,,,,,17 kj(4 kcal),7,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,Saucisse à griller au fromage - Festein d'Alsace - 360g,3289744009525,,"[""Festein d'Alsace""]","['Viandes', 'Charcuteries', 'Saucisses']",,"['FR 67.348.008 CE', 'Obernai (Bas-Rhin, France)']",['France'],[],[],?,,259,+2%,22,+6%,1,-30%,14,-7%,,,,,,,,1084 kj(259 kcal),"9,5",1,"1,3","0,52",,22 g,en quantité élevée,9.5 g,en quantité élevée,1 g,en faible quantité,1.3 g,en quantité modérée,+1%,+20%,+33%,-34%,-34%,17,-3%,D,-3%,360g,['Frais'],,,,,,,,,
1897,Oeuf de caille creme de noisette,3588400261346,,,,,,['France'],[],[],?,,491,,21,,71,,"3,2",,,,,,,,,2054 kj(491 kcal),15,62,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,Crevettes entières cuites 60/80 250g - Mericq - 250kg,3700968405837,D,['Mericq'],"['Produits de la mer', 'Crustacés', 'Crevettes']",['Point Vert'],"['FR 47.091.046 CE', 'Estillac (Lot-et-Garonne, France)']",['France'],[],[],?,,?,,?,,?,,?,,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,,,,,,,,,,,,,,,,,,,,,,250 kg,['Barquette'],,,,,,,,,
1899,Mini Linguette Avec Du Piment,8025848141533,,,,,,['France'],[],[],?,,418,,"9,4",,72,,"9,5",,,,,,,,,1749 kj(418 kcal),"1,3","4,5","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,Huile d olive,8007153002204,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,Mortadela siciliana,8410843035565,,,,,,['France'],[],[],?,,181,,"12,5",,"5,7",,"11,6",,,,,,,,,757 kj(181 kcal),"5,5","0,4","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,Seiches à la sétoise - Claude Traiteur,3514040020517,,['Claude Traiteur'],,,"['FR 30.263.002 CE', 'Saint-Hippolyte-du-Fort (Gard, France)']",['France'],[],[],?,,114,,"6,6",,10,,4,,,,,,,,,477 kj(114 kcal),"1,1",1,"0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,L'extra tendre filet de poulet,2431638024072,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,['France'],[],[],?,,95,-27%,"0,6",-79%,"1,2",+151%,21,-8%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,397 kj(95 kcal),"0,01","0,01",1,"0,4",,0.6 g,en faible quantité,0.01 g,en faible quantité,0.01 g,en faible quantité,1 g,en quantité modérée,-27%,-99%,-96%,+33%,+33%,0,,B,,,,,,,,,,,,
1904,Gorgonzola,2480133020010,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,Yaourt abricot la ferme du manège - 130g,3384079071015,B,['La ferme du Manège'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",['Bleu Blanc Cœur'],,['France'],[],[],?,,104,+4%,"2,6",-17%,16,+19%,"4,2",+15%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,435 kj(104 kcal),"1,3",16,"0,11","0,044",,2.6 g,en faible quantité,1.3 g,en faible quantité,16 g,en quantité élevée,0.11 g,en faible quantité,+5%,-34%,+29%,-4%,-4%,3,+8%,C,+8%,130g,['Frais'],,,,,,,,,
1906,Flan nature,3350033453746,B,,"['Produits laitiers', 'Desserts', 'Biscuits et gâteaux', 'Desserts lactés', 'Pâtisseries', 'Flans gélifiés', 'Flans pâtissiers']",,,['France'],[],[],?,,?,,?,,?,,?,,71.0%,14.6%,7.1%,3.5%,3.7%,0.0%,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,Rôti de boeuf,40882253,,,,,,['France'],[],[],?,,0,,"3,7",,0,,21,,,,,,,,,0 kj(0 kcal),"0,8",0,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,3770002907078,3770002907078,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,Graines germées de poireau,3338140000022,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,Pains aux raisins x4,,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains aux raisins']",,,['France'],[],[],?,,?,,?,,?,,?,,74.6%,17.9%,4.8%,2.4%,0.4%,0.0%,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Pave au cereales,0271054005970,,,,,,['France'],[],[],?,,270,,3,,50,,"9,1",,,,,,,,,1130 kj(270 kcal),"0,3","0,1","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,"Morelli 1860 Linguine, Canapa, Mit Hanfmehl",8009167381207,,,,,,['France'],[],[],?,,352,,"2,5",,65,,15,,,,,,,,,1473 kj(352 kcal),"0,5","3,9","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Bcaa zero - BiotechUSA,5999076225484,,['BiotechUSA'],,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,Moricette nature au saumon - Poulaillon,3581082121106,,['Poulaillon'],,,,['France'],[],[],?,,256,,"8,1",,"34,1",,"2,5",,,,,,,,,1071 kj(256 kcal),"2,3","3,4","10,5","4,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
