,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,brand,packaging,ingredients_origins,markets,nova_score,traceability_code,generic_name,manufacturing,link,allergens,additives,brand_owner,palm_ingredients
1581,Boudin - Larroque,3700038000313,D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudin noir sauté']",['France'],[],[],22 g,en quantité élevée,12 g,en quantité élevée,1.3 g,en faible quantité,1.9 g,en quantité élevée,1080,+9%,261,+7%,1080 kj(261 kcal),+6%,22,+9%,12,+53%,"1,8",-57%,"1,3",-38%,15,+40%,"1,9",+31%,"0,76",+31%,21,+34%,E,+34%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,['Larroque'],['Conserve'],,,,,,,,,,,
1582,Pate d'olives noires et truffe noire,3760133673553,,,['France'],[],[],,,,,,,,,?,,542,,2268 kj(542 kcal),,56,,17,,"9,5",,"1,2",,"1,2",,"0,71",,"0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Lardon,8032891541418,,,['France'],[],[],,,,,,,,,?,,338,,1414 kj(338 kcal),,41,,15,,0,,0,,15,,"2,8",,"1,12",,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,
1584,Plateau saveurs à la provençale,3265980164099,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française', 'Viande-bovine-francaise']",,,,,,,,,,,,,,
1585,Harry Potter 83 Rita Skeeter,0889698415040,,,['France'],[],[],,,,,,,,,?,,10,,42 kj(10 kcal),,1,,0,,1,,"0,9",,100,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Gofre sin gluten,8423294003175,,,['France'],[],[],,,,,,,,,?,,475,,1987 kj(475 kcal),,"27,1",,12,,"52,1",,"28,6",,"4,9",,"0,6",,"0,24",,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,
1587,Filetes de Atum,5604912464674,,,['France'],[],[],,,,,,,,,?,,182,,761 kj(182 kcal),,"9,5",,"1,5",,"1,5",,0,,23,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Dan-D pak energy mix - 17096oz,0770795071751,,,['France'],[],[],,,,,,,,,?,,525,,2197 kj(525 kcal),,"32,6",,"3,75",,40,,"22,5",,"17,5",,0,,0,,,,,,,,,,,,,,17096 oz,,,,,,,,,,,,,
1589,Pan para hamburguesa,8436008304611,,,['France'],[],[],,,,,,,,,?,,238,,996 kj(238 kcal),,"5,7",,"3,8",,42,,"5,3",,"1,5",,"0,65",,"0,26",,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,
1590,Bipop,3264280016077,,,['France'],[],[],,,,,,,,,?,,28,,117 kj(28 kcal),,"0,8",,"0,4",,7,,7,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Haribo Witte Muizen,4001686407738,,,['France'],[],[],,,,,,,,,?,,363,,1519 kj(363 kcal),,"0,5",,"0,1",,84,,69,,"6,4",,"0,05",,"0,02",,,,,,,,,,,,,,,['Haribo'],,,,,,,,,,,,
1592,Pomodori secchi (Tomates séchées) - 290g,8013945400240,,,['France'],[],[],,,,,,,,,?,,287,,1201 kj(287 kcal),,15,,"1,8",,29,,"0,5",,5,,"1,3",,"0,52",,,,,,,,,,,,,,290 g,,,,,,,,,,,,,
1593,Jellopy,8693323980108,,,['France'],[],[],,,,,,,,,?,,336,,1406 kj(336 kcal),,2,,1,,69,,53,,9,,69,,"27,6",,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Trois pitons,0659926201703,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Equi'Thé,3484703097128,,,['France'],[],[],,,,,,,,,?,,21,,88 kj(21 kcal),,"0,5",,"0,5",,"4,7",,"4,7",,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Du Matos Boisson Pétillante,3770008107397,,,['France'],[],[],,,,,,,,,?,,37,,155 kj(37 kcal),,0,,0,,"8,5",,"8,4",,0,,"0,003",,"0,001",,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,
1597,Bessey de Boissy Coteaux du Quercy AOP,3393742014068,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,La berlue,3770008772052,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Saumon sauvage au chevre frais et aromates,3770003617341,,,['France'],[],[],,,,,,,,,?,,198,,828 kj(198 kcal),,15,,"7,8",,"3,2",,"0,9",,12,,"0,94",,"0,376",,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,
1600,In Oui Pink Bulle,3445720001345,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Fructal superior,3838945027960,,,['France'],[],[],,,,,,,,,?,,56,,234 kj(56 kcal),,0,,0,,"13,6",,"10,2",,"0,3",,"0,002",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Nougat noir de Provence - 200g,3760081761210,,,['France'],[],[],,,,,,,,,?,,501,,2096 kj(501 kcal),,25,,"1,8",,55,,55,,12,,0,,0,,,,,,,,,,,,,,200 g,,,,,,,,,,,,,
1603,Délice de poivrons rouges,3424150011360,,,['France'],[],[],,,,,,,,,?,,88,,368 kj(88 kcal),,"5,7",,"0,5",,"6,4",,"5,1",,"1,2",,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Pesto,3760037521066,C,"['Epicerie', 'Sauces', 'Sauces Pesto']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,,,,,,,,,
1605,Beurre de cacahuettes,5000214018445,,,['France'],[],[],,,,,,,,,?,,568,,2377 kj(568 kcal),,"47,4",,"10,2",,"10,4",,"3,3",,"23,8",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Gummy bears,0041420744006,,,['France'],[],[],,,,,,,,,?,,333,,1393 kj(333 kcal),,0,,0,,"73,3",,50,,"6,7",,"0,083",,"0,033",,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Fuzetea,13776565,,,['France'],[],[],,,,,,,,,?,,33,,138 kj(33 kcal),,0,,0,,8,,8,,0,,"0,03",,"0,012",,,,,,,,,,,,,,,['Fuzetea'],,,,,,,,,,,,
1608,Caviar d'aubergine,3760223170313,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]",['France'],[],[],7.44 g,en quantité modérée,1 g,en faible quantité,2.81 g,en faible quantité,1.9 g,en quantité élevée,?,,108,-42%,452 kj(108 kcal),-41%,"7,44",-55%,1,-52%,"6,92",+31%,"2,81",-6%,"1,36",-13%,"1,9",+67%,"0,76",+67%,9,+36%,C,+36%,,,,,,,,,,,,,,,,,,,,,,
1609,Knabber Nossi Classic - 12.5g,9002600768305,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,12.5 g,,['Stück'],,,,,,,,,,,
1610,Guacamole Viva Mexico ! Santa Fé - 500g,0736072851348,C,"['Epicerie', 'Sauces', 'Guacamoles']",['France'],[],[],23 g,en quantité élevée,4 g,en quantité modérée,0 g,en faible quantité,0.95 g,en quantité modérée,?,,230,+42%,962 kj(230 kcal),+44%,23,+87%,4,+54%,3,-51%,0,-100%,3,+72%,"0,95",-14%,"0,38",-14%,8,+60%,C,+60%,75.9%,9.1%,4.3%,8.3%,1.9%,0.5%,56,,500 g,,,,,,,,,,,,,
1611,Jus de fruit,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Toile,8718964012701,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Barbancourt Rhum 8 Jahre Reserve,0089016005827,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,La biere de belle ile en mer,3760123203333,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Ar Ro Mad - 200g,3760085101319,,,['France'],[],[],,,,,,,,,?,,129,,540 kj(129 kcal),,"9,6",,"1,2",,"8,1",,"6,4",,"1,1",,"1,28",,"0,512",,,,,,,,,,,,,,200 g,,,,,,,,,,,,,
1616,Ricotta di bufala - La Marchesa,8019757100149,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Ricotta']",['France'],[],[],8 g,en quantité modérée,4.5 g,en quantité modérée,4 g,en faible quantité,0.8 g,en quantité modérée,?,,136,-6%,569 kj(136 kcal),-4%,8,-19%,"4,5",-34%,4,+8%,4,+21%,12,+49%,"0,8",+123%,"0,32",+123%,3,-31%,C,-31%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,['La Marchesa'],,,,,,,,,,,,
1617,Petit Baskeriu,2137172005323,,,['France'],[],[],,,,,,,,,?,,401,,1678 kj(401 kcal),,33,,24,,1,,"0,5",,25,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Rosé Pamplemousse,8422288003696,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,fromage de chèvre fermier,3770001588872,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,
1620,Jamón serrano - Porxas,2676718013809,E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",['France'],[],[],12 g,en quantité modérée,4.6 g,en quantité modérée,0 g,en faible quantité,5.5 g,en quantité élevée,?,,230,-4%,962 kj(230 kcal),-4%,12,-5%,"4,6",-1%,1,+39%,0,-100%,30,-1%,"5,5",+17%,"2,2",+17%,16,-2%,D,-2%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,['Porxas'],,,,,,,,,,,,
1621,Calabrais Gomme Acacia Suc De Plante 100G Loup,3266051122116,,,['France'],[],[],,,,,,,,,?,,318,,1331 kj(318 kcal),,0,,0,,66,,59,,"0,9",,"0,43",,"0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Cailloux coeur chocolat,9999990060556,,,['France'],[],[],,,,,,,,,?,,404,,1690 kj(404 kcal),,0,,0,,97,,93,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Brie de meaux - Carrefour,2689131021658,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",['France'],[],[],22.8 g,en quantité élevée,16.2 g,en quantité élevée,0.4 g,en faible quantité,1.7 g,en quantité élevée,?,,289,+4%,1209 kj(289 kcal),+3%,"22,8",+5%,"16,2",+6%,"0,4",-16%,"0,4",+59%,21,+1%,"1,7",-5%,"0,68",-5%,15,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,['Carrefour'],,,['Carrefour'],,,,,,,,,
1624,Pizza Reigna,0208023032477,,,['France'],[],[],,,,,,,,,?,,220,,920 kj(220 kcal),,"10,48",,"5,75",,"19,33",,"1,25",,"11,76",,"0,75",,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Desperados,3119783448347,C,"['Boissons', 'Boissons alcoolisées', 'Bières']",['France'],[],[],,,,,,,,,?,,59,+34%,247 kj(59 kcal),+34%,0,-100%,0,-100%,"6,3",+62%,"2,2",+143%,0,-100%,0,-100%,0,-100%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,['Desperados'],,,,,,,,,,,,
1626,Chréa fraise,6130065050901,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Nestle bébé - 4x 100g,3155250213100,,,['France'],[],[],,,,,,,,,?,,63,,264 kj(63 kcal),,"2,8",,"1,5",,"6,2",,"4,1",,"3,3",,"0,15",,"0,06",,,,,,,,,,,,,['en:gluten-free'],4 x 100 g,['Nestlé'],,,,,,,,,,,,
1628,Brochettes Yakitori et Yaki Tsukune,3364699113678,E,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Volailles', 'Brochettes', 'Poulets', 'Brochettes de viande', 'Plats à la volaille', 'Préparations au poulet', 'Brochettes de volailles', 'Brochettes de poulet', 'Brochettes de poulet Yakitori']",['France'],[],[],10.9 g,en quantité modérée,3.1 g,en quantité modérée,3.8 g,en faible quantité,1 g,en quantité modérée,?,,176,+14%,736 kj(176 kcal),+14%,"10,9",+136%,"3,1",+125%,4,-62%,"3,8",-44%,"15,6",-7%,1,-22%,"0,4",-22%,4,-18%,C,-18%,76.9%,15.4%,4.2%,1.9%,0.9%,0.7%,32,,,,,,,,,,,,,,,
1629,Nuit saint georges,3760091954282,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Le randonneur,3303820201563,,,['France'],[],[],,,,,,,,,?,,417,,1745 kj(417 kcal),,"33,5",,"13,8",,"0,9",,"0,1",,"27,9",,"5,2",,"2,08",,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,,
1631,Vin avignonesi,8015479061072,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Veggie'Chok barre vegan,3770013658051,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,
1633,Costa Mediana Amarone Della Valpolicella,8033765186599,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Foie gras Castel - 180g,3700028400345,,,['France'],[],[],,,,,,,,,?,,526,,2201 kj(526 kcal),,"54,6",,23,,"0,03",,"0,03",,"8,41",,"1,11",,"0,444",,,,,,,,,,,,,,180 g,,,,,,,,,,,,,
1635,Kusmi Tea Chocolate (125g Dose),3585804000465,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Kusmi Tea'],,,,,,,,,,,,
1636,Glace à la vanille,3328859110808,,,['France'],[],[],,,,,,,,,?,,238,,996 kj(238 kcal),,15,,9,,22,,21,,3,,"0,208",,"0,083",,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Dark soy sauce,5036319017533,,,['France'],[],[],,,,,,,,,?,,49,,205 kj(49 kcal),,0,,0,,"10,7",,"5,3",,"1,4",,"5,7",,"2,28",,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Zuur citrique sour - 300g,5400265026367,,,['France'],[],[],,,,,,,,,?,,378,,1582 kj(378 kcal),,3,,"1,8",,83,,53,,2,,"0,03",,"0,012",,,,,,,,,,,,,['Fabriqué en Espagne'],300 g,,,,,,,,,,,,,
1639,Pappy's Moonshine Madness,0727517701250,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Gelée artisanale de goyave,9000808111213,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Galette charentaises,3380790000723,,,['France'],[],[],,,,,,,,,?,,382,,1598 kj(382 kcal),,13,,"8,6",,57,,21,,"7,9",,"0,99",,"0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,8713475101944,8713475101944,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Sel et poivre,0065255082492,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Mojito Fraise - Auchan,3596710404698,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,
1645,Huile d'olive au basilic,3760010611586,,,['France'],[],[],,,,,,,,,?,,822,,3439 kj(822 kcal),,"91,3",,"13,3",,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Pomme,5603493007201,,,['France'],[],[],,,,,,,,,?,,64,,268 kj(64 kcal),,"0,3",,"0,03",,15,,15,,"0,3",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Aiguillettes de poulet jaune,0211629015225,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,
1648,Bande Feuillettée abricot,2030502340906,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Ichor extra virgin olive oil,5200117050041,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],[],91.5 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,824,-4%,3448 kj(824 kcal),-4%,"91,5",-4%,13,-7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,
1650,Enjoy frisch gepresster Orangensaft - 500ml,9100000738598,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,500 ml,,['Stück'],,,,,,,,,,,
1651,Pain Nordique,0203652009715,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Confiture de rhubarbe - Lucien Georgelin,3330720250483,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",['France'],"['Rhubarbes 45%', 'sucre', 'pommes 20%', 'gélifiant : pectines', 'jus de citron concentré']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,44 g,en quantité élevée,0.05 g,en faible quantité,?,,182,-16%,761 kj(182 kcal),-16%,"0,5",+67%,"0,1",+93%,44,-16%,44,-13%,"0,5",-9%,"0,05",+107%,"0,02",+107%,9,-6%,C,-6%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['Fabriqué en France'],,['Lucien Georgelin'],,,,4,,Confiture de rhubarbe et pomme,,,,['E440 - Pectines'],,
1653,Epices tandoori - Espig,3102870043853,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Espig'],,,,,,,,,,,,
1654,Veritable jambon a l ancienne,2602656036938,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",['France'],[],[],3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,?,,123,-19%,515 kj(123 kcal),-19%,"3,1",-50%,"1,4",-42%,"0,5",+1%,"0,5",+3%,23,+3%,2,+3%,"0,8",+3%,5,-49%,C,-49%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,"['FR 80.798.003 CE', 'Villers-Bocage (Somme, France)']",,,,,,,
1655,Gnocchis nature,0207978022113,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,"Salade caesar-penne,Emincés de Poulet Rôti et parmesan - Mix Buffet",3700009252154,D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Salade de poulet']",['France'],[],[],5.9 g,en quantité modérée,2.3 g,en quantité modérée,1.3 g,en faible quantité,1.1 g,en quantité modérée,?,,150,+1%,628 kj(150 kcal),+2%,"5,9",-0%,"2,3",+37%,14,+2%,"1,3",-33%,10,+25%,"1,1",+30%,"0,44",+30%,2,+40%,B,+40%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,['Mix Buffet'],,,,,,,,,,,,
1657,Natural Medjoul Dates -,8719326034072,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes Medjool']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,65.5 g,en quantité élevée,0 g,en faible quantité,?,,284,-0%,1188 kj(284 kcal),-1%,0,-100%,0,-100%,71,+1%,"65,5",+1%,2,-7%,0,-100%,0,-100%,7,+76%,C,+76%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,,,,,,,,,
1658,Beurre d'Érable Pur,0712038397723,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,0,,0,,85,,85,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Pain aux graines de lin,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Milko,5201037500845,,,['France'],[],[],,,,,,,,,?,,65,,272 kj(65 kcal),,"0,3",,"0,1",,"12,1",,"12,1",,"3,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Jus orange pomme abricot,5201243221008,,,['France'],[],[],,,,,,,,,?,,57,,238 kj(57 kcal),,0,,0,,"13,2",,"12,9",,"0,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Chocofreda,5206783000984,,,['France'],[],[],,,,,,,,,?,,552,,2310 kj(552 kcal),,"33,8",,"10,5",,"60,2",,"56,7",,"1,3",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Choco Cereal Bars - 6x 30g,3700524780705,,,['France'],[],[],,,,,,,,,?,,460,,1925 kj(460 kcal),,20,,"8,1",,59,,32,,"8,6",,"0,17",,"0,068",,,,,,,,,,,,,,6 x 30 g,,,,,,,,,,,,,
1664,LES DÉLICES DE PONT AVEN - 210g,3483830744646,,,['France'],[],[],,,,,,,,,?,,522,,2184 kj(522 kcal),,29,,18,,59,,22,,"5,9",,"0,74",,"0,296",,,,,,,,,,,,,,210 g,,,,,,,,,,,,,
1665,Donuts sucre,0207154017711,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",['France'],[],[],24 g,en quantité élevée,11 g,en quantité élevée,16 g,en quantité élevée,1.1 g,en quantité modérée,?,,418,+2%,1749 kj(418 kcal),+2%,24,+5%,11,+4%,44,-2%,16,-5%,"6,2",+5%,"1,1",+16%,"0,44",+16%,22,+13%,E,+13%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,,
1666,Craquelins biologiques aux noix - Emile noel,0749544012086,,,['France'],[],[],,,,,,,,,?,,70,,293 kj(70 kcal),,0,,0,,14,,1,,2,,"0,8",,"0,32",,,,,,,,,,,,,"['Bio', 'Sans gluten', 'Biologique Canada']",,['Emile noel'],,,,,,,,,,,,
1667,Miel de fleur d'oranger,8033726781368,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,
1668,Confiture extra mangue - Maison Herbin,3355430002207,,,['France'],[],[],,,,,,,,,?,,248,,1038 kj(248 kcal),,"0,1",,0,,60,,60,,4,,0,,0,,,,,,,,,,,,,,,['Maison Herbin'],,,,,,,,,,,,
1669,Maiz Frito,8413365017033,,,['France'],[],[],,,,,,,,,?,,449,,1879 kj(449 kcal),,"13,8",,"1,6",,"76,1",,"0,7",,"7,6",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Craquants aux amandes,3586442000619,,,['France'],[],[],,,,,,,,,?,,461,,1929 kj(461 kcal),,"17,7",,"1,6",,"61,3",,"32,6",,"11,7",,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Nutty thins - 50g,5425031753261,,,['France'],[],[],,,,,,,,,?,,550,,2301 kj(550 kcal),,34,,16,,50,,49,,"7,9",,"0,1",,"0,04",,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",50 g,,,,,,,,,,,,,
1672,Gelée extra cuite au Chaudron de cuivre Groseille Framboise,3546940015720,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
