,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,manufacturing,traceability_code,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,additives,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,link,palm_ingredients,producer_info
1934,"Sorbet plein fruit CITRON, 27% de fruit - Histoires de Glaces - 750ml (487.5g)",3267180390469,Sorbet Citron,750 ml (487.5 g),['Barquette'],"['Histoires de Glaces', 'HDG']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au citron']","['en:gluten-free', 'Sans arômes artificiels', 'Point Vert', 'Sans colorants artificiels', 'Triman']",['France'],,,['France'],"['Eau', 'purée de citron jaune de Sicile 26%', 'sucre', 'sirop de glucose déshydraté', 'dextrose', 'purée de citron jaune broyé 1,6%', 'stabilisants : pectine amidée', 'farine de graines de caroube', 'farine de graines de guar', 'épaississant : gomme xanthane']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.1 g,en faible quantité,0 g,en faible quantité,25.9 g,en quantité élevée,0 g,en faible quantité,521,+7%,?,,521 kj(125 kcal),+4%,"0,1",-42%,0,-100%,"28,9",+1%,"25,9",+8%,"0,2",-38%,0,-100%,0,-100%,6,+4%,C,+4%,B,"['E440ii - Pectine amidée', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,
1935,Sorbet griotte - HDG,3267180390735,,,,['HDG'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la cerise']",['Sans colorants'],,,,['France'],"['Purée de griotte 65%', 'eau', 'sirop de glucose déshydraté', 'sucre', 'épaississant: gomme xanthane', 'stabilisants: farine de graines de guar', 'dextrose', 'protéines de pois hydrolysées', ' Susceptible de contenir oeuf', 'lait et produits laitiers', 'fruits à coque', 'gluten', 'soja', 'sulfites et arachides']","['Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Soja', 'Anhydride sulfureux et sulfites']","['Sans huile de palme', 'Non végétalien']",4,0.4 g,en faible quantité,0 g,en faible quantité,25.5 g,en quantité élevée,,,?,,128,+14%,536 kj(128 kcal),+15%,"0,4",+67%,0,-100%,"29,4",+11%,"25,5",+11%,"0,6",+40%,,,,,,,,,C,"['E415 - Gomme xanthane', 'E412 - Gomme de guar']",79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,
1936,Sorbet Pastis,3267180390759,,,,,,"['Sans arômes artificiels', 'Sans colorants']",,,,['France'],[],,[],,,,,,,,,,?,,123,,515 kj(123 kcal),,"0,3",,"0,3",,"25,7",,"22,5",,"0,7",,0,,0,,,,,,,,,,,,,,,,,,
1937,Glace madeleine de commercy -,3267180390834,,,,,,['Sans colorants'],,,,['France'],[],,[],,,,,,,,,,?,,203,,849 kj(203 kcal),,"8,5",,"5,3",,"26,2",,"21,5",,"5,2",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,
1938,Glace yaourt,3267180390896,,,,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Yaourts glacés']","['Sans arômes artificiels', 'Sans colorants']",,,,['France'],[],,[],,8.2 g,en quantité modérée,5.7 g,en quantité élevée,24.7 g,en quantité élevée,0.1 g,en faible quantité,?,,199,+17%,833 kj(199 kcal),+19%,"8,2",+35%,"5,7",+44%,"26,8",+9%,"24,7",+20%,"3,9",+14%,"0,1",-21%,"0,04",-21%,12,+53%,D,+53%,B,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,
1939,"Sorbet plein fruit MANGUE BIO, 45% de fruit - HDG - 750ml (487.5g)",3267180390957,Sorbet Mangue BIO,750 ml (487.5 g),['Barquette'],"['HDG', 'HDG Bio', 'Histoires De Glaces']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la mangue']","['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Point Vert', 'Fabriqué en France', 'Sans colorants', 'Triman']",['Reventin-vaugris'],,,['France'],"['Purée de mangue* 45%', 'eau', 'sucre pure canne blanc""', 'maltodextrine', 'sirop de glucose déshydraté*', 'stabilisants: farine de graines de guar*', ""poudre de blanc d'oeuf"", 'farine de graines de caroube*', 'carraghénanes ', ""extrait d'algues"", '\r Susceptible de contenir: lait et produits laitiers', 'fruits à coque', 'soja', ""sulfites et arachides \rIngrédients issus de l'agriculture biologique"", ' \r**Conformément à la réglementation sur le mode de production biologique']","['Œufs', 'Lait', 'Fruits à coque', 'Soja', 'Anhydride sulfureux et sulfites']",['Non végétalien'],4,0 g,en faible quantité,0 g,en faible quantité,24.6 g,en quantité élevée,0 g,en faible quantité,?,,128,+4%,536 kj(128 kcal),+4%,0,-100%,0,-100%,"32,3",+11%,"24,6",-4%,"0,4",+2%,0,-100%,0,-100%,5,-7%,C,-7%,C,"['E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,
1940,Tubalo cola,3267180394047,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,88,,368 kj(88 kcal),,0,,0,,22,,22,,0,,0,,0,,,,,,,,,,,,,,,,,,
1941,Ice pop,3267180394078,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,83,,347 kj(83 kcal),,"0,1",,0,,"20,6",,"20,5",,"0,1",,"0,024",,"0,01",,,,,,,,,,,,,,,,,,
1942,Tarte poire caramel - Carigel,3267180580716,,,,['Carigel'],,,,['EMB 18929'],,['France'],"['71 Tarte Poire Caramel OEUVRE: laisser décongeler 9h à une température de 00 à 40C', ' ', 'IENTS : Sucre', 'poire 19,5%', 'eau', 'caramel 9,1 % ', 'sucre', 'sirop de glucose fructose', 'lait aisse végétale non hydrogénée de palme', 'eau', 'sel', 'épaississant : E440', 'correcteurs d Wlsifiant : E471', 'arôme', 'farine de blé', 'œuf', 'huile végétale non hydrogénée de tourne Im en poudre', 'amidon modifié de blé', 'amidon modifié de mais', 'huile végétale non hy sirop de glucose', 'épaississants : E 1422', 'E440', 'E401', 'arôme', ""poudres à lever : E45 d'acidité : E330"", 'E331', 'conservateur : E202']","['Œufs', 'Gluten']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,265,,1109 kj(265 kcal),,"10,1",,2,,"39,8",,"26,7",,"3,2",,"0,2",,"0,08",,,,,,,"['E440 - Pectines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E14XX - Amidons modifiés', 'E1422 - Adipate de diamidon acétylé', 'E401 - Alginate de sodium', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,
1943,Tubalo Cola,3267180991635,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,88,,368 kj(88 kcal),,0,,0,,22,,22,,0,,0,,0,,,,,,,,,,,,,,,,,,
1944,Fuzz'eo,3267180992717,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1945,Sun' pop,3267180992755,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,215,,900 kj(215 kcal),,8,,"5,2",,"36,5",,"33,9",,"1,8",,1,,"0,4",,,,,,,,,,,,,,,,,,
1946,Maxi sun,3267181990569,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,25,,105 kj(25 kcal),,6,,2,,5,,4,,3,,,,,,,,,,,,,,,,,,,,,,
1947,maxi sun,3267181990583,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,303,,1268 kj(303 kcal),,20,,13,,"29,8",,"29,7",,"2,9",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,
1948,Foie Gras De Canard Entier - Georges Bruck,3267450001958,,,,['Georges Bruck'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,,,,['France'],"['lobes de Foie gras de canard', 'Conservateur :Sel Nitrite', ' Epices']",,[],3,45.4 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,1.38 g,en quantité modérée,?,,448,-15%,1874 kj(448 kcal),-15%,"45,4",-16%,0,-100%,"2,3",-3%,0,-100%,"7,5",-0%,"1,38",+15%,"0,552",+15%,11,-47%,D,-47%,B,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,
1949,Gelée au muscat d'Alsace,3267450002382,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,18,,75 kj(18 kcal),,"0,5",,"0,23",,"0,1",,"0,1",,"4,64",,"1,31",,"0,524",,,,,,,,,,,,,,,,,,
1950,Bloc de foie gras de canard - Georges Bruck,3267450003945,,,,['Georges Bruck'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,,"['FR 67.482.021 CE', 'Strasbourg (Bas-Rhin, France)']",,['France'],[],,[],,45.4 g,en quantité élevée,19.2 g,en quantité élevée,2.2 g,en faible quantité,1.38 g,en quantité modérée,?,,448,-9%,1874 kj(448 kcal),-8%,"45,4",-10%,"19,2",-11%,"2,3",+8%,"2,2",+65%,"7,5",+23%,"1,38",+13%,"0,552",+13%,21,+3%,E,+3%,B,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,
1951,Tranche De Foie Gras De Canard Entier - Georges Bruck - 40g,3267450004911,,40 g,,['Georges Bruck'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",,,,,['France'],"['Foie Gras de Canard', 'conservateur : sel nitrité', 'épices']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,45.4 g,en quantité élevée,19.2 g,en quantité élevée,2.2 g,en faible quantité,1.38 g,en quantité modérée,?,,448,-15%,1874 kj(448 kcal),-15%,"45,4",-16%,"19,2",-17%,"2,3",-5%,"2,2",+63%,"7,5",-1%,"1,38",+15%,"0,552",+15%,21,+1%,E,+1%,B,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,
1952,Cœur de tournesol,3267451024086,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,900,,3766 kj(900 kcal),,100,,11,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,
1953,250G Papillons De Petit Epeautre - Lazzaretti - 250g,3267460030177,Spécialité céréalière biologique,250 g,"['Sachet', 'Plastique']",['Lazzaretti'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de petit épeautre']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique', 'Fabrication artisanale']","['France', 'Provence']",,,['France'],"['Farine semi-complète de Petit Épeautre de Haute Provence IGP', 'Œufs frais ', '12%']","['Œufs', 'Gluten']",['Non végétalien'],1,2.7 g,en faible quantité,0.4 g,en faible quantité,6 g,en quantité modérée,0.01 g,en faible quantité,?,,365,+5%,1527 kj(365 kcal),+5%,"2,7",+33%,"0,4",-10%,"69,8",+5%,6,+129%,"12,1",+1%,"0,01",-21%,"0,004",-21%,0,,B,,,,,,,,,,,"['France', 'Haute Provence']",https://www.lazzaretti.fr/product/papillon-petit-epeautre/,,
1954,Penne semi-complet - Lazzaretti - 5kg,3267460030412,,5 kg,"['Sachet', 'Plastique']",['Lazzaretti'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']","['Bio', 'Bio européen', 'FR-BIO-01']",,,,['France'],['semoule de blé dur semi complète'],['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,1500,,352,,,,"1,69",,,,"69,9",,,,12,,,,,,,,,,,,,,,,,,,,,,
1955,Pâtes semi-complètes Animaux de la ferme - Lazzaretti - 500g,3267460030597,Pâtes alimentaires biologiques,500 g,"['Sachet', 'Plastique']","['Lazzaretti', 'Lazzaretti enfants']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes sèches semi-complètes']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,['Grand Frais'],['France'],['Semoule semi-complète de blé dur'],['Gluten'],[],,1.5 g,en faible quantité,0.2 g,en faible quantité,1.5 g,en faible quantité,0 g,en faible quantité,1520,,?,,1520 kj(363 kcal),+3%,"1,5",-13%,"0,2",-38%,"73,8",+5%,"1,5",-53%,"11,1",-3%,0,,0,,-5,,A,,B,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,
1956,Nids au Petit Épeautre - Ensemble pour plus de sens - 500g,3267460030689,Pâtes alimentaires à la farine complète de petit épeautre,500 g,['Sachet plastique'],"['Ensemble pour plus de sens', 'Biocoop']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de petit épeautre', 'Nids']","['Bio', 'Bio européen', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique', 'Agriculture France', 'Eco-Emballages']","[""Société Avignonnaise des Pâtes Alimentaires (SAPA) - 17 Avenue de l'Orme Fourchu - ZI de Fontcouverte - 84000 Avignon"", 'Vaucluse', ""Provence-Alpes-Côte d'Azur"", 'France']",,"['Les Hameaux Bio', 'Biocoop']",['France'],"['Farine complète de petit épeautre*', ""\r* issue de l'agriculture biologique""]",['Gluten'],[],,1.75 g,en faible quantité,,,,,0.0762 g,en faible quantité,1607,,?,,1607 kj(384 kcal),+10%,"1,75",-14%,,,76,+15%,,,"18,4",+53%,"0,076",+500%,"0,03",+500%,,,,,B,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,"['France', 'Agriculture France', 'Bourgogne', 'Coopérative Agricole Céréales Biobourgogne (Cocebi) - Sentier de la Fontaine - Route de Noyers - 89310 Nitry', 'Yonne']",,,
1957,"Spaghetti, Petit Épeautre - Lazzaretti - 250g",3267460030894,Spécialité céréalière à la farine semi-complète de petit Épeautre issue de l'agriculture biologique,250 g,['Sachet plastique'],['Lazzaretti'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Produits artisanaux', 'Pâtes sèches', 'Spaghetti', 'Pâtes de petit épeautre', 'Spaghettis de petit épeautre']","['Bio', 'Point Vert', 'en:since-1936', 'Agriculture France', 'Eco-Emballages', 'Fabrication Artisanale Française', 'Séchage Traditionnel']","[""Société Avignonnaise des Pâtes Artisanales (SAPA) - 17 Avenue de l'Orme Fourchu - ZI de Fontcouverte - 84000 Avignon"", 'Vaucluse', ""Provence-Alpes-Côte d'Azur"", 'France']",,['Biocoop'],['France'],"['Farine semi-complète de Petit Épeautre biologique', '\rContient du gluten']",['Gluten'],[],,1.8 g,en faible quantité,0.3 g,en faible quantité,2.5 g,en faible quantité,0 g,en faible quantité,?,,344,-1%,1439 kj(344 kcal),-1%,"1,8",-11%,"0,3",-32%,70,+6%,"2,5",-5%,12,0%,0,-100%,0,-100%,-6,,A,,B,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,"['France', 'Agriculture France']",http://lazzaretti.fr/,,
1958,Papillons aux oeufs - Les Moulins De Provence,3267460050014,,,,['Les Moulins De Provence'],,['Bio'],,,,['France'],"['semoule de blé dur de qualité supérieure*', ""œufs frais * Produits issus de l'agriculture biologique"", ' Peut contenir des traces de soja']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,,?,,362,,1515 kj(362 kcal),,"2,9",,"0,7",,65,,2,,14,,"0,032",,"0,013",,,,,,,,,,,,,,,,,,
1959,Macaroni semi-complètes - Les Moulins De Provence,3267460050182,,,,['Les Moulins De Provence'],,['Bio'],,,,['France'],"['semoule semi-comlplète de blé dur biologique', "" Peut contenir des traces d'œuf et de soja""]",,[],,,,,,,,,,?,,360,,1506 kj(360 kcal),,"1,5",,"0,2",,"73,8",,"1,8",,"11,1",,0,,0,,,,,,,,,,,,,,,,,,
1960,Gnocchi - Les Moulins De Provence - 500g,3267460050212,,500 g,,['Les Moulins De Provence'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,['France'],"['semoule de blé dur de qualité supérieure biologique', "" Peut contenir des traces d'?uf et de soja""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,345,,1443 kj(345 kcal),,"1,8",,"0,5",,71,,"2,1",,"10,8",,0,,0,,,,,,,,,,,,,,,,,,
1961,Alphabet 3 couleurs - Les  Moulins De Provence,3267460050229,,,,['Les  Moulins De Provence'],,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,['France'],"[""Semoule blanche de BLE dur de qualité supérieure épinard A tomate A betterave produits issus de l'agriculture biologique certlflé par FR-BIO-OI""]",['Gluten'],[],,,,,,,,,,?,,345,,1443 kj(345 kcal),,"1,8",,"0,5",,"7,1",,"2,1",,"10,8",,0,,0,,,,,,,,,,,,,,,,,,
1962,Tordades semi-complètes - 500g,3267460464644,,500 g,,,,"['Bio', 'Bio européen']",,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1963,Tagliatelles cèpes chataignes - 250g,3267480070290,,250 g,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,['France'],[],,[],,,,,,,,,,?,,365,,1527 kj(365 kcal),,"1,9",,"0,4",,"78,5",,"10,9",,"11,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,
1964,Œufs bio -,3267590003102,,,,,"[""Produits d'élevages"", 'Œufs', 'Œufs frais', 'Organic eggs']","['Bio', 'Bio européen', 'FR-BIO-10']",,"['FR 67.545.001 CE', 'Witternheim (Bas-Rhin, France)']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,
1965,Terrine de campagne,3267611001490,,,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",,,,,['France'],[],,[],,34 g,en quantité élevée,12 g,en quantité élevée,0.5 g,en faible quantité,1.9 g,en quantité élevée,?,,352,+9%,1473 kj(352 kcal),+9%,34,+20%,12,+11%,"1,3",-43%,"0,5",-42%,10,-29%,"1,9",+19%,"0,76",+19%,22,+13%,E,+13%,,,,,,,,,,,,,
1966,Terrine à l'échalote - Alain Martin,3267611001544,,,['Bocal verre'],['Alain Martin'],,,,,,['France'],[],,[],,,,,,,,,,?,,283,,1184 kj(283 kcal),,24,,"8,7",,"4,3",,"0,6",,12,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,
1967,Haricot cuisinés à la graisse de canard,3267612000027,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,104,,435 kj(104 kcal),,"3,3",,"1,1",,11,,"0,7",,"5,8",,"0,65",,"0,26",,,,,,,,,,,,,,,,,,
1968,Flageolets cuisinés à la graisse de canard - 800g,3267612000041,,800 g,,,,,,,,['France'],[],,[],,,,,,,,,,?,,103,,431 kj(103 kcal),,"3,6",,"1,1",,"9,9",,"0,5",,"4,7",,"0,68",,"0,272",,,,,,,,,,,,,,,,,,
1969,3267612000058,3267612000058,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1970,Terrine de foie de Volaille à Armagnac - 160g,3267612001055,,160 g,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de foie', 'Terrines de foie de volaille']",,,,,['France'],[],,[],,33 g,en quantité élevée,12 g,en quantité élevée,0.5 g,en faible quantité,1.6 g,en quantité élevée,?,,342,+13%,1431 kj(342 kcal),+13%,33,+22%,12,+15%,"0,6",-60%,"0,5",-9%,5,-64%,"1,6",+7%,"0,64",+7%,21,+15%,E,+15%,,,,,,,,,,,,,
1971,A Martin terrine de foie de canard au champagne vert,3267615001007,,,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,,,,['France'],[],,[],,30 g,en quantité élevée,10 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,?,,323,+6%,1351 kj(323 kcal),+6%,30,+14%,10,+5%,"1,7",-1%,"0,5",-19%,11,-23%,"1,8",+18%,"0,72",+18%,20,+12%,E,+12%,E,,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,
1972,4 saucisses aux Haricots cuisinés - Alain Martin,3267615005036,,,"['Bocal', 'Verre']",['Alain Martin'],,,,,,['France'],"['Haricots blancs 45%', 'eau', 'sauc:sses de Toulouse 25% ', 'maigre', 'épaule et gras de porc', 'sel', 'poivre', 'boyau naturel', 'carottes', 'sel', 'tomate', 'arômes', 'persil']",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,131,,548 kj(131 kcal),,"6,3",,0,,"8,5",,"0,7",,"8,6",,"0,64",,"0,256",,,,,,,,,,,,,,,,,,
1973,Petit salé aux lentilles - Alain Martin,3267615005098,,,,['Alain Martin'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Petits salés aux lentilles']",,,,,['France'],[],,[],,1 g,en faible quantité,0.3 g,en faible quantité,0.7 g,en faible quantité,1 g,en quantité modérée,?,,86,-32%,360 kj(86 kcal),-29%,1,-79%,"0,3",-82%,"9,1",+17%,"0,7",-8%,"9,1",-4%,1,+9%,"0,4",+9%,0,,B,,C,,64.9%,20.7%,7.0%,3.9%,2.1%,1.5%,59,,,,
1974,Alain Martin deux saucisses haricots cuisinee,3267615005104,,,,['Alain Martin'],,,,,,['France'],[],,[],,,,,,,,,,?,,135,,565 kj(135 kcal),,"6,6",,"2,5",,"8,6",,"0,7",,"8,8",,"0,62",,"0,248",,,,,,,,,,,,,,,,,,
1975,4 Saucisses Aux Mogettes Cuisinées - Alain Martin,3267615005272,,,,['Alain Martin'],,,,,,['France'],[],,[],,,,,,,,,,?,,133,,556 kj(133 kcal),,"6,4",,"2,4",,"8,8",,1,,"8,6",,"0,35",,"0,14",,,,,,,,,,,,,,,,,,
1976,Alain Martin poulet basquaise,3267615005302,,,,['Alain Martin'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet']",,,,,['France'],[],,[],,6 g,en quantité modérée,1.6 g,en quantité modérée,1.9 g,en faible quantité,0.5 g,en quantité modérée,?,,104,-30%,435 kj(104 kcal),-29%,6,+1%,"1,6",-5%,"2,8",-80%,"1,9",-3%,"9,4",+17%,"0,5",-41%,"0,2",-41%,-1,-170%,A,-170%,D,,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,,
1977,Haricots cuisinés à la graisse de canard et petits lardons,3267615005586,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,110,,460 kj(110 kcal),,"3,3",,"1,1",,12,,"0,9",,"6,2",,"0,98",,"0,392",,,,,,,,,,,,,,,,,,
1978,Lentilles - Alain Martin,3267615005623,,,,['Alain Martin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles']",,,,,['France'],[],,[],,3.4 g,en quantité modérée,1.1 g,en faible quantité,1 g,en faible quantité,0.99 g,en quantité modérée,?,,116,-52%,485 kj(116 kcal),-52%,"3,4",+131%,"1,1",+323%,13,-60%,1,-19%,"6,9",-61%,"0,99",+243%,"0,396",+243%,2,,B,,B,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,
1979,Poulet Basquaise,3267615005647,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,66,,276 kj(66 kcal),,"1,8",,"0,5",,"3,2",,"2,1",,"8,9",,"0,55",,"0,22",,,,,,,,,,,,,,,,,,
1980,Piperade - Les Cuisinés Alain Martin,3267615005715,,,,['Les Cuisinés Alain Martin'],"['Plats préparés', 'Légumes préparés']",,,,,['France'],"['Tomates', 'oignons', 'poivrons', 'eau', 'amidon modifié de maïs', 'sucre', 'sel', 'huile de tournesol', ""huile d'olivet arômes"", 'piment']",,[],4,0.7 g,en faible quantité,0.1 g,en faible quantité,3.7 g,en faible quantité,0.74 g,en quantité modérée,?,,34,-62%,142 kj(34 kcal),-62%,"0,7",-85%,"0,1",-86%,"5,4",-22%,"3,7",+17%,"0,9",-56%,"0,74",+2%,"0,296",+2%,3,+663%,C,+663%,,['E14XX - Amidons modifiés'],,,,,,,,,,,
1981,Ratatouille a la Provencale - Alain Martin,3267615005890,,,,['Alain Martin'],"['Plats préparés', 'Légumes préparés', 'Ratatouilles']",,,,,['France'],[],,[],,2 g,en faible quantité,0.3 g,en faible quantité,3.7 g,en faible quantité,0.41 g,en quantité modérée,?,,43,-37%,180 kj(43 kcal),-35%,2,-47%,"0,3",-44%,"4,3",-16%,"3,7",-5%,"1,3",+10%,"0,41",-42%,"0,164",-42%,1,+2%,B,+2%,B,,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,,,,
1982,Coq au vin - Alain Martin - 300g,3267615200165,Coq au vin cuisiné aux cèpes avec ses pommes de terre vapeur,300 g,"['Plastique', 'Carton']",['Alain Martin'],['Plats préparés'],['Recette traditionnelle'],,"['FR 33.122.001 CE', 'Cestas (Gironde, France)']",['Auchan'],['France'],"['Viande de coq 33% minimum à la mise en oeuvre', 'pommes de terre 30%', 'eau', 'vin rouge 9%', 'carottes', 'oignons 3%', 'lardons', 'amidon modifié de maïs', 'cèpes 0', '8%', 'échalotes', 'épices', 'sel', 'arômes', 'sucre']",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['E14XX - Amidons modifiés'],,,,,,,,,,,
1983,Porc au caramel,3267615200202,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,111,,464 kj(111 kcal),,6,,"2,3",,"8,5",,"2,4",,"5,2",,"0,93",,"0,372",,,,,,,,,,,,,,,,,,
