,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,traceability_code,quantity,additives,nova_score,ingredients_origins,manufacturing,markets,packaging,allergens,link,generic_name,palm_ingredients,brand_owner
236,80g,3046829002259,,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Tourtes', 'Tourtes aux champignons']",['France'],"['Pommes de terre 40%', 'farine de Blé,cèpes 10 % ', 'origine France', 'CREME FRAICHE', 'BEURRE', 'eau', 'sel', 'ail', 'persi épices', 'colorant béta-carotène', ' Poids Net : 80 g x 4 SANS HUILE DE PALME', 'NI COLORANT', 'NI CONSERVATEUR Valeurs nutrition nelles 100g Conditionne sous atmosphère prote']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",10.7 g,en quantité modérée,7.7 g,en quantité élevée,0.6 g,en faible quantité,1.1 g,en quantité modérée,770,,?,,770 kj(184 kcal),-20%,"10,7",-20%,"7,7",-5%,"19,1",-5%,"0,6",-68%,"3,7",-33%,"1,1",+20%,"0,44",+20%,13,+4%,D,+4%,,,,,,,,,"['Sans colorants', 'Sans huile de palme', 'Sans conservateurs']","['FR 87.011.032 CE', 'Bellac (Haute-Vienne, France)']",80 g,['E160ai - Bêta-carotène'],4,,,,,"['Gluten', 'Lait']",,,,
237,Aperitif billes éclats de noix cœur oignons fondant - BOURSIN - 75g,3073781109221,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte fondue', 'Fromages apéritif']",['France'],"['Fromage aux 3 noix et aux figues séchées : laít et crème pasteurisés ', 'origine: France', 'figues sèches 2,6%', 'noix de pécan 2,6%', 'raisins secs', 'ferments lactiques', 'dextrose', 'noix de cajou 0,26%', 'noix 0,26%', 'sel', 'conservateur:sorbate de potassium', ' Fourrage oignons: oignon 7,9%', 'sucre', ""vinaigre d'alcool"", 'fécule de manioc', 'vin blanc', 'gélifiant:pectines', 'sel', 'caramel ', 'sucre', 'eau', "" Peut contenir des traces d'autres fruits à coque"", 'de gluten et de poissons', ' BE NU KLEINE RONDE HAPIES VAN VERSE P0OMKAAS MCT 2 NOTCNSOODTEAL']",['Non végétalien'],33 g,en quantité élevée,22.5 g,en quantité élevée,9 g,en quantité modérée,0.8 g,en quantité modérée,?,,373,+31%,1561 kj(373 kcal),+33%,33,+35%,"22,5",+40%,12,+177%,9,+135%,7,-34%,"0,8",-51%,"0,32",-51%,14,-7%,D,-7%,78.1%,12.8%,3.1%,3.8%,1.7%,0.5%,52,['BOURSIN'],,,75g,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E440 - Pectines']",4,,,,,"['Lait', 'Fruits à coque']",,,,
238,Gala Sambal Scharfe Sauße,5999885178049,,,['France'],[],[],,,,,,,,,?,,24,,100 kj(24 kcal),,"0,5",,"0,1",,"3,9",,"1,5",,"0,7",,"10,6",,"4,24",,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Brauner Reis 1 KG Royal Thai Thailand -,8853969006642,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz complet']",['France'],[],[],3.3 g,en quantité modérée,0.6 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,?,,358,+8%,1498 kj(358 kcal),+7%,"3,3",+25%,"0,6",+8%,74,+10%,1,+51%,"7,1",-4%,0,-100%,0,-100%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,,,
240,Yogitea Défenses Naturelles - Yogi Tea,4012824403208,,,['France'],[],[],,,,,,,,,?,,2,,8 kj(2 kcal),,"0,1",,"0,1",,"0,5",,"0,1",,"0,1",,"0,01",,"0,004",,,,,,,,,,,,,['Yogi Tea'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
241,Moul Atai,6111069002219,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Vermicelles Instantanés Au Poisson épicé105g - 110g,6926410321396,,['Vermicelles instantanées'],['France'],"['Vermicelles: Amidon de patate douce', 'fécule de mais ', 'comprenant sulfites', 'huile de palme', 'épaississant E412', 'acide citrique E330', 'sel', ' Sachet Sauce: huile de palme', 'moutarde', 'piment', 'gingembre', 'échalote', 'ail', 'poivre', 'arôme artificiel poisson', 'conservateur E270', 'acide citrique E330', "" Sachet d'épices: sel"", 'arôme artificiel poisson', 'sucre', 'exhausteurs de goût E621 E635', 'essence légumes', 'acidifiant E364i', 'acide citrique E330', "" Sachet d'assaisonnements: Moutarde"", 'piment', 'gingembre', 'eau', 'sel', 'exhausteur de goût E621', 'acide citrique E330', 'conservateur E270', 'arômes alimentaires : Essences de légumes', ""d'oignon"", ""de l'ail"", ' Information allergie : ce produit contient de la sulftes', 'moutarde']",['Huile de palme'],7 g,en quantité modérée,1.2 g,en faible quantité,0.1 g,en faible quantité,7 g,en quantité élevée,1306,,312,,1306 kj(312 kcal),,7,,"1,2",,"60,4",,"0,1",,"1,9",,7,,"2,8",,14,,D,,,,,,,,,,,,110 g,"['E412 - Gomme de guar', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique""]",4,,,['Paris Store'],['Plastique'],['Moutarde'],,,['Huile de palme'],
243,filets de poulet jaune fermier de Gascogne - Vollaile de Gascogne - 320g,0287458027685,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Vollaile de Gascogne'],['Label Rouge'],,320 g,,,,,,['sous atmosphère protectrice'],,,,,
244,Argeta pikant,3838471007382,,,['France'],[],[],,,,,,,,,?,,312,,1305 kj(312 kcal),,29,,"3,6",,"2,8",,"0,8",,10,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Crêpes Bretones au froment - Bosser - 220g,3308842000002,B,"['Crêpes et galettes', 'Crêpes', 'Crêpes sucrées', 'Crêpes de froment']",['France'],[],[],6.9 g,en quantité modérée,2.51 g,en quantité modérée,30.8 g,en quantité élevée,1.3 g,en quantité modérée,?,,367,+13%,1536 kj(367 kcal),+13%,"6,9",-41%,"2,51",-40%,"68,4",+47%,"30,8",+36%,"8,4",+20%,"1,3",+77%,"0,52",+77%,17,+31%,D,+31%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,['Bosser'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']","['FR 29.281.601 CE', 'Tourch (Finistère, France)']",220 g,,,,,,['220g'],,,,,
246,Delizza,4001724031307,,,['France'],[],[],,,,,,,,,?,,254,,1063 kj(254 kcal),,10,,6,,28,,"2,7",,11,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Saucisses de volaille - Aldi - 550g,26026398,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,['Aldi'],['Fabriqué en Allemagne'],,550 g,,,,,,,,,,,
248,6 oeufs -,3500060060008,C,"[""Produits d'élevages"", 'Œufs', 'Œufs frais']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,"['Bio', 'Bio européen', 'FR-BIO-10', 'Nutriscore', 'Nutriscore A', 'AB Agriculture Biologique']",,,,,,,,,,,,,
249,Ketchup - Senna - 15g,9002043023801,B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']","['France', 'Italie']",[],"['Végétalien', 'Végétarien']",0.2 g,en faible quantité,0 g,en faible quantité,19 g,en quantité élevée,2.7 g,en quantité élevée,44,-90%,?,,44 kj(11 kcal),-90%,"0,2",-18%,0,-100%,23,+1%,19,-3%,"1,3",0%,"2,7",+36%,"1,08",+36%,14,+16%,D,+16%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,['Senna'],"['Végétarien', 'Sans gluten', 'Végétalien', 'Sans lactose']",,15 g,,,,,,['Plastica'],,,,,
250,Corsendonk Rood 33 CL Fles,5411491003893,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Gentle Face Exfoliator Liz Earle - Waitrose - 500g,5000169351352,,,['France'],[],[],,,,,,,,,?,,333,,1393 kj(333 kcal),,"1,4",,"0,3",,"70,8",,17,,"7,9",,"0,14",,"0,056",,,,,,,,,,,,,"['Waitrose', 'Liz Earle']",,,500 g,,,,,['Waitrose'],"['card-box', 'mixed plastic-bag']",,,,,
252,Madeleines bouchon,3760268983343,B,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['France'],[],[],33 g,en quantité élevée,23 g,en quantité élevée,45 g,en quantité élevée,0.11 g,en faible quantité,?,,553,+25%,2314 kj(553 kcal),+26%,33,+45%,23,+232%,57,+8%,45,+64%,7,+23%,"0,11",-86%,"0,044",-86%,25,+36%,E,+36%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,,,,,,
253,Glace Vanille au lait de coco,3250392562939,,,['France'],[],['Végétarien'],,,,,,,,,?,,187,,782 kj(187 kcal),,"10,2",,"9,2",,"22,8",,"18,5",,"0,9",,"0,25",,"0,1",,,,,,,,,,,,,,"['Végétarien', 'Union Végétarienne Européenne']",,,,,,,,,,,,,
254,Coteaux varois en Provence  . Rosé,3250392340339,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Jambon coeur de braise - Petitgas,3275461006770,,,['France'],[],[],,,,,,,,,?,,167,,699 kj(167 kcal),,"9,4",,"3,9",,"1,9",,"1,7",,"18,7",,"2,7",,"1,08",,,,,,,,,,,,,['Petitgas'],,,,,,,,,,,,,,
256,Evian aromatisé Framboise,3068320119809,,,['France'],[],[],,,,,,,,,?,,19,,79 kj(19 kcal),,"0,5",,0,,"4,7",,"4,7",,"0,5",,"0,1",,"0,04",,,,,,,,,,,,,['Evian'],,,,,,,,,,,,,,
257,Kiwi - 1kg,3458462096623,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,
258,Boisson de riz cacao - Nomen,8411495114738,,,['France'],[],[],,,,,,,,,?,,204,,854 kj(204 kcal),,"0,5",,"0,1",,12,,"6,5",,"0,5",,"0,1",,"0,04",,,,,,,,,,,,,['Nomen'],,,,,,,,,,,,,,
259,Rillettes de Thon Coriandre Basilic,3375160014035,D,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de thon', 'en:preparations-made-from-fish-meat']",['France'],[],[],13 g,en quantité modérée,8.5 g,en quantité élevée,0.9 g,en faible quantité,1 g,en quantité modérée,?,,183,-14%,766 kj(183 kcal),-15%,13,-18%,"8,5",+125%,"2,8",+33%,"0,9",-6%,14,-8%,1,-4%,"0,4",-4%,14,+125%,D,+125%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,,,,,,,,,
260,Bloemen Honing Fair Trade - De Traay - 350g,8713406170087,,,"['France', 'Pays-Bas']",['100% miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,1369,,325,,1369 kj(325 kcal),,0,,0,,"80,5",,"80,5",,"0,4",,0,,0,,,,,,,,,,,,,['De Traay'],"['Bio', 'Bio européen', 'Commerce équitable', 'Max Havelaar', 'NL-BIO-01']",,350 g,,,,,['Ekoplaza'],,,,MIEL,,
261,Saucisse de Toulouse aux herbes - U,3256227449819,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses aux herbes']",['France'],[],[],23 g,en quantité élevée,9.3 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,?,,272,+18%,1138 kj(272 kcal),+19%,23,+35%,"9,3",+48%,"1,3",-14%,0,-100%,15,-7%,2,+13%,"0,8",+13%,20,+42%,E,+42%,,,,,,,,['U'],"['Sans colorants', 'Viande-francaise', 'Viande-porcine-francaise']",,,,,,,,,,,,,
262,8 Canelés BIO -  - 240g,3557003008320,B,"['Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Canelés']",['France'],"['Eau', 'sucre', ""farine de blé'"", 'rhum', 'lait écrémé""', ""poudre d'eufs entiers"", 'arôme naturel de vanille', ' Produits issus de lagriculture biologique']",['Non végétalien'],1.1 g,en faible quantité,0.23 g,en faible quantité,45 g,en quantité élevée,0.095 g,en faible quantité,?,,262,-8%,1096 kj(262 kcal),-8%,"1,1",-61%,"0,23",-82%,"57,4",-4%,45,+7%,"5,2",+18%,"0,095",-24%,"0,038",-24%,12,-5%,D,-5%,70.8%,15.1%,6.9%,3.5%,3.7%,0.0%,81,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France']",,240 g,,4,,,,,"['Gluten', 'Lait']",,,,
263,Mix de poulets rôtis - Leaderprice,3263858258611,,,['France'],[],[],,,,,,,,,?,,182,,761 kj(182 kcal),,"9,9",,"2,7",,"3,4",,2,,"19,5",,"1,5",,"0,6",,,,,,,,,,,,,['Leaderprice'],,,,,,,,,,,,,,
264,Vanille Joghurt - 100g,4061458020381,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,
265,"Rosmarin, Geschnitten - Kania - 25g",20067328,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Herbes aromatiques', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Romarin', 'Romarin séché moulu']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,['Kania'],,,25g,,,,,,"['Dose', 'produkt']",,,,,
266,Riz au lait,26055138,B,"['Desserts', 'Puddings', 'Riz au lait']",['France'],[],[],8.5 g,en quantité modérée,5.9 g,en quantité élevée,13 g,en quantité élevée,0.07 g,en faible quantité,?,,174,+20%,728 kj(174 kcal),+22%,"8,5",+127%,"5,9",+159%,21,-7%,13,-4%,"3,1",-9%,"0,07",-46%,"0,028",-46%,8,+99%,C,+99%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,,,,,,,,,,,,,,
267,Poire - Jardin Bio,3456300010619,,,['France'],[],[],,,,,,,,,?,,55,,230 kj(55 kcal),,"0,1",,0,,12,,12,,"0,4",,"0,01",,"0,004",,,,,,,,,,,,,['Jardin Bio'],"['Bio', 'Sans sucre ajouté']",,,,,,,,,,,,,
268,Steak Tranché de Boeuf - Charal - 200g,3181238969455,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Charal'],"['Viande-francaise', 'Viande-bovine-francaise']",,200 g,,,,,,,,,,,
269,Soba poulet yakitori,8410069016164,,,['France'],[],[],,,,,,,,,?,,211,,883 kj(211 kcal),,11,,"4,5",,24,,4,,"4,2",,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Barre sesame - Philia - 90g,3520832230026,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,523,,2188 kj(523 kcal),,30,,"4,4",,"48,5",,"28,9",,"11,5",,"0,1",,"0,04",,,,,,,,,,,,,['Philia'],"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Agriculture non UE', 'Végétalien', 'FR-BIO-01', 'Sans additifs']",,90 g,,,,,,,,,,,
271,Cake tomate et chevre,3760114579799,,,['France'],[],[],,,,,,,,,?,,283,,1184 kj(283 kcal),,22,,7,,10,,"1,8",,12,,"0,38",,"0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Rigatoni N°17,8007290130174,,,['France'],[],[],,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,5",,"0,5",,71,,3,,13,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Bat pane colin x10 ss glut msc - Marque Repère - 300g,3564700868560,,,['France'],"[""Bloc de filets de colin d'Alaska 60 % "", ' chapelure 15 % ', 'farine de riz', 'farine de pois chiches', 'amidon de maïs', 'sel', 'dextrose', ' ', ' eau ', ' huiles végétales ', 'tournesol', 'colza', ' ', ' farine de maïs ', ' amidon de maïs ', ' farine de riz ', ' amidon de pomme de terre ', ' sel ', ' agents levants : E450', 'E500 ', ' épaississant : gomme xanthane', ' Traces de lait et œufs']",[],,,,,,,,,909,,?,,909 kj(217 kcal),,11,,"1,1",,20,,"0,5",,"9,1",,"0,7",,"0,28",,,,,,,,,,,,,"['Marque Repère', 'Chaque Jour Sans Gluten']",['en:gluten-free'],,300 g,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E415 - Gomme xanthane']",4,,,['Leclerc'],,,,,,
274,Cuisse poulet - La Nouvelle Agriculture,0213312027553,,,['France'],[],[],,,,,,,,,?,,198,,828 kj(198 kcal),,14,,"3,5",,0,,0,,18,,"0,18",,"0,072",,,,,,,,,,,,,['La Nouvelle Agriculture'],,,,,,,,,,,,,,
275,Caykur Green Tea - 100g,8690105000900,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']","['Danemark', 'France']","['green tea', 'natural bergamot flavor']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,1,-92%,4 kj(1 kcal),-92%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,1,-76%,B,-76%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['Caykur'],,,100 g,,4,,,,,,,,,
276,Filet de Maquereaux Goût fumé Poivre - Saupiquet,3165950220117,C,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",['France'],"['Filets de maquereaux ', 'Scomber scombrus', ' ', '85%', 'huile de tournesol', 'eau', 'poivre noir ', '0,7%', 'sel', 'arôme de fumée ', '0,3%', 'épaississant : gomme xanthane']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",25 g,en quantité élevée,4.9 g,en quantité modérée,0.3 g,en faible quantité,1.1 g,en quantité modérée,?,,298,+34%,1247 kj(298 kcal),+35%,25,+52%,"4,9",+33%,"0,5",-54%,"0,3",-44%,16,-2%,"1,1",-1%,"0,44",-1%,11,+77%,D,+77%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,['Saupiquet'],"['Pêche durable', 'Pêche durable MSC']",,,['E415 - Gomme xanthane'],4,,,,,['Poisson'],,,,
277,Bo bun poulet spicy - 370g,3760275625779,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,370 g,,,,,,,,,,,
278,2 filets mignons de porc - Cooperl,26071541,,,['France'],[],[],,,,,,,,,?,,119,,498 kj(119 kcal),,"4,1",,"1,6",,"0,5",,"0,5",,20,,"0,12",,"0,048",,,,,,,,,,,,,['Cooperl'],,"['EMB 22003C', ""Aucaleuc (Côtes-d'Armor, France)""]",,,,,,,,,,,,
279,BLEDINA LES RECOLTES BIO Mijoté de Légumes Boulghour Boeuf 2x200g Dès 12 Mois - 400g,3041091435781,,,['France'],"['Eau de cuisson - 2 cuillères à soupe de petits pois* 16,7% - 1/3 de carotte* 11,8 % - Pomme de terre* - Boulghour cuit* 10,5 % ', 'GLUTEN', ' - 8 haricots verts* 8,50 % - 16 g de viande de boeuf* 8,00 % - 1 rondelle de tomate* à base de concentré - Epinards* 4,80 % - Oignon* - Céleri* ', 'CELERI', ' - Huiles végétales* ', 'colza', 'tournesol', ' - Ail* - 1 pincée de muscade*', "" *Produits issus de l'agriculture biologique""]","['Non végétalien', 'Non végétarien']",,,,,,,,,272,,65,,272 kj(65 kcal),,"1,9",,"0,8",,"7,2",,"1,7",,"3,5",,"0,05",,"0,02",,,,,,,,,,,,,"['Blédina', 'Danone', 'Les recoltes bio']","['Bio', 'Sans conservateurs']",,400 g,,4,,,,,"['Céleri', 'Gluten']",,Plat à base de légumes et de viande adapté à bébé.,,
280,Camembert de Normandie  t s,3267031040352,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages de France', 'Fromages au lait cru', 'Camemberts au lait cru', 'Camemberts de Normandie']",['France'],[],[],22 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,?,,284,+2%,1188 kj(284 kcal),+2%,22,+3%,16,+10%,"0,5",-3%,"0,5",+49%,21,+1%,"1,7",0%,"0,68",0%,15,+1%,D,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,
281,Petits pains précuits - Migros,7613404017104,,,"['France', 'Suisse']","['WEIZENmehl', 'Wasser', 'Pflanzenmargarine ', 'Palmol', 'Rapsöl', 'Wasser', 'Emulgator: E 471', 'Hefe', 'WEIZENprotein', 'Kochsalz jodiert', 'Zucker', 'Emulgator: E 471', 'Konservierungs stoff: E 281', 'Malzmehl aus GERSTE', 'Mehlbehandlungsmittel Ascorbinsäure', ' Kann Sesam', 'Soja', 'Nüsse', 'Eler', 'Milch enthalten', ' Petit pain de blé clair', 'précuit Ingrédients: farine de BLÉ', 'eau', 'margarine végétale ', 'huile de palme', 'huile de colza', 'eau', 'émulsifiant: E 471', 'levure', 'protéine de BLÉ', 'sel de cuisine iodé', 'sucre', 'émulsifiant: E 471', 'conservateur: E 281', ""farine de malt d'ORGE"", 'agent de traitement de la farine: acide ascorbique', ' Peut contenir sésame', 'soja', 'fruits à coque', 'ceufs', 'lait', ' Panino di frumento chiaro', 'precotto Ingredienti: farina di FRUMENTO', 'acqua', 'margarina vegetale ', 'olio di palma', 'olio di colza', 'acqua', 'emulsionante: E 471', 'lievito', 'proteina di FRUMENTO', 'sale da cucina iodato', 'zucchero', 'emulsionante: E 471', 'conservante: E 281', ""farina di malto d'ORZO"", 'agente di trattamento della farina: acido ascorbico', ' Può contenere sesamo', 'soia', 'frutta a guscio', 'uova', 'latte']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",,,,,,,,,?,,288,,1205 kj(288 kcal),,6,,"2,5",,47,,3,,10,,"1,9",,"0,76",,,,,,,,,,,,,['Migros'],,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E281 - Propionate de sodium', 'E300 - Acide ascorbique']",4,,,['Migros'],,"['Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame', 'Soja']",,,['Huile de palme'],
282,Piment Doux D'espagne - Éric Bur,3144550010779,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Éric Bur'],,,,,,,,,,,,,,
283,Capsules café legal sélection bio ethiopie,3227540500914,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Legal'],"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,
284,Moutarde douce au miel,3013165000089,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes au miel']",['France'],[],[],35 g,en quantité élevée,0.2 g,en faible quantité,26 g,en quantité élevée,3.2 g,en quantité élevée,?,,675,+214%,2824 kj(675 kcal),+217%,35,+247%,"0,2",-73%,26,+49%,26,+79%,"4,6",-18%,"3,2",-11%,"1,28",-11%,23,+62%,E,+62%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,,
285,Cafe sello rojo,7702032252114,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés moulus']","['France', 'Espagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,['sello rojo'],,,,,,,,,,,,,,
