,name,bar_code,quantity,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,markets,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,traceability_code,manufacturing,packaging,link,brand_owner,ingredients_origins,generic_name,palm_ingredients
901,100% Pur jus de cassis - La Vie Claire,3266191001098,,['France'],[],[],?,46,192 kj(46 kcal),"0,5","0,1",12,7,"0,5",0,0,['La Vie Claire'],,,['La Vie Claire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
902,Wilton brown,0070896613172,,['France'],[],[],?,?,,?,,?,,?,0,0,['Wilton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Pâte à tartiner chocolat au lait et noisettes - Suntat,8690804357022,,['France'],[],[],?,541,2264 kj(541 kcal),"31,6","7,2","62,2",48,"2,4","0,3","0,12",['Suntat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Fenioux,3700790002938,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Tablette chocolat noir et fruits sec Castelain - Chocolaterie Castelain,3514280107399,,['France'],[],[],?,?,,?,,?,,?,0,0,['Chocolaterie Castelain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Muesli énergétique - Greenweez,3701269700263,,['France'],"[""Flocons d'avoine*"", 'flocons de blé*', 'flocons de seigle*', 'raisins secs*', 'graines de tournesol*', 'graines de lin brun*', 'graines de sésame*', 'noisettes*', 'banane*', "" *Issus de l'agriculture biologique"", ' Contient du gluten et sésame', ' Traces possibles de soja et fruits à coques']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,391,1636 kj(391 kcal),14,"2,4","51,2",8,"10,6","0,02","0,008",['Greenweez'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",,,"['Gluten', 'Fruits à coque', 'Graines de sésame']",1,14 g,en quantité modérée,2.4 g,en quantité modérée,8 g,en quantité modérée,0.02 g,en faible quantité,,-6%,-6%,+7%,-28%,-15%,-53%,+8%,-89%,-89%,2,-59%,B,-59%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"['Bio', 'Bio européen']",,,,,,,,
907,The blanc de noel,033214,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans arômes artificiels'],,,,,,,,
908,Nutella Ferrero b-ready,3760113466960,,['France'],[],[],?,?,,?,,?,,?,0,0,['Ferrero'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Amandes poudre naturelle,3700650901180,,['France'],[],[],?,653,2732 kj(653 kcal),"52,2","3,9","18,7","4,6","21,4","0,05","0,02",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",,,,,52.2 g,en quantité élevée,3.9 g,en quantité modérée,4.6 g,en faible quantité,0.05 g,en faible quantité,,+5%,+5%,-2%,-8%,+115%,+9%,-8%,+93%,+93%,12,+115%,D,+115%,,,,,,,,,,,,,,,,
910,Mincimel - Famille Mary,3760115091337,,['France'],[],[],?,?,,?,,?,,?,0,0,['Famille Mary'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Haricots blancs - Montperal,3760048330411,,['France'],[],[],?,435,1820 kj(435 kcal),0,0,0,0,"7,3","0,9","0,36",['Montperal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Choco pearls,0732527952363,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,Coeur de couenne,0209082023291,,['France'],[],[],?,590,2469 kj(590 kcal),6,2,5,0,20,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Queues de crevettes cuites décortiquées,3261083317127,,['France'],[],[],?,68,285 kj(68 kcal),"0,9","0,3",0,0,15,"1,4","0,56",,D,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Crevettes cuites', 'Crevettes décortiquées']",,,,,0.9 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,,-36%,-36%,-40%,-34%,-100%,-100%,-22%,-23%,-23%,1,-74%,B,-74%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,,,,,,,
915,Chipolatas du boucher,0205809025654,,['France'],[],[],?,?,,?,,?,,?,,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,,,,,,,,,,,,,,,,,,,,,,,,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,
916,Baguette 100g x 10 - Carrefour,3523680239142,,['France'],[],[],?,?,,?,,?,,?,0,0,['Carrefour'],,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Royal Riger,8717703616149,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Miel d'été toutes fleurs,3770007492012,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Les gourmandises de Sophie - 465g,3700345905127,465 g,['France'],[],[],?,480,2008 kj(480 kcal),21,13,65,45,"0,5","0,5","0,2",['Les Gourmandises De Sophie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,
920,Steak,2886861067639,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Black sesame,4980717001117,,['France'],[],[],?,599,2506 kj(599 kcal),"54,2","7,86","18,5","1,4","20,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'en:JP-BIO-154']",,,,,,,,
922,Nuggets de dinde - 1kg,3353473220022,1 kg,['France'],[],[],?,210,879 kj(210 kcal),11,"2,6",15,0,12,"1,5","0,6",,D,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Dindes', 'Nuggets de volaille', 'Préparations à la dinde', 'Dindes panées', 'Nuggets de dinde']",,,,,11 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,1.5 g,en quantité modérée,,-12%,-13%,-20%,-10%,-4%,-100%,-2%,+32%,+32%,5,+28%,C,+28%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,['Halal'],,,,,,,,
923,Poulet,0221106078520,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Courge,2803074016278,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Filet de col d Alaska pané,3492500046706,,['France'],[],[],?,176,736 kj(176 kcal),"6,2","0,6","16,7","0,6","12,7","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Poulet fermier bio,2481694107646,,['France'],[],[],?,103,431 kj(103 kcal),"1,63","0,37",0,0,"22,2","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
927,Gallette abricot,0260472055766,,['France'],[],[],?,436,1824 kj(436 kcal),"30,8","17,3","30,3","10,7","6,8","0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Brunsli Guezliteig,7613404201602,,['France'],[],[],?,425,1778 kj(425 kcal),21,2,48,42,9,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Moulage chocolat lait entier en forme de cd - 38g,3700843521522,38 g,['France'],[],[],?,38,159 kj(38 kcal),38,23,53,53,0,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,100 % Pur Jus Orange 4x1 l,3257981313231,,['France'],[],[],?,42,176 kj(42 kcal),"0,5",0,"9,4","8,7","0,7","0,03","0,012",,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,,,,0.5 g,en faible quantité,0 g,en faible quantité,8.7 g,en quantité élevée,0.03 g,en faible quantité,,-2%,-3%,+184%,-100%,-3%,-5%,+11%,+237%,+237%,2,-33%,C,-33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,
931,Mochi vanille -,8858679646027,,['France'],[],[],?,223,933 kj(223 kcal),"6,8","4,8",40,22,"0,6","0,09","0,036",,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Mochi glacés']",,,,,6.8 g,en quantité modérée,4.8 g,en quantité modérée,22 g,en quantité élevée,0.09 g,en faible quantité,,-5%,-5%,+6%,+12%,-5%,-19%,-71%,+7%,+7%,10,-11%,C,-11%,,,,,,,,,,,,,,,,
932,Rochers chocolat noir - Bovetti,3501940111902,,['France'],[],[],?,620,2594 kj(620 kcal),50,21,31,26,"9,4","0,01","0,004",['Bovetti'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,
933,Rhum Coco Fraise Citron,3760156000022,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Pâté de campagne,3488371002002,,['France'],[],[],?,293,1226 kj(293 kcal),"25,4","10,2","1,3","0,4","14,7","1,87","0,748",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,Olives vertes farcies à la pâte d'anchois,3760025972528,,['France'],[],[],?,123,515 kj(123 kcal),"11,4","1,82","4,7","0,1","0,3","4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Conserve'],,,,,
936,Miel sapin - Alpes Miel,3770009182041,,['France'],[],[],?,?,,?,,?,,?,,,['Alpes Miel'],B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de sapin']",,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,
937,Pernand-Vergelesses,3660600033807,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Salsiccia da cuocere - 200g,8003948003302,200 g,['France'],[],[],?,336,1406 kj(336 kcal),29,10,"0,7",0,18,"2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Chocolat - La Maison Du Chocolat,3700840159643,,['France'],[],[],?,634,2653 kj(634 kcal),38,20,"54,2","41,3","6,6","0,2","0,08",['La Maison Du Chocolat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Taboulé fraîcheur,3334320011796,,['France'],[],[],?,195,816 kj(195 kcal),12,"1,5",18,"1,5",3,"0,8","0,32",,B,"['Plats préparés', 'Taboulés']",,,,,12 g,en quantité modérée,1.5 g,en quantité modérée,1.5 g,en faible quantité,0.8 g,en quantité modérée,,+16%,+16%,+85%,+110%,-15%,-54%,-32%,-15%,-15%,5,+84%,C,+84%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,,,,,
941,Cardons Bajamarpoids Net 660 GRS,8410465003140,,['France'],[],[],?,8,33 kj(8 kcal),"0,5","0,1","1,4","0,5","0,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Jambon cuit à l'ancienne,2470526046642,,['France'],[],[],?,123,515 kj(123 kcal),"3,1","1,4","0,5","0,5",23,2,"0,8",,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",['Picard'],,,,3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,,-19%,-19%,-50%,-42%,+1%,+3%,+3%,+3%,+3%,5,-49%,C,-49%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,
943,Escalope de dinde,0289054028868,,['France'],[],[],?,?,,?,,?,,?,0,0,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,
944,Soupe de lentilles Corails,3760262530215,,['France'],[],[],?,47,197 kj(47 kcal),0,0,0,0,0,2,"0,8",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']",,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,2 g,en quantité élevée,,+15%,+15%,-100%,-100%,-100%,-100%,-100%,+206%,+206%,8,+463%,C,+463%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,
945,Premium peanut butter - 500g,3701007502876,500 g,['France'],[],[],?,584,2443 kj(584 kcal),46,6,"15,5","3,9",27,0,0,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",,,,,46 g,en quantité élevée,6 g,en quantité élevée,3.9 g,en faible quantité,0 g,en faible quantité,,-3%,-2%,-4%,-28%,+8%,-39%,+10%,-100%,-100%,12,+9%,D,+9%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,,,
946,Barre chocolat,0634438257264,,['France'],[],[],?,527,2205 kj(527 kcal),40,24,37,"4,1",15,"0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,
947,Miche germinov,0230139009586,,['France'],[],[],?,254,1063 kj(254 kcal),"1,6","0,3",50,"1,5","8,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Le Jambon de chez nous,2470527028074,,['France'],[],[],?,123,515 kj(123 kcal),"3,1","1,4","0,5","0,5",23,2,"0,8",,,,['Picard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Origan,3265960810497,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Couronne des Rois pur beurre - Podis - 350g,3760233468448,350 g,['France'],[],[],?,326,1364 kj(326 kcal),"9,1","5,7",51,12,9,"1,26","0,504",['Podis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Pavé de graines et saveurs,3760029422104,,['France'],[],[],?,258,1079 kj(258 kcal),"2,3","0,31","48,8","1,9","8,9",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Poitrine roulee de porc tranchee,0226237022305,,['France'],[],[],?,252,1054 kj(252 kcal),"20,8","8,4","0,1","0,1","16,2","1,83","0,732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,"Naturnes Panais, Courge Butternut, Poulet Fermier",,,['France'],[],[],?,57,238 kj(57 kcal),"1,8","0,2",7,"1,2","2,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Confiseries fantaisies,3395503082774,,['France'],[],[],?,398,1665 kj(398 kcal),0,0,99,89,0,0,0,,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,,,,0 g,en faible quantité,0 g,en faible quantité,89 g,en quantité élevée,0 g,en faible quantité,,-5%,-5%,-100%,-100%,+49%,+79%,-100%,-100%,-100%,14,-23%,D,-23%,,,,,,,,,,,,,,,,
955,Baguette thionvilloise,2020001565351,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Nems à la crevette,3760192940764,,['France'],[],[],?,184.8,773 kj(184 kcal),8,"2,5","26,3","1,8","11,9","0,2","0,08",,C,"['Plats préparés', 'Nems']",,,,,8 g,en quantité modérée,2.5 g,en quantité modérée,1.8 g,en faible quantité,0.2 g,en faible quantité,,-9%,-8%,-10%,+52%,+16%,-36%,+72%,-85%,-85%,-1,-119%,A,-119%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,,,,
957,La Focaccina Bo Classic W / Rice Oil,8031771001387,,['France'],[],"['Végétalien', 'Végétarien']",?,146,611 kj(146 kcal),22,5,63,2,"9,7","2,82","1,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'Fabriqué en Italie']",,,,,,,,
958,Pavés de Lama,2872501073993,,['France'],[],[],?,94,393 kj(94 kcal),1,"0,3","1,3","0,8",20,"1,52","0,608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Geo organic mayo,5060005460860,,['France'],[],[],?,398,1665 kj(398 kcal),"40,6","1,8","7,7",2,"0,5","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Huile d'olive vierge extra de France,3269690000135,,['France'],[],[],?,900,3766 kj(900 kcal),100,"14,9",0,0,0,0,0,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",,,,,100 g,en quantité élevée,14.9 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+6%,+6%,+5%,+9%,,,,,,6,-1%,C,-1%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,
961,Lazzaroni Wafers Al Cacao,8000510552305,,['France'],[],[],?,521,2180 kj(521 kcal),29,26,59,25,"4,5","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Gro Krupi Chips,8719689488017,,['France'],[],[],?,511,2138 kj(511 kcal),"29,6","2,2","56,4","1,3","2,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,
963,Biscuits Mademoiselle chocolat et fleur d'oranger,1111000004567,,['France'],[],[],?,399,1669 kj(399 kcal),16,"5,12",57,"20,34",6,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,
964,Riz long blanc,3760080300106,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",,,,,,,,,,,0 g,en faible quantité,,-100%,-100%,,,,,,-100%,-100%,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,
965,Melasse de grenade - 250ml,5283003211610,250 ml,['France'],[],[],?,260,1088 kj(260 kcal),0,0,"63,3","46,6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Jambon cuit qualité superieur - Monoprix,3350033684867,,['France'],[],[],?,114,477 kj(114 kcal),"3,1","1,1","0,5","0,5",21,"1,4","0,56",['Monoprix'],E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Produits à teneur réduite en sel', 'Charcuteries à teneur réduite en sel', 'Jambons blancs à teneur réduite en sel']",['Monoprix'],,,,3.1 g,en quantité modérée,1.1 g,en faible quantité,0.5 g,en faible quantité,1.4 g,en quantité modérée,,+2%,+0%,+7%,+2%,-22%,-19%,-0%,-1%,-1%,3,+26%,C,+26%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['Peu ou pas de sel', 'Peu de sel', 'Viande Française', 'Allégé en sel', 'Moins 25% de sel', 'Viande Porcine Française']",,,,,,,,
967,Mimolette reserve,0200540032671,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Pur jus de pomme,,,['France'],[],[],?,48,201 kj(48 kcal),"0,2",0,"11,5","9,8","0,1","0,02","0,008",,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,,,,0.2 g,en faible quantité,0 g,en faible quantité,9.8 g,en quantité élevée,0.02 g,en faible quantité,,+4%,+5%,+11%,-100%,+5%,-6%,-54%,+60%,+60%,4,-4%,C,-4%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,
969,Pleuronade,3770009542135,,['France'],[],[],?,106,444 kj(106 kcal),83,4,"3,9","0,7","5,3","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Sainte maure de touraine,2632566047625,,['France'],[],[],?,274,1146 kj(274 kcal),22,17,"1,1",0,18,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Comté - 100g,0211944027552,100 g,['France'],[],[],?,418,1749 kj(418 kcal),34,24,1,"0,5",27,"0,85","0,34",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,,34 g,en quantité élevée,24 g,en quantité élevée,0.5 g,en faible quantité,0.85 g,en quantité modérée,,-0%,-0%,-2%,+6%,+116%,+87%,+0%,+1%,+1%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['AOP'],,,,,,,,
972,NOIX DE CAJOU GRILLÉE PAPRIKA,2600718039699,,['France'],[],[],?,597,2498 kj(597 kcal),46,"9,4",23,"6,8",21,"0,8","0,32",,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,,46 g,en quantité élevée,9.4 g,en quantité élevée,6.8 g,en quantité modérée,0.8 g,en quantité modérée,,-0%,-0%,-0%,+11%,-10%,+5%,+12%,+28%,+28%,10,+32%,C,+32%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,
973,Tuiles aux amandes,3663906200041,,['France'],[],[],?,439,1837 kj(439 kcal),"16,76","6,46","63,69","39,66","7,33",1,"0,4",,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Croquants aux amandes']",,,,,16.8 g,en quantité modérée,6.46 g,en quantité élevée,39.7 g,en quantité élevée,1 g,en quantité modérée,,-4%,-4%,-6%,+27%,+4%,+8%,-13%,+239%,+239%,23,+37%,E,+37%,,,,,,,,,,,,,,,,
974,Pate volaillle - 3x 100g,3534255512614,3 x 100 g,['France'],[],[],?,275,1151 kj(275 kcal),17,"8,2",21,"0,5","9,1","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Bonbon au lait polonais,5907796201503,,['France'],[],[],?,390,1632 kj(390 kcal),"3,7","2,6",84,84,"5,1","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Noix du Brésil,2600134026440,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Pechuga villaroy,8433329091626,,['France'],[],[],?,136,569 kj(136 kcal),4,"1,1",14,"2,1",11,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Jambon Sec Supérieur (9 mois d'affinage) - Boizet - x25,3279630005205,x25,['France'],[],[],?,216,904 kj(216 kcal),10,4,"0,4",0,31,6,"2,4",['Boizet'],E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,,,,10 g,en quantité modérée,4 g,en quantité modérée,0 g,en faible quantité,6 g,en quantité élevée,,-8%,-8%,-22%,-18%,-32%,-100%,+7%,+20%,+20%,15,-10%,D,-10%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,['Porc origine UE'],"['FR 12.195.007 CE', 'Rebourguil (Aveyron, France)']",['France'],['Sous vide'],,,['Union européenne'],,
979,Graines de tournesol - 300g,3760190621726,300 g,['France'],[],[],?,570,2385 kj(570 kcal),59,0,9,0,22,0,0,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,,,,59 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-0%,-0%,+29%,-100%,-32%,-100%,0%,-100%,-100%,2,-85%,B,-85%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,"['Bio', 'Bio européen', 'FR-BIO-01', 'Point Vert']",,,,,,,,
980,Filets de poulet - La Nouvelle Agriculture,0213311053133,,['France'],[],[],?,109,456 kj(109 kcal),"1,3","0,4",0,0,23,"0,11","0,044",['La Nouvelle Agriculture'],D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-17%,-16%,-55%,-46%,-100%,-100%,+1%,-85%,-85%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,
