,name,bar_code,brand,labels,sales_countries,ingredients_list,allergens,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,eco_score,manufacturing,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,ingredients_origins,palm_ingredients,traceability_code,link,brand_owner
363,Aloe vera original - Shinn Nan - 1l,4710965011534,['Shinn Nan'],,['France'],[],,[],?,29,121 kj(29 kcal),0,0,"7,2","6,9",0,"0,029","0,012",1 l,,"['Boissons', 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,6.9 g,en quantité élevée,0.029 g,en faible quantité,,-66%,-67%,-100%,-100%,-64%,-62%,-100%,-22%,-22%,10,-16%,E,-16%,,,,['Tajwan'],,,,,,,,,,,,,,
364,Sesame Pan Cake - Nice Choice,4711202220504,['Nice Choice'],,['France'],"['FARINE DE BLÉ TENDRE', 'SESAME NOIR 11%', 'SUCRE', 'HUILE DE PALME', 'SOJA', 'SEL', 'LEVURE']",['Soja'],['Huile de palme'],?,499,2088 kj(499 kcal),23,10,63,10,10,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,,
365,Nice Choice Soft Flour Cake - Raisins Sesame 227G,4711202221709,,,['France'],[],,[],?,463,1937 kj(463 kcal),19,"8,4","66,3","16,4","6,7","0,107","0,043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Sesame Fried Cookies,4711202222164,,,['France'],[],,[],?,425,1778 kj(425 kcal),"11,7","3,3","73,3","23,3","6,7","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Mochi a La Fraise - Royal Family - 216g,4711931008107,['Royal Family'],,['France'],"['Maltose', 'sucre', 'riz gluant', 'phosphate de diamidon hydroxypropylé ', 'E1442', 'huile de palme', 'jus de fraise', 'tréhalose', 'gélatine', 'arôme', 'sorbitol', 'FD & C rouge N°40 ', 'E129', 'acide sorbique ', 'E200', ' ', 'conservateur']",,"['Huile de palme', 'Non végétalien', 'Non végétarien']",?,343,1435 kj(343 kcal),0,0,"84,6",34,"1,2","0,057","0,023",216 g,"['Sachet', 'Plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",0 g,en faible quantité,0 g,en faible quantité,34 g,en quantité élevée,0.057 g,en faible quantité,,+13%,+11%,-100%,-100%,+29%,+14%,-53%,-68%,-68%,11,+8%,D,+8%,"['E1442 - Phosphate de diamidon hydroxypropyle', 'E428 - Gélatine', 'E420 - Sorbitol', 'E129 - Rouge allura AC', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,['Huile de palme'],,,
368,Mochi Peach - Royal Family - 6.34Oz / 180g,4711931010988,['Royal Family'],,['France'],"['Maltose', 'sucre', ""phosphate de d'amidon hydroxypropylé "", 'E1442', 'riz gluant', 'pêche', 'pectine ', 'agrumes', 'gélatine', 'saveur', 'sorbitol', 'FD & C n° 5 jaune ', 'E102', 'FD & C rouge n° 40 ', 'E129', 'acide sorbique ', 'E200', ' ', 'conservateur']",,"['Non végétalien', 'Non végétarien']",?,340,1420 kj(340 kcal),0,0,"93,3","36,7",0,"0,017","0,007",6.34 Oz / 180 g,"['Sachet', 'Plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",0 g,en faible quantité,0 g,en faible quantité,36.7 g,en quantité élevée,0.0169 g,en faible quantité,,+12%,+10%,-100%,-100%,+42%,+23%,-100%,-91%,-91%,12,+18%,D,+18%,"[""E1410 - Phosphate d'amidon"", 'E1442 - Phosphate de diamidon hydroxypropyle', 'E440 - Pectines', 'E428 - Gélatine', 'E420 - Sorbitol', 'E102 - Tartrazine', 'E129 - Rouge allura AC', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,Mochi à la pêche - Mochi Peach,,,,,
369,Royal Sesame Mochi - Taiwan Dessert - 210g,4711931018434,['Taiwan Dessert'],,['France'],"['Maltose ', '25 %', 'riz gluant ', '25 %', 'pâte de sésame ', '20 %', ' [sésame ', '60,6 %', 'sucre', 'maltose', 'huile de palme]', 'sucre', 'stabilisant: ', 'E1442', 'huile de palme', 'sésame ', '4', '96 %', 'arôme', 'conservateur : ', 'E200']",['Graines de sésame'],"['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,369,1540 kj(369 kcal),"8,57","2,86","68,6","14,3","2,86",0,0,210 g,"['Carton', 'Plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",8.57 g,en quantité modérée,2.86 g,en quantité modérée,14.3 g,en quantité élevée,0 g,en faible quantité,,+22%,+19%,+113%,+103%,+5%,-52%,+13%,-100%,-100%,3,-71%,C,-71%,"['E1442 - Phosphate de diamidon hydroxypropyle', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,Mochis au sésame - Royal Sesame Mochi,,['Huile de palme'],,,
370,Mochi du Taro - Taiwan Dessert - 210g,4711931018458,['Taiwan Dessert'],['HACCP'],['France'],"['Maltose', 'sucre', 'riz gluant', 'amidon', 'huile végétale', 'pâte de taro', 'arôme', 'E133', 'E129', 'conservateur ', 'acide ascorbique E200']",,"[""Pourrait contenir de l'huile de palme""]",?,325,1360 kj(325 kcal),0,0,80,"28,5","2,85",0,0,210 g,"['boite carton', 'sachet plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Produits de montagne', 'Pâtisseries', 'Mochi', 'Aliments Japonais', 'Gâteaux Japonais']",0 g,en faible quantité,0 g,en faible quantité,28.5 g,en quantité élevée,0 g,en faible quantité,,+7%,+5%,-100%,-100%,+22%,-4%,+12%,-100%,-100%,9,-12%,C,-12%,"['E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC']",4,,['Taiwan'],,,,,,,,,Gâteau de riz gluant,,,,,
371,Japanischer Ube Mochi - Taiwan Dessert - 210g,4711931018465,['Taiwan Dessert'],,['France'],"['Maltose ', '25 %', 'riz gluant ', '24 %', 'pâte des haricots verts ', '22 %', ' [haricots verts ', '66,7 %', 'sucre', 'sucre', 'riz violet', 'patate douce pourpre', 'épaississant ', 'E1442', 'huile de palme', 'arôme', 'conservateur : ', 'E200']",,['Huile de palme'],?,309,1290 kj(309 kcal),"2,86",0,"71,4","37,1","2,86","0,771","0,309",210 g,"['Carton', 'Plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",2.86 g,en faible quantité,0 g,en faible quantité,37.1 g,en quantité élevée,0.771 g,en quantité modérée,,+2%,0%,-29%,-100%,+9%,+24%,+13%,+328%,+328%,14,+37%,D,+37%,"['E1442 - Phosphate de diamidon hydroxypropyle', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",4,,['Taïwan'],,,,,,,,,Mochis à l'ube - Japanischer Ube Mochi,,['Huile de palme'],,,
372,"Assortiment de Mochis : Haricot rouge, Sésame, Arachide - Taiwan Dessert - 450g",4711931018489,['Taiwan Dessert'],,['France'],"['Maltose', 'riz 2 5%', 'sucre', 'amidon de tapioca', 'pâte de haricot rouge 5%  ', 'haricot rouge', 'sucre', 'maltose', 'huile de palme', ""pâte d'arachide 5 % "", 'arachide', 'huile de palme', 'sucre', 'sel', 'émulsifiant : lécithine de soja', 'arôme', 'pâte de sésame 5% ', 'sésame', 'sucre roux', 'huile de sésame', 'émulsifiant : lécithine de soja', 'arachides en poudre 5 %', 'graines de sésame 5%', 'huile de palme', 'arôme', 'conservateur: acide sorbique,']","['Arachides', 'Graines de sésame', 'Soja']",['Huile de palme'],1517,363,1517 kj(363 kcal),"10,9","3,5",64,"37,1","5,5","0,1","0,04",450 g,"['Carton', 'Barquette plastique', 'Plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",10.9 g,en quantité modérée,3.5 g,en quantité modérée,37.1 g,en quantité élevée,0.1 g,en faible quantité,,+20%,+18%,+171%,+148%,-2%,+24%,+117%,-44%,-44%,15,+47%,D,+47%,"['E322i - Lécithine', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",4,,['Taïwan'],,,,,,,,,"Assortiment de gâteaux mochi au riz - 3 parfums : haricot rouge - sésame - arachide / Assortiment de Mochis : Haricot rouge, Sésame, Arachide",,['Huile de palme'],,,
373,Mango Milk Mochi Roll - Taiwan Dessert - 150g (3 * 50g),4711931023803,['Taiwan Dessert'],,"['France', 'États-Unis']","['Maltose', 'sucre', 'riz 18 %', 'matières grasses ', 'lait', 'huile de palme', 'colorant : E160a', 'mangue 8 %', 'lait', 'arôme', 'épaississant : E1442', 'conservateur : E200', 'colorant : E160a']",['Lait'],"['Huile de palme', 'Non végétalien']",?,310,1297 kj(310 kcal),"3,33",0,70,"36,67","3,33","0,192","0,077",150 g (3 * 50 g),"['Carton', 'Plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",3.33 g,en quantité modérée,0 g,en faible quantité,36.7 g,en quantité élevée,0.193 g,en faible quantité,,+2%,+1%,-17%,-100%,+7%,+23%,+31%,+7%,+7%,11,+8%,D,+8%,"['E1442 - Phosphate de diamidon hydroxypropyle', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",4,,['Taïwan'],,,,,,,,,Mochi long mangue et lait - Mango Milk Mochi Roll,,['Huile de palme'],,,Q TAIWAN DESSERT
374,"Royal Family Matcha Mochi 4.2 Oz - 120g / 4,2Oz",4711931026309,['Royal Family'],['Halal'],['France'],"['maltose ', '20,5o%', 'Sucre ', '18,60%', ' ,riz gluant ', '18%', 'phosphate de diamidon', ' hydroxypropylene E1442 ', '16,18%', 'pâte de haricots rouges ', '15,30%', 'haricot rouge', 'sucre', 'maltose', 'huile de palme', 'thé vert en poudre ', '11,10%', 'arome', 'sorbate de potassium']",,['Huile de palme'],?,345,1443 kj(345 kcal),"0,6","0,3","83,3","37,3","1,7",0,0,"120 g / 4,2 Oz","['Carton', 'Plastique']","['Snacks', 'Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Mochi', 'en:Biscuits et gâteaux', 'en:Gâteaux', 'en:Pâtisseries', 'en:Snacks sucrés']",0.6 g,en faible quantité,0.3 g,en faible quantité,37.3 g,en quantité élevée,0 g,en faible quantité,,-1%,-0%,-96%,-97%,+83%,+11%,-67%,-100%,-100%,12,-29%,D,-29%,"['E1412 - Phosphate de diamidon', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,,['Taïwan'],,,,,,,,,Mochis au thé matcha - Matcha Mochi,,['Huile de palme'],,,
375,Japanese Mochi Durian - Taiwan Dessert - 210g,4711931027832,['Taiwan Dessert'],,['France'],"['Maltose ', '25 %', 'riz gluant ', '25 %', 'pâte de durian ', '25 %', ' ', 'haricots verts', 'durian', '25,5 %', 'sucre', 'maltose', 'huile de soja', 'arôme', 'sucre', 'stabilisateur : ', 'E1442', 'huile de palme', 'colorant: ', 'E160', 'conservateur: ', 'E200']",['Soja'],['Huile de palme'],?,351,1469 kj(351 kcal),"2,4","0,4","80,4","28,8",1,"0,091","0,036",210 g,"['Carton', 'Plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",2.4 g,en faible quantité,0.4 g,en faible quantité,28.8 g,en quantité élevée,0.091 g,en faible quantité,,+16%,+14%,-40%,-72%,+23%,-3%,-61%,-49%,-49%,10,-2%,C,-2%,"['E1442 - Phosphate de diamidon hydroxypropyle', 'E160 - Caroténoïdes', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,Mochis japonais au durian - Japanese Mochi Durian,,['Huile de palme'],,,
376,Matcha Mochi Cream - Royal Family - 360g,4711931028570,['Royal Family'],,['France'],"['Maltose ', '28 %', 'sucre', 'riz gluant ', '18 %', 'stabilisant ', 'E1442', 'margarine ', '9 %', ' ', 'matières grasses du lait ', '61 ,6%', 'huile de palme', 'colorant: ', 'béta-carotène', 'poudre de thé vert', '8 %', 'lait ', '2 %', 'arôme', 'conservateur ', 'E200']",['Lait'],"['Huile de palme', 'Non végétalien']",?,310,1297 kj(310 kcal),2,1,71,"35,4","2,1","0,23","0,092",360 g,['Plastique'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",2 g,en faible quantité,1 g,en faible quantité,35.4 g,en quantité élevée,0.23 g,en faible quantité,,+2%,+1%,-50%,-29%,+8%,+19%,-17%,+28%,+28%,10,-2%,C,-2%,"['E1442 - Phosphate de diamidon hydroxypropyle', 'E160ai - Bêta-carotène', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",4,,['Taïwan$'],,,,,,,,,Mochi au Matcha et au Lait Concentré - Matcha Mochi Cream,,['Huile de palme'],,,
377,Mochi - Royal Family - 360g,4711931028587,['Royal Family'],,['France'],"['Maltose ', '28%', ' Sucre', 'riz gluant ', '18%', 'stabilisant ', 'E1442', 'margrine ', '9 %', ' ', 'matières grasses du lait ', '61,6 %', 'huile de palme', 'colorant ', 'béta-carotène', 'haricots rouges ', '8 %', 'lait ', '2%', 'arôme', 'conservateur : ', 'E200']",['Lait'],"['Huile de palme', 'Non végétalien']",?,308,1289 kj(308 kcal),2,1,"70,5","35,6","2,1","0,23","0,092",360g,"['Plastique', 'Sachet']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",2 g,en faible quantité,1 g,en faible quantité,35.6 g,en quantité élevée,0.23 g,en faible quantité,,+2%,-0%,-50%,-29%,+7%,+19%,-17%,+28%,+28%,11,+8%,D,+8%,"['E1442 - Phosphate de diamidon hydroxypropyle', 'E160ai - Bêta-carotène', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,Mochis aux haricots rouges et au lait concentré - Red Beans Mochi Cream,,['Huile de palme'],,,
378,Crêpe dentelle,4711931029362,,,['France'],[],,[],?,515,2155 kj(515 kcal),"27,8","16,4","57,6","47,2","8,5","0,242","0,097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Sésame Mochi - Royal Family - 210g (6 * 35g),4711931031785,['Royal Family'],['Halal'],['France'],"['Maltose ', '25', '00 %', 'Pâte de _Sésame_s ', '23', '44 %', 'Sésame', 'Sucre', 'Maltose', 'Huile de Palme', 'Sucre ', '21', '88 %', 'Riz Gluant ', '15', '63 %', 'Épaississant ', 'El1442', ' ', '6,25 %', 'Tréhalose ', '6', '25 %', 'Huile de Palme ', '1', '25 %', 'Sésame ', '0', '16 %', 'émulsifiant ', 'E471 ', '0', '09 %', 'conservateur', 'E202', ' ', '0', '05 %']",['Graines de sésame'],['Huile de palme'],?,368,1540 kj(368 kcal),"9,3","2,2",67,"14,9",4,"0,084","0,034",210 g (6 * 35 g),"['barquette plastique', 'emballage carton', 'Carton', 'Plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",9.3 g,en quantité modérée,2.2 g,en quantité modérée,14.9 g,en quantité élevée,0.084 g,en faible quantité,,+21%,+19%,+131%,+56%,+2%,-50%,+57%,-53%,-53%,3,-71%,C,-71%,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,,['Japon'],,,,,,,,,Gâteau mou au sésame,,['Huile de palme'],,,
380,Elephant verveine menthe bio,4712584151615,['Elephant'],['Bio'],['France'],[],,[],?,4,17 kj(4 kcal),0,0,"0,5","0,5","0,5",0,0,,,"['Boissons', 'Boissons chaudes']",0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,,-86%,-87%,-100%,-100%,-90%,-83%,-12%,-100%,-100%,2,-55%,C,-55%,,,,,,,,,,,,,,,,,,
381,Japane Style Sesame Mochi - Yuki & Love - 210g,4712905016043,"['Yuki & Love', 'Walong']",,"['France', 'Allemagne']","['Maltose', 'pâte de sésame ', 'sésame', 'arachide', 'haricot rouge', 'sucre', 'glucose', ""ester d'acide gras de glycérine "", 'E471', 'huile de soja', 'sel saveur artificielle', 'poudre visqueuse de riz', 'sucre', 'sésame', 'eau  saveur artificielle', 'conservateur ', 'sorbate de potassium', ""ester d'acide gras de glycérine "", 'E471', 'gomme de xanthane']","['Arachides', 'Graines de sésame', 'Soja']","[""Pourrait contenir de l'huile de palme""]",?,131,548 kj(131 kcal),2,0,82,14,2,"0,1","0,04",210 g,"['Carton', 'Plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",2 g,en faible quantité,0 g,en faible quantité,14 g,en quantité élevée,0.1 g,en faible quantité,,-57%,-58%,-50%,-100%,+25%,-53%,-21%,-44%,-44%,3,-71%,C,-71%,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",4,,['Taïwan'],,,,,,,,,Mochis au Sésame - Japane Style Sesame Mochi,,,,,
382,Mochi - Yuki & Love - 840g,4712905016210,['Yuki & Love'],['Point Vert'],['France'],"['Mochi a la cacahuète: maltose', ' pâte de cacahuètes 19 % ', 'cacahuètes', 'sucre', 'huile de soja,sel arôme', 'riz gluant en poudre', 'cacahuètes en poudre 5 %', 'eau', 'arôme', 'émulsifiant ', 'E471', 'conservateur ', 'E202', 'épaississant ', 'E415', '\r Mochi au sucre brun :maltose', 'pâte de sucre brun 27 %', 'haricots rouges', 'sucre', 'maltose', 'huile de soja', 'arôme', 'riz gluant en sucre', 'farine de soja eau', 'sucre brun 1%', 'arôme conservateur ', 'E202', ' émulsifiant E471', 'épaississant E415', ' \r Mochi au thé vert : maltose', 'pâte de thé vert 27 % ', 'haricots sabre', 'maltose', 'huile de soja', 'thé vert en poudre arôme', 'riz gluant en poudre sucre', 'pomme de terre en poudre', 'eau', 'thé vert en poudre 1%,conservateur E202', 'émulsifiant E471', 'épaississant ', 'E415', '\r Mochi au taro : maltose', 'pâte de taro 27 % haricots sabre mal ose huile de soja', 'taro', 'arôme sucre', 'riz gluant en poudre', 'pomme de terre en poudre', 'riz gluant violet en poudre', 'eau,conservateur ', 'E202', 'émulsifiant ', 'E471', 'épaississant ', 'E415']","['Arachides', 'Soja']","[""Pourrait contenir de l'huile de palme""]",1590,339,1590 kj(339 kcal),"2,3","1,3","77,7","42,8","1,9","0,8","0,32",840 g,"['Carton', 'Plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",2.3 g,en faible quantité,1.3 g,en faible quantité,42.8 g,en quantité élevée,0.8 g,en quantité modérée,,+12%,+23%,-43%,-8%,+18%,+44%,-25%,+344%,+344%,17,+67%,D,+67%,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",4,,['Taïwan'],,,,,,,,,"Assortiment de mochis (cacahuètes, sucre brun, thé vert, taro) - Mochi Assortiment",,,,,
383,Frozen Dessert Mango Mochi - Yuki & Love - 180g,4712905020286,['Yuki & Love'],,['France'],"['Maltose', 'eau', 'amidon de manioc', 'jus de mangue 13,2%', 'crème fouettée ', 'lactose', 'crème anglaise en poudre ', 'sucre', 'épaississants ', 'E1414', 'E1442', 'lait en poudre', 'crème non laitière ', 'sirop de tapioca', 'huile de palme', 'émulsifiant ', 'E471', 'épaississant ', 'Ee469', 'poudre a lever ', 'E340', 'ii', 'agglomérant ', 'E554', 'arôme ', 'arôme', 'glucose', 'anticoagulant ', 'E551', 'épaississants ', 'E407', 'E415', 'E508', 'colorants ', 'E102', 'E110', ']', 'sucre', 'pomme de terre en poudre']",['Lait'],"['Huile de palme', 'Non végétalien']",?,337,1410 kj(337 kcal),"5,3","3,3","69,8",18,"2,5","0,27","0,108",180 g,"['Carton', 'surgelé', 'Plastique']","['Desserts', 'Surgelés', 'Desserts glacés', 'Mochi glacés']",5.3 g,en quantité modérée,3.3 g,en quantité modérée,18 g,en quantité élevée,0.27 g,en faible quantité,,+43%,+44%,-18%,-23%,+66%,-34%,+20%,+221%,+221%,11,-2%,D,-2%,"['E1414 - Phosphate de diamidon acétylé', 'E1442 - Phosphate de diamidon hydroxypropyle', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E340ii - Phosphate dipotassique', 'E554 - Silicate alumino-sodique', 'E551 - Dioxyde de silicium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition', 'E102 - Tartrazine', 'E110 - Jaune orangé S']",4,,['Taïwan'],,,,,,,,,Mochi glacé à la mangue - Frozen Dessert Mango Mochi,,['Huile de palme'],,,
384,Mochi (milk With Green Tea) - Box - Yuki & Love,4712905021818,['Yuki & Love'],,['France'],"['Maltose', 'pâte de thé vert 22 % [haricot sabre', 'maltose', 'huile de soja', 'thé vert en poudre', 'arôme]', 'riz gluant en poudre', 'sucre', 'huile végétale [huile de palme', 'huile de colza', 'huile de noix de coco]', 'pomme de terre en poudre', 'eau', 'thé vert en poudre 1 %', 'fructose', 'arôme', 'conservateur ', 'E202', 'émulsifiant ', 'E471', 'épaississant ', 'E415']",['Soja'],['Huile de palme'],?,358,1498 kj(358 kcal),"5,5","2,5","75,3","27,5","1,9","0,09","0,036",,"['Carton', 'Plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",5.5 g,en quantité modérée,2.5 g,en quantité modérée,27.5 g,en quantité élevée,0.09 g,en faible quantité,,+18%,+16%,+37%,+77%,+15%,-8%,-25%,-50%,-50%,12,+18%,D,+18%,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E415 - Gomme xanthane']",4,,['Taïwan'],,,,,,,,,Mochi au lait et thé vert - Mochi Milk With Green Tea,,['Huile de palme'],,,
385,Japanese Style Sesame Mochi - Yuki & Love - 140g,4712905052379,['Yuki & Love'],,['France'],"['MALTOSE', 'PATE DE SESAME 18,8%', 'SESAME', 'CACAHUETES', 'HARICOTS ROUGES', 'SUCRE', 'GLUCOSE', 'EMULSIFIANT ', 'E471', 'HUILE DE SOJA', 'SEL', 'RIZ GLUENT EN POUDRE', 'SUCRE', 'SESAME 5,5%', 'EAU', 'AROME', 'CONSERVATEUR ', 'E202', 'EMULSIFIANT ', 'E471', 'EPAISSISSANT ', 'E415']","['Arachides', 'Graines de sésame']","[""Pourrait contenir de l'huile de palme""]",?,397,1661 kj(397 kcal),"12,4",4,"67,2","48,5","4,2","0,15","0,06",140 g,"['Carton', 'Plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",12.4 g,en quantité modérée,4 g,en quantité modérée,48.5 g,en quantité élevée,0.15 g,en faible quantité,,+31%,+29%,+208%,+184%,+2%,+63%,+65%,-17%,-17%,17,+67%,D,+67%,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",4,,,,,,,,,,,Mochis au sésame,,,,,
386,Mochi au thé vert - Yuki & Love - 140g,4712905052393,['Yuki & Love'],,['France'],[],,[],?,343,1435 kj(343 kcal),"2,9",0,"42,9","42,9","2,9",0,0,140 g,"['Carton', 'Plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",2.9 g,en faible quantité,0 g,en faible quantité,42.9 g,en quantité élevée,0 g,en faible quantité,,+13%,+11%,-28%,-100%,-35%,+44%,+14%,-100%,-100%,13,+27%,D,+27%,,,,,,,,,,,,,Mochi au thé vert - Green Tea Mochi,,,,,
387,Muscat Grape Flavour,4712966540105,,,['France'],[],,[],?,29,121 kj(29 kcal),0,0,"7,5","7,2",0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Oeo Aloe Vera Drink Original Flavour,4713008160015,['Oeo'],,['France'],[],,[],?,114,477 kj(114 kcal),"0,013",0,"28,44","28,22","0,05",0,0,,,['Boissons'],0.013 g,en faible quantité,0 g,en faible quantité,28.2 g,en quantité élevée,0 g,en faible quantité,,+104%,+98%,-96%,-100%,+152%,+199%,-90%,-100%,-100%,20,+161%,E,+161%,,,,,,,,,,,,,,,,,,
389,Greenmax Purple Yam & Black Soybean Powder 420G,4713398110324,['GREENMAX'],,['France'],"['SUCRE', 'SOJA ', 'GLUCOSE', 'RIZ GLUANT NOIR', 'PROTEINE DE SOJA', 'SOJA NOIR 8,4%', 'IGNAME 6,7%', 'VITAMINES ', 'Al', 'BI', 'B2', 'B6', 'B12', 'C', 'E', 'MINERAUX ', 'CARBONATE DE CALCIUM', 'PYROPHOSPHATE FERRIQUE', ' ', ""FIBRE D'AVOINE AROME VANILLE "", ' PEUT CONTENIR DES TRACES DE: LAIT', 'ARACHIDE']","['Lait', 'Avoine', 'Arachides', 'Soja']",[],?,422,1766 kj(422 kcal),10,"1,7",59,49,24,"0,3","0,12",,,"['Boissons', 'Boissons avec sucre ajouté']",10 g,en quantité modérée,1.7 g,en quantité modérée,49 g,en quantité élevée,0.3 g,en quantité modérée,,+396%,+377%,+2567%,+924%,+198%,+168%,+4353%,+702%,+702%,17,+43%,E,+43%,,4,,,,,,,,,,,,,,,,
