,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,packaging,traceability_code,labels,markets,generic_name,ingredients_origins,palm_ingredients,manufacturing,link,brand_owner
90,Boeuf Tagliatelle - Auchan - 330g,3596710214976,,330 g,['Auchan'],"['Plats préparés', 'Plats préparés à réchauffer au micro-ondes', 'en:Beef pasta']",['France'],"['Tagliatelles aux œufs cuites 44% ', 'eau', 'semoule de blé dur ', 'contient gluten', 'œufs', 'sel', 'viande bovine traitée en salaison et cuisinée 20,6% ', 'viande de bœuf 16%', 'eau', 'amidon modifié de maïs', 'vin rouge', 'sel', 'dextrose', 'Cognac ', 'Cognac', 'sel', 'arôme', 'eau', 'vin rouge 6,6% ', 'contient sulfites', 'carotte 4,2%', 'oignon 1,9%', 'lardons fumés 1,6% ', 'poitrine de porc', 'sel', 'dextrose', 'antioxydant: ascorbate de sodium', 'conservateur : nitrite de sodium', 'huile de colza', 'jus de veau ', 'fécule', 'maltodextrine', 'arômes', 'sel', 'plante aromatique', 'huile de tournesol', 'sucre', 'tomate', 'viande de veau', 'amidon modifié de manioc', 'concentré de tomate', 'sucre', 'beurre ', 'contient lait', 'ail', 'sel', 'colorant : caramel ordinaire ', ' thym', 'laurier', 'poivre', 'épaississant : gomme xanthane']","['Non végétalien', 'Non végétarien']",4,3.4 g,en quantité modérée,1 g,en faible quantité,1.5 g,en faible quantité,0.83 g,en quantité modérée,505,-9%,120,-10%,505 kj(120 kcal),-9%,"3,4",-38%,1,-51%,14,+9%,"1,5",-14%,"7,5",+12%,"0,83",+7%,"0,332",+7%,0,-100%,B,-100%,,,,,,,,"['E14XX - Amidons modifiés', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a', 'E415 - Gomme xanthane']","['Œufs', 'Gluten', 'Lait', 'Anhydride sulfureux et sulfites']",,,"['Nutriscore', 'Expérimentation Nutriscore', 'Expérimentation Nutriscore A', 'Nutriscore A']",['Auchan'],,,,,,
91,Harveys Bristol Cream,5010277010164,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Jambonneau en gelée,2210831041655,,,,,['France'],[],[],,,,,,,,,,?,,281,,1176 kj(281 kcal),,21,,7,,0,,0,,"22,7",,1,,"0,4",,,,,,,,,,,,,,,,"['FR 12.119.003 CE', 'Laguiole (Aveyron, France)']",,,,,,,,
93,Douglas Laing’s Provenance - Single Malt Scotch Whisky,5014218802672,C,,,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Whiskys']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,
94,Marie Duffau Armagnac 15 ans,3324110001250,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Pizza Diavola - Auchan - 400g,3596710391493,C,400 g,['Auchan'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Pizzas tartes salées et quiches', 'Plats préparés à la viande', 'Pizzas', 'Plats au porc', 'Pizzas et tartes surgelées', 'Pizzas surgelées', 'Pizza jambon fromage']",['France'],"['Farine de blé tendre', 'eau', 'sauce tomate 17', '6% ', 'pulpe de tomate', ""huile d'olive"", 'sel', 'oignons', 'conservateur: sorbate de potassium', ' origan', 'poivre noir', 'mozzarella 16', '5% ', 'lait', 'sel', 'présure', 'ferments lactiques', 'speck 8', '9% ', 'cuisse de porc', 'sel', 'dextrose', 'sucre', 'épices', 'arômes', 'antioxydant: ascorbate de sodium', ' conservateurs: nitrite de sodium', 'nitrate de sodium', 'salami piquant 5', '2% ', 'viande de porc', 'sel', 'dextrose', 'arômes', 'épices', 'antioxydant: acide ascorbique', ' conservateurs: nitrate de potassium', 'nitrite de sodium', 'farine de blé dur', ""huile d'olive"", 'sel', 'levure', "" Traces éventuelles de poisson et d'oeuf""]","['Non végétalien', 'Non végétarien']",4,8.9 g,en quantité modérée,4.7 g,en quantité modérée,2.5 g,en faible quantité,1.21 g,en quantité modérée,1015,+10%,242,+10%,1015 kj(242 kcal),+10%,"8,9",+31%,"4,7",+38%,"26,9",-2%,"2,5",-15%,"13,3",+27%,"1,205",-15%,"0,482",-15%,12,+52%,D,+52%,65.3%,14.8%,5.7%,4.3%,2.1%,7.8%,60,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",,,,['Auchan'],,,,,,
96,Ménard Cognac,3285090017047,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bouteille verre'],,,,,,,,,
97,4 Formanggi Pizza - Auchan - 400g,3596710391479,C,400 g,['Auchan'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas aux quatre fromages']",['France'],"['Farine de blé ', 'pulpe de tomate', 'mozzarella 12,8% ', ' lait ', 'sel', 'coagulant microbien', 'eau', 'fromage Gorgonzola AOP* 6,4% ', ' lait ', 'fromage Asiago AOP* 5,1% ', ' lait ', 'fromage Pecorino Romano AOP* 3,5% ', ' lait de brebis', 'huile de tournesol', 'purée de tomate', 'sel', ""huile d'olive vierge extra"", 'sucre', 'farine de blé malté', 'levure', 'levure inactive ', 'contient blé ', 'enzymes ', 'contient blé ', "" *AOP: Appellation d'Origine Protégée Traces éventuelles de poisson"", 'crustacés', 'oeuf', 'soja', 'fruits à coque', 'céleri', 'moutarde', 'sésame', 'mollusques', "" Elaboré à partir de lait origine Italie Fabriqué avec des ingrédients non exclusivement d'origine Italie"", "" Autorisation d'utiliser la dénomination Asiago accordée par le consortium""]",['Non végétalien'],3,10.1 g,en quantité modérée,5 g,en quantité modérée,1.5 g,en faible quantité,1.58 g,en quantité élevée,1065,+1%,254.2,+1%,1065 kj(254 kcal),+1%,"10,1",-3%,5,-11%,29,+8%,"1,5",-46%,11,-5%,"1,58",+24%,"0,632",+24%,13,+11%,D,+11%,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,,"['Céleri', 'Gluten', 'Lait']",,,"['Nutriscore', 'Expérimentation Nutriscore', 'Expérimentation Nutriscore D', 'Nutriscore D', 'AOP']",['Auchan'],,,,,,
98,Pizza Regina - Auchan - 400g,3596710391462,C,400 g,['Auchan'],"['Plats préparés', 'Produits à la viande', 'Pizzas tartes salées et quiches', 'Plats préparés à la viande', 'Pizzas', 'Plats au porc', 'Pizza jambon fromage']",['France'],"['Farine de blé ', 'pulpe de tomate', 'mozzarella 11,2% ', ' lait ', 'sel', 'ferments lactiques', 'coagulant microbien', ""correcteur d'acidité: acide citrique"", 'emmental ', ' lait ', ' 10%', 'jambon cuit supérieur 9% ', 'viande de porc', 'sel', 'sirop de glucose', 'dextrose', 'arômes naturels', 'antioxydant: ascorbate de sodium', 'conservateur: nitrite de sodium', 'eau', 'huile de tournesol', 'semoule de blé dur', 'purée de tomate', 'sel', ""huile d'olive vierge extra"", 'sucre', 'origan 0,05%', 'farine de blé malté', 'levure', 'levure inactive ', 'contient blé ', 'enzymes ', 'contient blé ', ' Traces éventuelles de poisson', 'crustacés', 'oeuf', 'soja', 'fruits à coque', 'céleri', 'moutarde', 'sésame', 'mollusques', "" Élaboré à partir de lait origine UE Fabriqué avec des ingrédients non exclusivement d'origine Italie""]","['Non végétalien', 'Non végétarien']",4,10.4 g,en quantité modérée,4 g,en quantité modérée,1.8 g,en faible quantité,1.6 g,en quantité élevée,"1069,3",+16%,254.8,+16%,"1069,3 kj(254 kcal)",+16%,"10,4",+53%,4,+17%,"28,6",+4%,"1,8",-39%,"11,1",+6%,"1,6",+13%,"0,64",+13%,12,+52%,D,+52%,65.3%,14.8%,5.7%,4.3%,2.1%,7.8%,60,"['E330 - Acide citrique', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",,,"['Nutriscore', 'Expérimentation Nutriscore', 'Expérimentation Nutriscore D', 'Nutriscore D']",['Auchan'],Pizza au jambon cuit et fromage,,,,,
99,Pains hot dog x4 - Auchan - 250g,3596710378159,B,250 g,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Hot Dog']",['France'],"['Farine de blé ', 'contient gluten ', ' ', '51%', 'eau', 'sucre', 'lactosérum en poudre ', 'contient lait ', 'levure', 'huiles végétales ', 'tournesol', 'soja', 'sel', ""fibre d'avoine "", 'contient gluten ', 'gluten de blé', ""émulsifiants: stéaroyl-2-lactylate de sodium et mono - et diglycérides d'acides gras"", 'conservateurs: propionate de calcium', 'acide sorbique et sorbate de potassium', 'stabilisant: gomme guar', 'arômes ', 'contient alcool', ""correcteur d'acidité: acétates de sodium"", 'agent de traitement de la farine: acide ascorbique', ' Traces éventuelles de fruits à coque', 'oeufs', 'soja', 'sésame']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,4.6 g,en quantité modérée,0.9 g,en faible quantité,7.8 g,en quantité modérée,1.4 g,en quantité modérée,1212,,287,-5%,1212 kj(287 kcal),-4%,"4,6",-31%,"0,9",-30%,51,+2%,"7,8",+7%,"8,8",+1%,"1,4",+20%,"0,56",+20%,2,-66%,B,-66%,72.6%,15.0%,7.8%,4.1%,0.5%,0.0%,81,"['E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E282 - Propionate de calcium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E262 - Acétates de sodium', 'E300 - Acide ascorbique']","['Gluten', 'Lait', 'Soja']",,,"['Nutriscore', 'Expérimentation Nutriscore', 'Expérimentation Nutriscore B', 'Nutriscore B']",['Auchan'],,,,,,
100,Beignets de crevettes avec sauce aigre douce - Auchan - 280g (2x 140g),3596710375486,,280 g (2 x 140 g),['Auchan'],"['Snacks', 'Snacks salés', 'Apéritif', 'Beignets salés', 'en:Shrimp donuts']",['France'],"['Beignets de crevette frits 75% : crevette ', ' crustacé ', ' 30% ', 'crevette ', ' crustacé ', 'sel', ' ', 'contient sulfites ', 'eau', 'fécule de pomme de terre', 'farine de blé ', 'contient gluten ', 'huile de tournesol', 'poudres à lever ', 'contient gluten ', ' ', 'diphosphates', 'carbonates de sodium', 'amidon de blé [contient gluten ]', 'amidon de blé ', 'contient gluten ', 'amidon modifié de pomme de terre', 'sel', 'sucre', 'œuf entier en poudre', 'épaississants : gomme guar', 'carraghénanes', 'gomme xanthane ', ' curcuma', '   Sauce aigre douce 25% : eau', 'sucre', 'vinaigre d’alcool', 'ananas', 'poivron rouge', 'amidon modifié de maïs', 'huile de tournesol', 'sel', 'acidifiant : acide citrique ', ' épices ', 'contient moutarde ', ' ', 'curry', 'gingembre', 'stabilisants : gomme guar', 'gomme xanthane', ' Pourcentages exprimés sur le total de la recette']","['Non végétalien', 'Non végétarien']",4,7.9 g,en quantité modérée,0.8 g,en faible quantité,1 g,en faible quantité,1.7 g,en quantité élevée,935,+8%,222,-3%,935 kj(222 kcal),-1%,"7,9",-15%,"0,8",-36%,31,+23%,1,-71%,"6,8",-0%,"1,7",+14%,"0,68",+14%,5,-27%,C,-27%,,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E330 - Acide citrique']","['Crustacés', 'Gluten', 'Moutarde', 'Anhydride sulfureux et sulfites']",,,"['Nutriscore', 'Expérimentation Nutriscore', 'Expérimentation Nutriscore C', 'Nutriscore C']",['Auchan'],,,,,,
101,Pomme poire a l'eau de source - Leader Price,3036855094519,,,['Leader Price'],,['France'],[],[],,,,,,,,,,?,,40,,167 kj(40 kcal),,0,,0,,10,,9,,0,,0,,0,,,,,,,,,,,,,,,,,['Sans conservateurs'],['Leader Price'],,,,,,
102,Hight quality nuts,3760105567095,,,,,['France'],[],[],,,,,,,,,,?,,620,,2594 kj(620 kcal),,49,,8,,14,,6,,27,,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,
103,Gnocchi morbidosi di patate - 500g,8011207001549,B,500 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,,,,,,
104,Sandwich Duo de Saumon - Auchan - 200g,3596710378302,B,200 g,['Auchan'],"['Sandwichs', 'Sandwichs au poisson', 'Sandwichs au saumon', 'Sandwichs polaires', 'en:raw-vegetable-sandwiches']",['France'],"['Pain suédois 51', '9% ', 'farine de blé ', 'eau', 'sucre', 'farine de seigle ', 'levure', 'levain de seigle dévitalisé', 'sel', 'huile de colza', 'gluten de blé ', ""poudre à lever : carbonates d'ammonium "", "" émulsifiants : esters monoacétyltartriques et diacétyltartriques des mono - et diglycérides d'acides gras"", ""mono - et diglycérides d'acides gras "", ' agent de traitement de la farine : acide ascorbique', 'saumon cuit ', ' poisson ', ' 18', '5% ', 'saumon Salmo Salar ', 'sel', 'sauce fromage blanc ', ' lait ', ' 14', '8% ', 'fromage blanc 5', '9%', 'huile de colza', 'eau', ""vinaigre d'alcool"", 'amidon modifié de pomme de terre', ""jaune d' œuf "", 'sucre', 'moutarde de Dijon ', 'eau', 'graines de moutarde ', 'vinaigre', 'sel', 'acidifiant : acide citrique', 'antioxydant : disulfite de potassium', 'sel', ' épaississants : gomme guar', 'gomme xanthane ', ' conservateur : sorbate de potassium', 'saumon fumé ', ' poisson ', ' 7', '4% ', 'saumon Salmo Salar ', 'sel', 'salade 7', '4%', ' Traces éventuelles de : crustacés', 'graines de sésame', 'céleri', 'soja et fruits à coque et autres céréales contenant du gluten', ' Pourcentages exprimés sur le total de la recette Elaboré à partir de lait origine France']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,7.4 g,en quantité modérée,0.8 g,en faible quantité,5.2 g,en quantité modérée,1.2 g,en quantité modérée,992,+3%,236,0%,992 kj(236 kcal),+0%,"7,4",-18%,"0,8",-65%,"31,6",+15%,"5,2",+34%,"9,5",-1%,"1,2",-10%,"0,48",-10%,1,-81%,B,-81%,68.6%,11.8%,7.2%,8.4%,3.1%,0.8%,78,"[""E503 - Carbonates d'ammonium"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Poisson', 'Gluten', 'Lait', 'Moutarde']",,,,['Auchan'],,,,,,
105,Cuisses de poulet,0215936033651,D,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
106,Abricots de Provence - Les Merveilles en Provence,3424520001007,,,['Les Merveilles en Provence'],,['France'],[],[],,,,,,,,,,?,,255,,1067 kj(255 kcal),,"0,2",,"0,2",,62,,60,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Pizza Montagnarde - Auchan - 450g,3596710364145,C,450 g,['Auchan'],"['Plats préparés', 'Produits à la viande', 'Pizzas tartes salées et quiches', 'Plats préparés à la viande', 'Pizzas', 'Plats au porc', 'Pizza jambon fromage']",['France'],"['Garniture 59,3 % : sauce tomate aromatisée ', 'eau', 'purée de tomates 10,9 %', 'farine de blé ', 'contient gluten', 'sel', ""huile d'olive vierge extra"", ""arôme naturel d'ail"", 'emmental 13,3 %', 'poitrine fumée cuite 10,7 % ', 'poitrine de porc', 'sel', 'dextrose', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium', 'fromage à raclette 8 % ', 'lait de vache pasteurisé', 'sel', 'ferments lactiques', 'coagulant', 'conservateur : natamycine', 'oignons grillés 3,3 %', 'plantes aromatiques 0,04 %', ' Pâte 40,7 % : farine de blé ', 'contient gluten', 'eau', 'levure boulangère', 'sel', ""huile d'olive vierge extra""]","['Non végétalien', 'Non végétarien']",4,8.7 g,en quantité modérée,5.1 g,en quantité élevée,1.9 g,en faible quantité,1.2 g,en quantité modérée,955,+3%,228,+4%,955 kj(228 kcal),+3%,"8,7",+28%,"5,1",+50%,"25,3",-8%,"1,9",-36%,11,+5%,"1,2",-15%,"0,48",-15%,12,+52%,D,+52%,65.3%,14.8%,5.7%,4.3%,2.1%,7.8%,60,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E235 - Natamycine']","['Gluten', 'Lait']",,,,['Auchan'],,,,,,
108,Jean Giner,26009254,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Filets de poulet - Carrefour,0219965022433,D,,['Carrefour'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,"['FR 89.069.001 CE', 'Chailley (Yonne, France)']",,['Carrefour'],,,,,,
110,Milka & Strawberry,7622210721884,,,['Milka'],,['France'],[],[],,,,,,,,,,?,,561,,2347 kj(561 kcal),,35,,20,,54,,51,,"5,3",,"0,39",,"0,156",,,,,,,,,,,,,,,,,,,,,,,,
111,760g,20680574,,760 g,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Brioche,0207154019029,,,,,['France'],[],[],,,,,,,,,,?,,10,,42 kj(10 kcal),,10,,10,,10,,10,,10,,10,,4,,,,,,,,,,,,,,,,,,,,,,,,
113,Pate a tartiner - Monbana,3474340011182,,,['Monbana'],,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Parmiggiano Reggiano - Monoprix,0290024032273,,,"['Monoprix', 'Monoprix Gourmet']",,['France'],[],[],,,,,,,,,,?,,402,,1682 kj(402 kcal),,30,,20,,0,,0,,32,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,
115,petit pain nature précuit x 8 - Auchan - 520g,3596710331727,,520 g,['Auchan'],['en:Bread rolls'],['France'],"['farine de blé ', '72%', 'eau', 'semoule de blé dur', 'levure', 'sel', 'dextrose', 'huile de tournesol', 'correcteur d´acidité : acétate de sodium', ' Traces éventuelles de graines de sésame']",[],,2 g,en faible quantité,1.1 g,en faible quantité,1.8 g,en faible quantité,1.3 g,en quantité modérée,"1115,1",,263.4,,"1115,1 kj(263 kcal)",,2,,"1,1",,50,,"1,8",,"9,5",,"1,3",,"0,52",,1,,B,,,,,,,,,,,,,"['Nutriscore', 'Expérimentation Nutriscore', 'Expérimentation Nutriscore B', 'Nutriscore B']",['Auchan'],,,,,,
116,Kit Choucroute,3274822360117,,,,,['France'],[],[],,,,,,,,,,?,,132,,552 kj(132 kcal),,10,,"3,6",,"4,2",,"1,5",,"5,8",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,
117,Croissant ham x 2 - Auchan - 340g,3596710305759,D,340 g,['Auchan'],"['Plats préparés', 'Feuilleté salé', 'Croissants au jambon']",['France'],"['Croissant 40,3% ', 'farine de blé', 'beurre ', 'contient lait', ' 9,5%', 'eau', 'sucre', 'levure', 'sel', 'oeuf', 'gluten de blé', 'agent de traitement de la farine : acide ascorbique', 'lait demi-écrémé stérilisé', 'jambon cuit supérieur 16,8% ', 'jambon de porc ', 'origine : UE', 'eau', 'sel', 'bouillon ', 'eau', 'os de porc', 'viande de porc ', 'origine : UE', 'dextrose', 'arômes naturels', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium]', 'emmental ', 'contient lait', ' 1 1 ,9%', 'eau', 'farine de blé', 'beurre ', 'contient lait', ' 2,5%', 'amidons', 'sel', 'vinaigre', ""extraits d'épices et de fruit "", 'poivre', 'acérola', 'muscade', ' Pourcentages exprimés sur le total de la recette']","['Non végétalien', 'Non végétarien']",4,17 g,en quantité modérée,11 g,en quantité élevée,4 g,en faible quantité,1.3 g,en quantité modérée,?,,284,+13%,1188 kj(284 kcal),+13%,17,+22%,11,+28%,22,+2%,4,+19%,10,+19%,"1,3",+5%,"0,52",+5%,17,+11%,D,+11%,69.6%,13.6%,5.7%,3.0%,1.7%,6.3%,51,"['E300 - Acide ascorbique', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']",,,,['Auchan'],,,,,,
118,Poisson à la Provençale - Sill,3512030016366,,,['Sill'],,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Comté - Marcel Petite,2454495041785,D,,['Marcel Petite'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['France'],[],[],,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.76 g,en quantité modérée,?,,427,+2%,1787 kj(427 kcal),+2%,35,+1%,23,+1%,1,+116%,0,-100%,27,+0%,"0,76",-9%,"0,304",-9%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,['AOP'],,,,,,,
120,Edam vieux pate brusante,0200321019358,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Reblochon de savoie,2873981027353,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",['France'],[],[],,28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,1.4 g,en quantité modérée,?,,334,+3%,1397 kj(334 kcal),+3%,28,+4%,20,+6%,"0,5",+36%,"0,5",+121%,20,0%,"1,4",+4%,"0,56",+4%,15,+5%,D,+5%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
122,Comté 24 mois AOP,2399623008011,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['France'],[],[],,35 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.9 g,en quantité modérée,?,,418,-0%,1749 kj(418 kcal),-0%,35,+1%,23,+1%,"0,5",+8%,"0,5",+87%,27,+0%,"0,9",+7%,"0,36",+7%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
123,Pavé nature trois meuniers,0210537008206,,,,,['France'],[],[],,,,,,,,,,?,,253,,1059 kj(253 kcal),,1,,"0,5",,51,,0,,"8,2",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,
124,Vegan Protein Pancake Mix,5060594772184,,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,,?,,352,,1473 kj(352 kcal),,"5,3",,"0,5",,33,,"0,8",,39,,"1,1",,"0,44",,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,
125,SEL D EPICES SANS SEL - 40g,37781231,,40 g,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,
126,Filet,2411897048996,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Mélange canadien,2600706029527,,,,,['France'],[],[],,,,,,,,,,?,,472,,1975 kj(472 kcal),,29,,"2,6",,38,,36,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Confiture tutti-frutti - Codal,3760153580305,,,['Codal'],,['France'],[],[],,,,,,,,,,?,,243,,1017 kj(243 kcal),,1,,"0,1",,60,,0,,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
129,La cuvee spécial - Le Chocolatier Sablais,3760059935643,,,['Le Chocolatier Sablais'],,['France'],[],[],,,,,,,,,,?,,578,,2418 kj(578 kcal),,43,,27,,33,,28,,"6,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Chocolat au lait et amandes caramélisées - Côte d'Or,35320333,,,"[""Côte d'Or""]",,['France'],[],[],,,,,,,,,,?,,537,,2247 kj(537 kcal),,32,,14,,52,,51,,"9,2",,"0,78",,"0,312",,,,,,,,,,,,,,,,,,,,,,,,
131,Emmental bio,0208655021658,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",['France'],[],[],,29 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,7 g,en quantité élevée,?,,373,-1%,1561 kj(373 kcal),-1%,29,-1%,21,+7%,0,-100%,0,-100%,28,+1%,7,+975%,"2,8",+975%,19,+67%,E,+67%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,['Bio'],,,,,,,
132,Garnelen - Edeka - 540g,4311501655788,,540g,['Edeka'],,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,King hinode ryorishu junryo - 1l,4901309003418,,1 l,,,['France'],[],[],,,,,,,,,,?,,80,,335 kj(80 kcal),,0,,0,,4,,0,,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
