,name,bar_code,eco_score,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,ingredients_origins,manufacturing,traceability_code,link,markets,additives,nova_score,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,producer_info,allergens,palm_ingredients,brand_owner,origin_detail
1526,Sprite Soda Lemon-lime,0049000049633,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Boissons avec sucre ajouté']",,['France'],[],[],,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Huile d'olive vierge extra,3770011332267,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",,['France'],[],[],92 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,823,-3%,3443 kj(823 kcal),-3%,92,-3%,12,-12%,0,,0,,0,,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,6,-1%,C,-1%,,,,,,
1528,Cantal AOP Jeune - Casino - 200g,3222477368859,,,,['France'],[],[],,,,,,,,,?,,372,,1556 kj(372 kcal),,30,,21,,"1,5",,"0,5",,24,,"1,9",,"0,76",,,,,,,,,200 g,,['Casino'],,,"['EMB 31555', 'Toulouse (Haute-Garonne, France)']",,['Casino'],,,,,,,,,,,,
1529,Oatly! strawberry non dairy frozen dessert,0190646630188,,"['Desserts', 'Surgelés', 'Desserts glacés']","['Végétarien', 'en:gluten-free', 'Végétalien']","['France', 'États-Unis']","['Oat base ', 'water', 'oats', 'strawberry', 'sugar', 'coconut oil', 'dextrose', 'glucose syrup', 'low erucic acid rapeseed oil', ' contains 2% or less of: mono-and diglycerides of fatty acids', 'locust bean gum', 'guar gum', 'lemon juice concentrate', 'sea salt']","[""Pourrait contenir de l'huile de palme"", 'Végétalien', 'Végétarien']",10 g,en quantité modérée,7 g,en quantité élevée,21 g,en quantité élevée,0.0838 g,en faible quantité,?,,200,-1%,837 kj(200 kcal),-1%,10,+18%,7,+28%,25,-11%,21,-11%,1,-59%,"0,084",-30%,"0,034",-30%,,,,,,,,,,,,,,,['Whole Foods'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar']",4,11,-3%,D,-3%,,,['Avoine'],,OATLY!,
1530,brandade parmentière,3760160400030,,,,['France'],[],[],,,,,,,,,?,,147,,615 kj(147 kcal),,"9,7",,"0,8",,11,,"0,5",,"3,2",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Boules coco - Patrelle - 360g,3215470519687,,,['en:gluten-free'],['France'],[],[],,,,,,,,,?,,448,,1874 kj(448 kcal),,12,,11,,81,,77,,"3,2",,"0,04",,"0,016",,,,,,,,,360 g,,['Patrelle'],,,,,,,,,,,,,,,,,
1532,Purée pomme châtaigne - La Cocotte Gourmande - 380g,3770002981344,,['Purées'],['Bio'],['France'],"['Producteur', 'origine', ' Pommes* ', 'Denis Laroche 17', 'Chataignes* ', ""Innov'fruit"", '24', "" * Ingrédients issus de l'agriculture biologique""]",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,380g,,['La Cocotte Gourmande'],,,,,,,,,,,,,,,,,
1533,Snack apero,3760300060032,,,,['France'],[],[],,,,,,,,,?,,580,,2427 kj(580 kcal),,48,,8,,10,,5,,28,,"1,72",,"0,688",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Grenade - Vitamont,3289196260567,,,['Sans sucre ajouté'],['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,0,,0,,"12,5",,"12,5",,0,,0,,0,,,,,,,,,,,['Vitamont'],,,,,,,,,,,,,,,,,
1535,Pâte à pizza bio - Croustipate,3392590204485,B,['Pâtes à pizza'],"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],2.3 g,en faible quantité,0.4 g,en faible quantité,1 g,en faible quantité,1.4 g,en quantité modérée,?,,262,-6%,1096 kj(262 kcal),-7%,"2,3",-59%,"0,4",-64%,48,+2%,1,-38%,"7,6",+5%,"1,4",-9%,"0,56",-9%,36.8%,19.3%,11.5%,8.6%,5.0%,18.8%,92,,,['Croustipate'],,,,,,,,5,-30%,C,-30%,,,,,,
1536,Amandes Décortiquées,2609849057077,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,['France'],[],[],49.9 g,en quantité élevée,3.8 g,en quantité modérée,4.2 g,en faible quantité,0 g,en faible quantité,?,,645,+3%,2699 kj(645 kcal),+3%,"49,9",-3%,"3,8",-5%,"21,5",+64%,"4,2",+7%,"21,1",-6%,0,-100%,0,-100%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,,,,1,,B,,,,,,,
1537,Pomme craquante,3770001230887,,,['Sans conservateurs'],['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"0,5",,"0,1",,81,,"65,3",,"1,3",,"6,5",,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Friandises croustillantes,4008239200181,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,Linolax olie - Natu Food,8711812408817,,,,['France'],[],[],,,,,,,,,?,,831,,3477 kj(831 kcal),,"92,3",,"11,1",,0,,0,,0,,0,,0,,,,,,,,,,,['Natu Food'],,,,,,,,,,,,,,,,,
1540,Halsbonbons salbei,4058172309557,,,,['France'],[],[],,,,,,,,,?,,393,,1644 kj(393 kcal),,"0,1",,"0,1",,97,,69,,"0,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Lancia Lancia Rotini,0059100001547,,,,['France'],[],[],,,,,,,,,?,,364.70588235294,,1526 kj(364 kcal),,"1,765",,"0,353",,"74,118",,"2,353",,"12,941",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,Gran cotechino - 800g,8028257009753,,,,['France'],[],[],,,,,,,,,?,,276,,1155 kj(276 kcal),,20,,"6,5",,0,,0,,24,,"2,1",,"0,84",,,,,,,,,800 g,,,,,,,,,,,,,,,,,,,
1543,Seasoned Seaweed - 5g,8809275380037,,,,['France'],[],[],,,,,,,,,?,,10,,42 kj(10 kcal),,1,,0,,0,,0,,0,,"0,02",,"0,008",,,,,,,,,5 g,,,,,,,,,,,,,,,,,,,
1544,Haricots coco - Prosain - 360g,3335880004013,,,,['France'],[],[],,,,,,,,,?,,227,,950 kj(227 kcal),,"0,5",,"0,5",,"7,8",,"2,5",,"3,1",,6,,"2,4",,,,,,,,,360 g,"['Bocal en verre', 'Capsule en métal']",['Prosain'],,,,,,,,,,,,,,,,,
1545,Peppersaus - Toro - 4x 21g,7039010547901,B,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Sauces', 'Sauces au poivre', 'Sauces déshydratées']",,"['France', 'Norvège']","['Hvetemel', 'maisstivelse', ' gjærekstrakt', ' aroma', 'solsikkeolje', 'salt', 'fargestoff ', 'ammoniert karamell', 'sukker', 'pepper 4 % ', 'rosé', 'sort', 'løk']",[],,,,,,,,,222,-78%,53,-83%,222 kj(53 kcal),-83%,"1,3",-95%,"0,6",-85%,"6,8",-23%,"3,3",+4%,"3,3",+81%,1,-57%,"0,4",-57%,51.5%,31.1%,7.1%,5.2%,3.0%,2.1%,76,4 x 21g,,"['Toro', 'Orkla']",,,,,,"['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",4,,,,,,,['Gluten'],,,
1546,6210924549040,6210924549040,,,,['France'],[],[],,,,,,,,,?,,40,,167 kj(40 kcal),,"2,5",,"0,5",,"1,8",,1,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Cookies Chocolat et Amandes,5425034750908,,,,['France'],[],[],,,,,,,,,?,,473,,1979 kj(473 kcal),,"27,2",,"15,6",,"47,4",,"20,3",,"7,1",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Salsa calcots - Casa Amella,8436046342217,,,,['France'],[],[],,,,,,,,,?,,226,,946 kj(226 kcal),,"21,8",,"9,5",,"2,9",,"2,8",,"3,2",,"0,7",,"0,28",,,,,,,,,,,['Casa Amella'],,,,,,,,,,,,,,,,,
1549,Terrine au jus de truffes,3701011402681,,,,['France'],[],[],,,,,,,,,?,,324,,1356 kj(324 kcal),,29,,11,,1,,"0,1",,15,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Terrine de sanglier aux châtaignes - Le Bois Jumel,3176630120009,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de sanglier']",,['France'],[],[],23 g,en quantité élevée,8.9 g,en quantité élevée,0.8 g,en faible quantité,1.8 g,en quantité élevée,?,,280,-9%,1172 kj(280 kcal),-9%,23,-14%,"8,9",-10%,4,+93%,"0,8",+30%,15,+7%,"1,8",+14%,"0,72",+14%,,,,,,,,,,['Le Bois Jumel'],,,,,,,,18,-1%,D,-1%,,,,,,
1551,Mangue abricot,3506170018335,,,['en:gluten-free'],['France'],[],[],,,,,,,,,?,,272,,1138 kj(272 kcal),,"0,17",,0,,67,,63,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,Poulet roti,2209552005954,,,,['France'],[],[],,,,,,,,,?,,176,,736 kj(176 kcal),,"9,9",,3,,"0,6",,"0,6",,21,,"0,68",,"0,272",,,,,,,,,,['Sachet en plastique'],,,,"['FR 56.017.001 CE', 'Bignan (Morbihan, France)']",,,,,,,,,,,,,,
1553,Magret canard cepes Montfort Origine France sous vide,3104544013933,,,,['France'],[],[],,,,,,,,,?,,290,,1213 kj(290 kcal),,25,,"8,3",,"2,9",,"1,7",,13,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Miel,4030254322449,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,
1555,Cacahuète,20241223,,,,['France'],[],[],,,,,,,,,?,,620,,2594 kj(620 kcal),,"50,5",,6,,"13,7",,"6,5",,25,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Surtido de tomate para desayunos,8437012690264,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,"0,5",,"0,1",,"5,7",,"2,4",,3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,Kartoffelpüree - Le Gusto - 230g,4099200012971,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Préparations à base de pommes de terre', 'Purées', 'Purées de pommes de terre']","['Sans OGM', 'en:Ohne Gentechnik']","['Autriche', 'France', 'Allemagne']","['Kartoffeln', 'Emulgator E 471', 'Stabilisator E 450i', 'Antioxidationsmittel Schwefeldioxid', 'E 304i', 'Citronensäure', 'natürliche Aromen']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",1.1 g,en faible quantité,0.7 g,en faible quantité,1.4 g,en faible quantité,0.52 g,en quantité modérée,276,-71%,65,-74%,276 kj(65 kcal),-73%,"1,1",-55%,"0,7",-48%,11,-76%,"1,4",-37%,"2,1",-62%,"0,52",-13%,"0,208",-13%,,,,,,,,230g,"['Karton', 'Produkt']",['Le Gusto'],,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', ""E304i - Palmitate d'ascorbyle"", 'E330 - Acide citrique']",4,1,-31%,B,-31%,,,,,,
1558,Kaffee Milch - Milfina - 500g,4099200022901,,,,"['Autriche', 'France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,500g,,['Milfina'],,,,,,,,,,,,,,,,,
1559,Selchfleischaufstrich - Primana - 150g,4099200121857,,"['Conserves', 'Viandes', 'Viandes en conserve']",,"['Autriche', 'France', 'Allemagne']","['Schweinefleisch gepökelt 76 % [Schweinefleisch', 'Nitritpökelsalz ', 'Kochsalz', 'Konservierungsstoff: Natriumnitrit', 'Wasser', 'Schwarten', 'Milcheiweiß', 'Gewürze', 'Dextrose', 'Speisesalz', 'Aroma', 'Raucharoma', 'Antioxidationsmittel: Ascorbinsäure C geräucherter Zucker ', 'Zucker Rauch', 'Gewürzextrakte']","['Non végétalien', 'Non végétarien']",21 g,en quantité élevée,9.3 g,en quantité élevée,0.2 g,en faible quantité,1.4 g,en quantité modérée,1004,+44%,242,+22%,1004 kj(242 kcal),+25%,21,+67%,"9,3",+80%,"0,3",-75%,"0,2",-49%,13,-25%,"1,4",-14%,"0,56",-14%,,,,,,,,150g,['Portionen'],['Primana'],,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,17,+43%,D,+43%,,,['Lait'],,,
1560,Feuilletés jambon emmental champignons - Thiriet - 1kg,3292590821142,,"['Plats préparés', 'Feuilleté salé']","['Viande Française', 'Viande Porcine Française']",['France'],[],[],19 g,en quantité modérée,10 g,en quantité élevée,1.9 g,en faible quantité,1.1 g,en quantité modérée,?,,306,+5%,1280 kj(306 kcal),+5%,19,+7%,10,-3%,26,+7%,"1,9",-19%,"7,8",-2%,"1,1",-2%,"0,44",-2%,,,,,,,,1 kg,['Barquette'],['Thiriet'],,,,,['Thiriet'],,,16,+1%,D,+1%,,,,,,
1561,Caviar d'aubergines,3000000008881,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]",,['France'],[],[],,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,The original choc ripple - Arnott's,9310072001579,,,,['France'],[],[],,,,,,,,,?,,0.4493308,,2 kj(0 kcal),,"16,4",,"8,4",,"68,6",,"36,7",,"4,5",,"3,78",,"1,512",,,,,,,,,,,"[""Arnott's""]",,,,,,,,,,,,,,,,,
1563,Ail des Ours Liquide Bio,5713284330118,,,['Bio'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Pommes de terre de consommation,3770013881015,,,['Bio'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,King Prawn Alfredo,00273015,,,,['France'],"['cooked pasta ', '49%', ' ', 'water durum wheat semolina ', 'contains gluten', ' rapeseed oil', ' water single cream ', 'milk', ' ', '11%', ' · cooked king prawns ', 'crustacean', ' ', '11%', ' mature cheddar cheese ', 'milk', ' ', '3%', ' - whole milk lemón juice white wine tapioca starch crana padano cheese ', 'grana padano cheese ', 'milk', ' preservative: lysozyme ', 'egg', ' · salt rapeseed oil - carlic purée parsley sugar sunflower oil lemon est gelling agent : pectin · cracked black penner']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,130,,544 kj(130 kcal),,4,,"1,9",,"17,1",,"0,9",,"5,9",,"0,53",,"0,212",,,,,,,,,,,,,,,,,"['E1105 - Lysozyme', 'E440 - Pectines']",4,,,,,,,"['Crustacés', 'Œufs', 'Gluten', 'Lait']",,,
1566,Jambon Cru - CharcuFine du Forez - 80g,3268750008845,,"['Viandes', 'Charcuteries']",,['France'],"['Ingrédients Jambon de porc ', 'origine UE', ' ', ' sel ', ' dextrose ', ' antioxydant : ascorbate de sodium ', ' conservateur: nitrate de potassium', 'nitrite de sodium ', ' épices']",[],8.6 g,en quantité modérée,3.2 g,en quantité modérée,0.3 g,en faible quantité,3.8 g,en quantité élevée,684,-29%,164,-37%,684 kj(164 kcal),-37%,"8,6",-55%,"3,2",-56%,"0,3",-80%,"0,3",-62%,"21,2",+13%,"3,8",+60%,"1,52",+60%,,,,,,,,80 g,['Plastique'],['CharcuFine du Forez'],,,"['FR 42.165.006 CE', 'Panissières (Loire, France)', 'EMB 42155A', 'Nervieux (Loire, France)']",,,"['E301 - Ascorbate de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,15,-6%,D,-6%,,,,,,
1567,Veggie Curry,3770014149046,,,"['Sans additifs', 'Sans conservateurs']",['France'],[],[],,,,,,,,,?,,168,,703 kj(168 kcal),,"14,08",,"9,6",,"6,86",,"4,96",,"2,03",,"0,69",,"0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Tikka Masala,3770014149053,,,"['Sans additifs', 'Sans conservateurs']",['France'],[],[],,,,,,,,,?,,170,,711 kj(170 kcal),,"10,17",,"5,48",,"5,23",,"3,37",,"13,86",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Farine de sarrasin - Jardins Ricard - 1kg,0776317101005,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de sarrasin']",,['France'],['Sarrasin'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3.33 g,en quantité modérée,0.667 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,366.6667,+5%,1534 kj(366 kcal),+4%,"3,333",+21%,"0,667",+26%,70,+4%,0,-100%,"13,333",+15%,0,-100%,0,-100%,68.5%,2.0%,12.1%,12.6%,4.8%,0.0%,94,1 kg,['Sachet'],['Jardins Ricard'],,,,,,,1,-3,,A,,,,,,,
1570,"Café moulu doux - U - x40, 280g",3256227723131,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",['Conditionné en France'],['France'],['100 % café Arabica torréfié'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,3,-94%,13 kj(3 kcal),-95%,12,+700%,2,+121%,23,+177%,9,+87%,6,+214%,1,+599%,"0,4",+599%,,,,,,,,"x40, 280 g",,['U'],,,,,['Magasins U'],,1,,,,,,,,,,
1571,yo gourmand,3454840010601,,,,['France'],[],[],,,,,,,,,?,,48,,201 kj(48 kcal),,"1,9",,"1,2",,4,,"3,9",,"3,6",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Pois chiche - Crous Languedoc Roussillon - 150g,00011341,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,['France'],['Pois chiches 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1.1 g,en faible quantité,0.1 g,en faible quantité,4.8 g,en faible quantité,0.8 g,en quantité modérée,?,,119,-37%,498 kj(119 kcal),-37%,"1,1",-64%,"0,1",-74%,"22,6",-4%,"4,8",+193%,5,-51%,"0,8",+67%,"0,32",+67%,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,150 g,['Barquette'],"['Crous Languedoc Roussillon', ""Crous Resto'""]",,,,,,,1,-2,,A,,,,,,,
1573,Pain au seigle,,,,,['France'],[],[],,,,,,,,,?,,262,,1096 kj(262 kcal),,"0,6",,"0,2",,54,,1,,8,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,Soupe de carottes,3760019911007,,,,['France'],[],[],,,,,,,,,?,,35,,146 kj(35 kcal),,"1,1",,"0,7",,"5,2",,"1,2",,"0,5",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Chili con carne - Coop Betty Bossi,7613413870851,,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,117,,490 kj(117 kcal),,"1,9",,"0,3",,20,,"2,5",,"4,4",,"0,79",,"0,316",,,,,,,,,,,"['Coop Betty Bossi', 'Coop']",,,,,,,,,,,,,,,,,
1576,Ajos Blancos Aliñados - Bravo,8422813110288,,,,['France'],[],[],,,,,,,,,?,,18,,75 kj(18 kcal),,"0,5",,"0,1",,"1,1",,"0,1",,"2,8",,"3,7",,"1,48",,,,,,,,,,,['Bravo'],,,,,,,,,,,,,,,,,
1577,Potato chips / Croustilles Backyard Barbeque -  - 220g,0084114119117,,['Chips et frites'],['Sans gluten'],['France'],"['POMMES DE TERRE', 'HUILES DE CARTHAME ET/OU DE TOURNESOL ET/OU DE CANOLA', 'SUCRE DE CANNE BIOLOGIQUE', 'SUCRE', 'SEL', 'MALTODEXTRINE', 'PAPRIKA', ""POUDRE D'OIGNON"", 'EXTRAIT DE LEVURE', 'POUDRE DE TOMATE', 'LEVURE TORULA', ""POUDRE D'AIL"", 'PIMENT CHILI', 'ARÔME NATUREL DE FUMÉE', 'ACIDE CITRIQUE ', 'POUR LE GOÛT']",[],32.5 g,en quantité élevée,3.75 g,en quantité modérée,2.5 g,en faible quantité,1.12 g,en quantité modérée,?,,525,+9%,2197 kj(525 kcal),+9%,"32,5",+21%,"3,75",+32%,"52,5",+4%,"2,5",+15%,"7,5",+40%,"1,125",-9%,"0,45",-9%,,,,,,,,220 g,,,,,,,,['E330 - Acide citrique'],4,13,+23%,D,+23%,,,,,,
