,name,bar_code,quantity,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,brand,categories,additives,allergens,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,packaging,ingredients_origins,manufacturing,traceability_code,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,palm_ingredients,generic_name,link,brand_owner
64,Pain de campagne surprise - Auchan - 460g,3596710474905,460 g,,['France'],[],[],?,269,"8,6",37,"9,1","1,5","0,6",,['Auchan'],"['Sandwichs', 'Pains surprise']",,,,,+5%,-19%,+26%,-1%,,,,,,,,1125 kj(269 kcal),"2,7","4,8",,,,,['Auchan'],8.6 g,en quantité modérée,2.7 g,en quantité modérée,4.8 g,en faible quantité,1.5 g,en quantité modérée,+5%,-36%,+16%,+23%,+23%,12,+22%,D,+22%,,,,
65,Barley Water Lemon Squash,5010102113282,,,['France'],[],[],?,18,0,"4,2",0,0,0,,,,,,,,,,,,,,,,,,,75 kj(18 kcal),0,"3,8",,,,,,,,,,,,,,,,,,,,,,,,,,
66,Pomme,3701201359955,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,
67,magret de canard halal - les fermiers occitans - 508g,2236344056351,508g,['Halal'],['France'],[],[],?,?,?,?,?,,,,['les fermiers occitans'],['Viandes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Muscade - Fuchs,4027900567460,,,['France'],[],[],?,?,?,?,?,0,0,,['Fuchs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Quiche saumon poireau - SDB Traiteur - 320g,3573400006967,320 g,,['France'],[],[],?,233,14,15,11,"1,1","0,44",,['SDB Traiteur'],,,,,,,,,,,,,,,,,975 kj(233 kcal),7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Ciambellina,8052283910066,,,['France'],[],[],?,479,"21,8","63,2","7,7","0,7","0,28",,,,,,,,,,,,,,,,,,,2004 kj(479 kcal),"4,4","29,8",,,,,,,,,,,,,,,,,,,,,,,,,,
71,Biscuits à la cannelle - Paul - 60g,8057741393009,60 g,,['France'],"['Farine de blé', 'Sucre se canne', 'graisse', ' ingrédients de décoration : Sucre', 'eau', ""blanc d'œuf sec"", 'colorants alimentaire : radis', 'pomme et cassis', 'spiruline', 'huile de carthame', 'citron', 'cacao']",['Non végétalien'],?,487,21,67,"6,6",0,0,C,['Paul'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']",,['Gluten'],4,,+8%,+29%,+0%,-10%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,2038 kj(487 kcal),14,37,,,,,['Paul'],21 g,en quantité élevée,14 g,en quantité élevée,37 g,en quantité élevée,0 g,en faible quantité,+8%,+128%,+17%,-100%,-100%,24,+42%,E,+42%,,,,
72,Organic Teriyaki Tofu,5013683306593,,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,210,15,"2,8",16,1,"0,4",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande']",,,,,+9%,+71%,-73%,+13%,,,,,,,,879 kj(210 kcal),"1,9","2,3",,,,,,15 g,en quantité modérée,1.9 g,en quantité modérée,2.3 g,en faible quantité,1 g,en quantité modérée,+10%,+41%,+42%,-7%,-7%,2,+90%,B,+90%,,,,
73,Houmous aux Algues - Marinoë,3565840213104,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,261,"13,3","13,8","6,9","0,6","0,24",B,['Marinoë'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,,,,-1%,-34%,+30%,+6%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,1092 kj(261 kcal),"2,2","0,9",,,,,,13.3 g,en quantité modérée,2.2 g,en quantité modérée,0.9 g,en faible quantité,0.6 g,en quantité modérée,-1%,-11%,-33%,-42%,-42%,3,-40%,C,-40%,,,,
74,Eier-Schöberl - Leimer,4000186035106,,,['France'],[],[],?,?,?,?,?,0,0,,['Leimer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Peacky blinders - 70cl,5011166058953,70 cl,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Choco stick,8711197634092,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Verrines poissons tomates poivrons,3700009270240,,,['France'],[],[],?,146,"9,9","5,4","7,6","1,3","0,52",,,,,,,,,,,,,,,,,,,611 kj(146 kcal),4,"5,1",,,,,,,,,,,,,,,,,,,,,,,,,,
78,Feuilletés pintade sauce au bloc de foie gras - Française de Gastronomie - 400g,3576280233454,400 g,,['France'],[],[],?,290,18,23,8,"0,7","0,28",,['Française de Gastronomie'],,,,,,,,,,,,,,,,,1213 kj(290 kcal),"8,3","3,5",,,,,,,,,,,,,,,,,,,,,,,,,,
79,Ecorces d'oranges en lamelles - 150g,3760142803286,150 g,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Çitir pane harci,8691375642982,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Museau de porc,3451950631313,,,['France'],[],[],?,220,18,0,14,"1,5","0,6",,,,,,,,,,,,,,,,,,,920 kj(220 kcal),"6,6",0,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Yootea Lemon Grass,7640147860070,,,['France'],[],[],?,24,"0,5",6,"0,5",0,0,,,,,,,,,,,,,,,,,,,100 kj(24 kcal),"0,5",6,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Mini feuilletés saucisse moutarde,3760197636464,,,['France'],[],[],?,287,18,23,"7,7","1,6","0,64",,,,,,,,,,,,,,,,,,,1201 kj(287 kcal),"8,4",3,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Confit de Canard,3104544071551,,,['France'],[],[],?,283,20,"0,6",25,"1,4","0,56",,,,,,,,,,,,,,,,,,,1184 kj(283 kcal),"6,3","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,
85,12 mini petales,3564706577992,,"['Nutriscore', 'Nutriscore D']",['France'],[],[],?,250,13,25,"6,6",1,"0,4",,,,,,,,,,,,,,,,,,,1046 kj(250 kcal),"7,6","4,4",,,,,,,,,,,,,,,,,,,,,,,,,,
86,Royales St Jacques - 130g,3302100001800,130 g,,['France'],[],[],?,219,18,5,9,1,"0,4",,,,,,,,,,,,,,,,,,,916 kj(219 kcal),5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Tartare sauce,20274726,,,"['France', 'Suisse']",[],[],?,?,?,?,?,0,0,B,,"['Epicerie', 'Sauces', 'Sauces tartare']",,,,,,,,,52.2%,31.5%,7.2%,5.2%,3.1%,0.8%,77,,,,,,,,,,,,,,,0 g,en faible quantité,,,,-100%,-100%,,,,,,,,
88,Chocolat au lait,8718537532377,,,['France'],[],[],?,548,"34,3",51,"7,1","0,2","0,08",,,,,,,,,,,,,,,,,,,2293 kj(548 kcal),"20,6","49,6",,,,,,,,,,,,,,,,,,,,,,,,,,
89,Crostini di Mais,8019730047706,,,['France'],[],[],?,551,35,"5,2","7,5","1,2","0,48",,,,,,,,,,,,,,,,,,,2305 kj(551 kcal),"2,8","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,
90,Saumon fumé d'écosse - Cora,3257986138082,,,['France'],[],[],?,183,"9,8","0,5",23,"3,1","1,24",E,['Cora'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,,,-1%,-7%,+1%,+4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,766 kj(183 kcal),2,"0,5",,['Ecosse'],,,,9.8 g,en quantité modérée,2 g,en quantité modérée,0.5 g,en faible quantité,3.1 g,en quantité élevée,-1%,-3%,+50%,+10%,+10%,13,-1%,D,-1%,,,,
91,Caviar,3558070091512,,,['France'],[],[],?,256,16,"1,5",26,"3,3","1,32",,,"['Œufs de poisson', 'Caviars']",,,,,-0%,-1%,-37%,+3%,,,,,,,,1071 kj(256 kcal),"3,7","0,7",,,,,,16 g,en quantité modérée,3.7 g,en quantité modérée,0.7 g,en faible quantité,3.3 g,en quantité élevée,-1%,-2%,+34%,+2%,+2%,16,-1%,D,-1%,,,,
92,Cervelas alsacien - Iller,3481910516138,,,['France'],[],[],?,318,28,"1,5",15,"2,3","0,92",,['Iller'],,,,,,,,,,,,,,,,,1331 kj(318 kcal),10,"1,5",,,,"['EMB 67008', 'Altorf (Bas-Rhin, France)', 'FR 67.008.001 CE', 'Altorf (Bas-Rhin, France)']",,,,,,,,,,,,,,,,,,,,,,
93,Bloc de foie gras et mandarine au gingembre - Guyader - 4x 45g,3276770247441,4 x 45 g,,['France'],[],[],?,204,14,16,3,"0,95","0,38",,['Guyader'],,,,,,,,,,,,,,,,,854 kj(204 kcal),"6,4","9,5",,,,,,,,,,,,,,,,,,,,,,,,,,
94,Passion fruit bavarois - 700g,5413476932181,700 g,,['France'],[],[],?,249,12,32,"3,4","0,08","0,032",,,,,,,,,,,,,,,,,,,1042 kj(249 kcal),"7,6",24,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Pain surprise marin,3450350036612,,,['France'],[],[],?,215,"6,7",26,10,"1,06","0,424",,,"['Sandwichs', 'Pains surprise']",,,,,-16%,-37%,-11%,+9%,,,,,,,,900 kj(215 kcal),"1,9","0,6",,,,,,6.7 g,en quantité modérée,1.9 g,en quantité modérée,0.6 g,en faible quantité,1.06 g,en quantité modérée,-16%,-55%,-86%,-13%,-13%,2,-80%,B,-80%,,,,
96,Brioche aux pralines roses - Podis,3760233466550,,,['France'],[],[],?,?,?,?,?,,,,['Podis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Pain L Abondant,2001660002135,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Sauce tomate basilic origan et romarin,5601151974476,,,['France'],[],[],?,50,"1,3","6,6","1,8","0,15","0,06",,,,,,,,,,,,,,,,,,,209 kj(50 kcal),"0,2","4,4",,,,,,,,,,,,,,,,,,,,,,,,,,
99,D noix coquilles St Jacques fumées - Le saumonier Cherbourg - 156g,3999990052960,156g,['Pêché à la drague'],['France'],"['Pectem maximus', 'sel']",[],?,?,?,?,?,,,,['Le saumonier Cherbourg'],"['Produits de la mer', 'Mollusques', 'Noix de Saint-Jacques']",,,3,,,,,,,,,,,,,,,,"['Décongelé', 'Frais']",['Manche'],,"['FR 50.129.065 CE', 'Cherbourg-Octeville (Manche, France)']",,,,,,,,,,,,,,,,,,,,,,
100,Flor de lodeve,3374968860004,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Risotto al fromaggio,3220440131646,,,['France'],[],[],?,156,"7,6","17,9","3,9","0,64","0,256",,,,,,,,,,,,,,,,,,,653 kj(156 kcal),"1,8","1,2",,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amaretti Virginia,8001311043726,,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Alive! Men's Energy Soft Jell Multi-Vitamin,5060067791865,,,['France'],[],[],?,0,25,0,55,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),0,0,['pet-bottle'],,,,,,,,,,,,,,,,,,,,,,,,,
104,Pagès,3376370080544,,,['France'],[],[],?,?,?,?,?,,,,['Pagès'],,,,,,,,,,,,,,,,,,,,,,,"['EMB 21464B', ""Nuits-Saint-Georges (Côte-d'Or, France)""]",,,,,,,,,,,,,,,,,,,,,,
105,80g,3554742904005,80 g,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fabriqué en France']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Mei Ji Kinokono Yama Chocolate 74G,4902777008592,,,['France'],[],[],?,563,34,"56,3","7,8","0,27","0,108",,,,,,,,,,,,,,,,,,,2356 kj(563 kcal),"1,5","11,9","['box', 'pet-bottle']",,,,,,,,,,,,,,,,,,,,,,,,,
107,12 mini soufflés emmental - Tipiak,3282740599755,,,['France'],[],[],?,304,"25,1","7,4","10,8","0,8","0,32",,['Tipiak'],,,,,,,,,,,,,,,,,1272 kj(304 kcal),"8,4","3,1",,,,,,,,,,,,,,,,,,,,,,,,,,
108,5948735000016,5948735000016,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Eau de vie vieille prune,20593117,,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Saint Nicolas de bourgueil,3760104870103,,,['France'],[],[],?,?,?,?,?,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,['France'],,,,,,,,,,,,,,,,,,,,,,,,
111,Cotes du Rhône,3021891809791,,,['France'],[],[],?,75,"12,5",?,?,0,0,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Rhône']",,,,,+39%,+202%,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,314 kj(75 kcal),,,,['France'],,,,,,,,,,,,+40%,,,-100%,-100%,,,,,,,,
112,Passion Entremet Glacé Mangue Passion - ERHARD - 460G,3428420021158,460 G,['Fabrication artisanale'],['France'],[],[],?,210,"7,3",34,"2,2","0,3","0,12",,['ERHARD'],['Sorbet Plein Fruits'],,,,,,,,,,,,,,,,879 kj(210 kcal),"4,7",26,['boîte'],,,,['Auchan'],7.3 g,en quantité modérée,4.7 g,en quantité modérée,26 g,en quantité élevée,0.3 g,en quantité modérée,,,,,,10,,C,,,,,
113,"foret noire - carrefour - 1,760kg",3523680421394,"1,760 kg",,['France'],"['Préparation à La crène ', 'CRÈME 32 %', 'émulsifiant : E471', 'stabilisant : E407', 'mousse au chocolal ncir 33 % ', 'préparation à la crème ', 'CRÈME 16 %', 'éImulsifiant E1', 'stabilisant : E107', 'chocolat noir 11 % ', 'püte de cacas', 'sucre', 'beurre de cacao', 'arôme naturel', ' de vanil', 'e', 'émulsifiant: LÉCITHINES DE SOJA', 'LAIT DEMI-ÉCRÉMÉ', 'cerises arnar ena aromatisée 12 % ', 'sucre', 'griottes 7 %', 'sirop de gl', 'uccse :at', 'jus de griottes 0', '5 %', 'arâmes', 'extrait de vigitaux', 'colorant E153', ' acidifiant : E330', 'sirop aux cerises arnarena 8 % Csucre', 'au', 'sirop au jus de cerise ', 'sucre', 'sirop tle glucose', 'aau', 'jus de griu tes 0', '1 %', 'arômes', 'extrait de végétaux', 'colorant : E153', 'acidifian:: E330', 'génoise: goût chocolat ', 'DEUFS', 'sucre', 'FRRINE DE BLÉ AMIDON DE BLÉ', 'sirop le sucre inverti', 'aau', ""blancs d'oeufs "", ""BLANCS D'OEUFS"", 'gélifiant : E412', 'pépites de chucolat 0', '2 % ', 'sucre', 'pite de cacao', 'beurre de cacao', 'arôme naturel', 'de vanil', 'e', ' úmulsitiant: :22', 'cacao en poudre 0', '2 %', 'éclats de fèves de cacao torréfièus 0', '1 %', ""JAUNES D'UEUFS"", 'arôme natural ', 'contient al', 'cool', 'imal sif ant: E471 et E475', 'poudre à lever : E450 et E500', ' stabil', 'isant :42', 'copeau de chocolat noir 3 % ', 'sucre', 'pâte de cacati', 'baur: de cacao', 'MATIÈRI: GRASSE LAITIÈRE ANHYIURE aröme atural ib: vanille', 'émulsifiant: LÉCITHINES DE SOJA', 'ganache au chocolat ', 'chacolat neir 19 % ', 'oste de cacao', 'sucre', 'beurre de cacao', 'ardma raturel de ardLle', ' émulsifiant : LÉCITHINES DE SOJA', 'práparatior à La crème CREME 0', '9 %', ' émulaifiant : E471', 'stabilisant : E107', ' placuet ba il: A CONSERVER ENTRE O ET 4°C PLU 4831 CARREFOUR LATTES 13523680 42119 41 34970 LATTES']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,?,?,?,?,,,,['Carrefour'],['Desserts'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E107 - Jaune 2G', 'E322i - Lécithine', 'E153 - Charbon végétal médicinal', 'E330 - Acide citrique', 'E412 - Gomme de guar', ""E475 - Esters polyglycériques d'acides gras"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']","['Œufs', 'Lait', 'Soja']",4,,,,,,,,,,,,,,,,,,['Lattes'],,['Carrefour'],,,,,,,,,,,,,,,,,,,,,
114,3760130056946,3760130056946,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Marks And Spencer - 227g,00735308,227 g,,['France'],[],[],?,?,?,?,?,,,,['Marks And Spencer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Biscuits au beurre,5010909006541,,,['France'],[],[],?,515,"27,5","61,7","5,8","0,9","0,36",C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,+9%,+32%,-4%,-11%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,2155 kj(515 kcal),"17,4","21,6",,,,,,27.5 g,en quantité élevée,17.4 g,en quantité élevée,21.6 g,en quantité élevée,0.9 g,en quantité modérée,+8%,+72%,-27%,+53%,+53%,23,+16%,E,+16%,,,,
117,Couronne briochée saumon fumé et aneth,3700009270486,,,['France'],[],[],?,308,18,26,"9,1","1,4","0,56",,,,,,,,,,,,,,,,,,,1289 kj(308 kcal),"5,3","3,8",,,,,,,,,,,,,,,,,,,,,,,,,,
118,Château de Blassan - Vin - 75cl,3760001943009,75cl,,['France'],[],[],?,?,?,?,?,,,,['Vin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Pure vanilla extract,0052100071039,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Super almond flour,5906660508717,,,['France'],[],[],?,616,54,"5,4",22,0,0,,,,,,,,,,,,,,,,,,,2577 kj(616 kcal),"3,9","4,8",,,,,,,,,,,,,,,,,,,,,,,,,,
121,Etoile Glacée - Equador,3564706601895,,,['France'],[],[],?,263,14,29,"4,2","0,11","0,044",,"['Equador', 'Marque Repère']",,,,,,,,,,,,,,,,,1100 kj(263 kcal),"6,5",26,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,
122,Candy sweet - Au temps des gourmets - 408g,3760107843241,408g,,['France'],"['Candy Sweet rgidents detrose', 'sirop de glucose de blé sacre', 'sirop de sucre inverti', 'amidan da bi', 'géletine de porc', 'acidifiants: acide chrique', 'E330', 'emusifiants E470b', 'E471', 'metodextrine', 'sirop de sorbitol', 'huile végétakie noix de coco', 'concentré de etrve', 'adrait de paprika', 'arómes : fraise', 'ananas', 'péche', 'vanile', 'grenadine', ""zta d'orenge"", ' Colorants : E120', 'E100', 'E160a', ""E163 Peut contenir des traces d'oeuf et de frults à coques"", ' epe nutritionnelle pour 100g:Energie 1514 KJ/']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,?,?,?,?,,,E,['Au temps des gourmets'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']","['E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E420ii - Sirop de sorbitol', 'E120 - Acide carminique', 'E100 - Curcumine', 'E160a - Carotènes mélangés']",['Œufs'],4,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,['Plastique'],,,,,,,,,,,,,,,,,,,,,,,,,
123,Canette de Barbarie farcie - Thiriet,3292590852931,,,['France'],[],[],?,297,26,"1,4",14,"0,47","0,188",,['Thiriet'],,,,,,,,,,,,,,,,,1243 kj(297 kcal),"8,4","0,7",,,,,['Thiriet'],,,,,,,,,,,,,,,,,,,,,
124,The vert parfume jadmin - Dammann Frères - 48g,3259920049799,48 g,,['France'],[],[],?,?,?,?,?,,,,['Dammann Frères'],"['Boissons', 'Boissons chaudes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Thé Vanille Noisette morceaux de Châtaignes - Rannou Métivier - 100g,51730218,100g,,['France'],"['Mélange de thés de Chine aromatisés à la noisette et à la vanille', 'avec des morceaux de châtaigne']",[],?,?,?,?,?,,,B,['Rannou Métivier'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés noirs', 'Thés aromatisés', 'Thés noirs aromatisés']",,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Foie gras de canard entier du sud ouest,3277160100056,,['Sans conservateurs'],['France'],[],[],?,419,"40,6","1,9","11,7","1,48","0,592",,,,,,,,,,,,,,,,,,,1753 kj(419 kcal),"17,07","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
127,Base pour bouillon de fondue (épicé) -  - 300g,6918020000389,300 g,,['France'],"['huile de palme', 'pâte de haricots ', 'piment', 'fève', 'sel', 'farine de blé', 'piment', 'poivre du Sichuan', 'exhausteur de goût kE621', 'gingembre', 'ail', 'sel comestible', 'épices']",['Huile de palme'],?,498,"53,2","3,6","3,2","14,3","5,72",,,"['Epicerie', 'Sauces', 'Sauces pimentées']",,['Gluten'],3,,+312%,+1627%,-79%,+176%,,,,,,,,2084 kj(498 kcal),"3,2",,,,,,,53.2 g,en quantité élevée,3.2 g,en quantité modérée,,,14.3 g,en quantité élevée,+323%,+596%,,+217%,+217%,,,,,['Huile de palme'],,,
128,Confitur de fleurs d'Oranget - 450g,5281003557189,450 g,,['France'],[],[],?,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
129,4103520000973,4103520000973,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Champagne demi-sec - Charles d'Harleville - 375ml,3257980227065,375 ml,,['France'],"['Champagne ', 'sulfites']",['Sans huile de palme'],?,?,?,?,?,,,B,"[""Charles d'Harleville""]","['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins effervescents', 'Champagnes', 'Champagnes français']",,['Anhydride sulfureux et sulfites'],3,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,"['Bouteille', 'Verre']",['France'],,,['Cora'],,,,,,,,,,,,,,,,,,,,,
131,Fig & almond dried fruit cake - 200g,8412554000207,200 g,['en:gluten-free'],['France'],[],[],?,305,"3,2",72,5,"0,01","0,004",,,,,,,,,,,,,,,,,,,1276 kj(305 kcal),0,57,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Fritures de noël en chocolat noir - Jours Heureux - 200g,3602800733286,200 g,,['France'],[],[],?,539,"38,9","30,5","8,8","0,01","0,004",,['Jours Heureux'],,,,,,,,,,,,,,,,,2255 kj(539 kcal),"23,3",28,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Sauvignon - Charles de Cassignac - 75cl,3264066215748,75 cl,,['France'],"['Vin ', 'sulfites']",['Sans huile de palme'],?,?,?,?,?,,,,['Charles de Cassignac'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins espagnols']",,['Anhydride sulfureux et sulfites'],3,,,,,,,,,,,,,,,,"['Bouteille', 'Verre']",,,,,,,,,,,,,,,,,,,,,,,Vin d'Espagne,,
134,quinoa - Terra Sana,8713576008418,,"['Bio', 'Bio européen', 'NL-BIO-01']",['France'],[],[],?,367,7,58,13,0,0,,['Terra Sana'],,,,,,,,,,,,,,,,,1536 kj(367 kcal),0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Amandes Calades,3489810000306,,,['France'],[],[],?,565,38,41,13,0,0,,,,,,,,,,,,,,,,,,,2364 kj(565 kcal),14,40,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Blaye cotes de bordeaux,3482889994255,,,['France'],[],[],?,?,?,?,?,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux', 'Blaye-Côtes-de-Bordeaux']",,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,['France'],,,,,,,,,,,,,,,,,,,,,,,,
137,Buche carrefour orange,3276550576563,,,['France'],[],[],?,?,?,?,?,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,
138,Le Kiosque a Bonbons,3373910002707,,,['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Pure Leaf Chai tea bio - 40g,8711200483365,40 g,"['Bio', 'PEFC', 'Rainforest Alliance']",['France'],[],[],?,?,?,?,?,,,A,['Pure Leaf'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés en sachets']",,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,"['Carton', 'boîte']",,,,['Magik Dépôt'],,,,,,,,,,,,,,,,,,,,,
140,champagne - Louis Journey - 75cl,3466120000370,75cl,,['France'],[],[],?,?,?,?,?,,,C,['Louis Journey'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins effervescents', 'Champagnes', 'Vins pétillant']",,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,['Bouteille'],['France'],['Bouzy'],,['Auchan'],,,,,,,,,,,,,,,,,,,,,
