,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,brand,traceability_code,additives,allergens,nova_score,markets,brand_owner,ingredients_origins,manufacturing,link,generic_name
1185,Morbier,2689134016330,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",['France'],[],[],32 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,1.4 g,en quantité modérée,?,,385,+9%,1611 kj(385 kcal),+9%,32,+11%,21,+8%,"0,5",-36%,0,-100%,24,+6%,"1,4",-2%,"0,56",-2%,15,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
1186,Biere blanche,3770006352010,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Organic olives kalamon variety,5200117550060,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",['France'],[],[],30 g,en quantité élevée,3 g,en quantité modérée,1 g,en faible quantité,4.4 g,en quantité élevée,?,,278,+45%,1163 kj(278 kcal),+47%,30,+63%,3,+8%,"1,4",-27%,1,+256%,"1,7",+28%,"4,4",+25%,"1,76",+25%,15,+22%,D,+22%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,"['Bio', 'Bio européen', 'GR-BIO-03']",,,,,,,,,,,,,
1188,Rhum trois rivieres,3267130032487,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,,
1189,Chocolat Lait BIO Saint Domingue - La Plantation Victoria - 80g,3501940120805,D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['France'],[],[],43 g,en quantité élevée,24 g,en quantité élevée,44 g,en quantité élevée,0.12 g,en faible quantité,?,,601,+9%,2515 kj(601 kcal),+9%,43,+25%,24,+22%,45,-13%,44,-10%,"7,8",+9%,"0,12",-48%,"0,048",-48%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01']",80 g,,['La Plantation Victoria'],,,,,,,,,,
1190,Carrés aux fèves de cacao,3760003630518,,,['France'],[],[],,,,,,,,,?,,572,,2393 kj(572 kcal),,"41,5",,22,,"37,4",,"29,9",,"8,4",,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,
1191,Sablé des Rois,3700754742511,,,['France'],[],[],,,,,,,,,?,,481,,2013 kj(481 kcal),,26,,17,,59,,23,,6,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Secret d'aladin,3760166260690,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Pain de mie,0205787005846,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Crêpes,2600145019356,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,BERGOOD,8053677870454,,,['France'],[],[],,,,,,,,,?,,55,,230 kj(55 kcal),,0,,0,,14,,14,,0,,8,,"3,2",,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,
1196,Crème de vinaigre Balsamique de Modène IGP soja -  - 250ml,3700600309707,,"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",['France'],"['vinaigre balsamique de Modène* IGP 40% ', 'vinaigre de vin*', 'moût de raisin concentré', 'colorant caramel E150d*', 'sauce soja 33% ', 'eau', 'graines de soja', 'blé', 'sel', 'amidon de maïs modifié', ' *Sulfites']",['Sans huile de palme'],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,,,,,,,,,250 ml,,,,"[""E150d - Caramel au sulfite d'ammonium""]","['Gluten', 'Soja']",4,,,,,,
1197,Rosa Thunfisch - 200g,7610200061638,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,200 g,['Dose'],,,,,,,,,,,
1198,Les enrobés dattes choco noir - Maison Roucadil,3595120012950,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"10,3",,6,,"56,9",,"52,3",,4,,0,,0,,,,,,,,,,,,,,,,['Maison Roucadil'],,,,,,,,,,
1199,Chips banane,2600128005840,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Sardellen Filets - 50g,7615900013390,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,50 g,['Dose'],,,,,,,,,,,
1201,Chipolatas,2410232025128,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['France'],[],[],13 g,en quantité modérée,5.4 g,en quantité élevée,0.2 g,en faible quantité,1.9 g,en quantité élevée,?,,193,-19%,808 kj(193 kcal),-19%,13,-31%,"5,4",-25%,"1,6",+37%,"0,2",-68%,"17,2",+12%,"1,9",+6%,"0,76",+6%,15,-10%,D,-10%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,
1202,Getrocknete Himbeeren gehackt,4022500137549,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['stück'],,,,,,,,,,,
1203,Mousse de foie -,2262797009644,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de foies']",['France'],[],[],32 g,en quantité élevée,11 g,en quantité élevée,1.3 g,en faible quantité,1.7 g,en quantité élevée,1386,+8%,?,,1386 kj(331 kcal),-0%,32,+4%,11,-4%,"1,9",-33%,"1,3",-17%,10,-4%,"1,7",+8%,"0,68",+8%,21,+8%,E,+8%,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,
1204,Nonnettes à la myrtille,3760017470131,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Limonade Japonaise Ramune Goût Melon,4901742200535,,,['France'],[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,"0,5",,0,,11,,"9,4",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Abricot sec,2600110030249,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",['France'],[],[],0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,,,?,,283,+8%,1184 kj(283 kcal),+8%,"0,5",+3%,"0,02",-67%,"62,6",+8%,"53,4",+18%,"3,4",+10%,,,,,,,,,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,,,,,,,
1207,Mini cœurs Dragées au chocolat,3266058230036,,,['France'],[],[],,,,,,,,,?,,480,,2008 kj(480 kcal),,17,,11,,69,,63,,"4,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Augenbohnen - 1000g,8697686871264,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,1000 g,['Plastikbeutel'],,,,,,,,,,,
1209,Vive les fêtes - Palais des Thés,2700848001068,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Palais des Thés'],,,,,,,,,,
1210,Sonnenblumenkerne geschält - 400g,24532891,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,400 g,['Plastikbeutel'],,,,,,,,,,,
1211,Poulet à la printanière,3379670016138,,,['France'],[],[],,,,,,,,,?,,60,,251 kj(60 kcal),,"1,1",,"0,2",,"7,1",,"2,6",,"4,8",,"0,93",,"0,372",,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE']",,,,,,,,,,,,,
1212,Gout Russe 7 Agrumes - Palais Des Thés,3700256704420,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Palais Des Thés'],,,,,,,,,,
1213,2 cuisses de poulets bio,2456026034181,C,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['France'],[],[],5.9 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,0.15 g,en faible quantité,?,,138,-28%,577 kj(138 kcal),-28%,"5,9",-52%,"1,7",-49%,0,-100%,0,-100%,20,+9%,"0,15",-80%,"0,06",-80%,-3,-185%,A,-185%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Bio', 'Bio européen', 'FR-BIO-09', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1214,Jésus cuit,3760001973099,,,['France'],[],[],,,,,,,,,?,,240,,1004 kj(240 kcal),,"20,9",,"2,9",,"0,2",,"0,16",,"13,17",,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Farine blé T55 mie blanche,3760182440069,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Petits croûtons à l'ail & huile d'olive,3273670003603,,,['France'],[],[],,,,,,,,,?,,413,,1728 kj(413 kcal),,"9,2",,"1,3",,68,,"3,1",,"12,4",,"2,7",,"1,08",,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,
1217,Caramels chocolat au beurre salé - La Confiserie Bressaude,3389681000941,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['La Confiserie Bressaude'],,,,,,,,,,
1218,Escalopes de poulet,2447040024661,D,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Escalopes de poulet']",['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
1219,Rillettes de Thon au poivre vert,3760012693061,D,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de thon']",['France'],[],[],12 g,en quantité modérée,8.6 g,en quantité élevée,0.9 g,en faible quantité,0.82 g,en quantité modérée,?,,168,-21%,703 kj(168 kcal),-22%,12,-24%,"8,6",+128%,"2,6",+23%,"0,9",-6%,13,-15%,"0,82",-21%,"0,328",-21%,13,+109%,D,+109%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,"['FR 85.166.011 CE', 'Olonne-sur-Mer (Vendée, France)']",,,,,,,,,
1220,Pot au feu,0201296044017,,,['France'],[],[],,,,,,,,,?,,76,,318 kj(76 kcal),,"1,7",,"0,5",,"5,3",,"1,7",,"9,3",,"0,49",,"0,196",,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Graine de tournesol - Great Value,0628915830125,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",['France'],[],[],50 g,en quantité élevée,6 g,en quantité élevée,2 g,en faible quantité,1.1 g,en quantité modérée,?,,620,+9%,2594 kj(620 kcal),+9%,50,+9%,6,+21%,20,+50%,2,-17%,26,+18%,"1,1",-39%,"0,44",-39%,16,+20%,D,+20%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,['Great Value'],,,,,,,,,,
1222,Tartellette pomme,0202279017059,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,Diots de Savoie,3760234984060,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses savoyardes', 'Diots', 'Diots de Savoie']",['France'],[],[],27 g,en quantité élevée,9 g,en quantité élevée,0.8 g,en faible quantité,2.3 g,en quantité élevée,?,,302,-1%,1264 kj(302 kcal),-1%,27,+4%,9,-11%,"1,2",+17%,"0,8",+35%,16,-6%,"2,3",+5%,"0,92",+5%,21,-0%,E,-0%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,
1224,Pain céréales,0206470011816,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Brandade de morue,0200010049208,E,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",['France'],[],[],6.3 g,en quantité modérée,1.1 g,en faible quantité,1.4 g,en faible quantité,0.7 g,en quantité modérée,?,,126,-43%,527 kj(126 kcal),-43%,"6,3",-62%,"1,1",-48%,"8,8",+12%,"1,4",+95%,"8,3",+22%,"0,7",-20%,"0,28",-20%,0,-100%,B,-100%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,,,,,,,,,,,,,
1226,Clementine,9782845823839,,['Non alimentaire'],['France'],[],[],45 g,en quantité élevée,21 g,en quantité élevée,6 g,en quantité modérée,0 g,en faible quantité,?,,21,-90%,88 kj(21 kcal),-90%,45,+309%,21,+507%,21,-7%,6,-34%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Milo - 400g,4792024000635,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,400 g,['Dose'],,,,,,,,,,,
1228,Pain d'épices au miel et fruits secs,3540860000965,B,"['Biscuits et gâteaux', ""Pains d'épices""]",['France'],[],[],5.6 g,en quantité modérée,0.6 g,en faible quantité,45 g,en quantité élevée,0.35 g,en quantité modérée,?,,334,-1%,1397 kj(334 kcal),-2%,"5,6",+60%,"0,6",-52%,66,-7%,45,+11%,"4,9",+13%,"0,35",-20%,"0,14",-20%,14,-1%,D,-1%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,,,,,,,,
1229,Café crown,8690504096511,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Sablés Pépites de chocolat,3770003257639,,,['France'],[],[],,,,,,,,,?,,460,,1925 kj(460 kcal),,26,,17,,47,,21,,7,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Anji white - 28g,7613034032478,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,28 g,['Carton'],,,,,,,,,,,
1232,Pacemaker,3760099400422,,,['France'],[],[],,,,,,,,,?,,33,,138 kj(33 kcal),,0,,0,,"6,6",,"5,3",,1,,,,,,,,,,,,,,,,,"['Bio', 'Agriculture UE/Non UE']",,,,,,,,,,,,,
1233,Souris d'agneau dorée au four - Jean Rozé,0211937056873,,,['France'],[],[],,,,,,,,,?,,159,,665 kj(159 kcal),,"8,8",,4,,"0,5",,0,,20,,"0,94",,"0,376",,,,,,,,,,,,,"['Nutriscore', 'Nutriscore C', 'Triman']",,['Sachet en plastique'],['Jean Rozé'],,,,,,,,,,
1234,Andouille de Vire à l'ancienne fumée au bois de hêtre,2670104048284,,,['France'],[],[],,,,,,,,,?,,1046,,4376 kj(1046 kcal),,20,,6,,0,,0,,1,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1235,1/2 baguettes - Super U,,,,['France'],[],[],,,,,,,,,?,,82,,343 kj(82 kcal),,48,,12,,4,,2,,48,,4,,"1,6",,,,,,,,,,,,,,,,['Super U'],,,,,,,,,,
1236,Le cacouyard,3542864370020,,,['France'],[],[],,,,,,,,,?,,309,,1293 kj(309 kcal),,"25,5",,"15,93",,"1,17",,"0,01",,"18,8",,"1,07",,"0,428",,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Moules de cordes,3770010114000,C,"['Produits de la mer', 'Mollusques', 'Moules', 'Moules de corde']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,50.0%,0.0%,15.2%,14.1%,7.7%,13.0%,56,['Bio'],,,,"['FR 34.039.003 CE', 'Bouzigues (Hérault, France)']",,,,,,,,,
1238,Chipolatas 480g,2615101031167,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['France'],[],[],21 g,en quantité élevée,7.6 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,?,,253,+6%,1059 kj(253 kcal),+6%,21,+11%,"7,6",+5%,1,-15%,0,-100%,15,-3%,"1,6",-11%,"0,64",-11%,17,+2%,D,+2%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,
1239,Salade Mechouia - Rayan,3700604200765,,,['France'],[],[],,,,,,,,,?,,251,,1050 kj(251 kcal),,25,,0,,"1,27",,0,,"1,83",,0,,0,,,,,,,,,,,,,,,,['Rayan'],,,,,,,,,,
1240,Vainilla natural,7503021642714,,,['France'],[],[],,,,,,,,,?,,46,,192 kj(46 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Brochette coeur guimauve,3700879302096,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,tomme blanche,2487998019029,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,27,,19,,"1,5",,"0,5",,19,,"1,5",,"0,6",,,,,,,,,,,,,,,,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,,,,
1243,Saumon fumé Ecosse - Mericq,3700968406285,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'en:smoked-salmons-from-scotland']",['France'],[],[],10 g,en quantité modérée,1.6 g,en quantité modérée,0 g,en faible quantité,3.4 g,en quantité élevée,?,,187,+4%,782 kj(187 kcal),+4%,10,+2%,"1,6",-19%,"0,4",-26%,0,-100%,23,+6%,"3,4",+20%,"1,36",+20%,13,-2%,D,-2%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,['Mericq'],,,,,,,,,,
1244,Gorgonzola,2850639023554,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Le croquet de charost,3392360001078,,,['France'],[],[],,,,,,,,,?,,441,,1845 kj(441 kcal),,12,,"1,2",,70,,37,,12,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Jambon cuit sup aveyron 3 tr - Porc de l'Aveyron,2693037036012,,,['France'],[],[],,,,,,,,,?,,171,,715 kj(171 kcal),,10,,"2,4",,"0,6",,"0,6",,20,,"1,9",,"0,76",,,,,,,,,,,,,,,,"[""Porc de l'Aveyron""]",,,,,,,,,,
1247,Poudre de Citron,3770015908000,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-15']",,,,,,,,,,,,,
1248,Saumon - 150g,5060374373051,,,['France'],[],[],,,,,,,,,?,,155,,649 kj(155 kcal),,"7,03",,"1,3",,"0,5",,0,,"22,4",,"2,65",,"1,06",,,,,,,,,,,,,,150 g,,,,,,,,,,,,
1249,Discos negros,8412805112161,,,['France'],[],[],,,,,,,,,?,,322,,1347 kj(322 kcal),,"1,7",,"1,2",,72,,35,,"3,9",,"3,9",,"1,56",,,,,,,,,,,,,,,,,,,,,,,,,,
1250,1,0241208013052,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
1251,Pain baguette,2644578005128,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Chocolat,7862119800635,,,['France'],[],[],,,,,,,,,?,,140,,586 kj(140 kcal),,9,,5,,13,,8,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,Moutarde à la spiruline - 200g,3700600313018,,,['France'],[],[],,,,,,,,,?,,203,,849 kj(203 kcal),,"14,1",,1,,"9,3",,"5,1",,"9,2",,"5,5",,"2,2",,,,,,,,,,,,,,200 g,,,,,,,,,,,,
1254,Idéamix,5390317477417,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,366,,1531 kj(366 kcal),,"10,1",,"1,7",,44,,"17,8",,14,,,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lactose']",,,,,,,,,,,,,
1255,Gouda au cumin,0209500021526,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas au cumin']",['France'],[],[],30.9 g,en quantité élevée,20.9 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,?,,376,+1%,1573 kj(376 kcal),+1%,"30,9",+0%,"20,9",-0%,0,-100%,0,-100%,"23,6",-0%,2,+10%,"0,8",+10%,17,+3%,D,+3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
1256,Fourme de Montbrison,0297602051039,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', 'Fourme de Montbrison']",['France'],[],[],29 g,en quantité élevée,20 g,en quantité élevée,0.6 g,en faible quantité,1.5 g,en quantité modérée,?,,353,-4%,1477 kj(353 kcal),-3%,29,-6%,20,-5%,2,+287%,"0,6",+280%,21,-2%,"1,5",-13%,"0,6",-13%,15,-7%,D,-7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
1257,Leberwurst,4037500160015,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Palmiers - 100g,5601489196014,,,['France'],[],[],,,,,,,,,?,,535,,2238 kj(535 kcal),,30,,15,,59,,20,,6,,"1,3",,"0,52",,,,,,,,,,,,,,100 g,,,,,,,,,,,,
1259,Saumon fumé à chaud,5906259705671,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['France'],[],[],14 g,en quantité modérée,1.9 g,en quantité modérée,0 g,en faible quantité,1.2 g,en quantité modérée,?,,222,+20%,929 kj(222 kcal),+20%,14,+33%,"1,9",-8%,0,-100%,0,-100%,24,+9%,"1,2",-57%,"0,48",-57%,3,-77%,C,-77%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,
1260,Comté - Nos Régions ont du Talent,2860060026833,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['France'],[],[],35 g,en quantité élevée,24 g,en quantité élevée,0.5 g,en faible quantité,0.93 g,en quantité modérée,?,,427,+2%,1787 kj(427 kcal),+2%,35,+1%,24,+6%,"0,5",+8%,"0,5",+87%,28,+4%,"0,93",+11%,"0,372",+11%,14,+8%,D,+8%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,"['Nos Régions ont du Talent', 'Fromageries Arnaud']",,,,,,,,,,
1261,Raisins verts de table,7754078000570,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,"Aceto Balsamico 5 Travasi Leonardi 0,25 L.",8033378343037,,,['France'],[],[],,,,,,,,,?,,262,,1096 kj(262 kcal),,0,,0,,60,,60,,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Cacahuetes enrobees - Leader Price,3036853195812,,,['France'],[],[],,,,,,,,,?,,118,,494 kj(118 kcal),,6,,"0,8",,"10,4",,"2,7",,"3,9",,"0,5",,"0,2",,,,,,,,,,,,,,,,['Leader Price'],,,,,['Leader Price'],,,,,
1264,Lupin,0207516012668,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Mélange sportif,2600688068156,,,['France'],[],[],,,,,,,,,?,,484,,2025 kj(484 kcal),,30,,"2,2",,31,,30,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,Ch. la Commanderie 2012 St. estephe,3258691464305,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Rillettes fraîches •Thon blanc & poivre vert• - 125g,3435020041011,D,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de thon']",['France'],[],[],17 g,en quantité modérée,7.5 g,en quantité élevée,0.7 g,en faible quantité,0.93 g,en quantité modérée,?,,241,+14%,1008 kj(241 kcal),+12%,17,+8%,"7,5",+99%,"2,2",+4%,"0,7",-27%,19,+24%,"0,93",-11%,"0,372",-11%,14,+125%,D,+125%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,125 g,,,,,,,,,,,,
