,name,bar_code,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,quantity,packaging,labels,ingredients_origins,manufacturing,markets,allergens,nova_score,generic_name,additives,origin_detail,link,palm_ingredients,brand_owner
1153,Glace yaourt - Maison de la Glace,3760124194739,,['France'],[],[],?,159,"5,3",23,"4,6",665 kj(159 kcal),"5,3",23,"0,15","0,06",B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",5.3 g,en quantité modérée,5.3 g,en quantité élevée,23 g,en quantité élevée,0.15 g,en faible quantité,,-28%,-27%,-51%,-23%,-12%,+3%,+38%,-1%,-1%,11,-13%,D,-13%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Maison de la Glace'],,,,,,,,,,,,,,
1154,Gateau,4010070399948,,['France'],[],[],?,50,4,50,4,209 kj(50 kcal),0,50,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Poulet,3397970108520,,['France'],[],[],?,0,5,0,2,0 kj(0 kcal),0,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Tomate cerise,13414672,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Lomo montañes-filet mignon,2722290003827,,['France'],[],[],?,212,"5,7",1,"36,2",887 kj(212 kcal),"2,2","0,9","3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Pâtes Coudes 1 L'epi D'or,6194003310083,,['France'],[],[],?,355,"1,9",73,"12,5",1485 kj(355 kcal),0,0,"0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Boulette de boeuf,3760195571699,,['France'],[],[],?,208,15,"4,3",13,870 kj(208 kcal),"6,7",0,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Découpes de canard,3287680016324,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Purée d’artichaud,8031556000390,,['France'],[],[],?,393.2,40,"6,8","1,7",1645 kj(393 kcal),"6,4","0,6","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Pistaches coque grillées salées,3700056709243,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Bubble tea au fromage,6951768502661,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,La mortuacienne artisanale,3292481220184,,['France'],[],[],?,32,0,"7,9",0,134 kj(32 kcal),0,"7,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Tablette chocolat noir 70% de cacao,3714900000004,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,Compotée tomates mozzarella graines de courge,3265470056491,,['France'],[],[],?,138,"8,5","8,5","5,6",577 kj(138 kcal),"2,5","4,9","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Comte bio,2870494021915,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",['France'],[],[],?,430,34,"1,2",27,1799 kj(430 kcal),23,"0,5","1,1","0,44",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",34 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,1.1 g,en quantité modérée,,+3%,+3%,-2%,+1%,+160%,+87%,+0%,+31%,+31%,14,+8%,D,+8%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,
1168,Rose,3021891401919,,['France'],[],[],?,?,?,?,?,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Ventresca de bonito del norte,8437001508907,,['France'],[],[],?,288,22,0,23,1205 kj(288 kcal),"4,5",0,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Fagiolini fini surgelati - Selex,8003100880406,,['France'],[],[],?,33,"0,1","3,7",2,138 kj(33 kcal),"0,1",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Selex'],,,,,,,,,,,,,,
1171,Bâton de riz collant,8717624004018,,['France'],[],[],?,208,"0,1",49,3,870 kj(208 kcal),0,0,"0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Bananes,2221353006954,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Tranche de riz gluant,8802812906011,,['France'],[],[],?,245.7,"3,3","49,7","4,3",1028 kj(245 kcal),"1,4","7,9","0,103","0,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Miss Anaïs,3045710046198,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Biosun bevanda al cacao biologico,8005650663201,,['France'],[],[],?,103,"2,3",16,"0,11",431 kj(103 kcal),"0,7","8,1",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Pandoro tiramisu,8002630010482,,['France'],[],[],?,374,13,49,"6,4",1565 kj(374 kcal),11,29,"0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Hofmaier Geflügelfleischwurst,4316268462365,,['France'],[],[],?,0,17,1,14,0 kj(0 kcal),6,"0,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Éventail de crevettes,3664335050726,,['France'],[],[],?,132,"5,3","2,1",19,552 kj(132 kcal),"0,8","1,3","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Kids Em-eukal cerise,4009077072664,,['France'],[],[],?,338,"0,5",75,"7,3",1414 kj(338 kcal),"0,2",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,sweet mate,3770020051029,,['France'],[],[],?,4,"0,1","0,9","0,1",17 kj(4 kcal),"0,1","0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Chocolat noir tribago,3595180220203,,['France'],[],[],?,560,"38,9","38,1","8,2",2343 kj(560 kcal),23,"35,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Tonica zero pet,8014396003073,,['France'],[],[],?,2,0,0,0,8 kj(2 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,Pain de table,3760049798852,,['France'],[],[],?,306,"6,4",52,"8,4",1280 kj(306 kcal),"0,5","4,8","0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Yaourt fermier de brebis,3770006925153,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Chèvre fermier de l'Ardèche,3770000907117,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Chocolat au lait lait suprême,3595180220371,,['France'],[],[],?,570,"37,4","49,3","7,5",2385 kj(570 kcal),"22,4","48,6","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Chutes de jambon,2440565039882,,['France'],[],[],?,112,"3,5",0,20,469 kj(112 kcal),"1,3",0,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Blended scotch whisky,20125455,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Choux rouge,5400189660166,,['France'],[],[],?,66,"0,1",14,0,276 kj(66 kcal),0,14,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Filets de poulet,2860119026760,"['FR 85.004.001 CE', 'Angles (Vendée, France)']",['France'],[],[],?,?,?,?,?,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,
1191,Jambon Dauvergne IGP,3700118302801,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Escalopes milanaise poulet pané cru poivre,0227081023357,,['France'],[],[],?,132,"1,9",8,20,552 kj(132 kcal),"0,6","1,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,
1193,Noir noisettes - Lindt,8013108004759,,['France'],[],[],?,580,41,41,"8,3",2427 kj(580 kcal),18,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lindt'],,,,,,,,,,,,,,
1194,Moulage chocolat garni,3474340025165,,['France'],[],[],?,72.2,36,46,"5,9",302 kj(72 kcal),22,44,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Cavendish & Harvey Citrus Fruit Drops,4037719066993,,['France'],[],[],?,392,3,97,"0,5",1640 kj(392 kcal),"0,1",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,Royco soupe,3036393020704,,['France'],[],[],?,50,"2,4","6,3","0,6",209 kj(50 kcal),"1,5","0,4","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Oeufs en chocolat,8714786293748,,['France'],[],[],?,541,31,"59,6","5,2",2264 kj(541 kcal),"19,2","58,8","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,Parmigiano reggiano d o p - Carrefour,8012666049523,,['France'],[],[],?,402,30,0,"1,6",1682 kj(402 kcal),20,0,0,0,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+0%,+1%,+1%,+1%,-100%,,-95%,-100%,-100%,15,-10%,D,-10%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Carrefour'],,,,,,['Carrefour'],,,,,,,,
1199,10KG Croquettes Multicroc +7ans Brekkies,3700260210511,,['France'],[],[],?,0,10,0,26,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Magnum mini double gold caramel billionaire - 282g,8711327485082,,"['France', 'Espagne']","['LAIT écrémé réhydraté', 'sucre', 'beurre de cacao¹', 'sirop de glucose', 'LAIT en poudre écrémé', 'BEURRE concentré', 'sirop de glucose-fructose', 'huiles végétales ', 'coco', 'tournesol', 'LAIT écrémé en poudre ou concentré', 'fructose', 'amidon', 'LACTOSE et protéines de LAIT', 'farine de riz', 'émulsifiants ', 'E471', 'E476', 'E322', 'sirop de sucre caramélisé', 'stabilisants ', 'E410', 'E407', 'E412', 'colorant ', 'E150b', 'arômes', 'sel ', '0,1%', 'BEURRE', 'pâte de cacao¹', 'poudre à lever ', 'E500', ' Peut contenir : Œuf', 'soja', 'amandes', 'noix de cajou', 'blé', 'orge', ' ¹Vérifié Rainforest Alliance']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1225,343,19,38,"4,7",1225 kj(343 kcal),12,30,"0,32","0,128",A,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés']",19 g,en quantité modérée,12 g,en quantité élevée,30 g,en quantité élevée,0.32 g,en quantité modérée,+4%,+24%,+5%,+17%,+8%,+30%,+17%,+61%,+130%,+130%,20,+22%,E,+22%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Magnum'],282 g,['Film'],['Rainforest Alliance'],,,,['Lait'],4,"Glace parfum biscuit et glace parfum noix de pécan, sauce au caramel salé aromatisée (18%), enrobage chocolat blanc au caramel (30%), éclats de biscuits (3%).","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E322 - Lécithines', 'E410 - Gomme de caroube', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E150b - Caramel de sulfite caustique', 'E500 - Carbonates de sodium']",,,,
1201,Burger brioché,2587276002634,,['France'],[],[],?,304,7,51,"9,4",1272 kj(304 kcal),"2,2",11,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Figues sèches,8690303004168,,['France'],[],[],?,294,"2,3",56,"4,7",1230 kj(294 kcal),"0,3",51,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Baguette super U,,,['France'],[],[],?,296,"1,1",60,10,1238 kj(296 kcal),"0,2","1,4","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,Terrine de foie de volaille,3760066560753,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Frites pop corn,8422915244843,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Bahartli,8690504230571,,['France'],[],[],?,355,36,5,1,1485 kj(355 kcal),5,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Confit cuisse poulet,2131894004244,,['France'],[],[],?,267,"22,54","0,1","14,81",1117 kj(267 kcal),"6,65","0,06","1,43","0,572",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Assortiment oignon ail échalote,3760232560051,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Sedani Sans Gluten,8007290334763,,['France'],[],[],?,354,"1,5","76,5","7,5",1481 kj(354 kcal),"0,5","2,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Poule en chocolat,3700699918316,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Ail 3 têtes,3760232560105,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Bacon halal,5411431108763,,['France'],[],[],?,188,12,1,19,787 kj(188 kcal),"3,8",0,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Alubias,8420690171057,,['France'],[],[],?,1500,2,1,90,6276 kj(1500 kcal),1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,Bœuf race charolaise,2203850028530,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Délice de poivrons au vinaigre balsamique bio,3700238323311,,['France'],[],[],?,127.7,"9,3","10,9","2,1",534 kj(127 kcal),"1,3","4,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Ptit gros tranché,0226626022244,,['France'],[],[],?,229,"18,9","0,4","14,4",958 kj(229 kcal),"6,2","0,1","1,67","0,668",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Morgon,3264380082811,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bottle'],,,,,,,,,,,,
1218,Beurre Demi sel,3278310990015,"['FR 62.510.102 CE', 'Liévin (Pas-de-Calais, France)']",['France'],[],[],?,726,80,"0,6","0,8",3038 kj(726 kcal),55,"0,5","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Film en plastique'],,,,,,,,,,,,
1219,Chocolat,3120340100332,,['France'],[],[],?,548,32,58,"5,5",2293 kj(548 kcal),20,57,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Scamorza affumicata,8003955307721,,['France'],[],[],?,306,24,"1,2",23,1280 kj(306 kcal),16,"1,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Pinot noir,3355820080266,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,La Poule Lait Révillon,3110846178850,,['France'],[],[],?,584,41,47,"6,7",2443 kj(584 kcal),25,44,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,Bretzel chocolat noir,3367270006116,,['France'],[],[],?,561,38,44,"7,8",2347 kj(561 kcal),14,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Fromage blanc battu vanille,3760259730215,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Cumino semi,8003240094077,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Semi Dried Cherrytomater 190 GR. De Carl,8032529201219,,['France'],[],[],?,201,15,11,"2,3",841 kj(201 kcal),"2,6",11,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Carré gervais à la crème,6111032008361,,['France'],[],[],?,320,29,"2,9","8,5",1339 kj(320 kcal),16,0,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Robin le lapin,3680800000003,,['France'],[],[],?,3,44,30,"7,6",13 kj(3 kcal),26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,miel pops loops - kellogg's - 400g,17558167,,['France'],"['Farines de céréales', '74%', 'blé complet', 'avoine complète', 'orge complète', 'seigle complet', 'sucre', 'miel', '3%', 'sirop de glucose', 'sel', 'phosphate tricalcique', 'colorant', 'caroténoïdes', 'antioxydants', ""palmitate d'ascorbyle"", 'alpha-tocophérol', ' VITAMINES ET MINÉRAUX: Vitamines', 'niacine', 'B6', 'B2', 'B1', 'acide folique', 'B12', 'D', ' et fer', ' Allergènes : voir les ingrédients en gras']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,?,?,?,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""kellogg's""]",400g,['carton et ensachage plastique'],"['Nutriscore', 'Nutriscore C']",,,,['Gluten'],4,,"['E160 - Caroténoïdes', ""E304i - Palmitate d'ascorbyle"", 'E307 - Alphatocophérol']",,,"[""E304 - Palmitate d'ascorbyle""]",
1230,Fraises,3760176010025,,['France'],[],[],?,16,"0,1",1,8,67 kj(16 kcal),0,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Selection Gourmande,3274642127044,,['France'],[],[],?,561,37,49,"7,4",2347 kj(561 kcal),21,47,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Specialite au pruneau,2600185018371,,['France'],[],[],?,245,"0,5",55,2,1025 kj(245 kcal),"0,1",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Terrine au poivre vert,3760153800359,,['France'],[],[],?,278,26,3,13,1163 kj(278 kcal),"9,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Poulet crispi,5902487127612,,['France'],[],[],?,205,"6,2",22,14,858 kj(205 kcal),"0,6","1,6","0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Chocolat fait main en Ariège,3770003574354,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Icelandic chocolate,5690576570042,,['France'],[],[],?,564,36,50,"8,9",2360 kj(564 kcal),22,50,"0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Veloute d asperges,3760242390013,,['France'],[],[],?,45,"1,6","5,7","1,4",188 kj(45 kcal),1,"0,8","0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,Gateau chocolat grand mere 450,0207443032470,,['France'],[],[],?,450,27,44,"6,3",1883 kj(450 kcal),17,34,"0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Miaraj Tea - 27 - paris,5487926717840,,['France'],[],[],?,100,10,5,"0,5",418 kj(100 kcal),4,"1,5",0,0,,['en:27'],10 g,en quantité modérée,4 g,en quantité modérée,1.5 g,en faible quantité,0 g,en faible quantité,,,,,,,,,,,4,,C,,,,,,,,,['27'],paris,['Afghanistan'],,,,,,,,,,,,
1240,Oeufs en chocolat - Hema,8718537941940,,['France'],[],[],?,545,33,"54,1","6,9",2280 kj(545 kcal),"19,8","52,7","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Hema'],,,,,,,,,,,,,,
1241,Messieurs mayonnaise bio,3265470031719,,['France'],[],[],?,664,72,"2,3","1,2",2778 kj(664 kcal),"9,1","1,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,Jamon Serrano 9-11 mois,8436569170595,,['France'],[],[],?,215,10,1,30,900 kj(215 kcal),"3,8",0,"5,5","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Sweet & Sour Sauce - Marks & Spencer - 290g,29066315,,"['France', 'Royaume-Uni']","['Water', 'Tomato Purée', 'Rice', 'Vinegar', 'Sugar', 'Red Peppers ', '10%', ' Pineapple ', '7%', ' Onions', 'Concentrated Pineapple Juice', 'Cornflour', 'Water Chestnuts ', '2%', ' · Ginger Purée ', ' Garlic Purée', 'Rapeseed Oil', 'Salt', 'Colour: Paprika Extract', 'Chilli Powder']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,75,"0,1","17,7","0,5",314 kj(75 kcal),"0,1","13,8","0,5","0,2",,['en:Cooking sauce'],0.1 g,en faible quantité,0.1 g,en faible quantité,13.8 g,en quantité élevée,0.5 g,en quantité modérée,,,,,,,,,,,5,,C,,,,,,,,,['Marks & Spencer'],290 g,['Glass jar'],,,,['Ocado'],"['Fruits à coque', 'Arachides']",4,,['E160c - Extrait de paprika'],,,,
1244,Merguez,2208268038577,,['France'],[],[],?,197,"13,4","1,7","17,4",824 kj(197 kcal),"6,9","1,6","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Film en plastique'],,,,,,,,,,,,
1245,amendoas chocolate branco   vieira,5601008601500,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Chrysanthellum,0656272964177,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Lindo latte cuori - Lindt,8003340033204,,['France'],[],[],?,605,44,46,"5,3",2531 kj(605 kcal),33,45,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lindt'],,,,,,,,,,,,,,
1248,Pâte d’amandes,4049583159350,,['France'],[],[],?,438,"15,9",65,"6,6",1833 kj(438 kcal),"1,4",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Galbani Galbanino Il Saporito GR,8000430070736,,['France'],[],[],?,333,26,"1,8",23,1393 kj(333 kcal),18,"0,1","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Mon p'tit mouton,4013900501559,,['France'],[],[],?,567,36,53,"6,9",2372 kj(567 kcal),21,51,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,Fraise noix de coco,0200380015940,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Classic bowl,0616112866733,,['France'],[],[],?,233.3333,20,"6,667",0,976 kj(233 kcal),"3,333",0,"1,167","0,467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,Café,5902480017071,,['France'],[],[],?,1,0,"0,3","0,2",4 kj(1 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Snack Balls Schoko Kirsch,4038507010402,,['France'],[],[],?,333,"9,9","53,5",6,1393 kj(333 kcal),"1,6",45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
