,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,eco_score,categories,traceability_code,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,additives,nova_score,manufacturing,brand_owner,allergens,ingredients_origins,generic_name,link,palm_ingredients
1543,Jus de pomme bio,8017870003088,['Bio'],['France'],[],[],?,46,"0,1","11,2","0,1",192 kj(46 kcal),0,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Caillette -,2240680034836,,['France'],[],[],?,322,28,"3,4",14,1347 kj(322 kcal),11,"0,6",2,"0,8",,,,,['Caillettes'],,28 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,2 g,en quantité élevée,,+23%,+24%,+37%,+40%,-38%,-62%,+4%,-8%,-8%,22,+17%,E,+17%,,,,,,,,,,,,,,,,,
1545,Reblochon de Savoie,2204674003291,,['France'],[],[],?,332,"27,6","0,1","20,8",1389 kj(332 kcal),"16,9","0,1","1,19","0,476",,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",,27.6 g,en quantité élevée,16.9 g,en quantité élevée,0.1 g,en faible quantité,1.19 g,en quantité modérée,,+2%,+3%,+3%,-10%,-73%,-56%,+4%,-11%,-11%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
1546,Escalope de Poulet,0217268030506,,['France'],[],[],?,?,?,?,?,,,,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Escalopes de poulet']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1547,Betterave roquette et Feta - Marks & Spencer,00898614,,['France'],[],[],?,130,"7,5","8,9","4,4",544 kj(130 kcal),"2,3","8,2","0,55","0,22",,,"['Marks & Spencer', 'Plus']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Céréale antan - Verival,9004617066344,"['Végétarien', 'Végétalien', 'Sans sucre ajouté']",['France'],[],"['Végétalien', 'Végétarien']",?,373,"7,6",62,"9,6",1561 kj(373 kcal),"0,9",19,"0,1","0,04",,,['Verival'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",,7.6 g,en quantité modérée,0.9 g,en faible quantité,19 g,en quantité élevée,0.1 g,en faible quantité,,-10%,-10%,-42%,-73%,+2%,+12%,-3%,-43%,-43%,3,-39%,C,-39%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,,,,,
1549,Foies de poulet fermier - Maître Coq,0215032013519,"['Bio', 'Bio européen']",['France'],[],[],?,?,?,?,?,,,,,,,,['Maître Coq'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Craquelins au son d'avoine,3350030493455,,['France'],[],[],?,420,12,58,14,1757 kj(420 kcal),"4,3","3,3","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,Le goût de l'exception,3471780017675,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,Rognon de potc,2665596017658,,['France'],[],[],?,92,"3,1","0,5",16,385 kj(92 kcal),1,"0,5","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Yaourt au lait de brebis,3760183880031,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,RILLETTES DE LAPIN - 180g,3760009974500,,['France'],[],[],?,?,?,?,?,,,,,,180 g,,,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de lapin']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Edam Holland,0275561009902,,['France'],[],[],?,325,24,0,26,1360 kj(325 kcal),17,0,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Jambon cuit supérieur aux 3 noix bio,2210248073010,['Bio'],['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,Taboulé oriental,0202985014694,,['France'],[],[],?,219,11,25,"3,9",916 kj(219 kcal),"0,8","3,7",1,"0,4",,,,B,"['Plats préparés', 'Plats à base de semoule', 'Taboulés', 'Taboulés orientaux']",,11 g,en quantité modérée,0.8 g,en faible quantité,3.7 g,en faible quantité,1 g,en quantité modérée,,+24%,+23%,+62%,+13%,+6%,-8%,-9%,+5%,+5%,4,+50%,C,+50%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,,,,,,
1558,Chocolate Banana Bliss - 50g,7350049157146,,['France'],[],[],?,392,"11,7","42,4","30,4",1640 kj(392 kcal),"5,2","35,4","0,5","0,2",50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,"Café Torréfié à l'ancienne, Mexique - La Torréfaction des Alpes - 250g",3545000000393,"['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique', 'FR-BIO-41']",['France'],"[""Café moulu torréfié à l'ancienne""]",[],?,?,?,?,?,,,,,,250 g,['Papier'],['La Torréfaction des Alpes'],E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés moulus']","['EMB 38170', 'Fontanil-Cornillon (Isère, France)']",,,,,,,,,,,,,,,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,,,,,,,,
1560,Choux chantilly,3602826450808,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Saint Nectaire fermier AOP,2619008011161,,['France'],[],[],?,?,?,?,?,,,,,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-Nectaire fermier']",,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
1562,limonade,41364414,,['France'],[],[],?,24,"0,5",6,"0,5",100 kj(24 kcal),"0,1",6,,,,,,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades']",,0.5 g,en faible quantité,0.1 g,en faible quantité,6 g,en quantité modérée,,,,-23%,-21%,+514%,+429%,-20%,-18%,+390%,,,,,,,,,,,,,,,,,,,,,,,
1563,Saucisse à l'ancienne à cuire,2457301028864,['Sans colorants'],['France'],[],[],?,220,17,"1,2",16,920 kj(220 kcal),6,0,"1,9","0,76",,,,,,"['FR 66.172.001 CE', 'Saint-Estève (Pyrénées-Orientales, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Petirosso,2682606029067,,['France'],[],[],?,376,"32,3","0,9","21,4",1573 kj(376 kcal),"21,9",0,"0,87","0,348",,,,,,['FR 2B.123.001 CE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Miel d'acacia,2167314805962,,['France'],[],[],?,?,?,?,?,,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
1566,Tranches cheddar,3046300003010,,['France'],[],[],?,399,33,0,25,1669 kj(399 kcal),21,0,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,Pastilles menthol - Barnier,3374608940646,,['France'],[],[],?,194,"0,4",60,1,812 kj(194 kcal),"0,1",29,,,,,['Barnier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Velouté de légumes à la spiruline - Le Bio De Manon,3760240723516,"['Bio', 'Sans gluten']",['France'],[],[],?,201,"2,1","5,2","0,8",841 kj(201 kcal),"0,3","0,7","0,5","0,2",,,['Le Bio De Manon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Jambon cuit à l'ancienne,0253028033196,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,198,12,"0,6",21,828 kj(198 kcal),"2,3","0,6",2,"0,8",,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,12 g,en quantité modérée,2.3 g,en quantité modérée,0.6 g,en faible quantité,2 g,en quantité élevée,,+30%,+30%,+95%,-5%,+21%,+23%,-6%,+3%,+3%,12,+23%,D,+23%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,
1570,Filet de poulet,2208577064021,,['France'],[],[],?,?,?,?,?,,,,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1571,4 Beignets parfum chocolat-noisette *4,0000181009847,,['France'],[],[],?,394,19,48,"6,7",1648 kj(394 kcal),"2,1",19,"0,7","0,28",,,,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,19 g,en quantité modérée,2.1 g,en quantité modérée,19 g,en quantité élevée,0.7 g,en quantité modérée,,+11%,+11%,+20%,-39%,+6%,+17%,+6%,-5%,-5%,13,+8%,D,+8%,,,,,,,,,,,,,,,,,
1572,7 FALAFELS - 105g,3353820060318,,['France'],[],[],?,?,?,?,?,,,,,,105 g,,,,,"['EMB 93047I', 'Montfermeil (Seine-Saint-Denis, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Campbells,5010909006565,,['France'],[],[],?,515,"27,5","61,7","5,8",2155 kj(515 kcal),"17,4","21,6","0,9","0,36",,,['Campbells'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,Filets de poulet - Carrefour,0219968027480,"['Viande Française', 'Volaille-francaise']",['France'],[],[],?,?,?,?,?,,,,,,,,['Carrefour'],D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Carrefour'],,,['France'],,,,,,
1575,Blend-Sélection,3760291930024,,['France'],[],[],?,809,92,0,0,3385 kj(809 kcal),12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Foin Alpages Premium 1.5 KG,3336022121117,,['France'],[],[],?,0,15,1,7,0 kj(0 kcal),"3,5",1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,1ère Récolte,3760291930000,,['France'],[],[],?,809,92,0,0,3385 kj(809 kcal),12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Lait de brebis entier pasteurisé,3770011453047,,['France'],[],[],?,98,"7,2","5,36",5,410 kj(98 kcal),"3,9","5,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Nutty nature - 3x 35g,5060142011314,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,412,"17,2","47,9","12,9",1724 kj(412 kcal),"2,8","40,2",,,3 x 35 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Ananas,0202001019603,,['France'],[],[],?,45,5,36,59,188 kj(45 kcal),3,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Mini Brownie,6272255306679,,['France'],[],[],?,419,24,50,"5,4",1753 kj(419 kcal),"4,7",27,"0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,,,,
1582,1ère Récolte,3760291930017,,['France'],[],[],?,809,92,0,0,3385 kj(809 kcal),12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Les Meringues recette authentique - 75g,3770013629143,['Sans conservateurs'],['France'],[],[],?,390,"0,4","91,1","5,5",1632 kj(390 kcal),"0,11","87,9","0,196","0,078",75 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Fromage Saint mont des Alpes,0208483022605,,['France'],[],[],?,410,34,0,26,1715 kj(410 kcal),22,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Old School Protein Chocolate Flavour,9028317856425,,"['France', 'Italie']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Décos Azymes - 8 Mini Roses Corolles - Scrapcooking,3700392422639,,['France'],[],[],?,359,1,87,"0,5",1502 kj(359 kcal),"0,1",0,"0,18","0,072",,,['Scrapcooking'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Chocolait au Lait Dessert - Auchan - 170g,3245678046500,"['Nutriscore', 'Nutriscore E']",['France'],[],[],?,546,33,54,"6,6",2284 kj(546 kcal),21,50,"0,21","0,084",170 g,,['Auchan'],E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,33 g,en quantité élevée,21 g,en quantité élevée,50 g,en quantité élevée,0.21 g,en faible quantité,,-1%,-1%,-4%,+7%,+4%,+2%,-8%,-10%,-10%,22,-14%,E,-14%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['Auchan'],,,,,,,,,
1588,Soupe de poissons - 760g,3375160010006,"['Pêche durable', 'Pêche durable MSC']",['France'],[],[],?,39,"1,5","2,5","3,9",163 kj(39 kcal),"0,2","0,7","0,83","0,332",760 g,,,D,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",['MSC-C-51914'],1.5 g,en faible quantité,0.2 g,en faible quantité,0.7 g,en faible quantité,0.83 g,en quantité modérée,,-19%,-18%,-21%,-55%,+37%,+8%,-25%,-6%,-6%,1,+15%,B,+15%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,,,,
1589,Amaretto Saronno,8411459000206,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Riso,8009120008219,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Mortadelle,0209299009903,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Côtes de porc,0203251039885,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Praliné noir,7624841064736,,['France'],[],[],?,579,42,42,"5,2",2423 kj(579 kcal),25,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Turrón de Alicante - El Corte Inglés,8433329047524,,['France'],[],[],?,549,37,35,16,2297 kj(549 kcal),"3,1",34,"0,03","0,012",,,['El Corte Inglés'],E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons croquants aux amandes']",,37 g,en quantité élevée,3.1 g,en quantité modérée,34 g,en quantité élevée,0.03 g,en faible quantité,,+2%,+3%,+11%,+10%,-18%,-9%,+16%,-15%,-15%,16,+12%,D,+12%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,
1595,Aloe vera - Stanley - 125g,3506070005930,,['France'],[],[],?,?,?,?,?,,,,,,125 g,,['Stanley'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,The etincelle d'hiver,0200708048285,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Avocat - 1kg,8426325341017,,['France'],[],[],?,?,?,?,?,,,,,,1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,speedbird,5056025422575,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Galets Lorenzo - 250g,3340390008987,,['France'],[],[],?,632,"29,2","68,4",5,2644 kj(632 kcal),10,"60,6",,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Peppermint afternoon tea - Twinings,0070177212810,,['France'],[],[],?,?,?,?,?,,,,,,,,['Twinings'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Filet de poulet sauce aigre douce,3355570007254,,['France'],[],[],?,127,"3,6","15,8","7,1",531 kj(127 kcal),"0,53","4,5","0,352","0,141",,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,3.6 g,en quantité modérée,0.53 g,en faible quantité,4.5 g,en faible quantité,0.352 g,en quantité modérée,,-3%,-2%,+25%,-29%,+3199%,+1752%,-69%,-53%,-53%,-2,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1602,Quinua bolsa 500 g,8436048720334,,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Marrons glacés - 210g,3760008041722,['Fabriqué en France'],['France'],[],[],?,318,"0,9",75,1,1331 kj(318 kcal),"0,2",46,,,210 g,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",,0.9 g,en faible quantité,0.2 g,en faible quantité,46 g,en quantité élevée,,,,+0%,+0%,+1%,+28%,+1%,-9%,-2%,,,,,,,,,,,,,,,,,,,,,,,
1604,Pimiento del piquillo,8411102004117,,['France'],[],[],?,31,0,"5,6","1,1",130 kj(31 kcal),0,"4,8","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Poivre blanc de Sao Tome - Hénaff,3537580900026,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,?,?,?,,,,,,,,['Hénaff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Vitamine D3,5412339103058,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Prosport,06454654,,['France'],[],[],?,496,"28,4","31,3",26,2075 kj(496 kcal),5,"19,7","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Crayon bubble,3395502864166,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Bonito del Norte Reserva de Campañ - Palacio de Oriente,8410205022431,"['Pêche durable', 'Pêche durable MSC']",['France'],[],[],?,221,13,0,26,925 kj(221 kcal),2,0,"0,81","0,324",,,['Palacio de Oriente'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Rucher sainte marie - 31510g,3770003135807,,['France'],[],[],?,?,?,?,?,,,,,,31510 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,RIZ - long etuve - 500gm,2331000,['en:500'],['France'],"['energy 1523,lipides 0', '3']",[],?,359,0,0,"7,4",1502 kj(359 kcal),0,0,"0,02","0,008",500gm,"[""chaleur et de i'humidite""]",['long etuve'],C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']",['3088720064004'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.02 g,en faible quantité,,+7%,+6%,-100%,-100%,-100%,-100%,+2%,-33%,-33%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Marseille'],,,['Marseille'],,,['Riz'],,,
1612,Dorina Lješnjak Cijeli - 220g,3850102502233,,"['France', 'Italie']",[],[],?,?,?,?,?,,,,,,220 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Madeleine x5,2030500115049,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,poulet - 5kg,8718469840038,['Halal'],['France'],[],[],?,8,6,6,16,33 kj(8 kcal),"1,2",0,8,"3,2",5 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,fougasse,2030000026555,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Lemon shortbread biscuits,5057172143597,,['France'],[],[],?,510,27,62,"5,3",2134 kj(510 kcal),17,19,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Donuts saveur chocolat,0211022020994,,['France'],[],[],?,441,28,41,"6,7",1845 kj(441 kcal),13,16,"1,6","0,64",,,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat']",,28 g,en quantité élevée,13 g,en quantité élevée,16 g,en quantité élevée,1.6 g,en quantité élevée,,+2%,+2%,+8%,+3%,-4%,+2%,+4%,+54%,+54%,25,+16%,E,+16%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,
1618,Palets au yaourt nature au lait de brebis - Ekia,3760206161895,,['France'],[],[],?,314,"7,1",56,"5,7",1314 kj(314 kcal),"2,5",40,,,,,['Ekia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Risotto,4013847765021,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Hähnchenbrust-Filetstücke - Dieter Hein,4000145763750,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,['Kunststoff'],['Dieter Hein'],D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1621,Hauts de cuisse de poulet rôti,2255956017321,['Sans conservateurs'],['France'],[],[],?,200,13,0,20,837 kj(200 kcal),"3,9",0,"1,1","0,44",,,,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,13 g,en quantité modérée,3.9 g,en quantité modérée,0 g,en faible quantité,1.1 g,en quantité modérée,,+5%,+4%,+5%,+16%,-100%,-100%,+9%,+45%,+45%,4,+13%,C,+13%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1622,Langkornreis,4013847735024,"['Bio', 'en:EG-Öko-Verordnung']","['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,['Beutel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Nature Made C Vitamin 500MG wirh rose hips Caplets - 130 CT,0031604112592,,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Baguette bio,0208188004920,['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Bonbons bio bio-cola,0200705031228,['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Donuts sucré,0205151017383,,['France'],[],[],?,?,?,?,?,,,,,,,,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,,,,,,,,,,,,,,,,,,,,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,
1627,Thins,7617400100235,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,507,29,54,"5,7",2121 kj(507 kcal),"8,2",30,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Miel Encina,8431523100250,,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Chipolatas,2285719049078,,['France'],[],[],?,210,"15,1","2,1","16,5",879 kj(210 kcal),"6,2",0,"1,5","0,6",,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,15.1 g,en quantité modérée,6.2 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,,-12%,-12%,-20%,-14%,+79%,-100%,+7%,-17%,-17%,14,-16%,D,-16%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,
1630,Lentilles Vertes - Priméal - 5kg,3380390200202,['Biopartenaire'],['France'],[],[],?,323,0,"43,6","25,1",1351 kj(323 kcal),0,"0,5",,,5 kg,,['Priméal'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Céréales et pommes de terre', 'Légumineuses', 'Céréales et dérivés']",,0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,,,,+75%,+78%,-100%,-100%,+156%,-75%,+137%,,,,,,,,,,,,,,,,,,,,,,,
1631,Çiloglu,8697436546718,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
