,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,quantity,packaging,categories,manufacturing,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,link,markets,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,palm_ingredients,traceability_code,ingredients_origins,brand_owner,producer_info,origin_detail
1218,Green pea balls,9120082360210,,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,438,1833 kj(438 kcal),16,"2,9",47,"3,1",21,"0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Grissini pommes de terre et rosmarin - 400g,8021851800009,,,['France'],[],[],?,455,1904 kj(455 kcal),17,3,"65,3","0,4","9,3","2,8","1,12",,400 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,17 g,en quantité modérée,3 g,en quantité modérée,0.4 g,en faible quantité,2.8 g,en quantité élevée,,+8%,+8%,+57%,+33%,-2%,-84%,-18%,+47%,+47%,17,+33%,D,+33%,B,,,,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,
1220,Scrocchi,8015565030296,,['Sans conservateurs'],"['France', 'États-Unis']","['Spelt flour', '48%', 'wheat flour', 'whole wheat flour', 'olive oil', 'sunflower oil', 'sea salt', ""brewer's yeast""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,430,1799 kj(430 kcal),13,2,69,"1,2",10,2,"0,8",,,,['Biscuits et gâteaux'],,13 g,en quantité modérée,2 g,en quantité modérée,1.2 g,en faible quantité,2 g,en quantité élevée,,0%,-0%,-32%,-77%,+21%,-96%,+69%,+255%,+255%,11,-41%,D,-41%,,,,3,,,,,,,,,['Gluten'],,,,LAURIERI MASTER BAKERS,,
1221,Spaghetti mix - Spar - 150g,5400210502168,['Spar'],,['France'],[],[],?,369,1544 kj(369 kcal),28,18,"0,5","0,5",29,"1,4","0,56",,150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Spar'],,,,,,,,,,,,,,,,
1222,Erdäpfelkas,9006037003336,,,"['Autriche', 'France']",[],[],?,140,586 kj(140 kcal),"10,5","7,9","9,4","1,5","1,9","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,Petits poids carotte en bocaux - king's crow - 200g,27043196,"[""king's crow""]",,"['Belgique', 'France']","['DOPERWTEN EN WORIELEN-EXTRA FUN PETITS POIS ET CAROTTES-EXTRA FINS npredenten doperwiten en wolelen ', 'in wisselende vehouingenl,wates,mut', ' igedientsperis pois et arodlesjem proportines Ten minste hodbaar tot: aie delsel Na opening inen gesaten meinesinde oeatese en snel consumeren', 'A consoiner de préférence avantle voirsuriecoverde', 'qi EnvEz au igeaer dans unrdpient alimentaire femetmmecet DDER TOENOEGONG VA OSEREMIDDELEN EN KLEURSTOFfUSNSAT DECONGEATM UTLEKGEWICHT POIDS EGOUTTE ETDGEWICR 00ge OOS NETE NHOUD CONTENANCE Caros Gonse ven B', 'V-Midden weg 1-4421 GKapell-Nedetand 7']",[],?,46,192 kj(46 kcal),"0,5","0,1","5,9","1,2","2,8","0,29","0,116",,200 g,['pot en verre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Filets d'églefin nature -,0015869015195,,,"['France', 'Espagne']",[],[],?,327,1368 kj(327 kcal),"0,6","0,1","0,1","0,1","17,9","0,3","0,12",,,,"['Produits de la mer', 'Poissons']",,0.6 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,0.3 g,en quantité modérée,,+71%,+73%,-95%,-96%,-95%,-83%,-2%,-80%,-80%,0,-100%,B,-100%,,,,,,,,,,,,,,,['MSC-C-50367'],,,,
1225,Peperoncino fritato,8010271063002,,,['France'],[],[],?,241,1008 kj(241 kcal),"22,1","2,5","10,1","0,6","2,3","6,6","2,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Praline amande concassée,3760023451506,,,['France'],[],[],?,418,1749 kj(418 kcal),"8,3","0,23","78,4","77,1",0,"0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Mendiants,20291822,,"['Agriculture durable', 'en:UTZ Certified']",['France'],[],[],?,538,2251 kj(538 kcal),33,18,51,48,"6,1","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Spiced roast chickpeas - Suma,5017601018582,['Suma'],,"['France', 'Royaume-Uni']","['Pois chiches', 'huile de colza', 'sel et épices']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,462,1933 kj(462 kcal),"14,4","1,4","58,1",3,"20,6","1,3","0,52",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,14.4 g,en quantité modérée,1.4 g,en faible quantité,3 g,en faible quantité,1.3 g,en quantité modérée,,+143%,+146%,+375%,+258%,+146%,+83%,+102%,+172%,+172%,6,,C,,B,,,3,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,,,,,
1229,Sricacha Panich Chilli Sauce,8851954100160,,,['France'],[],[],?,112,469 kj(112 kcal),"0,4","0,1",26,20,"1,3","4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Puree noisette cacao - Moulin des Moines - 200g,3347430018630,['Moulin des Moines'],"['Bio', 'Sans sucre ajouté']",['France'],"['Noisettes 80%', 'cacao en poudre 15%', 'huile de tournesol']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,628,2628 kj(628 kcal),"55,9","4,6","10,5","3,7","14,9","0,017","0,007",,200 g,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,55.9 g,en quantité élevée,4.6 g,en quantité modérée,3.7 g,en faible quantité,0.017 g,en faible quantité,,+14%,+14%,+64%,-40%,-80%,-92%,+118%,-83%,-83%,9,-57%,C,-57%,D,,,3,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,['Fruits à coque'],,"['EMB 67249A', 'Krautwiller (Bas-Rhin, France)', 'EMB 67249', 'Krautwiller (Bas-Rhin, France)']",,,,
1231,Pommes Sauce - Knorr,8712423012738,['Knorr'],,['France'],[],[],?,273,1142 kj(273 kcal),26,"2,1",10,"5,7","0,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Barre croustillante noisettes,20569716,,,['France'],[],[],?,571,2389 kj(571 kcal),"40,5","3,4","40,3","33,5",9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Pane carasau spicchio,8011676100224,,['Fabriqué en Italie'],['France'],[],[],?,340,1423 kj(340 kcal),"2,3","0,4","72,4","1,8","12,4","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Zaini Choco & Fruit Raspberry,80832768,,,['France'],[],[],?,468,1958 kj(468 kcal),"21,6",13,"61,6","58,8",3,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Crêpe pomme caramel,3760105820619,,,['France'],[],[],?,282,1180 kj(282 kcal),"7,5","4,8",48,24,"5,3","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Farine de blé T80,3273120028668,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,342,1431 kj(342 kcal),"1,1","0,2",69,"1,8",12,"0,01","0,004",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de froment', 'Farines de blé type T80']",,1.1 g,en faible quantité,0.2 g,en faible quantité,1.8 g,en faible quantité,0.01 g,en faible quantité,,+6%,+6%,-11%,+21%,+2%,+15%,+17%,+145%,+145%,-1,,A,,B,,,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,
1237,Gemüse-Brühe - Jürgen Langbein - 500ml,4007680105359,['Jürgen Langbein'],"['Végétarien', 'Sans gluten', 'Végétalien', 'Sans lactose']","['France', 'Allemagne']","['gemüsebrühe ', 'wasser', 'karotten', ' pastinaken', 'zwiebeln', 'lauch', 'sellerie', 'petersie kerbel', 'würze', 'zucker', 'speisesalz', 'natürliches gemüsearoma ', 'enthält sellerie']","['Végétalien', 'Végétarien']",?,5,21 kj(5 kcal),0,0,"0,8","0,7","0,5",1,"0,4",,500 ml,['Glas'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Bouillons', 'Bouillons de légumes']",,0 g,en faible quantité,0 g,en faible quantité,0.7 g,en faible quantité,1 g,en quantité modérée,,-96%,-96%,-100%,-100%,-95%,-86%,-86%,-95%,-95%,4,-36%,C,-36%,,,,,,,,,,,,,,,,,,,
1238,Coppa - Fratelli Beretta,8007660377420,"['Fratelli Beretta', 'Beretta']","['en:gluten-free', 'Fabriqué en Italie']",['France'],[],[],?,322,1347 kj(322 kcal),24,"9,6","0,5","0,5",26,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Kalbsfond - Jürgen Langbein - 200ml,4007680105267,['Jürgen Langbein'],,"['France', 'Allemagne']",[],[],?,8,33 kj(8 kcal),0,0,"1,1","1,1","0,8",1,"0,4",,200 ml,['Glas'],"['Epicerie', 'Bouillons']",,0 g,en faible quantité,0 g,en faible quantité,1.1 g,en faible quantité,1 g,en quantité modérée,,-94%,-94%,-100%,-100%,-94%,-77%,-83%,-95%,-95%,4,-46%,C,-46%,,,,,,,,,,,,,,,,,,,
1240,Mélange forestier séché - Auchan,3596710455041,['Auchan'],"['Nutriscore', 'Nutriscore A']",['France'],[],[],?,263,1100 kj(263 kcal),"4,1","0,5",30,"2,7",20,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,
1241,Encre de seiche,8427163225002,,['en:gluten-free'],['France'],[],[],?,50,209 kj(50 kcal),"0,2","0,1","4,7","0,1","7,3","8,3","3,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,ISO WHEY ZERO - BiotechUSA,5999076222711,['BiotechUSA'],"['en:gluten-free', 'Sans lactose']",['France'],[],[],?,372,1556 kj(372 kcal),"1,6",0,"5,2",0,84,"0,71","0,284",,,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Protéines en poudre']",,1.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.71 g,en quantité modérée,,0%,+0%,-63%,-100%,-26%,-100%,+19%,-5%,-5%,2,-55%,B,-55%,,,,,,,,,,,,,,,,,,,
1243,Bergamella,80141143,,,['France'],[],[],?,24,100 kj(24 kcal),0,0,4,4,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Pizza Teig - Penny Ready - 600g,28292920,['Penny Ready'],['de:Mit fruchtiger Tomatensauce'],"['France', 'Allemagne']","['Teig ', 'Weizenmehl', 'Wasser', 'Sonnenblumenöl', 'Ethylalkohol', 'Backtriebmittel [Dinatriumdiphosphat', 'Natriumhydrogencarbonat]', 'Olivenöl', 'Speisesalz', 'Emulgator Mono - und Diglyceride von Speisefettsäuren', 'Dextrose', 'Hefe', 'Antioxidationsmittel Ascorbinsäure', 'Sauce ', 'Tomatenpüree 66 %', 'Wasser', 'Zwiebel', 'Zucker', 'modifizierte Maisstärke', 'Speisesalz', 'Sonnenblumenöl', 'Säverungsmittel Citronensäure', 'Kräuter', ',']","[""Pourrait contenir de l'huile de palme""]",?,270,1130 kj(270 kcal),4,"0,9",48,3,"7,7","1,9","0,76",,600g,"['Karton', 'Glas']",['Pâtes à pizza'],,4 g,en quantité modérée,0.9 g,en faible quantité,3 g,en faible quantité,1.9 g,en quantité élevée,,-4%,-4%,-29%,-18%,+2%,+85%,+6%,+23%,+23%,9,+26%,C,+26%,B,,,4,36.8%,19.3%,11.5%,8.6%,5.0%,18.8%,92,"['E1510 - Éthanol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique']",['Gluten'],,,,,,
1245,Senf-Dill-Sauce - Schamel - 140ml,4000515003325,['Schamel'],,"['France', 'Allemagne', 'Espagne']","['Zucker', 'Branntweinessig', 'Rapsöl', 'Meerrettich ', '12 %', 'Wasser', 'Honig', 'Senfsaaten', 'Dillspitzen', 'Salz', 'Gewürze', 'Molkenerzeugnis', 'Stärke', 'Stabilisator: Xanthan', ' Säuerungsmittel: Citronensäure', ' Antioxidationsmitel: Natriummetabisulfit', ' karamellisierter Zuckersirup', 'natürliches Aroma']",['Non végétalien'],?,312,1305 kj(312 kcal),18,"1,3",33,33,2,"0,96","0,384",,140 ml,['Glas'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes allemandes']",,18 g,en quantité modérée,1.3 g,en faible quantité,33 g,en quantité élevée,0.96 g,en quantité modérée,,+84%,+84%,+67%,+59%,+378%,+755%,-70%,-80%,-80%,15,+29%,D,+29%,B,,['Tegut'],4,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,"['E415 - Gomme xanthane', 'E330 - Acide citrique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']","['Lait', 'Moutarde']",,,,,,
1246,Chipolatas,3488602729807,,,['France'],[],[],?,234,979 kj(234 kcal),19,"7,5","1,6","0,5",14,"1,7","0,68",,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,19 g,en quantité modérée,7.5 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,-2%,-2%,+1%,+4%,+37%,-21%,-9%,-6%,-6%,16,-4%,D,-4%,E,,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,
1247,Schweizer Wurstsalat Mit Käse - Select - 300g,20489342,['Select'],['Fabriqué en Allemagne'],"['France', 'Allemagne']",[],[],?,179,749 kj(179 kcal),14,"6,5",3,3,10,"2,25","0,9",,300 g,['Plastik'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Dinkel Reiswaffeln,8717202300839,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'BE-BIO-02', 'en:EG-Öko-Verordnung']",['France'],[],"['Végétalien', 'Végétarien']",?,382,1598 kj(382 kcal),"2,8","0,6","75,9","1,6","10,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Beurre Noisette,5411476000022,,,['France'],[],[],?,734,3071 kj(734 kcal),81,49,"0,6","0,6","0,6","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Tripes a la mode de caen -,3266110051494,,,['France'],"['estomac et pied de bœuf ', 'origine France ', 'carotte 5,5%', 'eau', 'oignons', 'sel', 'eau de vie', 'vin blanc', ' acidifiants E270-E330', 'Arômes', 'épices', 'poireaux déshydraté', ' trace de céleri']",[],?,102,427 kj(102 kcal),"2,4","0,9","0,7","0,6",19,"1,5","0,6",,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Spécialités à base de tripes', 'Tripes à la mode de Caen']",,2.4 g,en faible quantité,0.9 g,en faible quantité,0.6 g,en faible quantité,1.5 g,en quantité modérée,,-18%,-12%,-26%,-40%,+36%,+76%,+7%,+28%,+28%,2,+29%,B,+29%,E,,,4,96.2%,1.8%,0.7%,0.7%,0.4%,0.3%,8,"['E270 - Acide lactique', 'E330 - Acide citrique']",,,"['FR 22.364.008 CE', ""Trélivan (Côtes-d'Armor, France)""]",,,,
1251,Grüner Tee Orange-ingwer - Lord Nelson,20665418,['Lord Nelson'],"['Agriculture durable', 'en:UTZ Certified']",['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Getreidebrei Dreikorn - Rossmann,4305615540535,['Rossmann'],"['Bio', 'en:EG-Öko-Verordnung', 'Sans sucre ajouté']",['France'],[],[],?,385,1611 kj(385 kcal),5,"0,9",69,"2,3",13,"0,02","0,008",,,,['en:Babynahrung'],,5 g,en quantité modérée,0.9 g,en faible quantité,2.3 g,en faible quantité,0.02 g,en faible quantité,,,,,,,,,,,-6,,A,,,,,,,,,,,,,,,,,,,,
1253,Pasta de sémola de grano duro con trufa.,8009167221190,,,['France'],[],[],?,362,1515 kj(362 kcal),"2,7","1,3",68,"4,6",14,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Eggnudler - REMA 1000 - 250g,7032069711798,['REMA 1000'],,['France'],[],[],?,367,1536 kj(367 kcal),"1,8","0,9",75,"2,5",11,"1,3","0,52",,250g,['Plastic'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Nouilles aux oeufs']",,1.8 g,en faible quantité,0.9 g,en faible quantité,2.5 g,en faible quantité,1.3 g,en quantité modérée,,+18%,+18%,-34%,+26%,+29%,+30%,-5%,+622%,+622%,4,,C,,,,,,,,,,,,,,,,,,,,
1255,Whisky Tea Caddy 125,0024307002475,,,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Crema chantilly,8003000382307,,,['France'],[],[],?,345,1443 kj(345 kcal),32,19,12,11,2,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,"Soy beverage unsweetened - Natura - 1,89l",0063667125066,['Natura'],"['Végétarien', 'Végétalien', 'Sans lactose']","['Canada', 'France']",[],"['Végétalien', 'Végétarien']",?,32,134 kj(32 kcal),"1,4","0,2","1,6","0,8","3,2","0,016","0,006",,"1,89 l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,"Frucht Knusper Banane Schokoballs, Banane - Berchtesgadener Land",4101530002659,['Berchtesgadener Land'],,"['France', 'Allemagne']",[],[],?,124,519 kj(124 kcal),"5,2","3,3","14,9","12,8","3,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Génoise chocolat noir - Auchan - 150g,3596710467518,['Auchan'],,['France'],[],[],?,382,1598 kj(382 kcal),10,6,69,52,3,"0,1","0,04",,150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,
1260,Crème fraiche épaisse,3362420000099,,,['France'],[],[],?,324,1356 kj(324 kcal),34,26,"2,5","1,4","2,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 41.149.001 CE', 'Montoire-sur-le-Loir (Loir-et-Cher, France)']",,,,
1261,KEVITA Master Brew KOMBUCHA -,3168930155409,,,['France'],[],[],?,15,63 kj(15 kcal),0,0,"3,3","3,3",0,0,0,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Boissons au thé', 'Kombuchas']",,,,,,,,,,,-17%,-16%,-100%,-100%,-14%,-4%,-100%,-100%,-100%,6,+5%,D,+5%,B,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,
1262,Panettone Classico,8005190403213,,,['France'],[],[],?,364,1523 kj(364 kcal),12,9,56,24,7,"0,39","0,156",,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,12 g,en quantité modérée,9 g,en quantité élevée,24 g,en quantité élevée,0.39 g,en quantité modérée,,-3%,-2%,-20%,+0%,+9%,-7%,+2%,-12%,-12%,18,-3%,D,-3%,C,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,
1263,Fondue - Emmi,7610900064021,['Emmi'],,"['France', 'Espagne']",[],[],?,244,1021 kj(244 kcal),16,9,"3,5","0,7",15,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,Boulettes sauce tomate - Top Budget,3410280117355,['Top Budget'],,['France'],[],[],?,172,720 kj(172 kcal),"12,9","3,6","6,6",1,"7,1","1,13","0,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Potato crisps croquilles,0060410019023,,,['France'],[],[],?,340,1423 kj(340 kcal),21,3,33,0,3,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,Pediasure complete,0055325628316,,,['France'],[],[],?,100,418 kj(100 kcal),"3,277","0,426","14,043","5,106","3,957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,"Barre de chocolat - 1,6kg",3700798001025,,,['France'],[],[],?,500,2092 kj(500 kcal),25,15,59,56,6,0,0,,"1,6 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,l aromatico italiano,8032542741952,,,['France'],[],[],?,387,1619 kj(387 kcal),"0,6","0,1",88,"0,2",7,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Confiture groseilles framboises artisanale NORMANDIE GOURMANDE - 360g,3515580000298,,,['France'],[],[],?,280,1172 kj(280 kcal),"0,5","0,5",61,61,"0,5",0,0,,360 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,Prosciutto serrano -  - 100g,8425545114142,,,['France'],[],[],1060,254,1060 kj(254 kcal),16,"5,7","0,5","0,5",27,"3,2","1,28",,100 g,['sous vide'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",,16 g,en quantité modérée,5.7 g,en quantité élevée,0.5 g,en faible quantité,3.2 g,en quantité élevée,+6%,+6%,+6%,+27%,+22%,-30%,+12%,-11%,-32%,-32%,18,+10%,D,+10%,E,,,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,
1271,Pousses de haricot mungo - Grand Jury - 400g (180g égoutté) - 425ml,3245390322463,['Grand Jury'],,['France'],"['Pousses de haricot mungo', 'eau', ""vinaigre de vin blanc aromatisé à l'estragon "", 'vinaigre de vin blanc ', 'contient sulfites', 'arôme naturel estragon', 'sucre', 'sel', 'poivre', 'antioxydant : acide ascorbique']",[],?,26,109 kj(26 kcal),0,0,"3,2","2,5","1,9","0,35","0,14",,400 g (180 g égoutté) - 425 ml,['Conserve'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes secs', 'Pousses', 'Pousses en conserve', 'Pousses de légumineuses en conserve', 'Haricots mungos germés', 'Pousses de haricot mungo en conserve']",,0 g,en faible quantité,0 g,en faible quantité,2.5 g,en faible quantité,0.35 g,en quantité modérée,,+13%,+12%,-100%,-100%,+14%,+40%,+15%,-31%,-31%,0,-100%,B,-100%,B,,"['Proxi', '8 à Huit']",4,48.2%,26.5%,12.1%,6.3%,3.3%,3.6%,78,['E300 - Acide ascorbique'],['Anhydride sulfureux et sulfites'],,,,,,
1272,"bloc de ""fromage"" Vegan fumé",4260296930450,,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,285,1192 kj(285 kcal),23,21,20,0,"0,1","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,Fond de volaille - Thiriet,3292590889395,['Thiriet'],,['France'],[],[],?,53,222 kj(53 kcal),"0,3","0,1","5,2","2,9","7,4","1,77","0,708",,,,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Sauces', 'Sauces déshydratées']",,,,,,,,,,,-79%,-80%,-94%,-93%,-89%,-66%,-4%,-84%,-84%,,,,,,,['Thiriet'],,,,,,,,,,,,"['FR 29.075.020 CE', 'Guipavas (Finistère, France)']",,,,
1274,Cèpes déshydratés - Casino - 30g,3222477032545,['Casino'],,['France'],"['Cèpes séchés ', 'Boletus edulis', 'aereus', 'pinicola et reticulatus']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1270,302,1270 kj(302 kcal),"2,9","0,4",27,7,32,"0,05","0,02",Cèpes séchés,30 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,,,,,"['Reticulatus', 'Reticulatus']",,,,,,
1275,Vitamin water - Spar,8710671152107,['Spar'],,['France'],[],[],?,13,54 kj(13 kcal),0,0,3,3,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
