,name,bar_code,quantity,packaging,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,eco_score,generic_name,manufacturing,link,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,palm_ingredients,traceability_code,ingredients_origins,brand_owner
34,Veggi-boulettes végétariennes - Simply Veggifood - 225g,5420005741046,225 g,"['barquette plastique', 'Plastique', 'Carton']","['Simply Veggifood', 'Linck Fit Food']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Substituts de viande', ""Plats préparés d'origine végétale""]",['France'],"['Eau', 'protéines de blé', 'huile de tournesol', 'oignon', 'blanc d’œuf', 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'sucre', 'épices', 'farine de blé', 'bouillon ', 'sel', 'maltodextrine', 'sucre', 'huile de tournesol', 'légumes', 'céleri', 'coriandre', 'amidon de blé', 'fibres alimentaire ', 'inuline', 'fibres de pommes de terre', 'arôme ', 'soja', 'protéine de soja hydrolysée', 'dextrose de maïs', 'sucre', 'épice', ""extrait de malt et d'orge"", ""farine de malt et d'orge"", 'sucre caramélisé']",,"['Céleri', 'Œufs', 'Gluten', 'Moutarde', 'Soja']","['Sans huile de palme', 'Non végétalien']",4,18 g,en quantité modérée,2.2 g,en quantité modérée,4.1 g,en faible quantité,2.4 g,en quantité élevée,?,,289,+77%,1209 kj(289 kcal),+82%,18,+183%,"2,2",+120%,12,-23%,"4,1",+69%,17,+174%,"2,4",+164%,"0,96",+164%,10,+4155%,C,+4155%,,,Boulettes végétariennes,,,['Carrefour'],,,,,,,,,,,
35,Veggi-Cordon Bleu - Simply Veggifood - 200g,5420005741077,200 g,"['Sous atmosphère protectrice', 'Barquette', 'Plastique']",['Simply Veggifood'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', ""Plats préparés d'origine végétale"", 'Réfrigérés', 'Plats préparés réfrigérés']",['France'],"['eau', 'farine de blé', 'huile de tournesol', 'oignon', 'gluten de blé', 'fromage fondu 6 % [fromage ', 'lait', 'eau', 'beurre ', 'lait', 'protéines de lait', 'sel de fonte ', 'E452', 'E341', 'E500', 'amidon de maïs modifié', 'poudre de lactosérum ', 'lait', 'colorant ', 'E101', 'E160c', '] jambon végétal 5 % [eau', 'huile de canola', 'amidon de blé', 'tomates', 'fromage ', 'lait', ""blanc d'œuf"", ""poudre d'oignon"", 'épaississant ', 'E412', 'poivre', 'céleri', 'macis', 'huile de tournesol', 'extrait de levure', 'poireau', 'maltodextrine', 'sel de mer', 'arôme naturel', 'sucre]', 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'sucre', 'épices', 'herbes', 'sel', 'extrait de levure', 'sucre', 'huile de tournesol', 'ail', 'macis', 'extrait de céleri', 'poivre', 'carotte', 'amidon de pommes de terre', 'acidifiant ', 'E508', 'antioxydant ', 'E306', ""poudre de blanc d'œuf"", 'fibres alimentaires ', 'inuline', 'amidon de blé', 'fibres de pommes de terre', 'amidon ', 'maïs', 'blé', 'émulsifiant ', 'E412', 'levure', 'poudre de paprika', 'curcuma']","['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E101 - Riboflavine', 'E160c - Extrait de paprika', 'E412 - Gomme de guar', 'E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition', 'E306 - Extrait riche en tocophérols']","['Céleri', 'Œufs', 'Gluten', 'Lait', 'Moutarde']",['Non végétalien'],4,16 g,en quantité modérée,2.2 g,en quantité modérée,3.7 g,en faible quantité,2.1 g,en quantité élevée,1233,+102%,?,,1233 kj(295 kcal),+85%,16,+151%,"2,2",+120%,21,+35%,"3,7",+52%,14,+126%,"2,1",+131%,"0,84",+131%,12,+5006%,D,+5006%,['Décongelé'],,,,,['Grand Frais'],,,,,,,,,,,
36,Pranarôm Aromaforce Pastilles Pour La Gorge x 21,5420008513008,,,['Aromaforce'],,['France'],['INGRÉDIENTS'],,,[],,,,,,,,,,?,,226,,946 kj(226 kcal),,0,,0,,"90,4",,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,
37,"Mascarpone 35,5 % - Michaelangelo - 250g",5420024103009,250g,,"['Michaelangelo', 'Michelangelo']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à la crème', 'Mascarpone']",['France'],"['Crème de lait de vache', 'acide citrique']",['E330 - Acide citrique'],,[],3,36 g,en quantité élevée,25 g,en quantité élevée,3 g,en faible quantité,0 g,en faible quantité,?,,355,-7%,1485 kj(355 kcal),-7%,36,-8%,25,-7%,3,-4%,3,-1%,"5,58",+12%,0,-100%,0,-100%,11,-8%,D,-8%,,D,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,
38,Parmigiano Reggiano - Michelangelo - 200g e,5420024121201,200 g e,"['Frais', 'Plastique']",['Michelangelo'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",['France'],"['Lait cru de vache', 'sel', 'présure']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,?,,402,+0%,1682 kj(402 kcal),+1%,30,+1%,20,+1%,0,-100%,0,,32,-1%,"1,6",+0%,"0,64",+0%,17,+2%,D,+2%,['AOP'],D,,['Italie'],,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,
39,Grana Padano 28 % En Pétales - 0.500kg,5420024126503,0.500 kg,,['Grana Padano'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",['France'],[],,,[],,29 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.48 g,en quantité modérée,?,,398,+1%,1665 kj(398 kcal),+0%,29,+0%,18,0%,0,-100%,0,-100%,33,0%,"1,475",-2%,"0,59",-2%,15,-1%,D,-1%,,D,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,
40,Parmigiano Reggiano,5420024127104,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",['France'],[],,,[],,30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,?,,402,+0%,1682 kj(402 kcal),+1%,30,+1%,20,+1%,0,-100%,0,,32,-1%,"1,6",+0%,"0,64",+0%,17,+2%,D,+2%,,D,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,
41,Dexsil Pharma Silicium Bio-activated 1L (joints) - Dexil,5420050204244,,,['Dexil'],,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Chips Banane plantain salées - Ethiquable - 85g,5420051400034,85 g,['Plastique'],['Ethiquable'],"['Snacks', 'Snacks salés', 'Chips de banane plantain salées']","['Belgique', 'France']","['banane Plantain', 'huile de palme', 'sel 1%', "" * Issues du commerce équitable et de l'agriculture biologique "", '100% des ingrédients hors sel', ' Notre huile de palme est produite en Équateur par des petits producteurs dans le respect des écosystèmes et de la biodiversité']",,,['Huile de palme'],,31 g,en quantité élevée,13 g,en quantité élevée,0.1 g,en faible quantité,1 g,en quantité modérée,?,,514,+11%,2151 kj(514 kcal),+11%,31,+28%,13,+207%,63,+32%,"0,1",-97%,"1,6",-81%,1,-35%,"0,4",-35%,20,+64%,E,+64%,"['Bio', 'Bio européen', 'Commerce équitable', 'en:EC-BIO-141', 'Symbole des Producteurs Paysans']",,Chips,['Équateur'],,['Cora'],,,,,,,,['Huile de palme'],,"['Équateur', 'Agriculture équatorienne']",
43,Gressins bio - Terra Etica - 200g,5420051420063,200 g,,['Terra Etica'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",['France'],[],,,[],,13 g,en quantité modérée,1.9 g,en quantité modérée,3 g,en faible quantité,1.8 g,en quantité élevée,?,,430,+2%,1799 kj(430 kcal),+2%,13,+20%,"1,9",-16%,64,-4%,3,+20%,13,+14%,"1,8",-5%,"0,72",-5%,13,+2%,D,+2%,"['Bio', 'Bio européen', 'IT-BIO-006']",B,,['Italie'],,,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,
44,Macarons Fraise - Pistache - Chocolat - Macarons de Pauline - 72g,5420052055097,72 g,['Carton'],"['Macarons de Pauline', 'Poppies']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",['France'],"['Sucre', 'amandes 22%', 'blanc d’œuf', 'huile de palme', 'eau', 'stabilisants ', 'glycérol', 'sorbitol', 'sirop de glucose', 'chocolat 1,2% [pâte de cacao', 'sucre', 'cacao maigre en poudre', 'émulsifiant ', 'lécithine de soja', 'arôme naturel de vanille]', 'amidon', 'pistaches 0,7%', 'cacao maigre en poudre', 'concentré de fraise 0,3%', 'émulsifiants ', ""mono - et diglycérides d'acides gras"", ""esters polyglycériques d'acides gras"", 'arômes naturels', 'conservateur ', 'acide sorbique', 'acidifiant ', 'acide citrique', 'colorants ', 'bêta-carotène', 'carmins', 'complexes cuivriques de chlorophyllines']","['E422 - Glycérol', 'E420 - Sorbitol', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E475 - Esters polyglycériques d'acides gras"", 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E160ai - Bêta-carotène', 'E120 - Acide carminique']","['Œufs', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,22 g,en quantité élevée,4.9 g,en quantité modérée,51 g,en quantité élevée,0.09 g,en faible quantité,1912,+8%,457,+7%,1912 kj(457 kcal),+7%,22,+24%,"4,9",+8%,57,+3%,51,+1%,"7,6",-11%,"0,09",-37%,"0,036",-37%,16,-9%,D,-9%,"['EAC', 'Point Vert']",D,,['Belgique'],,['Noz'],88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,['Huile de palme'],,,
45,Sauce samourai - Fayza Halal - 500ml,5420058001265,500 ml,,['Fayza Halal'],"['Epicerie', 'Sauces', 'Sauces samouraï']",['France'],"['Huile de colza ', '62%', 'eau', 'vinaigre', 'poudre de jaunes d’œufs', 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'curcuma', ' extraits naturels ', 'moutarde', 'clou de girofle', 'sel', 'amidon modifié de maïs', 'chili ', '1,2%', 'acidifiant ', 'acide citrique', 'conservateurs ', 'sorbate de potassium', 'benzoate de sodium', 'antioxydants ', 'extraits de romarin', 'calcium disodium EDTA', 'extrait de thé vert', 'arôme paprika paprika', 'colorant ', 'extrait de paprika']","['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E392 - Extrait de romarin', 'E385 - Éthylène diamine tétra-acétate de calcium disodium', 'E160c - Extrait de paprika']",['Moutarde'],['Non végétalien'],4,63.7 g,en quantité élevée,3.7 g,en quantité modérée,0.2 g,en faible quantité,2.2 g,en quantité élevée,?,,583,+2%,2439 kj(583 kcal),+2%,"63,7",+2%,"3,7",-22%,"0,4",-88%,"0,2",-87%,"1,1",-2%,"2,2",+5%,"0,88",+5%,17,-12%,D,-12%,['Halal'],D,,,,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,
46,Sauce andalouse - 500ml,5420058001289,500 ml,,,"['Epicerie', 'Sauces', 'en:Epicerie', 'en:Sauces andalouses']",['France'],[],,,[],,42.6 g,en quantité élevée,3.2 g,en quantité modérée,4.2 g,en faible quantité,2.6 g,en quantité élevée,?,,417,+52%,1745 kj(417 kcal),+53%,"42,6",+100%,"3,2",+39%,7,-36%,"4,2",-42%,"1,5",-25%,"2,6",-9%,"1,04",-9%,18,+38%,D,+38%,['Halal'],,,,,,,,,,,,,,,,
47,Sauce andalouse - Halwa,5420058007151,,,['Halwa'],"['Epicerie', 'Sauces', 'Sauces andalouses']",['France'],"[""tomates *icnts: Huile de mouta@c vinaigtcieo amidon modifié de d'oignons"", ' poudr citilATe', ' lugrediehten: ,yrn03tëFd7deti']",,,[],,42 g,en quantité élevée,2.4 g,en quantité modérée,4.5 g,en faible quantité,4.22 g,en quantité élevée,?,,406,-23%,1699 kj(406 kcal),-23%,42,-22%,"2,4",-43%,"6,1",-25%,"4,5",-24%,"1,7",-9%,"4,225",+125%,"1,69",+125%,17,-4%,D,-4%,['Halal'],D,,,,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,
48,Lait UHT choco + calcium - Rice Dream - 1l,5425000197607,1 l,['Brique cartonnée'],['Rice Dream'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de céréales', 'Boissons au riz', 'Boissons végétales de riz au cacao']",['France'],"['Eau', ' riz 7%', ' sucre', ' cacao maigre 1,2%', ' phosphate de tricalcium', ' stabilisateur : gomme gellane', ' sel', ' arôme', ' vitamines D2 et B12']",['E418 - Gomme gellane'],,['Sans huile de palme'],4,0.1 g,en faible quantité,0.1 g,en faible quantité,7.4 g,en quantité élevée,0.13 g,en faible quantité,187,,44,-34%,187 kj(44 kcal),-33%,"0,1",-92%,"0,1",-68%,"10,1",-18%,"7,4",+21%,"0,4",-44%,"0,13",+63%,"0,052",+63%,1,+140%,B,+140%,['en:gluten-free'],D,"Boisson végétale au riz avec saveur chocolat, calcium & vitamines D2 & B12.",,,['Noz'],82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,,,
49,Speculoos - eurobis - 200g,5425002280581,200 g,['Plastique'],['Eurobis'],['Speculoos extra'],['France'],"['Farine de bié', 'sucre', 'huile et graisses végétales ', 'palme', 'colza', 'sirop de candi', 'poudre à lever ', 'carbonate acide de sodium', 'sel', 'cannelle', ' Contient: Gluten', ' Présence éventuelle de lait', ' Zutaten: Weizenmahl', 'Zucker', 'Pflanzliche Öle und Fette ', 'Palm', 'Raps', 'Kandiszuckersirup', 'Backtriebmittel ', 'Natriumhydrogencarbonat', ' Salz', 'Zim', ' Enthält: Gluten', ' Kann Spuren enthälten von Milch', ' Gemiddelde voedingswaardeNaleur nutritionnelle moyenne/Nährwerte Pro/100g: Energie/ Energie: 2004kJ /']",['E500ii - Carbonate acide de sodium'],['Gluten'],['Huile de palme'],4,18.2 g,en quantité modérée,8.3 g,en quantité élevée,32.2 g,en quantité élevée,0.76 g,en quantité modérée,?,,477,,1996 kj(477 kcal),,"18,2",,"8,3",,"71,6",,"32,2",,"5,8",,"0,76",,"0,304",,23,,E,,,,,,,,,,,,,,,,,,
50,Gaufre Aux Chocolat,5425002280734,,,,,['France'],[],,,[],,,,,,,,,,?,,458,,1916 kj(458 kcal),,"25,1",,"13,9",,"51,7",,"25,9",,"6,2",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,
51,BULK  L-Carnitine 2000 Cranberry Lemon,5425002406950,,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,8,,0,,0,,,,,,,,,,,,,,,,,,,,,,
52,Kinowa - La Vie Est Belle - 170g,5425003191961,170 g,,['La Vie Est Belle'],,"['France', 'Pays-Bas']","['quinoa belge ', '24,5%', 'betteraves rôties ', '11%', 'paprika*', 'miso doux* ', 'eau', 'soja*', 'riz*', 'sel', 'levure', 'amandes* ', '5,5%', 'oignon*', 'cornichon* ', 'cornichon*', 'eau', 'vinaigre*', 'sucre de canne*', 'celeri*', 'carottes*', 'graines de chanvre*', 'farine de maïs*', 'amidon de maïs*', 'sirop de pomme-poire*', 'vinaigre de vin rouge*', 'graines de chia*', 'pâte de tomates*', 'flocons de levure*', 'flocons de chili*', 'ail*', 'huile de tournesol*', 'assaisonnement de sel*', 'graines de cumin*', 'graines de fenouil*', 'graines de coriandre*', 'clou de girofle*', ' ', ""*d'origine biologique contrôle BE-BIO-02""]",,"['Céleri', 'Fruits à coque', 'Soja']","['Végétalien', 'Végétarien']",,,,,,,,,,?,,204,,854 kj(204 kcal),,12,,"1,3",,14,,"7,1",,"6,3",,"1,38",,"0,552",,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'BE-BIO-02']",,,,,['Ekoplaza'],,,,,,,,,['FSC-C122242'],,
53,Prokorn Pain,5425003881039,,,['Prokorn'],,['France'],[],,,[],,,,,,,,,,?,,240,,1004 kj(240 kcal),,"4,5",,"0,8",,"34,6",,"2,2",,13,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,
54,Biscovit Speltwafel (D) - 150g,5425005482623,150g,['sachet plastique'],['Biscovit'],,['France'],"[""Farine d'épeautre - graisse végétale - "", 'palme - coco - tournesol - émulsifiant: lécithine de tournesol - jus de citron', ' - suce de canne - oeuf - eau - sucre de canne inverti - amidon de maïs - sel marin - extrait de vanille']",['E322i - Lécithine'],"['Œufs', 'Gluten']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,436,,1824 kj(436 kcal),,"19,9",,"8,8",,"57,5",,23,,"6,8",,"0,7",,"0,28",,,,,,['Bio'],,,['Belgique'],,['Satoriz'],,,,,,,,['Huile de palme'],,,
55,Magnemar Force 3 - 90 Gélules - Orthonat,5425005540354,,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Propolis,5425006402415,,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,
57,Seitan Pepersteak (spelt) - Bertyn - 350g,5425007800753,350g,,['Bertyn'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Substituts de viande', 'Seitan']",['France'],[],,,"['Végétalien', 'Végétarien']",,3 g,en quantité modérée,0.8 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en quantité modérée,?,,94,-43%,393 kj(94 kcal),-43%,3,-42%,"0,8",+17%,5,-37%,"0,2",-81%,11,-44%,"0,5",-55%,"0,2",-55%,-3,-331%,A,-331%,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'BE-BIO-02']",,,,,,,,,,,,,,,,
58,Coolcaps 18 Perle Alitosi,5425010092251,,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Pad Thai - Monoprix,5425010204425,,"['Frais', 'Métal', 'Plastique']",['Monoprix'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Réfrigérés', 'Plats au poulet', 'Plats préparés réfrigérés']",['France'],[],,,[],,5 g,en quantité modérée,0.8 g,en faible quantité,8.7 g,en quantité modérée,0.7 g,en quantité modérée,?,,136,-25%,569 kj(136 kcal),-25%,5,-45%,"0,8",-72%,"16,7",+13%,"8,7",+301%,6,-20%,"0,7",-32%,"0,28",-32%,2,-60%,B,-60%,,D,,,,['Monoprix'],78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,,
60,Vinaigrette De Bruxelles - Natura,5425010321238,,,['Natura'],"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']","['Belgique', 'France']","['Inqrédionts: Hutre de tournesol ', '4770', 'vinaigre ', '25%', ' moutarde ', 'vinaigrep eau', ' graines de moutarde ', '25%', 'sel ép:ces', ' eau', ' ctoeufs èptces']",,['Moutarde'],[],,63.4 g,en quantité élevée,8.2 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,?,,594,+64%,2485 kj(594 kcal),+66%,"63,4",+72%,"8,2",+118%,"3,5",-26%,"0,5",-85%,"2,4",+310%,"1,5",-22%,"0,6",-22%,21,+41%,E,+41%,,D,,,,['Delhaize'],80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,
61,Huile De Coco Extra Vierge Crue Bio - Amanprana,5425013641555,,,['Amanprana'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']","['France', 'Pays-Bas']",['Huile de noix de coco 100% extra vierge'],,,"['Végétalien', 'Végétarien']",,100 g,en quantité élevée,92.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+3%,"92,1",+9%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,20,+3%,E,+3%,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,
62,Chili con carne - Foodmaker,5425015400952,,,['Foodmaker'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Chili con carne']",['France'],[],,,[],,5.1 g,en quantité modérée,1.9 g,en quantité modérée,2 g,en faible quantité,0.56 g,en quantité modérée,?,,133,+13%,556 kj(133 kcal),+11%,"5,1",+51%,"1,9",+70%,"16,1",+32%,2,-5%,5,-26%,"0,56",-30%,"0,224",-30%,1,,B,,['Bio'],E,,,,,94.4%,3.1%,0.8%,0.9%,0.5%,0.3%,14,,,,
63,Mini cakes - Zaga Zoé Disney frozen - 150g,5425019201319,150g,,['Zaga Zoé Disney frozen'],['Produits sous license'],"['Belgique', 'France']",[],,,[],,18 g,en quantité modérée,4.4 g,en quantité modérée,25 g,en quantité élevée,0.67 g,en quantité modérée,?,,406,+7%,1699 kj(406 kcal),+8%,18,+33%,"4,4",-38%,53,-2%,25,-30%,"6,5",+49%,"0,67",+190%,"0,268",+190%,16,+5%,D,+5%,,,,,,['Delhaize'],,,,,,,,,,,
64,Vinaigrette à la moutarde - Nawhal's,5425021584707,,,"[""Nawhal's""]","['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",['France'],[],,,[],,31.5 g,en quantité élevée,2.4 g,en quantité modérée,2.7 g,en faible quantité,1.9 g,en quantité élevée,?,,318,-12%,1331 kj(318 kcal),-11%,"31,5",-14%,"2,4",-36%,"4,7",-1%,"2,7",-18%,"1,4",+139%,"1,9",-1%,"0,76",-1%,13,-13%,D,-13%,,D,,,,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,
65,Sauce Brasil - Nawhal's,5425021585926,,,"[""Nawhal's""]",,['France'],[],,,[],,,,,,,,,,?,,582,,2435 kj(582 kcal),,"56,9",,"4,6",,"15,2",,"12,8",,"1,3",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,
66,Céline Citron - Generous - 120g e,5425032930005,120 g e,"['boîte', 'Carton']",['Generous'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",['France'],"['beurre', 'farine de sarrasin', 'sucre de canne', 'fécule de pomme de terre', 'farine de tapioca', 'arôme naturel de citron ', '0,05%', 'sel', 'épaississant : gomme de xanthane']",['E415 - Gomme xanthane'],['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,29.7 g,en quantité élevée,20.4 g,en quantité élevée,18.7 g,en quantité élevée,0 g,en faible quantité,2057,-1%,492,+0%,2057 kj(492 kcal),-0%,"29,7",+27%,"20,4",+47%,"50,2",-20%,"18,7",-26%,"4,7",-24%,0,-100%,0,-100%,20,-9%,E,-9%,"['Bio', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'BE-BIO-01', 'Agriculture UE', 'Agriculture UE/Non UE', 'Point Vert', 'Fabriqué en Belgique', 'Triman', 'BE-BIO-001']",B,Sablés au citron,['Belgique'],,,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,
67,Pommes + poires - D'upigny,5425036542051,,,"[""D'upigny""]",['Boissons'],"['Belgique', 'France']","['Ingrédient: pomme', 'poire']",,,[],1,0.5 g,en faible quantité,0.5 g,en faible quantité,10.6 g,en quantité élevée,0.0017 g,en faible quantité,?,,47,-16%,197 kj(47 kcal),-18%,"0,5",+44%,"0,5",+324%,"11,7",+4%,"10,6",+12%,"0,3",-40%,"0,002",-96%,"0,001",-96%,13,+70%,E,+70%,,,,,,['Delhaize'],,,,,,,,,,,
68,Jus pommes poires,5425037680011,,,,,['France'],[],,,[],,,,,,,,,,?,,44,,184 kj(44 kcal),,"0,1",,"0,1",,"10,6",,"10,2",,"0,1",,0,,0,,,,,,"['Sans sucre ajouté', 'Sans additifs']",,,,,,,,,,,,,,,,
