,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,ingredients_origins,manufacturing,traceability_code,nova_score,labels,allergens,markets,additives,palm_ingredients,link,generic_name
1672,Ail blanc espagne,3306540002489,['France'],[],[],?,?,,?,,?,,?,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Ail et dérivés', 'Ail', 'Ail Blanc']",,,,,,58.5%,0.0%,0.0%,19.1%,16.5%,5.8%,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Polvoron,8412438017499,['France'],[],[],?,461,1929 kj(461 kcal),"25,9","9,7","57,9","0,5","5,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Pomme,3760198582012,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Confiture de datte,6131503040164,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Ma glace au lait pistache verte,3377792222116,['France'],[],[],?,204,854 kj(204 kcal),10,"6,2",24,20,"4,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Mandragore,3760057680200,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Poudre de moringa,3760269700222,['France'],[],[],?,348,1456 kj(348 kcal),"6,29",0,44,0,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Huile d’olive vierge extra CREATION,3760270270257,['France'],[],[],?,899,3761 kj(899 kcal),100,14,0,0,0,0,0,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",,+6%,+5%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+6%,+2%,,,,6,-1%,C,-1%,,,,,,,,,,,,
1680,Organic smoth peanut butter,0681170301502,['France'],[],[],?,593.75,2484 kj(593 kcal),50,"7,812","21,875","6,25",25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Mirabelle,4058172493379,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Fraise plein fruit - La Boîte à Sorbets,3282210005021,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,['La Boîte à Sorbets'],,,,,,,,,,,,,,,,,,"['Carton', 'Plastique', 'Surgelé']",,,,,,,,,,,
1683,Crème multi-usages,3265776107644,['France'],[],[],?,294,1230 kj(294 kcal),30,20,"3,4","3,2","2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Jambon traditionnel fumé au bois de hêtre - Saint Alby,2205875002045,['France'],[],[],?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",,,,,,,,,,,,,,,,['Saint Alby'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Tzatziki,990530101017900453,['France'],[],[],?,79,331 kj(79 kcal),"4,2","0,4","4,1","3,3","5,9","0,89","0,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Air rush,7622201425685,['France'],[],[],?,154,644 kj(154 kcal),"0,2","0,1",61,"0,1","0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Complete pancake,0062639174484,['France'],[],[],?,150,628 kj(150 kcal),2,"0,3",30,3,4,"1,45","0,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Balsamic,0062639313432,['France'],[],[],?,15,63 kj(15 kcal),0,0,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Huile d’olive,3760039600110,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Bâtonnet chocolat lait feuilletine - Le Comptoir de Mathilde,3700961306070,['France'],[],[],?,546.59997558594,2287 kj(546 kcal),33,20,54,50,"6,8","0,3","0,12",,,,,,,,,,,,,,,,['Le Comptoir de Mathilde'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,6291104987005,6291104987005,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,0062639294076,0062639294076,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,0838766080871,0838766080871,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Sucettes rafraîchissantes,3332792005053,['France'],[],[],?,72,301 kj(72 kcal),"0,5","0,5",18,18,"0,5","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Caraline Crème de caramel,3000000002124,['France'],[],[],?,390,1632 kj(390 kcal),21,15,49,48,"1,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Peanuts & raisins,54705562,['France'],[],[],?,464,1941 kj(464 kcal),27,"4,4",39,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Brossard,8006165401654,['France'],[],[],?,378,1582 kj(378 kcal),"3,8","1,1","76,5",42,"8,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Mini viennoiseries x 12,0207335019022,['France'],[],[],?,445,1862 kj(445 kcal),25,16,46,11,"8,1","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Himmlisch fein,4337185461996,['France'],[],[],?,212,887 kj(212 kcal),"0,5",0,50,"0,7","0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Jus de légumes YUKA test,3250392808204,['France'],[],[],?,22,92 kj(22 kcal),"0,5","0,01",4,4,"0,8","0,4","0,16",,,"['Non alimentaire', 'en:Tests']",,-89%,-95%,-81%,-88%,,,,,,,,,0.5 g,en faible quantité,0.01 g,en faible quantité,4 g,en faible quantité,0.4 g,en quantité modérée,-89%,-100%,-50%,-40%,-40%,,,,,,,,,,,,,,,,
1701,Olivier Feuille 50g,3175681004146,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Confiture pomme et rhubarbe au romarin,3770005785642,['France'],[],[],?,240,1004 kj(240 kcal),"0,01","0,01","59,52","37,74","0,23",0,0,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de rhubarbe']",,+9%,-96%,+10%,-50%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,0.01 g,en faible quantité,0.01 g,en faible quantité,37.7 g,en quantité élevée,0 g,en faible quantité,+8%,-81%,-28%,-100%,-100%,9,-3%,C,-3%,,,,,,,,,,,,
1703,Gouda cumin,0206105007948,['France'],[],[],?,376,1573 kj(376 kcal),31,21,0,0,24,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Vinaigre de vin rouge,3339331700189,['France'],[],[],?,?,,?,,?,,?,,,B,,"['Vinaigres', 'Vinaigres de vin', 'Vinaigres de vins rouges']",,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Haricots blancs,3609901001238,['France'],[],[],?,70,293 kj(70 kcal),"0,4","0,1",13,"0,5","4,8","0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Fit shake,08423621,['France'],[],[],?,351,1469 kj(351 kcal),"1,2","0,9","4,1","1,7",76,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Purée Graine De Tournesol - Jean Hervé,3390390007404,['France'],[],"['Végétalien', 'Végétarien']",?,677,2833 kj(677 kcal),"62,6","6,3","4,6","1,9","20,3",,,,,,,,,,,,,,,,,,['Jean Hervé'],,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique']",,,,,,
1708,Ail bio,42569589,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
1709,crispbreads,5000396036459,['France'],[],[],?,487,2038 kj(487 kcal),"15,3","6,9","75,2","6,6","9,6","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Spaghetta Diavola,8015287210525,['France'],[],[],?,278.3,1164 kj(278 kcal),"1,07","0,1","63,1","28,3","11,8","9,8","3,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Pur jus de pomme,1773972598583,['France'],[],[],?,48,201 kj(48 kcal),"0,5","0,1",12,11,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Guarana,3535400015066,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Confiture Fraises - O' Délices de Lucas - 230g,3770011110018,['France'],"['Fraise 60%', 'sucre', 'jus de citron', 'pectine']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,212,887 kj(212 kcal),0,0,50,50,"0,6","0,01","0,004",D,230 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,-2%,-100%,-6%,+35%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"[""O' Délices de Lucas""]",0 g,en faible quantité,0 g,en faible quantité,50 g,en quantité élevée,0.01 g,en faible quantité,-3%,-100%,-1%,-56%,-56%,11,+26%,D,+26%,,,,,4,,,,['E440 - Pectines'],,,
1714,Confiture - Cante Merli,3287386120622,['France'],[],[],?,?,,?,,?,,?,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes', 'Confitures de Reine-Claude']",,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,['Cante Merli'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Pastis,59565932,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Jus orange carotte,5604260302048,['France'],[],[],?,24,100 kj(24 kcal),"0,5","0,1",5,"3,8","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Saucisson sec pur bœuf,3720133905726,['France'],[],[],?,265,1109 kj(265 kcal),"16,9","7,3","1,3","0,4","26,9","5,8","2,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Saucisse fumées au comte,2337531004206,['France'],[],[],?,399,1669 kj(399 kcal),"36,4","10,9",1,1,"17,72",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Saucisses herbes volaille bio,2444013031756,['France'],[],[],?,158,661 kj(158 kcal),"9,3","2,7","0,4","0,3",18,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
1720,Lait d’amande,14351051,['France'],[],[],?,24,100 kj(24 kcal),"1,1","0,1",3,3,"0,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,La Tomme au Fenugrec au lait cru - Invitation à la Ferme,,['France'],"['Lait cru bio de nos vaches', 'sel Nature & Progrès', 'fenugrec bio', 'ferments lactiques', 'présure']",[],1535,367,1535 kj(367 kcal),30,20,"0,1","0,1",25,"1,5","0,6",B,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme au Fenugrec']",+3%,+2%,+2%,-92%,+11%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Invitation à la Ferme'],30 g,en quantité élevée,20 g,en quantité élevée,0.1 g,en faible quantité,1.5 g,en quantité modérée,+2%,-1%,-67%,-7%,-7%,15,-3%,D,-3%,,['France'],['France'],,3,"['Bio', 'Bio européen']",['Lait'],,,,,
1722,Maxipop,31624985,['France'],[],[],?,424,1774 kj(424 kcal),"17,7","8,5","54,6","1,1","7,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Tomme locale au Lait cru - Invitation à la Ferme,,['France'],"['Lait cru bio de nos vaches', 'sel Nature & Progrès', 'ferments lactiques', 'présure']",[],1535,367,1535 kj(367 kcal),30,20,"0,1","0,1",25,"1,5","0,6",B,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme locale']",+3%,+2%,+2%,-92%,+11%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Invitation à la Ferme'],30 g,en quantité élevée,20 g,en quantité élevée,0.1 g,en faible quantité,1.5 g,en quantité modérée,+2%,-1%,-67%,-7%,-7%,15,-3%,D,-3%,,['France'],['France'],,3,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Lait'],,,,,
1724,Escalope de dinde,0212693016996,['France'],[],[],?,114,477 kj(114 kcal),"1,3","0,4","0,5","0,4",25,"0,13","0,052",D,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,-6%,-2%,-83%,+9%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,1.3 g,en faible quantité,0.4 g,en faible quantité,0.4 g,en faible quantité,0.13 g,en faible quantité,-5%,-1%,-48%,-77%,-77%,-4,,A,,,,,,,,,,,,,
1725,Plaisir local au lait cru - Invitation à la Ferme,,['France'],"['Lait cru bio de nos vaches', 'sel Nature & Progrès', 'ferments lactiques', 'présure']",[],1535,367,1535 kj(367 kcal),30,20,"0,1","0,1",25,"1,5","0,6",B,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",+23%,+12%,+13%,-92%,+23%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Invitation à la Ferme'],30 g,en quantité élevée,20 g,en quantité élevée,0.1 g,en faible quantité,1.5 g,en quantité modérée,+12%,+12%,-87%,+15%,+15%,15,+9%,D,+9%,,['France'],['France'],,3,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Lait'],,,,,
1726,Mincerette de porc,2409032025988,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,2000000117723,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Crème glacée bio au Café de Colombie - Invitation à la Ferme - 381g,,['France'],"['Lait* pasteurisé de nos vaches', 'sucre de canne*', 'crème*', 'chocolat noir de République Dominicaine 72%* ', 'pâte de cacao *', 'sucre de canne*', 'beurre de cacao*', 'extrait de vanille*', ' 7%', 'cacao*', 'lait écrémé en poudre*', ""jaunes d'œuf*"", 'miel de fleurs*', 'farine de graines de caroube*']",['Non végétalien'],884,211,884 kj(211 kcal),10,"6,2","25,3","24,7","3,7","0,107","0,043",B,381g,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces au café', 'Glace en pot', 'Glaces bio']",-10%,-11%,-24%,+0%,+1%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Invitation à la Ferme'],10 g,en quantité modérée,6.2 g,en quantité élevée,24.7 g,en quantité élevée,0.107 g,en faible quantité,-11%,-24%,+12%,-50%,-50%,13,-11%,D,-11%,,,['France'],,4,"['Bio', 'Bio européen', 'AB Agriculture Biologique']","['Œufs', 'Lait']",,['E410 - Gomme de caroube'],,,
1729,L’original,0239352026325,['France'],[],[],?,132,552 kj(132 kcal),"1,9","1,9","0,8","0,8",19,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Crème glacée bio Caramel au beurre salé - Invitation à la Ferme - 381g,,['France'],"['Lait* pasteurisé de nos vaches', 'caramel*', 'crème*', ""jaunes d'œuf*"", 'sucre de canne issu du commerce équitable*', 'lait écrémé en poudre*', 'beurre*', 'sirop de glucose déshydraté*', 'farine de graines de caroube*', 'Sel Nature et Progrès']",['Non végétalien'],986,236,986 kj(236 kcal),"11,8","7,4","27,6","27,5","3,7","0,332","0,133",B,381g,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Glace en pot', 'Glaces bio']",+0%,-0%,-10%,+10%,+1%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Invitation à la Ferme'],11.8 g,en quantité modérée,7.4 g,en quantité élevée,27.5 g,en quantité élevée,0.332 g,en quantité modérée,-0%,-9%,+24%,+56%,+56%,16,+10%,D,+10%,,,['France'],,4,"['Bio', 'Bio européen', 'AB Agriculture Biologique']","['Œufs', 'Lait']",,['E410 - Gomme de caroube'],,,
1731,4 saucisses de Strasbourg,0211185018432,['France'],[],[],?,297,1243 kj(297 kcal),"27,1",11,1,"0,9","12,3","1,96","0,784",E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg']",,+8%,+12%,-30%,-2%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,27.1 g,en quantité élevée,11 g,en quantité élevée,0.9 g,en faible quantité,1.96 g,en quantité élevée,+8%,+19%,-20%,+1%,+1%,21,+10%,E,+10%,,,,,,,,,,,,
1732,Graine de courge,2884697011284,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Crème glacée bio Chocolat - Invitation à la Ferme - 413g,,['France'],"['Lait* pasteurisé de nos vaches', 'sucre de canne*', 'crème*', 'chocolat noir de République Dominicaine 72%* ', 'pâte de cacao *', 'sucre de canne*', 'beurre de cacao*', 'extrait de vanille*', ' 7%', 'cacao*', 'lait écrémé en poudre*', ""jaunes d'œuf*"", 'miel de fleurs*', 'farine de graines de caroube*']",['Non végétalien'],816,195,816 kj(195 kcal),"10,9","6,6","18,4",18,"4,4","0,111","0,044",B,413g,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces au chocolat', 'Glace en pot', 'Glaces bio']",-17%,-18%,-17%,-27%,+20%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Invitation à la Ferme'],10.9 g,en quantité modérée,6.6 g,en quantité élevée,18 g,en quantité élevée,0.111 g,en faible quantité,-17%,-19%,-19%,-48%,-48%,11,-25%,D,-25%,,,['France'],,4,"['Bio', 'Bio européen', 'AB Agriculture Biologique']","['Œufs', 'Lait']",,['E410 - Gomme de caroube'],,,
1734,Cola zero,4018715000259,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Sorbet bio au Citron - Invitation à la Ferme - 300g,,['France'],"['Eau', 'pulpe de citron jaune* 25%', 'sucre de canne issu du commerce équitable*', 'sirop de glucose déshydraté*', 'lait écrémé en poudre*', 'farine de graines de caroube*']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",513,121,513 kj(121 kcal),"0,1",0,"28,8","27,7","0,6","0,026","0,01",B,300g,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au citron']",+6%,+2%,-42%,+1%,+88%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Invitation à la Ferme'],0.1 g,en faible quantité,0 g,en faible quantité,27.7 g,en quantité élevée,0.026 g,en faible quantité,+2%,-100%,+16%,-18%,-18%,7,+21%,C,+21%,,,['France'],,4,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['E410 - Gomme de caroube'],,,
1736,Pistaches grillées salèes,2600160029910,['France'],[],[],?,621,2598 kj(621 kcal),"44,8","5,5","28,7","7,7","20,9","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Sorbet bio à la Fraise - Invitation à la Ferme - 330g,,['France'],"['Purée de fraise* 53%', 'eau', 'sucre de canne issu du commerce équitable*', 'sirop de glucose déshydraté*', 'pulpe de citron jaune*', 'farine de graines de caroube*']","['Sans huile de palme', 'Végétalien', 'Végétarien']",454,107,454 kj(107 kcal),0,0,"25,5",24,"0,4",0,0,C,330g,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la fraise']",-3%,-9%,-100%,-6%,-5%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,['Invitation à la Ferme'],0 g,en faible quantité,0 g,en faible quantité,24 g,en quantité élevée,0 g,en faible quantité,-7%,-100%,+3%,-100%,-100%,5,+1%,C,+1%,,,['France'],,4,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['E410 - Gomme de caroube'],,,
1738,Roulades au canard,2663662025989,['France'],[],[],?,253,1059 kj(253 kcal),21,"7,8","0,5","0,5",16,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Crème Glacée bio Vanille Caramel beurre salé - Invitation à la Ferme - 396g,,['France'],"['Lait*et crème* pasteurisés de nos vaches', 'sucre de canne issu du commerce équitable*', 'sirop de glucose déshydraté*', 'caramel*', ""jaunes d'œuf*"", 'lait écrémé en poudre*', 'farine de graines de caroube*', 'beurre*', 'extrait de vanille Bourbon*', 'gousses de vanille Bourbon*', 'sel Nature et Progrès']",['Non végétalien'],928,222,928 kj(222 kcal),"10,4","6,5","27,9","27,6","3,2","0,198","0,079",B,396g,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Glace en pot', 'Glaces bio', 'Glaces vanille caramel']",-5%,-6%,-21%,+11%,-13%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Invitation à la Ferme'],10.4 g,en quantité modérée,6.5 g,en quantité élevée,27.6 g,en quantité élevée,0.198 g,en faible quantité,-6%,-20%,+25%,-7%,-7%,14,-4%,D,-4%,,,['France'],,4,"['Bio', 'Bio européen', 'AB Agriculture Biologique']","['Œufs', 'Lait']",,['E410 - Gomme de caroube'],,,
1740,Confiture de cerise noire - Maison Cappaccini,3700439701673,['France'],[],[],?,215,900 kj(215 kcal),0,0,53,52,0,"0,02","0,008",D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de cerises']",,-3%,-100%,-2%,-100%,73.9%,8.9%,10.5%,4.6%,1.7%,0.4%,50,['Maison Cappaccini'],0 g,en faible quantité,0 g,en faible quantité,52 g,en quantité élevée,0.02 g,en faible quantité,-3%,-100%,+1%,-24%,-24%,11,+12%,D,+12%,,,,,,,,,,,,
1741,Wrap jambon italien partisans,2208530016401,['France'],[],[],?,179.8,752 kj(179 kcal),"9,99","2,25","10,21","1,2","11,5","2,37","0,948",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,P'tit Basque bio,0299569051237,['France'],[],[],?,413,1728 kj(413 kcal),"35,9","25,5","0,2","0,2","22,3","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
1743,Toastine de truite fumee,3760007240201,['France'],[],[],?,138,577 kj(138 kcal),"7,9","1,8","2,6","1,2","14,1","0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,0219741016922,0219741016922,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,0219741015024,0219741015024,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Biere la brasserie d’odon,3770005293048,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Penne ricotta e pomodoro,7613404355442,['France'],[],[],?,192,803 kj(192 kcal),"5,5",1,29,"2,5","5,6","0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Fromage brebis,2890681021528,['France'],[],[],?,393,1644 kj(393 kcal),33,0,"0,5","0,4",24,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Sirop a idées gout erable,3272036004902,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Pain complet,0255053009719,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
