,name,bar_code,eco_score,quantity,brand,categories,ingredients_origins,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,packaging,labels,manufacturing,allergens,palm_ingredients,generic_name,link,brand_owner,origin_detail,producer_info
1177,Lardon salés Supérieur - Merle,3268750004144,,,['Merle'],,,,,['France'],"['Poitrine de porc', ' eau', ' sel', ' acidifiant: lactate de potassium acétate de Sodium', ' sirop de glucose déshydraté', ' arômes naturels', ' antioxydant: érythorbate de sodium', ' conservateur: nitrite de potassium', 'nitrite de sodium']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,273,,1142 kj(273 kcal),,"23,8",,"8,6",,"0,7",,"0,7",,"14,1",,"4,9",,"1,96",,,,,,,,,,,,,"['E326 - Lactate de potassium', 'E316 - Érythorbate de sodium', 'E249 - Nitrite de potassium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,
1178,Soupe de poisson a la provencale,3269660001131,E,,,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,,,['France'],[],[],0.7 g,en faible quantité,0.1 g,en faible quantité,1 g,en faible quantité,0.8 g,en quantité modérée,?,,34,-29%,142 kj(34 kcal),-29%,"0,7",-63%,"0,1",-78%,"2,1",+15%,1,+54%,4,-23%,"0,8",-9%,"0,32",-9%,1,+15%,B,+15%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,,,,,,
1179,Sorbet citron - Picard - 1L - 600g,3270160613380,B,1 L - 600 g,['Picard'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au citron']",,,['Picard'],['France'],"['Eau', 'jus de citron à base de concentré 24%', 'sucre', 'sirop de glucose-fructose de blé', 'sirop de glucose de blé', 'gélifiants ', 'pectines', 'gomme tara', 'gomme xanthane', 'arôme  naturel de citron 0,2%', 'protéines de pois hydrolysées', ' Produit élaboré dans un atelier qui utilise : gluten', 'œuf', 'soja', 'arachide', 'lait', 'fruits à coque']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0.3 g,en faible quantité,0.1 g,en faible quantité,23.3 g,en quantité élevée,0.1 g,en faible quantité,?,,116,-3%,485 kj(116 kcal),-3%,"0,3",+73%,"0,1",+104%,"28,2",-1%,"23,3",-3%,"0,3",-6%,"0,1",+216%,"0,04",+216%,6,+4%,C,+4%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['E440 - Pectines', 'E417 - Gomme tara', 'E415 - Gomme xanthane']",4,"['bac 1L', 'surgelé']",,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Soja']",,,,,,
1180,2 Pavé de Bonite à ventre rayé - Picard - 250g,3270160746224,,250g,['Picard'],"['Produits de la mer', 'Poissons', 'Surgelés', 'Fruits de mer surgelés', 'Poissons surgelés']",['Océan Pacifique ou Océan Indien'],,['Picard'],['France'],"['Bonite à ventre rayé ', 'thon listao', ' ', 'poisson', ' qualité sans arête*', "" Katsuwonus pelamis sauvage pêché à la senne coulissante dans l'Océan Pacifique "", 'FAO 61', '71', '77', "" ou l'Océan Indien "", 'FAO 51', '57', 'zone indiquée dans le cadre de datage', ' *Malgré tout le soin que nous apportons à la préparation de nos poissons qualité sans arête', ""la présence exceptionnelle d'arête n'est jamais exclue""]","['Non végétalien', 'Non végétarien']",1 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.11 g,en faible quantité,?,,112,-2%,469 kj(112 kcal),-2%,1,-73%,"0,3",-60%,"0,5",-79%,"0,5",+28%,26,+57%,"0,11",-75%,"0,044",-75%,-4,,A,,,,,,,,,,,"['Sachet plastique sous vide', 'Carton']",['Poisson sauvage'],['Maurice'],['Poisson'],,,,,,
1181,Délice d'un instant - Sorbet Cerise - Picard - 140ml,3270160760848,C,140 ml,['Picard'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la cerise']","['Pologne', 'Serbie']","['FR 32.056.040 CE', 'Blanquefort (Gers, France)']",['Picard'],['France'],"['Purée de cerise 55,2%', 'cerise semi-confite* 18,8% ', 'sirop de sucre', 'cerise', 'sucre', 'eau', 'gélifiant ', 'pectines']",[],0.5 g,en faible quantité,0.5 g,en faible quantité,29.3 g,en quantité élevée,0.001 g,en faible quantité,?,,136,+21%,569 kj(136 kcal),+22%,"< 0,5",+108%,"< 0,5",+233%,"32,8",+23%,"29,3",+27%,"0,9",+109%,"0,001",,0,,6,,C,,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,['E440 - Pectines'],4,['Carton'],,,,,Sorbet de cerises,,,,
1182,8 Zheng Jirou Jiao au Poulet - Picard - 170g,3270160864263,D,170 g,['Picard'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats à la volaille', 'Ravioli', 'Plats préparés surgelés', 'Plats au poulet', 'Ravioli surgelés']",['Thaïlande'],,['Picard'],['France'],"['Bouchées vapeur au poulet ', '160 g', ' : chou 29,8 %', 'viande de poulet 19,3 % ', 'origine : Thaïlande', 'farine de blé 15,4 % ', 'gluten', 'eau', 'ciboule', 'amidon de blé ', 'gluten', 'sauce huître [eau', 'sauce soja ', 'soja', 'blé ', 'gluten', 'sel', 'eau', 'sucre de canne', ""extrait d'huître "", 'huître ', 'mollusques', 'dextrine de maïs', 'sel', 'amidon transformé de tapioca', 'sel', 'huître ', 'mollusques', ']', 'huile de tournesol', 'oignon', 'ail', 'sauce soja japonaise [eau', 'graine de soja', 'blé ', 'gluten', 'sel]', 'sauce soja [eau', 'graine de soja', 'sel', 'farine de blé ', 'gluten', ']', 'huile de sésame', 'pâte de piment grillé [sucre', 'sauce poisson ', 'anchois ', 'poissons', 'sel', 'huile de tournesol', 'échalote', 'ail', 'piment]', 'amidon de pomme de terre', 'sucre', 'poivre', 'sel', 'poudre à lever ', 'diphosphates', 'carbonates de sodium', 'amidon de tapioca', '\r Sauce soja ', '10 g', ' : sauce soja 31% [graine de soja', 'sel', 'blé ', 'gluten', 'eau]', 'sucre de canne', 'vinaigre', 'mirin ', 'riz', 'glucose de maïs', 'sirop de tapioca', 'alcool', 'eau', 'sirop de fructose de tapioca', 'gingembre', 'sel', 'eau', 'acidifiant : acide citrique', 'clou de girofle']","['Non végétalien', 'Non végétarien']",2.9 g,en faible quantité,0.5 g,en faible quantité,2.5 g,en faible quantité,0.82 g,en quantité modérée,?,,125,-30%,523 kj(125 kcal),-30%,"2,9",-49%,"0,5",-67%,18,-23%,"2,5",+13%,"6,1",-26%,"0,82",-15%,"0,328",-15%,0,-100%,B,-100%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,"['E1400 - Dextrines', 'E14XX - Amidons modifiés', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E330 - Acide citrique']",4,"['Carton', 'Plastique', 'surgelé', 'boîte']",,['Thaïlande'],"['Poisson', 'Gluten', 'Mollusques', 'Graines de sésame', 'Soja']",,,https://www.picard.fr/produits/8-zheng-jirou-jiao-au-poulet-000000000000086426.html,,,
1183,Galettes vegetales provencale - Picard - 200g,3270160875948,,200 g,['Picard'],"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']",,,['Picard'],['France'],"['Eau', 'protéine de pois texturée déshydratée 12%', 'boulgour précuit ', 'gluten', ' 7%', 'mozzarrella 6% ', 'lait', 'sel', 'ferment lactique', 'coagulant', 'amidon de pomme de terre', ""oignon préfrit à l'huile de tournesol"", 'tomate mi-séchée 5%', ""courgette préfrite à l'huile de tournesol"", 'quinoa blanc précuit 4%', 'quinoa rouge précuit 4%', 'poivron jaune 4%', 'concentré de tomate 4%', 'fécule de manioc', 'flocon de seigle ', 'gluten', ""huile d'olive vierge extra"", 'fibre de blé ', 'gluten', ""blanc d'œuf de poule élevée en plein air en poudre"", 'basilic 1,9%', 'gluten de blé', 'mélange provençal ', 'basilic 0,3%', 'origan', 'romarin', 'thym', 'sel', 'ail déshydraté']","['Non végétalien', 'Végétarien']",5.1 g,en quantité modérée,1.8 g,en quantité modérée,2.4 g,en faible quantité,0.69 g,en quantité modérée,?,,156,+5%,653 kj(156 kcal),+4%,"5,1",-27%,"1,8",-31%,11,-16%,"2,4",+15%,14,+107%,"0,69",-10%,"0,276",-10%,-4,-265%,A,-265%,,,,,,,,,4,"['Surgelé', 'Carton']","['Végétarien', 'Riche en fibres']",,"['Œufs', 'Gluten', 'Lait']",,,,,,
1184,Gouda cumin - Sans marque - 210g,3271560051086,B,210 g,['Sans marque'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages des Pays-Bas', 'Fromages pasteurisés', 'Goudas', 'Goudas au cumin']","['Pays-Bas', 'Lait origine Pays-Bas']","['FR 63.380.002 CE', 'Saint-Nectaire (Puy-de-Dôme, France)']",,['France'],"['lait pasteurisé de vache ', 'origine Pays-Bas', 'sel', 'ferments lactiques', 'cumin ', '1%', 'présure animale', 'conservateur ', 'E251']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",31 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,1556,+1%,375,+0%,1556 kj(375 kcal),-0%,31,+1%,21,0%,"0,5",+122%,"0,5",+131%,24,+1%,"1,7",-7%,"0,68",-7%,16,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition']",3,"['Film', 'Plastique', 'Frais']",,,['Lait'],,,,,,
1185,Royans Frais Faisselle - 4x 110g,3271962414212,B,4 x 110 g,['Royans Frais'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages à la crème', 'Faisselles']",['France'],"['FR 71.558.002 CE', 'Varennes-Saint-Sauveur (Saône-et-Loire, France)']",,['France'],"['lait ', 'Origine : France', ' pasteurisé']",['Non végétalien'],4.5 g,en quantité modérée,3.3 g,en quantité modérée,4.5 g,en faible quantité,0.2 g,en faible quantité,?,,89,+3%,372 kj(89 kcal),+4%,"4,5",-15%,"3,3",-1%,"5,9",+34%,"4,5",+32%,"4,3",-3%,"0,2",+80%,"0,08",+80%,2,+36%,B,+36%,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,,3,['Frais'],['Point Vert'],,['Lait'],,Faisselle au lait pasteurisé,,,,
1186,Galettines Avoine Curry Ciboulette - Celnat - 250g,3273120024103,A,250 g,['Celnat'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Son', 'Sons de céréales', 'Crêpes et galettes', 'Galettes', ""Sons d'avoine""]",['Union européenne'],,"[""brin d'avoine""]",['France'],"[""son d'avoine*"", '60%', ""farine précuite d'avoine "", 'farine précuite de riz""', ""torni carotts'"", ""oignons'"", 'ail""', ' ciboulette*', '1%', 'Curry ', '0', '5% i']",[],6.1 g,en quantité modérée,1.1 g,en faible quantité,5.2 g,en quantité modérée,0.113 g,en faible quantité,?,,357,+1%,1494 kj(357 kcal),+0%,"6,1",-13%,"1,1",-12%,"59,6",+18%,"5,2",+180%,"11,4",-22%,"0,113",+287%,"0,045",+287%,-4,,A,,67.3%,0.9%,10.6%,9.2%,12.0%,0.0%,95,,1,['Sachet'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,['Lait'],,,,,,
1187,Graines de chia - Celnat - 400g,3273120028378,D,400 g,['Celnat'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",['Paraguay'],,,['France'],[],[],31 g,en quantité élevée,6 g,en quantité élevée,1.6 g,en faible quantité,0.04 g,en faible quantité,?,,363,-19%,1519 kj(363 kcal),-19%,31,+1%,6,+92%,3,-75%,"1,6",+190%,18,-10%,"0,04",+67%,"0,016",+67%,-1,-211%,A,-211%,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,
1188,Mon haché Boucher - Bigard - 250g (2x 125g),3273230064181,E,250 g (2 x 125 g),['Bigard'],"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes fraîches', 'Steaks hachés', 'Steaks de bœuf hachés', 'Steaks hachés frais', 'Steaks hachés de bœuf frais']",['France'],"['FR 13.083.001 CE', 'Rognonas (Bouches-du-Rhône, France)', 'EMB 13083B', 'Rognonas (Bouches-du-Rhône, France)']",['Leclerc'],['France'],['100 viande de bœuf'],[],15 g,en quantité modérée,6.2 g,en quantité élevée,0.5 g,en faible quantité,0.22 g,en faible quantité,?,,207,+25%,866 kj(207 kcal),+24%,15,+47%,"6,2",+47%,"0,5",+179%,"0,5",+279%,18,-8%,"0,22",+8%,"0,088",+8%,3,+142%,C,+142%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,"['Barquette', 'Plastique', 'Film', 'Frais']","['Viande Française', 'Nutriscore', 'Nutriscore C', 'Pur bœuf', 'Viande-bovine-francaise']",['France'],,,,,,,
1189,Croquants Sud de France Eclats amandes - Le Tech - 230g,3274643080089,C,230 g,['Le Tech'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,['France'],"['farine de blé', 'sucre', 'éclats flamandes ', 'œuf', 'arôme naturel citron', 'vanilline', 'poudre à lever : E503ii,E504', ' Traces éventuelles de lait et d’autres fruits a coques']",['Non végétalien'],9.1 g,en quantité modérée,1 g,en faible quantité,33.1 g,en quantité élevée,0.1 g,en faible quantité,?,,378,-20%,1582 kj(378 kcal),-21%,"9,1",-56%,1,-90%,"65,8",+3%,"33,1",+12%,8,+23%,"0,1",-83%,"0,04",-83%,11,-44%,D,-44%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"[""E503ii - Carbonate acide d'ammonium"", 'E504 - Carbonates de magnésium']",4,"['Barquette', 'Film en plastique']",,,"['Œufs', 'Gluten']",,,,,,
1190,Bâtonnets Saveur Coraya - 100g,3276170012724,B,100 g,['Coraya'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",,"['EMB 50099C', 'Carentan (Manche, France)', 'FR 50.099.003 CE', 'Carentan (Manche, France)']","['Franprix', 'Magasins U']",['France'],"['Chair de poisson ', '38%', ' ', ' eau', 'fécules ', 'dont blé', ' ', "" blanc d'œuf réhydraté "", ' huile de colza ', ' sucre ', ' sel ', ' arôme naturel ', 'crustacé', ' ', ' colorant : extrait de paprika']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",5.1 g,en quantité modérée,0.5 g,en faible quantité,3.1 g,en faible quantité,2 g,en quantité élevée,?,,124,+4%,519 kj(124 kcal),+4%,"5,1",+8%,"0,5",-23%,11,-4%,"3,1",+8%,"8,2",+10%,2,+16%,"0,8",+16%,4,-9%,C,-9%,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,['E160c - Extrait de paprika'],4,"['Sachet plastique', 'Frais']","['Sans arômes artificiels', 'Point Vert', 'Sans colorants artificiels', 'Sans conservateurs']","['France', 'Manche']","['Crustacés', 'Œufs', 'Poisson', 'Gluten']",,Préparation à base de chair de poisson goût crabe,http://www.coraya.com/produits/batonnets-saveur/,,,
1191,"Piment D'espelette En Poudre, - Ederki",3277510001842,C,,['Ederki'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Piments', ""Piments d'Espelette""]",,,,"['France', 'Suisse']",[],[],1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,?,,1,-99%,4 kj(1 kcal),-99%,1,-76%,1,+41%,1,-93%,1,-66%,1,-82%,1,+103%,"0,4",+103%,,,,,87.9%,0.0%,0.0%,5.3%,5.5%,1.2%,70,,,,,,,,,,,,
1192,Yaourt de chevre - Le Petit Basque - 250g (2x125g),3280246300301,B,250 g (2x125g),['Le Petit Basque'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts au lait de chèvre']",,"['FR 33.448.002 CE', ""Saint-Médard-d'Eyrans (Gironde, France)""]",,['France'],[],[],5.3 g,en quantité modérée,3.7 g,en quantité modérée,2.9 g,en faible quantité,0.11 g,en faible quantité,?,,86,-3%,360 kj(86 kcal),-4%,"5,3",+26%,"3,7",+29%,"4,4",-46%,"2,9",-60%,"5,2",+29%,"0,11",+16%,"0,044",+16%,1,-52%,B,-52%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,,,,,,,,,,,
1193,Crème fraîche épaisse (30% MG) - Sans marque - 400g,3280249302005,B,400 g,"['Sans marque', 'Le Petit Basque']","['Produits laitiers', 'Produits fermentés', 'Crèmes', 'Produits laitiers fermentés', 'Crèmes épaisses', 'Crèmes fraîches']",['France'],"['EMB 33448B', ""Saint-Médard-d'Eyrans (Gironde, France)"", 'FR 33.448.002 CE', ""Saint-Médard-d'Eyrans (Gironde, France)""]",,['France'],"['Crème pasteurisée ', 'issue de lait de mélange de brebis et de vache', ' - ferments lactiques']",['Non végétalien'],30 g,en quantité élevée,20 g,en quantité élevée,2.3 g,en faible quantité,0.1 g,en faible quantité,?,,309,+6%,1293 kj(309 kcal),+8%,30,+1%,20,+1%,"5,1",+56%,"2,3",-20%,"4,7",+99%,"0,1",+18%,"0,04",+18%,13,0%,D,0%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,3,"['Pot', 'Plastique', 'Couvercle', 'Frais']","['Lait Français', 'Point Vert']",,['Lait'],,Crème fraîche épaisse à 30% de matière grasse au lait de mélange,,,,
1194,12 oeufs plein air Label Rouge fermier - Matines,3282070023975,B,12,['Matines'],"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']",['France'],,,['France'],['oeuf'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",9.8 g,en quantité modérée,2.74 g,en quantité modérée,0.3 g,en faible quantité,0.31 g,en quantité modérée,?,,140,+1%,586 kj(140 kcal),+1%,"9,8",-2%,"2,74",+11%,"0,3",-52%,"0,3",-40%,"12,7",+2%,"0,31",+14%,"0,124",+14%,-1,,A,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,1,,"['Nutriscore', 'Nutriscore A', 'Label Rouge']",['France'],['Œufs'],,,,,,
1195,Thon a la provencale - 450g,3283040242310,,450 g,,,,,,['France'],[],[],,,,,,,,,?,,231,,967 kj(231 kcal),,"8,3",,"3,2",,27,,"2,4",,11,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,
1196,Cocktail Goyave Framboise - Caraibos,3287121175863,,,['Caraibos'],"['Boissons', 'Boissons avec sucre ajouté']",,,,['France'],"['eau', 'jus à base de concentrés et de purées: pomme ', '13 % ', 'framboise ', '8 %', 'banane ', '7%', 'goyave rose ', '5,5 %', 'fraise ', '5 % ', 'cassis ', '1 %', 'citron ', '0,5 % ', 'sucre', 'colorant naturel: jus de carotte pourpre à base de concentré', 'acidifiant: acide citrique', 'arôme']",[],0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,?,,47,-45%,197 kj(47 kcal),-47%,0,-100%,0,-100%,11,-44%,11,-40%,0,-100%,0,-100%,0,-100%,15,+26%,E,+26%,,,,,,,,['E330 - Acide citrique'],4,,,,,,,,,,
1197,Milumel sans huile de palme - Lactel - 900g e,3288110608881,D,900 g e,"['Lactel', 'Milumel']","['Produits laitiers', 'Aliments pour bébé', 'Laits', 'Laits pour bébé', 'Laits 2ème âge', 'Dès 6 mois']",,,,['France'],"['Lactose ', 'lait', 'maltodextrines', 'crème ', 'lait', 'lait écrémé', 'huiles végétales ', 'colza', 'tournesol oléique', 'tournesol', 'protéines solubles de lait', 'minéraux ', 'phosphates tricalcique', 'sulfate de magnésium', 'hydroxyde de potassium', 'citrate trisodique', 'sulfate ferreux', 'carbonate de calcium', 'sulfate de zinc', 'sélénite de sodium', 'iodure de potassium', 'sulfate de cuivre', 'sulfate de manganèse', 'émulsifiant ', 'lécithine de soja', 'vitamines ', 'C', 'PP', 'B5', 'A', 'K', 'B1', 'B6', 'D', 'B2', 'B9', 'H', 'B12', 'chlorure de choline', 'taurine', 'antioxydants ', ""palmitate d'ascorbyle"", 'tocophérols', ' ', 'soja', 'inositol', 'L-carnitine', 'ferments lactiques ', 'Lactobacillus fermentum']","['Sans huile de palme', 'Non végétalien']",,,,,,,,,?,,69,-73%,289 kj(69 kcal),-73%,"3,6",-70%,"1,5",-58%,"7,8",-75%,"5,8",-68%,"1,4",-73%,"0,05",-73%,"0,02",-73%,,,,,71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,51,"['E322i - Lécithine', ""E304i - Palmitate d'ascorbyle"", 'E307c - Tocophérol']",4,"['Boîte', 'Plastique', 'Métal']","['Fabriqué en France', 'en:palm-oil-free']","['Craon', 'France']","['Lait', 'Soja']",,Lait en poudre pour bébé,,,,
1198,Pistache & éclats - Thiriet,3292590526825,,,['Thiriet'],,,,['Thiriet'],['France'],[],[],,,,,,,,,?,,194,,812 kj(194 kcal),,"8,7",,"4,6",,24,,20,,4,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1199,Sorbet gourmand Mangue & morceaux de fruits exotiques - Thiriet,3292590528416,C,,['Thiriet'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la mangue']",,,['Thiriet'],['France'],"['Eau', 'mangue ', '35% du sorbet', ' sous forme de purée', 'sucre', 'morceaux de fruits exotiques 5% ', 'ananas - mangue - papaye', 'sirop de glucose', 'sirop de glucose-fructose', 'jus concentré de citron et de fruit de la passion', ' épaississants : farine de graines de caroube - méthylcellulose - gélifiant: pectine', 'protéine de pois', 'arôme naturel', 'colorants: carmins - curcumine - extrait de paprika']","['Non végétalien', 'Non végétarien']",0.2 g,en faible quantité,0 g,en faible quantité,23 g,en quantité élevée,0.02 g,en faible quantité,?,,113,-8%,473 kj(113 kcal),-8%,"0,2",-22%,0,-100%,27,-8%,23,-10%,"0,4",+2%,"0,02",-39%,"0,008",-39%,6,+11%,C,+11%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,"['E410 - Gomme de caroube', 'E461 - Méthylcellulose', 'E440 - Pectines', 'E120 - Acide carminique', 'E100 - Curcumine', 'E160c - Extrait de paprika']",4,,['Sans colorants'],,,,,,,,
1200,Spécialité de pommes abricots Bergeron sans sucres ajoutés - Charles & Alice - 100g,3297760020165,,100g,['Charles & Alice'],,,,,['France'],"['Purée de pommes 69,8%', ""purée d'abricot 30%/ arômes naturels"", 'antioxydant : acide ascorbique', ' tient les sucres naturellement présents dans les fruits']",[],,,,,,,,,?,,58,,243 kj(58 kcal),,"0,5",,"0,1",,12,,11,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,['E300 - Acide ascorbique'],4,['par 4'],"['Sans sucre ajouté', 'Sans conservateurs']",,,,,,,,
1201,Pommes Rhubarbe - Charles & Alice - 4 * 100g,3297760099062,A,4 * 100 g,['Charles & Alice'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes rhubarbe']",,,['Carrefour'],"['France', 'Suisse']","['Purée de pommes 45,8 %', 'purée de rhubarbe 45,5 %', 'sucre', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,14 g,en quantité élevée,0.01 g,en faible quantité,?,,64,-7%,268 kj(64 kcal),-5%,"< 0,5",+79%,"< 0,1",+145%,15,+3%,14,+2%,"< 0,5",+7%,"< 0,01",+20%,"0,004",+20%,-3,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,['E300 - Acide ascorbique'],3,"['Pot', 'Carton']","['Sans colorants', 'Sans conservateurs']",,,,,,,,
