,name,bar_code,generic_name,quantity,packaging,brand,categories,manufacturing,traceability_code,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,markets,eco_score,ingredients_origins,link,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,palm_ingredients,producer_info,origin_detail
1831,Champignons de Paris - Pouce auchan - 230g,3596710394586,,230 g,['Conserve'],['Pouce auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons en conserve', 'Champignons de Paris en conserve']",,,['France'],"['champignons de Paris', 'eau', 'sel acidifiant : acide citrique', 'antioxy - dant : acide ascorbique']",['E330 - Acide citrique'],,[],1,0.4 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,0.62 g,en quantité modérée,?,,76,+245%,318 kj(76 kcal),+261%,"0,4",+19%,"0,1",+47%,"0,2",-76%,"0,1",-68%,"2,1",-7%,"0,62",-4%,"0,248",-4%,-4,,A,,,['Auchan'],A,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,
1832,Lentilles Cuisinées à la Graisse d'oie - Auchan,3596710394876,,,,['Auchan'],,,,['France'],[],,,[],,,,,,,,,,?,,110,,460 kj(110 kcal),,4,,"1,2",,11,,"0,6",,"5,4",,"1,1",,"0,44",,,,,,,['Auchan'],,,,,,,,,,,,,
1833,"Choux de Bruxelles - Auchan - 400g (265g égoutté), 425ml",3596710395033,Choux de Bruxelles,"400g (265g égoutté), 425 ml",['Conserve'],['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Frais', 'Aliments à base de plantes frais', 'Légumes frais', 'Choux de Bruxelles', 'Choux de Bruxelles en conserve']",,,['France'],"['Choux de Bruxelles', 'eau', 'sel', 'sucre']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.8 g,en faible quantité,0.2 g,en faible quantité,2.2 g,en faible quantité,0.65 g,en quantité modérée,154,+7%,?,,154 kj(37 kcal),+5%,"0,8",+107%,"0,2",+139%,"2,7",-30%,"2,2",+4%,"2,6",+5%,"0,65",+13%,"0,26",+13%,-8,,A,,,['Auchan'],B,,,24.6%,34.4%,16.4%,8.2%,9.6%,6.7%,88,,,
1834,Flageolets verts extra-fins - Auchan - 530g,3596710395217,Flageolets verts,530 g,['Conserve'],['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve', 'Flageolets en conserve']",,,['France'],"['Flageomets verts extra-fins ', 'origine France', 'eau', 'sel']",,,[],3,0.4 g,en faible quantité,0.1 g,en faible quantité,0.8 g,en faible quantité,1.02 g,en quantité modérée,352,-2%,84,-2%,352 kj(84 kcal),-2%,"0,4",-44%,"0,1",-32%,"11,2",-5%,"0,8",+45%,"6,3",+20%,"1,02",+38%,"0,408",+38%,-3,,A,,,['Auchan'],A,['France'],,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,,,
1835,Maïs doux en grain - Auchan - 300g,3596710395460,Maïs doux en grain sous vide,300 g,['Conserve'],['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en conserve', 'Maïs en conserve', 'Maïs doux en conserve']",,,['France'],"['Maïs doux en grains sans OGM', 'eau', 'sucre,sel']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1.29 g,en faible quantité,0.1 g,en faible quantité,5.5 g,en quantité modérée,0.53 g,en quantité modérée,?,,118,+33%,494 kj(118 kcal),+31%,"1,29",-20%,"0,1",-68%,22,+54%,"5,5",+14%,3,+8%,"0,53",+18%,"0,212",+18%,-5,,A,,['Sans OGM'],['Auchan'],B,,,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,,,
1836,Petits pous carottes à l'étuvée - Auchan - 800gr,3596710395613,,800 gr,,['Auchan'],,,,['France'],[],,,[],,,,,,,,,,?,,61,,255 kj(61 kcal),,"0,4",,"0,2",,"10,7",,"1,6",,"3,4",,"0,6",,"0,24",,,,,,,['Auchan'],,,,,,,,,,,,,
1837,Haricots verts extra fins - Auchan - 440g,3596710395903,,440 g,['Boîte'],['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']",,,['France'],"['Haricots verts', 'eau', 'sel']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.3 g,en faible quantité,0.1 g,en faible quantité,1.1 g,en faible quantité,0.88 g,en quantité modérée,108,+9%,26,+8%,108 kj(26 kcal),+9%,"0,3",+20%,"0,1",+83%,"3,1",+17%,"1,1",+43%,"1,4",-5%,"0,88",+32%,"0,352",+32%,-2,,A,,,['Auchan'],B,,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,,
1838,Miette de thon - Auchan - 160g,3596710396191,,160g,,['Auchan'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Miettes de thon']",,,['France'],"['Thon listao ', 'Katsuwonus pelamis', 'huile de tournesol 33,5%', 'sel']",,['Poisson'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,10 g,en quantité modérée,1.5 g,en quantité modérée,0 g,en faible quantité,1.5 g,en quantité modérée,?,,191,-3%,799 kj(191 kcal),-2%,10,-20%,"1,5",-10%,0,-100%,0,-100%,25,+40%,"1,5",+43%,"0,6",+43%,4,+75%,C,+75%,,['Auchan'],D,,,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,
1839,Capellini - Auchan,3596710396603,,,,['Auchan'],,,,['France'],"['ingrédient 100% semoule de blé dur de qualité supérieure ', 'contient gluten', "" Traces éventuelles d'oeufs si le numéro de lot contient la lettre • N'""]",,['Gluten'],[],,,,,,,,,,?,,369,,1544 kj(369 kcal),,"1,9",,"0,4",,"73,4",,"3,7",,"12,8",,0,,0,,,,,,,['Auchan'],,,,,,,,,,,,,
1840,Petits paniers - Pâtes alimentaires de qualité supérieure - Auchan - 500g,3596710396764,Pâtes alimentaires de qualité supérieure,500 g,"['Sachet', 'Plastique']",['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",,,['France'],"['100% semoule de blé dur de qualité supérieure ', 'contient gluten']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.9 g,en faible quantité,0.4 g,en faible quantité,3.7 g,en faible quantité,0 g,en faible quantité,1565,+13%,369,+11%,1565 kj(369 kcal),+13%,"1,9",-27%,"0,4",-43%,"73,4",+19%,"3,7",+34%,"12,8",+10%,0,-100%,0,-100%,-4,,A,,,['Auchan'],,,,,,,,,,,,,
1841,Torti tricolores  - Auchan - 500g,3596710396818,,500 g,['Sachet plastique'],['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Torti']",,,['France'],"['Pâtes de qualité supérieure 40%: semoule de blé dur de qualité supérieure ', 'contient gluten', '\rPâtes aromatisées à la tomates 30%: semoule de blé dur de qualité supérieure ', 'contient gluten', 'purée de tomate concentrée 7,9%\rPâtes aromatisées aux épinard 30%: semoule de blé dur de qualité supérieure ', 'contient gluten', ""poudre d'épinards 1,6%""]",,['Gluten'],[],,1.1 g,en faible quantité,0.2 g,en faible quantité,2.5 g,en faible quantité,0.03 g,en faible quantité,1503,-1%,?,,1503 kj(359 kcal),+0%,"1,1",-37%,"0,2",-40%,42,-41%,"2,5",-28%,"7,8",-36%,"0,03",+41%,"0,012",+41%,-1,,A,,,['Auchan'],C,,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,
1842,Chocolat au lait fourre facon creme brulee - Auchan - 150g,3596710397280,,150g,['Tablette'],['Auchan'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats fourrés', 'Chocolats au lait fourrés']",,,['France'],"['chocolat au lait 60% : sucre beurre de cacao', 'pâte de cacao', 'lait entier en poudre lactosérum en poudre ', 'contient lait', 'matière grasse de lait ', ' émulsifiant: lécithines ', 'soja', ' ', ' extrait de vanille', 'fourrage crème brulée 40% : huile végétale ', 'palme', 'tournesol', 'colza', 'sucre', 'poudre de lait écrémé', 'lactose ', 'contient lait', 'émulsifiant: lécithine']",['E322i - Lécithine'],"['Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,32 g,en quantité élevée,20 g,en quantité élevée,51 g,en quantité élevée,0.17 g,en faible quantité,?,,549,-1%,2297 kj(549 kcal),-0%,32,-7%,20,+10%,58,+11%,51,+3%,"5,1",-21%,"0,17",-13%,"0,068",-13%,26,+2%,E,+2%,,['Auchan'],E,,,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['Huile de palme'],,
1843,Papillotes pétards - Vendôme,3596710397358,,,,['Vendôme'],,,,['France'],"['cacao', ""'i'„te"", ' pâte ', 'contient lait', 'oudïe fruits ', 'contient lait', 'éclats de noi à huile végétale de coco tapée caramélisée ', 'noix de coco fumer', ' E', ' maigre en poudre', 'émulsifiant: Risque + *thine de tournesol', ""poudre de lait arômes matière grasse de lait' des Pâte de fruits pulpe de pommes protection"", 'sucret sirop de glucose', ""gélifiant • Y?IJX et du Visage acidifiant : acide citrique arômç lorsque 'Orants : extrait de paprika - curcumine- Précautions""]","['E330 - Acide citrique', 'E160c - Extrait de paprika', 'E100 - Curcumine']",['Lait'],[],4,,,,,,,,,?,,495,,2071 kj(495 kcal),,25,,14,,60,,54,,"4,9",,"0,16",,"0,064",,,,,,['Entrepreneurs + Engagés'],,,,,,,,,,,,,,
1844,Haricots rouges - Auchan - 200g,3596710399307,Haricots rouges,200 g,['Conserve'],['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve', 'en:canned-kidney-common-beans']",,"['EMB 56251E', 'Theix (Morbihan, France)']",['France'],"['Haricots rouges secs trempés', 'eau', 'sucre', 'sel']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.6 g,en faible quantité,0.1 g,en faible quantité,2.6 g,en faible quantité,0.74 g,en quantité modérée,?,,115,+13%,481 kj(115 kcal),+12%,"0,6",-1%,"0,1",-8%,"17,1",+28%,"2,6",+128%,"7,9",+5%,"0,74",+21%,"0,296",+21%,-5,,A,,,['Auchan'],B,,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,,
1845,Crème fraîche entière 30% M.G. épaisse - Pouce - 50cl,3596710399949,Crème fraîche épaisse,50cl,"['Pot', 'Plastique']","['Pouce', 'Auchan']","['Produits laitiers', 'Produits fermentés', 'Crèmes', 'Produits laitiers fermentés', 'Crèmes épaisses', 'Crèmes entières', 'Crèmes fraîches']",,"['FR 72.161.001 CE', 'Lhomme (Sarthe, France)', 'FR 72.181.001 CE', 'Mans (Sarthe, France)']",['France'],"['Crème de lait pasteurisée', 'ferments lactiques']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,30 g,en quantité élevée,20 g,en quantité élevée,2.9 g,en faible quantité,0.06 g,en faible quantité,1198,-3%,291,-5%,1198 kj(291 kcal),-6%,30,-4%,20,-5%,"2,9",-9%,"2,9",-5%,"2,3",+0%,"0,06",-29%,"0,024",-29%,13,-2%,D,-2%,['Lait Français'],['Auchan'],B,"['France', 'Lait origine France']",,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,
1846,Val de Loire lait demi écrémé brique - Auchan,3596710400522,,,,['Auchan'],"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,,['France'],[],,,[],,,,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,?,,46,-2%,192 kj(46 kcal),-2%,?,,1,-1%,?,,"4,8",0%,"3,2",-2%,"0,13",+18%,"0,052",+18%,,,,,,['Auchan'],D,,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,
1847,Lasagne à la Bolognaise Gratinée au Four - Auchan - 1kg,3596710400850,,1 kg,"['Carton', 'Plastique', 'Frais']",['Auchan'],"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Réfrigérés', 'Plats préparés à réchauffer au micro-ondes', 'Plats préparés réfrigérés', 'Lasagnes à la bolognaise']",,,['France'],"['Sauce à la bolognaise 61,1 % [eau', 'tomates 14', '6% ', 'tomates pelées concassées et jus de tomates', 'viande de bœuf 12,1 %', 'carottes 2,2 %', 'oignons 2,2 %', 'concentré de tomates 2 %', 'amidon modifié de maïs', 'vin blanc', 'huile de colza', 'basilic 0,3 %', 'fond de veau ', ""jus concentré d'os et de viande bœuf"", 'os et extrait de veau', 'sel', 'graisse de bœuf', 'carottes', 'oignons', 'champignons', 'poireaux', 'ail', 'poudre de tomate', 'eau', 'sel', ""épices et extrait d'épices"", 'plantes aromatiques', 'ail', 'sel', 'sucre', 'arôme naturel de poivre', 'thym]', 'sauce blanche 27,4 % [lait écrémé en poudre réhydraté', 'eau', 'amidon modifié de maïs', 'crème fraîche ', 'contient lait', 'farine de blé ', 'contient gluten', 'sel', 'arôme naturel de muscade et autres épices]', 'pâtes à lasagne sèche 7,7 % [semoule de blé dur ', 'contient gluten', 'eau]', 'gratinage 3,8 % [emmental ', 'contient lait', ']', ' Pourcentages exprimés sur le total de la recette']",['E14XX - Amidons modifiés'],"['Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,5.2 g,en quantité modérée,2.7 g,en quantité modérée,2.3 g,en faible quantité,0.78 g,en quantité modérée,522,-2%,124,-7%,522 kj(124 kcal),-6%,"5,2",-14%,"2,7",+7%,13,+4%,"2,3",-15%,6,-5%,"0,78",-1%,"0,312",-1%,3,+30%,C,+30%,"['Viande Française', 'Point Vert', 'Viande-bovine-francaise']",['Auchan'],C,"['France', 'Union européenne', 'Suisse']",,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,,,
1848,"Yaourts (0 % MG) Pêche, Ananas, Pomme, Pruneau - Auchan - 500g (4x 125g)",3596710401659,"Yaourt brassé (0 % MG), aux fruits, sans sucres ajoutés, aux édulcorants",500 g (4 x 125 g),"['Frais', 'Pot', 'Plastique', 'Opercule']","['Auchan', 'Pouce', 'Auchan Production', 'Groupe Auchan']","['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Frais', 'Yaourts', 'Yaourts aux fruits', 'Yaourts brassés', 'Yaourts brassés aux fruits', 'Yaourts allégés en matière grasse', 'Yaourts multifruits']","['Novandie [Filiale Andros et Compagnie (Groupe Andros)] - 19 Rue de la République - 76150 Maromme', 'Seine-Maritime', 'Haute-Normandie', 'France']","['FR 76.410.001 CE', 'Maromme (Seine-Maritime, France)', 'EMB 76410', 'Maromme (Seine-Maritime, France)']",['France'],"['Lait écrémé', 'fruits ', 'ananas 9,1 % ou pêche 9,1 % ou pomme 9,1 % ou pruneaux 9,1 % ou cerise 10,5 % ou fraise 10,5 %', 'protéines de lait', 'oligofructose', 'polydextroses de blé et de maïs', 'amidons modifiés de tapioca et de maïs', 'arômes', 'épaississants : carraghénanes', 'pectine', 'gomme de guar', 'gomme de xanthane', ' ferments lactiques ', 'contient lait', ' édulcorants : aspartame*', 'acésulfame K', 'sucralose ', ' conservateurs des fruits : sorbate de potassium', ' colorants : extrait de paprika', 'carmin de cochenille', 'lutéine', '\r* contient une source de phénylalanine']","['E1200 - Polydextrose', 'E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E440 - Pectines', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E951 - Aspartame', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E120 - Acide carminique', 'E161b - Lutéine']",['Lait'],"['Non végétalien', 'Non végétarien']",4,0.08 g,en faible quantité,0.08 g,en faible quantité,4.88 g,en faible quantité,0.128 g,en faible quantité,202,-47%,?,,202 kj(48 kcal),-49%,"0,08",-97%,"0,08",-96%,"6,4",-50%,"4,88",-60%,"4,4",+24%,"0,128",+5%,"0,051",+5%,-1,-140%,A,-140%,"['Peu ou pas de matière grasse', 'Peu ou pas de sucre', 'Contient une source de phénylalanine', 'Point Vert', 'Sans sucre ajouté', 'Sans matière grasse', 'Eco-Emballages']",['Auchan'],C,,,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,
1849,Haricots Verts Extra Fins - Auchan,3596710401772,,,,['Auchan'],,,,['France'],[],,,[],,,,,,,,,,?,,24,,100 kj(24 kcal),,"0,1",,"0,02",,"3,1",,"0,8",,"1,3",,"0,8",,"0,32",,,,,,,['Auchan'],,,,,,,,,,,,,
1850,Petits Pois Carottes à l'étuvée Extra Fins - Auchan - 530g égoutté,3596710401901,Petits pois extra-fin et carottes à l'étuvée,530 g égoutté,"['Conserve', 'Boîte', 'Métal']",['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes secs', 'Légumineuses en conserve', 'Carottes', 'Carottes en conserve', 'Petits pois et carottes en conserve']",,,['France'],"['Petits pois ', '50% mini', 'carottes ', '30% mini', 'eau', 'sucre', 'sel', 'arôme naturel']",,,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.4 g,en faible quantité,0.1 g,en faible quantité,3.1 g,en faible quantité,0.6 g,en quantité modérée,?,,55,+49%,230 kj(55 kcal),+50%,"0,4",+3%,"0,1",+18%,"8,5",+51%,"3,1",-5%,"2,7",+114%,"0,6",+5%,"0,24",+5%,-4,,A,,['Point Vert'],['Auchan'],B,,,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,,,
1851,Filets de maquereaux (sauce tomate basilic) - Auchan - 169g,3596710402052,Filets de maquereaux à la sauce tomate et au basilic,169 g,"['Boîte', 'Conserve', 'Métal', 'Couvercle ouverture facile']","['Auchan', ""L'oiseau""]","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'Filets de maquereaux tomate-basilic', 'Maquereaux en conserve']","['Gendreau - 84 Route des Sables - 85800 Saint-Gilles-Croix-de-Vie', 'Vendée', 'Pays de la Loire', 'France']","['FR 85.222.003 CE', 'Saint-Gilles-Croix-de-Vie (Vendée, France)']",['France'],"['Maquereaux ', 'poisson', ' cuits au court bouillon 56,2 % ', 'filets de maquereaux 55,3 %', 'sel', 'épices', 'aromates', 'eau', 'purée de tomate double concentré 10,3 %', 'sauce tomate 9,3 % ', 'tomate', 'amidon transformé de pomme de terre', 'sel', 'huile de tournesol', 'sucre', 'acidifiant : acide citrique', 'marjolaine', 'origan', 'thym', 'poivre blanc', 'huile de colza', 'vinaigre de vin blanc', 'sucre', 'sel', 'basilic 0,2 %', 'arôme naturel ', ' épaississants : gomme xanthane', 'gomme guar ', ' feuille de basilic 0,03 %']","['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",['Poisson'],"['Non végétalien', 'Non végétarien']",4,16.9 g,en quantité modérée,3 g,en quantité modérée,2.1 g,en faible quantité,0.8 g,en quantité modérée,893,+15%,215,+13%,893 kj(215 kcal),+15%,"16,9",+28%,3,-1%,"3,1",-5%,"2,1",+17%,"12,1",-8%,"0,8",-16%,"0,32",-16%,2,-27%,B,-27%,"['Riche en Oméga-3', 'Omega-3']","['Simply Market', 'Auchan']",D,,,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,
1852,Torchietti - Auchan - 500g,3596710402649,Pâtes alimentaires de qualité supérieure,500 g,"['Sachet', 'Plastique', 'Carton']",['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches']",['Italie'],,['France'],"['Semoule de blé dur de qualité supérieure ', 'contient gluten', ' ', 'origine Italie']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.3 g,en faible quantité,0 g,en faible quantité,3.9 g,en faible quantité,0 g,en faible quantité,1489,-1%,351,-1%,1489 kj(351 kcal),-1%,"0,3",-85%,0,-100%,"73,5",+5%,"3,9",+25%,"12,1",-3%,0,-100%,0,-100%,-4,,A,,"['Fabriqué en Italie', 'Tréfilage au bronze']",['Auchan'],B,['Italie'],,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,
1853,Friture praliné lait vendôme - Auchan,3596710403356,,,,['Auchan'],,,,['France'],"['Sucre praliné 17% ', 'sucre', 'pâte de noisettes ', 'fruits', 'a coque', ""pate d'amades "", 'fruits à coque', 'beurre de cacao', 'poudre de lait entier', 'graisses végétales ', 'palme', 'palmiste', 'pâte de poudre de lait écrémé', 'cacao', 'lactosérum en poudre ', 'contient lait', 'éclats de noisettes caramélisés 1,6% ', 'noisettes ', 'fruits à coque', 'sucre', 'cacao maigre en poudre', 'émulsifiant: lecithine', 'arômes', 'matière grasse de lait anhydre', 'lactose ', 'contient lait', "" Traces éventuelles d'autres fruits à Coque""]",['E322i - Lécithine'],"['Lait', 'Fruits à coque']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,540,,2259 kj(540 kcal),,33,,19,,53,,53,,"6,6",,"0,17",,"0,068",,,,,,['Fabriqué en France'],['Auchan'],,,,,,,,,,,,,
1854,Confiture extra orange bio - Auchan - 350g,3596710403684,,350 g,,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", ""Confitures d'orange""]",,"['EMB 66011A', 'Bages (Pyrénées-Orientales, France)']",['France'],[],,,[],,0.1 g,en faible quantité,0 g,en faible quantité,56.6 g,en quantité élevée,0.1 g,en faible quantité,?,,238,+11%,996 kj(238 kcal),+11%,"0,1",-57%,0,-100%,"57,7",+10%,"56,6",+12%,"0,4",-19%,"0,1",+283%,"0,04",+283%,11,+17%,D,+17%,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",,C,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,
1855,Coeurs d artichauts - Pouce - 400g (240g égoutté),3596710404018,,400 g (240 g égoutté),['Conserve'],"['Pouce', 'Auchan']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes tiges', 'Artichauts', 'Artichauts en conserve', ""Coeurs d'artichauts"", ""Coeurs d'artichaut en conserve""]",,,['France'],"[""Coeurs d'artichauts"", 'eau', 'sel', 'acidifiant : acide citrique']",['E330 - Acide citrique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0.1 g,en faible quantité,2.3 g,en faible quantité,0.82 g,en quantité modérée,?,,40,+3%,167 kj(40 kcal),-2%,"0,5",-63%,"0,1",-35%,"4,2",-8%,"2,3",+89%,"1,5",-7%,"0,82",-4%,"0,328",-4%,-2,,A,,,['Auchan'],C,,,53.3%,26.8%,7.3%,6.0%,4.3%,2.1%,56,,,
