,name,bar_code,eco_score,quantity,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,traceability_code,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,manufacturing,markets,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,palm_ingredients,ingredients_origins,link,brand_owner,producer_info,origin_detail
33,Bio organic - Lentilles verte bio - GOLDENSUN - 500g,20943646,B,500g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles vertes']","['France', 'Allemagne']",['lentilles vertes issues de l’agriculture biologique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,308,+7%,"1,1",-19%,"37,1",-4%,"25,8",+17%,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,['GOLDENSUN'],"['Bio', 'Bio européen', 'Agriculture non UE', 'en:EG-Öko-Verordnung', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,1289 kj(308 kcal),"0,2",2,"0,02","0,008","['Sac', 'Plastique', 'Packung(en)']",['Soufflet Alimentaire - 41rue du petit Bruxelles - FR 59300 VALENCIENNES'],['LIDL'],,,1,1.1 g,en faible quantité,0.2 g,en faible quantité,2 g,en faible quantité,0.02 g,en faible quantité,+6%,-7%,+52%,-86%,-86%,-7,,A,,Lentilles vertes biologiques,,,,,,
34,Crema de calabaza - Kania,20947026,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de potiron']","['France', 'Espagne']",[],"['Végétalien', 'Végétarien']",?,,48,+33%,"2,3",+58%,5,+10%,"1,3",+88%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,['Kania'],"['Végétarien', 'en:gluten-free', 'Végétalien']",,201 kj(48 kcal),"0,4","1,5","0,6","0,24",,,,,,,2.3 g,en faible quantité,0.4 g,en faible quantité,1.5 g,en faible quantité,0.6 g,en quantité modérée,+34%,-54%,-29%,-5%,-5%,2,+6%,B,+6%,,,,,,,
35,4 sauces poivre bearnaise bourguignonne tartare - Lidl - 336g,20958695,B,336 g,"['Epicerie', 'Sauces', 'Sauces au poivre', 'Sauces béarnaises', 'Sauces bourguignonnes', 'Sauces tartare']",['France'],[],[],?,,492,+13%,51,+15%,"7,3",+7%,"0,9",-36%,52.2%,31.5%,7.2%,5.2%,3.1%,0.8%,77,"['Lidl', 'Kania']",['Point Vert'],,2059 kj(492 kcal),"3,8","5,8","2,6","1,04","['Produit', 'Film en plastique', 'Pot en verre', 'Couvercle en métal']",,,,,,51 g,en quantité élevée,3.8 g,en quantité modérée,5.8 g,en quantité modérée,2.6 g,en quantité élevée,+13%,+0%,+22%,+10%,+10%,20,+16%,E,+16%,,,,,,,
36,Pur fruit - 1l,26001548,,1 l,,['France'],"['Jus de clémentine', ""de raisin blanc et d'orange Ingrédients : jus de clémentine 40%"", 'jus de raisin blanc 40%', ""jus d'orange 20%""]",[],?,,44,,"0,5",,10,,"0,5",,,,,,,,,['pur fruit'],,,184 kj(44 kcal),"0,1","9,7","0,01","0,004",['bouteille verre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Salade de thon orientale - Westcliffe - 210g,26015439,,210 g,['en:Apple & Mango Juice'],"['Australie', 'France']",[],[],?,,50.956,,"0,2",,12,,"0,12",,,,,,,,,['Westcliffe'],,"['FR 62.448.100 CE', ""Hesdin-l'Abbé (Pas-de-Calais, France)"", 'EMB 62448', ""Hesdin-l'Abbé (Pas-de-Calais, France)""]",213 kj(50 kcal),"0,12",10,"0,013","0,005","['Plastic', 'Bottle']",,['ALDI'],,,,0.2 g,en faible quantité,0.12 g,en faible quantité,10 g,en quantité modérée,0.013 g,en faible quantité,,,,,,2,,B,,Apple and Mango Juice,,,,,,
38,Dos De Cabillaud - Loc Marée,26019543,E,,"['Produits de la mer', 'Poissons', 'Morues', 'Dos de cabillaud']",['France'],[],[],?,,78,-67%,"0,4",-98%,"0,8",-76%,"17,9",+47%,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,['Loc Marée'],"['Pêche durable', 'Pêche durable MSC']","['FR 62.160.729 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)', 'MSC-C-53395']",326 kj(78 kcal),"0,1","0,2","0,2","0,08",,,,,,,0.4 g,en faible quantité,0.1 g,en faible quantité,0.2 g,en faible quantité,0.2 g,en faible quantité,-66%,-96%,-38%,-77%,-77%,-5,-202%,A,-202%,,,,,,,
39,Confit de canard - La table d adrien delbos,26021232,,,,['France'],"['cuisses de canard', 'graisse de canard', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,360,,30,,"0,5",,22,,,,,,,,,['La table d adrien delbos'],['Fabriqué en France'],,1506 kj(360 kcal),"9,9","0,5","1,7","0,68",['Couvercle en métal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Filet de colin d'alaska - Loc maree - 220g,26024943,,220 g,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Colins', 'Filets de colin']",['France'],"[""2 Filets de Colin d'Alaska MSC panés décongelés Ingrédiene : colin d'Alaska"", 'Theragra cftalcogramma', ' pêché en', 'Pacifique nord-est oy nord-ouest ', '65 %', ' ', 'poisson', 'sel', 'dextrose', 'iuten de blé', 'poudre de lait', 'poudres a lever É450', 'E500', 'acide citrique ', 'E330', 'épaississant ', 'E415', ""'"", ' Traces éven?uelles de lait', 'œuf', 'mollusques', ' IMalgré tout le soin apporté à la préparation de nos produits', ""la présence exceptionnelle d'arêtes n'estjamais exclue""]","['Non végétalien', 'Non végétarien']",?,,201,+57%,8,+89%,19,+174%,13,-9%,,,,,,,,['Loc maree'],"['Pêche durable', 'Pêche durable MSC']",['MSC-C-53722'],841 kj(201 kcal),"0,9","1,2","1,1","0,44",,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E330 - Acide citrique', 'E415 - Gomme xanthane']","['Poisson', 'Lait']",4,8 g,en quantité modérée,0.9 g,en faible quantité,1.2 g,en faible quantité,1.1 g,en quantité modérée,+59%,+63%,+88%,+101%,+101%,1,,B,,,,,,,,
41,Sauce aigre-douce - Asia Green Garden,26029917,,,"['Boissons', 'Epicerie', 'Sauces', 'Boissons avec sucre ajouté']",['France'],"['eau', 'sucre', 'compote de pommes ', '15%', ' ', 'pommes', 'sucre', 'sirop de glucose-fructose', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique', 'purée de mangue ', '5%', ""vinaigre d'alcool"", 'amidon modifié', 'concentré de tomates', 'huile de colza', 'poivron', 'épices', 'sel/ épaississant : gomme xanthane', 'acidifiant : acide citrique,']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,135,+59%,"1,9",+407%,28,+41%,"0,5",-7%,,,,,,,,['Asia Green Garden'],,,565 kj(135 kcal),"0,1",25,"1,2","0,48",['Bouteille'],,,"['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,4,1.9 g,en quantité modérée,0.1 g,en faible quantité,25 g,en quantité élevée,1.2 g,en quantité élevée,+53%,-40%,+37%,+3109%,+3109%,25,+110%,E,+110%,,,,,,,
42,"6 Coquilles St-Jacques* à la Bretonne, Surgelées - La Suggestion du Chef - 600g (6personnes)",26048109,,600 g (6 personnes),"['Produits de la mer', 'Surgelés', 'Plats préparés', 'Mollusques', 'Plats préparés surgelés', 'Plats aux fruits de mer', 'Entrées', 'Plats aux noix de Saint-Jacques', 'Coquilles Saint-Jacques', 'Coquilles Saint-Jacques à la Bretonne', 'Entrées chaudes', 'Plats préparés à réchauffer au four traditionnel']",['France'],"['Noix de Saint-Jacques* 35 % ', 'contient mollusques', ' [* Zygochlamys patagonica - Argentine ', 'A', '/Uruguay ', 'U', 'Argopecten purpuratus - Pérou ', 'P', '/Chili ', 'C', 'Chlamys opercularis - France ', 'F', '/Irlande ', 'I', '/Ecosse ', 'E', '/Pays de Galles ', 'PG', '/Iles Féroé ', 'IF', 'Argopecten circularis - USA ', 'US', '/Mexique ', 'M', ']', 'eau', 'oignons', 'champignons', 'amidon modifié de maïs', 'chapelure 3 % ', 'farine de blé 95 %', 'sel', 'matière grasse végétale émulsionnée ', 'huile de colza', 'eau', 'sel', 'émulsifiant : E471', 'acidifiant : E330', 'arôme', 'colorant : E160a', 'poudre de lait entier 2,7 %', 'vin blanc 2,6 %', 'crème fraîche 2,2 %', 'Cognac et/ou Brandy', 'farine de blé 0,9 %', 'sel', 'arômes naturels', 'persil', 'épice']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",342,-68%,89,-62%,"3,1",-82%,11,-36%,"4,4",-43%,,,,,,,,"['La Suggestion du Chef', 'Aldi']","['Point Vert', 'Fabriqué en France', 'Eco-Emballages']","['FR 22.182.001 CE', ""Plélo (Côtes-d'Armor, France)""]",342 kj(89 kcal),"0,9","3,1","0,8","0,32","['Surgelé', 'Boîte', 'Carton', 'Sachet plastique', 'Sachets individuels', 'Coquille']","['Celtigel (Filiale Groupe Le Graët) - ZA des 4 Voies - 22170 Plélo', ""Côtes-d'Armor"", 'Bretagne', 'France']",['Aldi'],"['E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E160a - Carotènes mélangés']","['Gluten', 'Lait', 'Mollusques']",4,3.1 g,en quantité modérée,0.9 g,en faible quantité,3.1 g,en faible quantité,0.8 g,en quantité modérée,-68%,-88%,+22%,-33%,-33%,2,-84%,B,-84%,Coquilles garnies de noix de Saint-Jacques* cuisinées à la crème fraîche et au vin blanc,,"['France', 'États-Unis', 'Argentine', 'Chili', 'Îles Féroé', 'Irlande', 'Mexique', 'Pérou', 'Uruguay', 'Ecosse', 'Lettre (A)', 'Lettre (C)', 'Lettre (E)', 'Lettre (F)', 'Lettre (I)', 'Lettre (M)', 'Lettre (P)', 'Lettre (U)', 'Lettres (IF)', 'Lettres (PG)', 'Lettres (US)', 'Noix de Saint-Jacques (Argopecten circularis)', 'Noix de Saint-Jacques (Argopecten purpuratus)', 'Noix de Saint-Jacques (Chlamys opercularis)', 'Noix de Saint-Jacques (Zygochlamys patagonica)', 'Pays de Galles']",,,,
43,Cocktail de fruits de mer - Crustocean - 500g,26048840,,500g,,['France'],"['CocE', 'taft de fruits de mer SUrge1é Ingréaaents : moules cuites décoquillées 40% [moules du Pacifique ', 'Mytilus chi/ensis', 'élevées au Chili ', 'A*', ' ou moules ', 'Mytilus edu/is', 'pêchées à la gue en Océan Atlantique Nord Est - Limfiord OJ', 'têtes et pattes de calmars b anchis 30% [calmars ', 'Lo/igo duvaucel/ pêchés au chit en Océan Indien Occidental ', 'Ç ou Loligo cf < ensis ou Lo/igo edu/is', 'pêchés au chalut en Océan Pacifique Nord Ouest et/ou Centre Ouest ', 'm ë', ' eau', ""correcteur d'acidité : E33 1]"", 'anneaux de calmars blanchis ', 'calmars ', 'LolÏgo pêché : atl chalut Océ""n Indien Occidental QE*', ' Lo/gc *hinensis ou o edulis', ""chalé' en Océan PaCfiq Nord Ouest et/ou Centre Ouest "", 'F*', 'eau', 'sel', ""correcteur d'acidité : 331"", 'crevettes décortiquées blanchies 12% crevettes ', 'So/enocera spp', 'Parapenaeopsis ty/ifera ou rrachypenaeus curvirostris', 'pêchées au halt:t en Océan Indien Occidental', 'eau', 'sel', 'lorani ', ' E160c', 'stabilisants : E450 et E451 et éventuelles de poissons et sulfites']","['Non végétalien', 'Non végétarien']",?,,60,,"1,8",,"0,5",,11,,,,,,,,,['Crustocean'],,"['EMB 14047E', 'Bayeux (Calvados, France)']",251 kj(60 kcal),"0,4","0,5","0,58","0,232",,,,"['E160c - Extrait de paprika', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition']","['Poisson', 'Mollusques', 'Anhydride sulfureux et sulfites']",4,,,,,,,,,,,,,,,,,,,,,,,,
44,Queues de crevettes Nature - Crust'ocean - 225g,26049380,D,225g,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Queues de crevettes']",['France'],"['Crevettes blanches ', 'crustacés', 'Eau', 'maltodextrine', 'ail déshydraté', 'sel', 'amidon de maïs', 'plantes aromatiques', 'poudre de beurre', 'épices', 'sel fumé', 'extrait de poivre noir', 'extrait de thym']","['Non végétalien', 'Non végétarien']",?,,54,-45%,"0,7",-60%,0,-100%,12,-37%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,"[""Crust'ocean""]","['Aquaculture responsable', 'Aquaculture responsable ASC']",['ASC-C-00489'],226 kj(54 kcal),"0,2",0,"1,2","0,48",['Surgelé'],['pays bas'],['Aldi'],,['Crustacés'],3,0.7 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,-45%,-52%,-100%,-19%,-19%,0,-100%,B,-100%,Produit congelé,,['Océan indien'],,,,
45,Beaufort au lait cru - Pays Gourmand,26054834,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",['France'],[],[],?,,415,+3%,34,+6%,"1,3",+41%,26,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Pays Gourmand'],,,1736 kj(415 kcal),20,"0,5",1,"0,4",,,,,,,34 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,1 g,en quantité modérée,+3%,-3%,+151%,-12%,-12%,14,+1%,D,+1%,,,,,,,
46,Chaource - Destrier - 250g,26064246,D,250 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Chaource']",['France'],[],[],?,,270,-2%,22,0%,1,0%,17,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Destrier'],['Fabriqué en France'],"['FR 10.399.001 CE', 'Vaudes (Aube, France)']",1130 kj(270 kcal),16,"0,5",2,"0,8",,,['Leclerc'],,,,22 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,-2%,-1%,+45%,+3%,+3%,16,+2%,D,+2%,,,,,,,
47,Flammekueche - Tarte flambée aux lardons et oignons - Belle d'Alsace - 400g,26066783,C,400 g,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Flammekueches']",['France'],"['Garniture 61% : fromage blanc 38%*', 'crème fraîche 21%*', 'lardons fumés 20%* ', 'poitrine de porc sans os', 'eau', 'sel', 'dextrose', 'arômes naturels', 'antioxydants ', 'ascorbate de sodium', 'extraits de romarin', 'conservateur ', 'nitrite de sodium', 'oignons 13%*', 'huile de colza', 'sel', 'amidon modifié', 'épaississant ', 'gomme guar', ' * Pourcentage exprimé sur la garniture', '\rPâte 39% : farine de blé', 'eau', 'sel', 'levain de seigle déshydraté et désactivé', 'émulsifiant ', 'E471', 'farine de blé malté']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",1003,+1%,240,+3%,12,+3%,26,+7%,"6,9",-0%,64.0%,16.9%,4.0%,4.3%,2.3%,8.5%,64,"[""Belle d'Alsace""]",,,1003 kj(240 kcal),5,4,"1,6","0,64","['Frais', 'Sous-vide', 'Carton', 'Plastique']","['Alsace', '67728 Hoerdt']",['ALDI'],"['E301 - Ascorbate de sodium', 'E392 - Extrait de romarin', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Gluten', 'Lait', 'Garniture']",4,12 g,en quantité modérée,5 g,en quantité modérée,4 g,en faible quantité,1.6 g,en quantité élevée,+3%,-6%,+20%,+28%,+28%,13,+14%,D,+14%,Tarte flambée aux lardons et oignons,,,,,,
48,Soy Pro Vanille - Aldi,27021460,,,,['France'],"['eau sucre feves de soja décortiquées 5,6%,amidon modife de nais', 'arbonate de calcum', 'corecdeurdaddité ', 'orthophosphate monopotassique', 'epassant ', 'arraghénanes', 'selmarin,,aróme', 'extrait de curcuma,']",[],?,,80,,"1,7",,13,,28,,,,,,,,,['Aldi'],,,335 kj(80 kcal),"0,3",10,"0,13","0,052",,,['Aldi'],"['E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', 'E100 - Curcumine']",,4,,,,,,,,,,,,,,,,,,,,,,,,
49,Mousse - Milsani - 6x 75g,27023600,,6 x 75 g,"['Desserts', 'Mousses sucrées']","['Belgique', 'France']","[""Fromage frais au écrémé pôSteuris?4 '"", '575%', '• crème pàSteuriSée% sucre ', '9,406', 'eau', 'purée de fruits ', '96', '} sirop de glucose•fructose', 'célatinéalimentaire', 'amidon de tòPioca', '•éniuisifianti', ""estérslattiquêii •ét'diglycétides diacides gras "", 'colza', 'colorants', 'antfrmyanes touge:dex leiterave', 'extrait u paprika', 'jus assis: et de d$aciditê : citrate de sodium,']",['Non végétalien'],?,,146,-22%,7,-22%,15,-25%,"6,2",+52%,,,,,,,,['Milsani'],,"['EMB 50579', 'Sottevast (Manche, France)']",611 kj(146 kcal),"4,5",14,"0,1","0,04",,,['Aldi'],['E331 - Citrates de sodium'],,4,7 g,en quantité modérée,4.5 g,en quantité modérée,14 g,en quantité élevée,0.1 g,en faible quantité,-20%,-23%,-22%,-35%,-35%,5,-44%,C,-44%,Fromage frais au écrémé pôSteuris,,,,,,
50,Salami au poivre - Delifin,27028377,D,Délifin,"['Epicerie', 'Viandes', 'Charcuteries', 'Saucissons', 'Salamis']","['Belgique', 'France']",[],[],?,,398,+3%,34,+4%,"4,5",+192%,18,-11%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,['Delifin'],,,1665 kj(398 kcal),14,"0,5","3,2","1,28",,,,,,,34 g,en quantité élevée,14 g,en quantité élevée,0.5 g,en faible quantité,3.2 g,en quantité élevée,+3%,+8%,-34%,-16%,-16%,24,+1%,E,+1%,,,,,,,
51,Milsani - 500g - ( 4 × 125g ),27033470,C,500 g - ( 4 × 125g ),"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la fraise']","['Belgique', 'France']","['lait écrémé', 'fraise ', '12%', 'protéines de lait', 'oligofructose', 'amidon modifié de maïs', 'épaississant ', 'E407', 'arômes', 'édulcorants ', 'aspartame', 'acésulfame-K', 'conservateur du fruit ', 'E202', 'ferments lactiques ', 'lait', 'colorant ', 'E120', 'I source de phénylalanine,']","['Non végétalien', 'Non végétarien']",?,,34,-65%,"0,5",-83%,"4,4",-67%,"3,8",+4%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['Milsani'],,"['EMB 28015', 'Auneau (Eure-et-Loir, France)', 'EMB 35164C', 'Marcillé-Raoul (Ille-et-Vilaine, France)', 'EMB 76410', 'Maromme (Seine-Maritime, France)']",142 kj(34 kcal),"0,1","3,8",0,0,['Pot'],,['Aldi'],"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E951 - Aspartame', 'E950 - Acésulfame K', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique']",['Lait'],4,0.5 g,en faible quantité,0.1 g,en faible quantité,3.8 g,en faible quantité,0 g,en faible quantité,-65%,-95%,-69%,-100%,-100%,-2,-174%,A,-174%,Yaourt,,,,,,
52,cerises - Tamara - 450gr,27045985,D,450gr,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de cerises']",['France'],"['kersen', 'suiker', 'glucose-fructosestroop', 'rietsuiker', 'citroensap uit concentraat', 'geleermiddel ', 'pectinen', ' Ingrédients: cerises', 'sucre', 'sirop de qlucose-fructose', 'sucre de canne', 'jus de citron à base de concentré', 'gélifiant ', 'pectines', 'Bereid met 55 g vruchten per 100 a', ' Totaal gehalte aan suikers: 61 g per 00g Preparé avec 55 g de fruits pour 100 gr', ' Teneur totale en sucres: 61 g pour 100g\rDe aanwezigheid van pitten of stukjes blijft mogelijk in dit product', "" La présence de noyaux ou débris de noyaux n'est pas""]",[],?,,249,+12%,"0,5",+105%,60,+11%,"0,5",-22%,73.9%,8.9%,10.5%,4.6%,1.7%,0.4%,50,['Tamara'],,,1042 kj(249 kcal),"0,1",57,0,0,['Bokaal'],,['Aldi'],,,4,0.5 g,en faible quantité,0.1 g,en faible quantité,57 g,en quantité élevée,0 g,en faible quantité,+12%,+122%,+10%,-100%,-100%,12,+22%,D,+22%,,,,,,,
53,Truffles (Truffes au chocolat) - Ambiante (aldi) - 200g,27049525,,200g,,"['Belgique', 'France']","['Sucre', 'Graisses végétales ', 'noix de coco', 'palmiste', 'palme', ' en proportion variable', 'Beurre de cacao', 'Lait entier en poudre', 'pâte de cacao', 'Cacao maigre en poudre', 'Sucre du lait', 'Lactosérum e  poudre ', 'lait', 'Émulsifiant: lécithines ', 'soja', 'arômes', ' Cacao: 33% min', ' ', 'dans le chocolat au lait']","['Huile de palme', 'Non végétalien']",?,,622,,48,,44,,"3,8",,,,,,,,,['Ambiante (aldi)'],"['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",,2602 kj(622 kcal),37,43,"0,16","0,064","['Boîte en carton', 'Sachet plastique']",['Belgique'],['Aldi'],['E322i - Lécithine'],"['Lait', 'Soja']",4,,,,,,,,,,,,,,,,,,,,['Belgique'],,,,
54,Galette de Riz Chocolat Noir - millville - 95g,27051405,,95 g,['486'],"['Belgique', 'France']","['Chocolat au lait 60% ', 'sucre', 'beurre de cacao', 'poudre de lait intier', 'pâte de cacao', 'poudre de lactosérum ', 'lait', 'émulsifiant: ', 'lécithines de tournesol', 'arôme naturel de vanille', 'riz', 'sel marin,']",['Non végétalien'],?,,487,,22,,65,,"6,5",,,,,,,,,['Millville'],"['Agriculture durable', 'en:UTZ Certified']",,2038 kj(487 kcal),13,32,"0,28","0,112",,,,['E322i - Lécithine'],['Lait'],4,22 g,en quantité élevée,13 g,en quantité élevée,32 g,en quantité élevée,0.28 g,en faible quantité,,,,,,22,,E,,,,,,,,
55,Fromage frais aux fruits sucrés - Milsani - 600g,27059647,,600g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés']",['France'],"['Lait écrémé ', 'pasteurisé', 'crème ', 'pasteurisée', 'sucre 6,9 %', 'fruits ', 'abricot', 'fraise', 'banane', ' 6,5%', 'amidon modifié', 'poudre de lait écrémé', 'conservateurs', 'citrates de calcium', 'phosphates de calcium', 'sirop de fructose', 'arômes naturels', 'jus concentré de potiron', 'jus concentré de carotte noire', 'jus concentré de carotte', 'concentré de cassis et de carotte', 'épaississant ', 'gomme guar', 'ferments lactiques', 'vitamine D']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,,98,-63%,"2,9",-86%,11,+202%,"6,9",-55%,,,,,,,,['Milsani'],,"['FR 89.209.001 CE', 'Jouy (Yonne, France)']",410 kj(98 kcal),"1,9",10,"0,1","0,04","['Pappe', 'Kunststoff']",,,"['E14XX - Amidons modifiés', 'E412 - Gomme de guar']",['Lait'],4,2.9 g,en faible quantité,1.9 g,en quantité modérée,10 g,en quantité modérée,0.1 g,en faible quantité,-62%,-86%,+239%,-89%,-89%,0,-100%,B,-100%,,,,,,,
