,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,packaging,brand,ingredients_origins,manufacturing,markets,additives,nova_score,generic_name,allergens,link,palm_ingredients
1802,Olive cassé à l'ail,2609810029263,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Aiguillettes de poulet - Le Gaulois - 260g,2245349023886,['France'],['Volaille origine France'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,154,644 kj(154 kcal),"1,8","0,5",0,0,23,"0,1","0,04",260 g,C,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']","['Viande Française', 'Volaille Française']",1.8 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,,+22%,+23%,-3%,+5%,-100%,-100%,+1%,-77%,-77%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']","['Frais', 'Sous vide']",['Le Gaulois'],['France'],['France'],,,1,,,,
1804,Le ketchup - Amora,8710522701874,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,,,,,,,,,,,,,,,,,,,,,,,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,['Amora'],,,,,,,,,
1805,Emmental,0262148023819,['France'],[],[],?,376,1573 kj(376 kcal),30,21,0,0,27,"0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Isio 4,47827004,['France'],[],[],?,900,3766 kj(900 kcal),100,"9,8",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Houmous exotique aux graines de courge - Eden Gourmet - 200g,3760059041092,['France'],"['Pois chiches cuits ', '37%', 'Huile de Tournesol', 'pâte de sésame ', '12%', 'graines de courge ', '5%', ' sel', 'ail', 'cumin', 'sucre', 'Conservateur: Sorbate de Potassium E202', ""Régulateurs d'acidité"", ' Acide Citrique E330', 'Acide Lactique E270', ' ALLERGÈNES: Pâte de sésame', ' Peut contenir des traces de noix']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,296,1238 kj(296 kcal),"17,5","2,4","23,6","0,7","8,8","0,95","0,38",200 g,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",['Kascher'],17.5 g,en quantité modérée,2.4 g,en quantité modérée,0.7 g,en faible quantité,0.95 g,en quantité modérée,,+13%,+13%,-13%,-2%,+123%,-48%,+36%,-9%,-9%,4,-20%,C,-20%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,['Eden Gourmet'],,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E270 - Acide lactique']",3,,,,
1808,Rillettes de porc au piment d’Espelette,3557053222455,['France'],[],[],?,174,728 kj(174 kcal),3,"0,7","0,7","0,5","25,1","1,47","0,588",,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']",,3 g,en quantité modérée,0.7 g,en faible quantité,0.5 g,en faible quantité,1.47 g,en quantité modérée,,-56%,-56%,-92%,-95%,+38%,+47%,+59%,+15%,+15%,3,-85%,C,-85%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,
1809,Fromage de chèvre au lait cru,2999012000109,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Cava rosé,8411277207535,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Gin,3147699118467,['France'],[],[],?,?,,?,0,?,,?,,,,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Gins']",,,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,
1812,Grignottes de poulet à l'indienne,3287680148018,['France'],[],[],?,209,874 kj(209 kcal),13,"3,4","2,2","2,2",22,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Organic pesto with Tofu,0000005015,['France'],[],[],?,642,2686 kj(642 kcal),"62,7","9,7","12,2",1,"6,3","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Sirop d'agave,9363153333366,['France'],[],[],?,310,1297 kj(310 kcal),"0,5",0,76,73,0,,,,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]","['Bio', 'Bio européen', 'AB Agriculture Biologique']",0.5 g,en faible quantité,0 g,en faible quantité,73 g,en quantité élevée,,,,0%,-0%,+114%,-100%,-1%,-0%,-100%,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Comté 4 mois,2293971003608,['France'],[],[],?,410,1715 kj(410 kcal),34,22,"0,5","0,5",26,"0,8","0,32",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,34 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,,-2%,-2%,-2%,-3%,+8%,+87%,-3%,-5%,-5%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1816,Grignottes de Poulet Tex mex,3287680148025,['France'],[],[],?,197,824 kj(197 kcal),12,"3,2","1,5","1,3",20,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Ice tea peche - Lipton,15507505,['France'],[],[],?,4,17 kj(4 kcal),0,0,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lipton'],,,,,,,,,
1818,Cuisses de poulet marinées thym citron,2604116037134,['France'],[],[],?,199,833 kj(199 kcal),"14,3","3,8","1,1","0,4",17,"0,6","0,24",,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,14.3 g,en quantité modérée,3.8 g,en quantité modérée,0.4 g,en faible quantité,0.6 g,en quantité modérée,,+4%,+4%,+15%,+13%,+246%,+158%,-8%,-21%,-21%,2,-43%,B,-43%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['FR 53.121.001 CE', 'Javron-les-Chapelles (Mayenne, France)']",,,,,,,,,,,
1819,Récoltons l'avenir,3564706578692,['France'],[],[],?,44,184 kj(44 kcal),"0,5","0,1",11,11,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Escalope de dinde,0277952062053,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,
1821,Grissini a l’huile,8055002331234,['France'],[],[],?,486,2033 kj(486 kcal),"23,54","3,3","59,7","3,48","9,35","3,7","1,48",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,23.5 g,en quantité élevée,3.3 g,en quantité modérée,3.48 g,en faible quantité,3.7 g,en quantité élevée,,+15%,+16%,+118%,+46%,-10%,+39%,-18%,+95%,+95%,19,+48%,E,+48%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,,,,,
1822,Rillettes au haddock fumé à l'ancienne,3501890002169,['France'],[],[],?,171,715 kj(171 kcal),13,"8,9","1,4","1,4",12,"2,1","0,84",,D,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons']",,13 g,en quantité modérée,8.9 g,en quantité élevée,1.4 g,en faible quantité,2.1 g,en quantité élevée,,-22%,-22%,-23%,+56%,-38%,+41%,-12%,+93%,+93%,19,+96%,E,+96%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,,,,,,
1823,Gros chorizo de boeuf et dinde,8423759061047,['France'],[],[],?,328,1372 kj(328 kcal),"24,1","9,8","3,7","2,4","24,1","4,3","1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Steak de poisson à la betterave,6407009000965,['France'],[],[],?,184,770 kj(184 kcal),"12,2","1,5","5,6","1,6","13,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Creme glacee banane - Erhard,3428420014709,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Erhard'],,,,,,,,,
1826,Salade de pommes de terre - Delhaize - 700g,5400119541725,['France'],[],[],?,917,3837 kj(917 kcal),11,"0,8",12,"1,6","1,3",1,"0,4",700 g,C,"['Plats préparés', 'Salades', 'Salades composées', 'Plats à base de pommes de terre', 'Salades de pommes de terre']","['Nutriscore', 'Nutriscore C']",11 g,en quantité modérée,0.8 g,en faible quantité,1.6 g,en faible quantité,1 g,en quantité modérée,,+511%,+516%,+5%,-27%,+41%,+81%,-69%,+0%,+0%,14,+314%,D,+314%,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,,,['Delhaize'],,,,,,,,,
1827,Macarillons bio Herbes de Provence et Sésame,3247224311001,['France'],[],[],?,431,1803 kj(431 kcal),"23,5","13,5","42,6",4,"9,7","1,6","0,64",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Assaisonnement poêlée de la mer,3660159355924,['France'],[],[],?,287,1201 kj(287 kcal),"8,3","1,4",33,"11,9","10,7","19,9","7,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Glace café du Honduras,3520838230013,['France'],[],[],?,195,816 kj(195 kcal),8,5,27,22,4,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Lardons paysans (fumés au bois de hêtre),0002000007799,['France'],[],[],?,297,1243 kj(297 kcal),25,10,0,0,18,"2,5",1,,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc', 'Lardons de porc fumés']",,25 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,2.5 g,en quantité élevée,,+11%,+13%,+15%,+21%,-100%,-100%,+10%,-6%,-6%,22,+10%,E,+10%,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,"['FR 70.093.001 CE', 'Breuches (Haute-Saône, France)']",,,,,,,,,,,
1831,Terrine de caille aux feuilles de myrtes mondées,3264280900017,['France'],[],[],?,337,1410 kj(337 kcal),"31,9","9,9","0,7",0,"11,9","1,3","0,52",,,['Terrines'],,31.9 g,en quantité élevée,9.9 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,,+12%,+13%,+24%,+4%,-68%,-100%,-15%,-15%,-15%,18,+2%,D,+2%,,,,,,,,,,,,,,,,,,,
1832,Crème de Marron - Domaine de Rapatel,3760306120020,['France'],[],[],?,220,920 kj(220 kcal),"0,8","0,1","52,1","24,5",1,0,0,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,0.8 g,en faible quantité,0.1 g,en faible quantité,24.5 g,en quantité élevée,0 g,en faible quantité,,-12%,-12%,+7%,-31%,-13%,-51%,-9%,-100%,-100%,7,-39%,C,-39%,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,['Domaine de Rapatel'],,,,,,,,,
1833,Sorbet pamplemousse rose - Thiriet,3292590516185,['France'],[],[],?,120,502 kj(120 kcal),0,0,29,25,0,"0,03","0,012",,C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets']",,0 g,en faible quantité,0 g,en faible quantité,25 g,en quantité élevée,0.03 g,en faible quantité,,-2%,-2%,-100%,-100%,+2%,+3%,-100%,0%,0%,5,-5%,C,-5%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,['Thiriet'],,,['Thiriet'],,,,,,
1834,Miel du morvan,3410910000156,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Melange pour salade - Agidra,3580281232590,['France'],[],[],?,469,1962 kj(469 kcal),26,"2,6",51,45,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Agidra'],,,,,,,,,
1836,Camembert de Normandie - Noblesse,3700179530755,['France'],"['lait de vache cru', 'sel', 'ferments ', 'dont lait', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1120,270,1120 kj(270 kcal),20,13,"< 0,5","< 0,5",22,"1,8","0,72",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages de France', 'Fromages au lait cru', 'Camemberts au lait cru', 'Camemberts de Normandie']",['AOP'],20 g,en quantité modérée,13 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,-3%,-3%,-3%,-7%,-10%,-3%,+49%,+6%,+6%,+6%,15,+1%,D,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['FR 14.608.001 CE', 'Saint-Loup-de-Fribois (Calvados, France)']",['Frais'],"['Noblesse', 'Lactalis']",,,,,3,,['Lait'],,
1837,Lentille verte,8174950041061,['France'],[],[],?,141,590 kj(141 kcal),"1,7","0,2",50,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Filet de truite,2869551068420,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 89.273.112 CE', 'Moutiers-en-Puisaye (Yonne, France)']",,,,,,,,,,,
1839,Fraija liquid cat snacks,8711296201478,['France'],[],[],?,15,63 kj(15 kcal),0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Higados y corazones,2325230000872,['France'],[],[],?,120,502 kj(120 kcal),"5,4","1,9","0,6",0,17,"0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Crocrodil,5420024320604,['France'],[],[],?,201,841 kj(201 kcal),"6,5","2,4","1,5","1,5",34,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Gateaux de nougat tendre - aux amandes,8034023731704,['France'],[],[],?,3,13 kj(3 kcal),"24,7","2,9","43,3","4,1",11,"0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Berlingots caramel - Pinson,3470201016099,['France'],[],[],?,391,1636 kj(391 kcal),"1,6","1,1",93,63,"0,8","1,2","0,48",,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,1.6 g,en faible quantité,1.1 g,en faible quantité,63 g,en quantité élevée,1.2 g,en quantité modérée,,+10%,+9%,-14%,+4%,+12%,+9%,-62%,+892%,+892%,20,+39%,E,+39%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,['Pinson'],,,,,,,,,
1844,Saint nectaire fermier,2619008010188,['France'],[],[],?,360,1506 kj(360 kcal),"29,8","19,8","1,2","0,5","21,8","1,1","0,44",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-Nectaire fermier']",,29.8 g,en quantité élevée,19.8 g,en quantité élevée,0.5 g,en faible quantité,1.1 g,en quantité modérée,,+9%,+9%,+5%,+1%,+14%,+53%,0%,-6%,-6%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1845,Pain Céréales,0201084009518,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Melon Medley,29044146,['France'],[],[],?,320,1339 kj(320 kcal),"0,2","0,1","64,7","63,8","6,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Les mélanges,3374010120025,['France'],[],[],?,?,,?,,?,,?,0,0,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Poudre basique - Actilife - 30sachets,7613312262191,['France'],[],[],?,17,71 kj(17 kcal),0,0,"0,5","0,5","0,5","0,44","0,176",30 sachets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Actilife'],,,,,,,,,
1849,Jafaden,356470062898004,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bouteille en plastique'],['Jafaden'],,,,,,,,,
1850,Supreme de Cajou Ail,3770015881006,['France'],[],[],?,402.3,1683 kj(402 kcal),"35,7",6,"9,9","3,3","9,8","0,473","0,189",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Compresse dure menta Piemontese,80478836,['France'],[],[],?,241,1008 kj(241 kcal),"0,3","0,3",97,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Smarties buttons,5000243794495,['France'],[],[],?,515,2155 kj(515 kcal),"26,1","15,5","61,8","59,5","7,9","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['mixed plastic-packet'],,,,,,,,,,
1853,Melis bruschetta  sauce poivron,8699073290962,['France'],[],[],?,91,381 kj(91 kcal),"4,89","0,57","10,4","7,32","1,34","1,32","0,528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Eau minéral naturelle - Vittel - 2L,7613076837284,['France'],['EAU MINÉRALE NATURELLE'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,2 L,,"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales', 'Eaux minérales naturelles']",,,,,,,,,,,,,,,,,,,,0,-100%,A,-100%,,,,,,,,,['Plastique'],['Vittel'],,,,,1,Eau minéral naturelle,,,
1855,Aquafina Eau Traitée Déminéralisée,0069000061046,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Huile d’olive,3760178310857,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Tofou,3259010005100,['France'],[],[],?,150,628 kj(150 kcal),9,"1,6","0,8","0,7",15,"0,49","0,196",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Garcinia cambogia,3770009269230,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Pain au chocolat,0245382017059,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Olive vertes Farcie Poivron,0701197217928,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Demi baguette viennoise choc x4,2011401000771,['France'],[],[],?,343,1435 kj(343 kcal),"7,5","3,8",57,"6,5",10,"0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,2 filet de poulets,2600496023026,['France'],[],[],?,120,502 kj(120 kcal),"1,8","0,5","0,5","0,5",26,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']","['Nutriscore', 'Nutriscore A']",1.8 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,,,,-8%,-8%,-38%,-33%,+4%,+106%,+14%,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
1863,La nouvelle agriculture,0213897042774,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Pain zig zag,0202020005908,['France'],[],[],?,326,1364 kj(326 kcal),"1,6","0,4",64,"1,7",12,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Double choc all natural protein,5060468521153,['France'],[],[],?,451,1887 kj(451 kcal),27,"5,7",27,18,20,"0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,Crackers,3250391574438,['France'],[],[],?,445,1862 kj(445 kcal),"12,2","1,3","71,2","1,1",11,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Merguez véritable boeuf & agneau,2846024069276,['France'],[],[],?,300,1255 kj(300 kcal),26,12,"2,4","1,4",13,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Bananes bio,0208010005842,['France'],[],[],?,?,,?,,?,,?,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Génépi,3374603051668,['France'],[],[],?,357,1494 kj(357 kcal),"0,2",0,96,74,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Petits & carottes,8026700002085,['France'],[],[],?,76,318 kj(76 kcal),"0,2","0,1",11,"5,6","4,3","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Chocolat,8718885099515,['France'],[],[],?,489,2046 kj(489 kcal),27,23,"35,5","12,5","8,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,Filet de poulet,0213400031554,['France'],[],[],?,105,439 kj(105 kcal),"1,3","0,4","0,4",0,23,"0,11","0,044",,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-20%,-19%,-55%,-46%,-16%,-100%,+1%,-85%,-85%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,,,,,,,
1873,Super Smoothie Innocent Antiossidante,5038862230711,['France'],[],[],?,58,243 kj(58 kcal),0,0,13,11,"0,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Innocent'],,,,,,,,,
1874,Miel de fleurs,3284410018184,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
1875,Fitne Herbal Infusion Chrysanthemum Flavored 2.50G. Pack,8850369012259,['France'],[],[],?,0,0 kj(0 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,Huile d'olive vierge extra,7567765563285,['France'],[],[],?,828,3464 kj(828 kcal),92,14,0,0,0,0,0,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",,92 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-3%,-3%,-3%,+2%,,,,,,6,-1%,C,-1%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,
1877,Pasta Box - Tortellini Ricotta Épinards,3242272251668,['France'],[],[],?,164,686 kj(164 kcal),"7,5","4,1",16,"1,5","6,7","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,8002183010366,8002183010366,['France'],[],[],?,?,,?,,?,,?,,,,,,['Sans gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,3384830020405,3384830020405,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,Raisin - 500g,80332757800033,['France'],[],[],?,?,,?,,?,,?,,,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,Plaisir de brebis,3760284320962,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.288.004 CE', 'Talmont-Saint-Hilaire (Vendée, France)']",,,,,,,,,,,
1882,Soup base for noodle,0081652041375,['France'],[],[],?,70,293 kj(70 kcal),0,0,17,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,Poitrine de porc à l'espagnol,2676382041467,['France'],[],[],?,302,1264 kj(302 kcal),"24,9","9,71",1,1,"19,4","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,Maïs,8690508208255,['France'],[],[],?,493,2063 kj(493 kcal),1,0,23,8,3,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
