,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,ingredients_origins,nutriment_saturated-fat_tr_diff,quantity,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,traceability_code,generic_name,manufacturing,link,markets,additives,allergens,nova_score,brand_owner,palm_ingredients,producer_info
107,Gingembre tranche,2600121026040,,['France'],[],[],?,374,0,0,93,0,1565 kj(374 kcal),75,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Hamburgerbr Brioche 4P,7340083444388,,['France'],[],[],?,311,"6,9","2,3",51,10,1301 kj(311 kcal),11,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Le sablé au biscuit rose de Reims - Fossier,3435079014882,,['France'],[],[],?,481,21,14,66,"6,6",2013 kj(481 kcal),25,"0,56","0,224",,,,,,,,,,,,,,,['Fossier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Saucisse catalane,2411211027096,,['France'],[],[],?,236,20,7,"0,5",14,987 kj(236 kcal),0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 66.172.001 CE', 'Saint-Estève (Pyrénées-Orientales, France)']",,,,,,,,,,
111,Fricassée de porc,3393190008855,,['France'],[],[],?,162,13,"7,1","1,2","9,3",678 kj(162 kcal),"0,3","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Papillote de crevettes,2248244000501,,['France'],[],[],?,357,"6,7","2,3",9,"4,8",1494 kj(357 kcal),"1,8","0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Curcuma moulu,3760210900213,,['France'],[],[],?,?,?,,?,?,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Curcuma', 'Curcuma en poudre']",,,,,,68.8%,0.0%,19.6%,5.2%,6.4%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Brownies chocolat,0203905032736,,['France'],[],[],?,468,29,11,45,"5,9",1958 kj(468 kcal),36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Brie de Meaux,0203652019882,,['France'],[],[],?,289,23,16,0,16,1209 kj(289 kcal),,"1,7","0,68",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",,+4%,+6%,-100%,-23%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,+5%,,23 g,en quantité élevée,16 g,en quantité élevée,,,1.7 g,en quantité élevée,+3%,,-5%,-5%,,,,,,"['FR 55.442.001 CE', 'Raival (Meuse, France)']",,,,,,,,,,
116,Cornets gaufrettes chocolat et noix de coco râpée,4007843052278,,['France'],[],[],?,0,?,,?,?,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,3158697781799,3158697781799,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Arachide Wasabi,2600287012598,,['France'],[],[],?,468,"21,4","6,8","56,1","11,4",1958 kj(468 kcal),"9,7","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Barre Chocolat Orange,3760269952423,,['France'],[],[],?,341,"12,8","4,8","12,3","32,4",1427 kj(341 kcal),"10,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Tagliatelles Au basilic  pates daminiani,3760060588487,,['France'],[],[],?,2.5,"2,5","0,4",58,14,10 kj(2 kcal),"3,6","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Kaiku Bifi con trocitos de nuez,8410981040124,,['France'],[],[],?,98,"2,9","1,4",14,"3,8",410 kj(98 kcal),13,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2868000007157,2868000007157,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Huile aromatique olive & basilic frais,3760187510545,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,900,100,15,0,0,3766 kj(900 kcal),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Mini kouign amann,3294510057181,,['France'],[],[],?,440,20,14,60,"3,8",1841 kj(440 kcal),32,"0,67","0,268",B,"['Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Kouign-amann']",,-2%,-21%,+15%,-4%,54.8%,27.3%,8.8%,4.6%,4.6%,0.0%,88,,,-15%,,20 g,en quantité modérée,14 g,en quantité élevée,32 g,en quantité élevée,0.67 g,en quantité modérée,-2%,+19%,-17%,-17%,24,+4%,E,+4%,,,,,,,,,,,,
125,Diet porridge,4000345059448,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Aiguillettes de poulet fermier Loué,0217283037320,,['France'],[],[],?,138,"5,9","1,7",0,20,577 kj(138 kcal),0,"0,15","0,06",D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,+10%,+219%,-100%,-12%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,+257%,,5.9 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,0.15 g,en faible quantité,+10%,-100%,-66%,-66%,-3,,A,,,,,,,,,,,,,
127,Cuisse de poulet jaune fermier d’auvergne,0287456022439,,['France'],[],[],?,?,?,,?,?,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Jus de pamplemousse blanc - Zuegg,80043225,,['France'],[],[],?,40,0,0,"9,8",0,167 kj(40 kcal),"1,4",0,0,,,,,,,,,,,,,,,['Zuegg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Pain de mie tranche,3700931004296,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Ailes de poulet tex mex,3378740104225,,['France'],[],[],?,179,"10,5","2,9","2,1","18,9",749 kj(179 kcal),1,"0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Orange,6191428603226,,['France'],[],[],?,59,14,1,"0,1","0,1",247 kj(59 kcal),"0,01","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Confiture extra fraise des bois,3546940010725,,['France'],[],[],?,237,0,0,58,0,992 kj(237 kcal),52,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,+9%,-100%,+9%,-100%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,-100%,,0 g,en faible quantité,0 g,en faible quantité,52 g,en quantité élevée,,,+9%,+3%,,,,,,,,,,,,,,,,,,
133,Apple cider vinegar,5055956022823,,['France'],[],[],?,12,"0,05","0,01","2,77","0,12",50 kj(12 kcal),"2,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Fraîcheur des Vosges - La Confiserie Bressaude,3389681002464,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,['La Confiserie Bressaude'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"Torti aux légumes et thon, sauce ciboulette",3700009263457,,['France'],[],[],?,168,"8,8","0,7",17,"4,2",703 kj(168 kcal),"1,7","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Cheese Dippers,3073781120417,,['France'],[],[],?,254,"12,7","7,78","23,5","11,6",1063 kj(254 kcal),"4,7","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Escalope de dinde,2454154042771,,['France'],[],[],?,?,?,,?,?,,,0,0,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,0 g,en faible quantité,,,-100%,-100%,,,,,,,,,,,,,,,,
138,Confiture artisanale,3700796301981,,['France'],[],[],?,230,"0,2",0,"56,5","0,6",962 kj(230 kcal),"55,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Border'line,3760029730605,['Bio'],['France'],[],[],?,1,0,0,"0,2","0,1",4 kj(1 kcal),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Caramel beurre sale,3663350039686,,['France'],[],[],?,398,"8,5",6,78,"2,5",1665 kj(398 kcal),64,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Giseng rouge,3760192465502,['Bio'],['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Wacky sticks,8690146125358,,['France'],[],[],?,381,"1,4","1,1",90,"2,1",1594 kj(381 kcal),62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Olives noires La Sevillana,8410021201027,,['France'],[],[],?,122,"13,2","2,2",0,"0,5",510 kj(122 kcal),0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Dattes,3191220000059,,['France'],[],[],?,293,"0,5","0,1",66,"2,4",1226 kj(293 kcal),64,0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes']",,-2%,+77%,-4%,+11%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,+102%,,0.5 g,en faible quantité,0.1 g,en faible quantité,64 g,en quantité élevée,0 g,en faible quantité,-2%,+9%,-100%,-100%,7,+43%,C,+43%,,,,,,,,,,,,
145,Vinaigre de miel aromatisé à la marjolaine,,,['France'],[],[],?,?,?,,?,?,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Cafe instantané Crema,5901583408786,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Vegan protein,5056049514720,,['France'],[],[],?,392.32000732422,"8,59","1,86","3,92","1,5",1641 kj(392 kcal),"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Kitalé Kenya,174011056,,['France'],[],[],?,1,0,0,"0,3","0,2",4 kj(1 kcal),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Aşure,8690629219673,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Raisins secs enrobés de chocolat,5021485000045,,['France'],[],[],?,419,"16,9","10,6","63,8","4,8",1753 kj(419 kcal),"63,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Steaks vegetaux et gourmands,3770016162210,,['France'],[],[],?,231,"14,8","1,1",6,"18,5",967 kj(231 kcal),"0,6","0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Saucisses Mélange Gourmand,2283049054649,,['France'],[],[],?,174,"11,9",5,"1,1","15,6",728 kj(174 kcal),"0,96","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 64.024.003 CE', 'Anglet (Pyrénées-Atlantiques, France)']",,,,,,,,,,
153,Bonbon saveur framboises  et myrtilles,3663350093329,,['France'],[],[],?,0.5,"0,5","0,5",97,"0,05",2 kj(0 kcal),65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Saucisse a l’ail des ours,3550380196826,,['France'],[],[],?,232,18,"6,5","0,9",16,971 kj(232 kcal),"0,7","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,FLAN CERISE 6/8P,3276550577140,,['France'],[],[],?,?,?,,?,?,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Bonbons,3374603120449,,['France'],[],[],?,375,"0,2","0,1","92,9","0,3",1569 kj(375 kcal),"56,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Power Protein,4000345059226,,['France'],[],[],?,60,"1,3","0,8","4,3",80,251 kj(60 kcal),"0,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Crème glacée à la vanille,8718182280951,,['France'],[],[],?,?,?,,?,?,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,La P'tite auguste à la framboise,3770014828071,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Filet de poulet extra tendre,2276746040015,,['France'],[],[],?,95,"0,6",0,"1,2",21,397 kj(95 kcal),0,1,"0,4",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-27%,-79%,+151%,-8%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,-100%,,0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,-27%,-100%,+33%,+33%,0,,B,,,,,,,,,,,,,
161,Andouillette,2223809035365,,['France'],[],[],?,175,"11,2","5,48","0,9","17,7",732 kj(175 kcal),"0,4","1,13","0,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Poulet cuit fumé au bois de hetre,2209620005626,,['France'],[],[],?,191,12,"3,4","0,7",20,799 kj(191 kcal),"0,7","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,,,,,
163,"Farine Pain Campagne, 2.5kg",3598524000011,,['France'],[],[],?,0,"1,8","0,3","70,4","12,4",0 kj(0 kcal),"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Mouline de legumes bio - Nature Bio,3257986527251,"['Bio', 'Bio européen']",['France'],[],[],?,35,"0,9","0,1","5,3","0,9",146 kj(35 kcal),"1,6","0,66","0,264",,,,,,,,,,,,,,,['Nature Bio'],,,,,,,,,,,,,,,,,,,,,"['EMB 62331', 'Feuchy (Pas-de-Calais, France)', 'FSC-C108093']",,,,,,,,,,
165,Bananes,2860194005384,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Sorachi,3760281010453,,['France'],[],[],?,?,1,,?,?,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Mousse pur canard,0209091014235,,['France'],[],[],?,402,"39,4","14,5","3,2","8,7",1682 kj(402 kcal),"2,4","1,66","0,664",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"Limande, Citron, poivre de Malabar - L'Atelier du Poissonnier",3760007091575,,['France'],[],[],?,204.10000610352,"16,8",11,"2,3","10,6",854 kj(204 kcal),"1,5","0,9","0,36",,,,,,,,,,,,,,,"[""L'Atelier du Poissonnier""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,CÉLERI FRAIS REMOULADE - 800g,3434590043814,,['France'],[],[],?,198,"19,9","1,6","3,2","1,5",828 kj(198 kcal),"2,6","0,9","0,36",B,"['Plats préparés', 'Légumes préparés', 'Céleris Rémoulade']",,+52%,+72%,-2%,+24%,68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,,,+62%,800 g,19.9 g,en quantité modérée,1.6 g,en quantité modérée,2.6 g,en faible quantité,0.9 g,en quantité modérée,+52%,+49%,-11%,-11%,6,+75%,C,+75%,,"['FR 50.099.004 CE', 'Carentan (Manche, France)']",,,,,,,,,,
170,Thé Montagne bleue - Palais des Thés,2700889001034,,['France'],[],[],?,1,0,0,"0,2","0,1",4 kj(1 kcal),0,0,0,,,,,,,,,,,,,,,['Palais des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Popcorn Tutti frutti,6111175001748,,['France'],[],[],?,323,"2,6","0,9",72,2,1351 kj(323 kcal),46,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Pain au seigle,3530180002602,,['France'],[],[],?,228,"0,6","0,1",2,"1,5",954 kj(228 kcal),2,"1,5","0,6",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de seigle']",,-1%,-70%,-95%,-78%,51.1%,24.1%,13.7%,10.1%,1.0%,0.0%,94,,,-71%,,0.6 g,en faible quantité,0.1 g,en faible quantité,2 g,en faible quantité,1.5 g,en quantité modérée,-1%,-32%,+32%,+32%,8,+627%,C,+627%,,,,,,,,,,,,
173,Schweppes mojito,5903111335533,,['France'],[],[],?,32,0,0,"7,6",0,134 kj(32 kcal),"7,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Gaspacho concombre pomme - Conserverie des Saveurs,3389090022688,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,61,"3,2","0,5","6,8","0,9",255 kj(61 kcal),"3,5","0,68","0,272",,,,,,,,,,,,,,,['Conserverie des Saveurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Burrata,,,['France'],[],[],?,243,20,13,"1,7",14,1017 kj(243 kcal),"1,7","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,pâte de foie de volaille - Mercadier,15075864,,['France'],[],[],?,361,35,15,2,"9,4",1510 kj(361 kcal),"0,5","1,4","0,56",,,,,,,,,,,,,,,['Mercadier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Viande sechée extra fin,2141511007459,,['France'],[],[],?,185,"2,5",1,0,40,774 kj(185 kcal),0,"4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Poulet Roti,2431625074714,,['France'],[],[],?,146,"5,6","1,6",0,24,611 kj(146 kcal),0,"0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Chocolat - Cémoi,00405,,['France'],[],[],?,530,31,17,55,"5,9",2218 kj(530 kcal),0,"0,14","0,056",,,,,,,,,,,,,,,['Cémoi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Confiture de cassis sans pépins,3602800909261,,['France'],[],[],?,?,?,,?,?,,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de cassis']",,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Vin rouge,3700898214158,,['France'],[],[],?,?,?,,?,?,,,,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Sirop de figue,3760199190308,,['France'],[],[],?,47,0,0,82,0,197 kj(47 kcal),82,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Le petit fumé dromois,2465005062718,,['France'],[],[],?,178,"9,5","2,2",1,22,745 kj(178 kcal),0,"3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 26.099.051 CE', 'Colonzelle (Drôme, France)']",,,,,,,,,,
184,Thé vert,5412535015469,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Farina digrano tenero,8033971740905,,['France'],[],[],?,0.60000002384186,"0,8","0,22","75,5","6,25",3 kj(0 kcal),"2,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Compotes pomme poire sans sucres ajoutés -,3564706575073,"['Nutriscore', 'Nutriscore A']",['France'],[],[],?,48,"0,5",0,11,"0,5",201 kj(48 kcal),11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Du teckel,30055995,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Soupe froide courgette citron,3760313530324,,['France'],[],[],?,50,"3,2","0,5","3,9","1,9",209 kj(50 kcal),"3,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Whiskas - Boîtes en sauces,3065890088337,,['France'],[],[],?,85,4,"1,9",0,10,356 kj(85 kcal),0,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Mélange pour tisanes Minceur,3662648045026,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Irn bru,5000382101604,,['France'],[],[],?,20,0,0,"4,8","0,5",84 kj(20 kcal),"4,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Dairy free,5601009999255,,['France'],[],[],?,238,"13,1","11,5","26,2","1,5",996 kj(238 kcal),"22,7","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Baies de goji sechees,2609844030044,,['France'],[],[],?,317,"2,7","0,3","53,9",13,1326 kj(317 kcal),"53,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Nactalia Bio 2 - 800g,3575410864360,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],"['Lactose*', 'lactosérum déminéralisé ', 'lait', '*', 'huiles végétales* ', 'huile de tournesol oléique*', 'huile de colza*', 'huile de tournesol*', 'protéines de lait*', 'perméat de lait*', 'crème de lait*,\rminéraux ', 'carbonate de calcium', 'sulfate de magnésium', 'chlorure de sodium', 'sulfate de zinc', 'pyrophosphate de fer', 'sélénite de sodium', 'sulfate de cuivre', 'sulfate de manganèse,\riodure de potassium ', 'huile de poisson', 'émulsifiant : lécithine de tournesol *', 'vitamines ', 'C,E', 'B5', 'PP', 'A', 'D3', 'B8', 'B1', 'B12', 'K1', 'B6', 'B9', 'antioxydant : extrait riche en tocophérols', ""\r *ingrédient issu de l'agriculture biologique""]","['Non végétalien', 'Non végétarien']",2129,509,26,"6,2","58,7","10,6",2129 kj(509 kcal),"58,7",575,230,B,"['Aliments pour bébé', 'Laits pour bébé']",+132%,+118%,+162%,+121%,+121%,71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,94,['Nactalia Bio'],,+91%,800g,,,,,,,,,+126%,+241%,+321129%,+321129%,,,,,['Boite'],,Lait de suite,"['Montauban', 'France', 'Sud-Ouest']",https://www.nactalia.fr/produits/nactalia-bio/nactalia-bio-2eme-age/,"['Biocoop', 'Greenweez']","['E322i - Lécithine', 'E306 - Extrait riche en tocophérols']","['Poisson', 'Lait']",4,,,
195,ROSE~thé noir,2121784001019,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,0059749919654,0059749919654,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Mystery Butter (almond / Cashew),0068892400209,,['France'],[],[],?,600,"53,333","8,333","26,667","16,667",2510 kj(600 kcal),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Real Brew Outrageous Ginger Ale,0074682124408,,['France'],[],[],?,50.704225352113,0,0,"12,394","0,028",212 kj(50 kcal),"11,831","0,007","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,0050100100025,0050100100025,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0050100100025,0050100100025,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Nectar multivitaminé light - Solevita,57791333,,['France'],[],[],?,28,"0,1","0,1","5,8","0,3",117 kj(28 kcal),"5,6",,,,,,,,,,,,,,,,,['Solevita'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,la laitière,13666937,,['France'],[],[],?,95,3,2,"13,1",3,397 kj(95 kcal),"13,1","0,12","0,048",,,,,,,,,,,,,,,['La Laitière'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Pain boule,0206604006565,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
