,name,bar_code,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,categories,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,labels,generic_name,quantity,packaging,markets,fats_lipids_quantity,fats_lipids_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,traceability_code,palm_ingredients,ingredients_origins,link,brand_owner,producer_info,origin_detail
43,Poivron tricolore,8273458231742,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Jambon -,8281811002298,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Nouilles chinoises saveur crevette - Itineraire Des Saveurs,8381854945375,['Itineraire Des Saveurs'],['France'],"[""Préparation alimentaire à base de blé tendre et sachet d'assaisonnement à la crevette Ingrédients"", ""' Nouilles "", '60,5 g', ': farine de blé tendre 78,5%', 'huile de palme', 'eau', 'sel', 'antioxydant: E306', ' Assaisonnement ', '4,5 g', ': sel', 'sucre', 'poudre de crevette ', 'crustacés', ' 16%', 'exhausteurs de goût: 621', 'E627', 'farine de blé tendre', 'colorant: El 50a', 'huile de palme', 'anti-agglomérant: E551', 'ciboulette', 'ail en poudre']","['E306 - Extrait riche en tocophérols', 'E627 - Guanylate disodique', 'E551 - Dioxyde de silicium']",['Crustacés'],"['Huile de palme', 'Non végétalien', 'Non végétarien']",4,?,458,1916 kj(458 kcal),"17,8","9,4","62,7","1,7","10,8","3,66","1,464",,,,,,,,,,,,,,,,,,,,,,['Intermarché'],,,,,,,,,,,,,,,,,['Huile de palme'],,,,,
46,Mandarine - Ajus - 1500g,8400020239794,['Ajus'],['France'],[],,,[],,?,?,,?,,?,,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Fruits frais', 'Mandarines', 'Mandarines fraîches']",,,,,,,,,,,,,,,,,,,1500g,,,,,,,,,,,,,,,,,,,,,,,,
47,"Filet Citron Jaune 1Kg, - 1kg",8400026000824,,['France'],[],,,[],,?,27,113 kj(27 kcal),0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,,,,,,,,,,,,,,
48,Citrons - Fanny - 500g,8400034000823,['Fanny'],['France'],"['Citrons variété Euréka', 'Cat 1', 'calibre 4 ', '58-67mm', 'traité Imazalil', 'Pyriméthanil', 'Thiabendazole', 'Orthophénylphénol', 'Propiconazole', 'enrobage cires ', 'E904', 'E914']","['E233 - Thiabendazole', 'E231 - Orthophénylphénol', 'E904 - Gomme-laque', 'E914 - Cire de polyéthylène oxydée']",,"['Non végétalien', 'Non végétarien']",4,?,19,,"0,231",,"2,06",,"0,599",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Citrons']",,,,,,,,,,,,,,,,,,,500g,['Filet plastique'],,,,,,,,,,,,,,,,,,,['Argentine'],https://www.arcofruits.com/fr/produits/fanny/6_eureka.html,,,
49,Fraises - Las Posadillas - 250g,8400047004429,['Las Posadillas'],['France'],['Fraises'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,?,,?,,?,,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Fruits frais', 'Fraises', 'Fraises fraîches']",,,,,,,,,,,,,,,,,['Catégorie I'],,250 g,"['Barquette', 'Film', 'Plastique']",['Cora'],,,,,,,B,94.3%,0.0%,0.0%,3.0%,2.5%,0.1%,60,,,,['Espagne'],,,,
50,Fraise - Fres Tonic - 250g,8400047033504,['Fres Tonic'],['France'],['Fraises'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,?,,?,,?,,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Fruits frais', 'Fraises', 'Fraises fraîches']",,,,,,,,,,,,,,,,,['Catégorie I'],,250 g,"['Barquette', 'Plastique', 'Sachet']",['Intermarché'],,,,,,,B,94.3%,0.0%,0.0%,3.0%,2.5%,0.1%,60,,,,['Espagne'],,,,
51,Framboises - Fresabor - 125g,8400047033535,"['Fresabor', 'Frutas de Bonares', 'Fruits Rouges & Co']",['France'],['Framboises'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,?,,?,,?,,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Fruits frais', 'Framboises', 'Framboises fraîches']",,,,,,,,,,,,,,,,,,,125 g,"['Barquette', 'Plastique']",['Cora'],,,,,,,B,90.1%,0.0%,0.0%,7.2%,2.5%,0.1%,60,,,,['Espagne'],,,,
52,Clémentines bio - Fanny Bio - 5fruits,8400085040014,['Fanny Bio'],['France'],"['Clémentines', 'calibre 1 ', '63/74 mm']",,,[],,?,?,,?,,?,,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Fruits frais', 'Mandarines', 'Clémentines', 'Clémentines fraîches']",,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Catégorie II', 'FR-BIO-10']",,5 fruits,"['Carton', 'Plastique']",['Cora'],,,,,,,,,,,,,,,,,,['Espagne'],,,,
53,lomo de cebo iberico media pieza - Guijuelo - 715g,8400507035116,"['Guijuelo', 'Julian Martin']",['France'],"['échine de porc ibérique', 'sel', 'piment', 'épices', 'dextrose', 'lactose', 'dextrine', 'protéines de soja', 'protéines de lait', 'E301', 'E300,E252', 'E250']","['E1400 - Dextrines', 'E301 - Ascorbate de sodium', 'E300 - Acide ascorbique', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Lait'],['Non végétalien'],4,?,?,,?,,?,,?,,,"['Viandes', 'Charcuteries']",,,,,,,,,,,,,,,,,,,715 g,['Plastique'],['Boucheries André'],,,,,,,,,,,,,,,['Espagne'],,,,,,,
54,Cheesecake - Royal,8410000005608,['Royal'],"['France', 'Espagne']",[],,"['Œufs', 'Gluten', 'Lait', 'Soja']",[],,?,225,941 kj(225 kcal),"8,4","5,9","31,5","23,5","4,7","0,65","0,26","['Biscuits et gâteaux', 'Gâteaux', 'Cheesecakes']",5.9 g,en quantité élevée,23.5 g,en quantité élevée,0.65 g,en quantité modérée,,-27%,-26%,-51%,-40%,-4%,+4%,+4%,+96%,+96%,,,,,,8.4 g,en quantité modérée,14,-16%,D,-16%,C,75.3%,15.7%,3.4%,3.2%,1.9%,0.5%,56,,,,,,,,
55,Preparado el polvo para hacer una tarta de almendras,8410000005967,,['France'],[],,,[],,?,395,1653 kj(395 kcal),0,0,97,97,"2,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Oreo Kuchen,8410000803891,['Oreo'],['France'],[],,,[],,?,265,1109 kj(265 kcal),12,"8,3",33,"18,5","5,2","0,47","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Crema de vinagre pedro ximénez - Louit - 275ml,8410010861119,['Louit'],"['France', 'Espagne']","['Vinagre de vino Pedro Ximénez ', '40 %', ' ', 'vinagre de vino ', 'sulfitos', 'mosto concentrado de uva', 'antioxidante: dioxido de azufre', 'azúcar', 'aqua', 'almidón modificado de maiz', 'colorante: caramelo ', 'sulfitos', 'conservante: metabisulfito potásico']","['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E150 - Caramel', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",['Anhydride sulfureux et sulfites'],[],4,?,206,862 kj(206 kcal),0,0,49,42,0,0,0,"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",0 g,en faible quantité,42 g,en quantité élevée,0 g,en faible quantité,,-3%,-3%,-100%,-100%,-2%,0%,-100%,-100%,-100%,['en:gluten-free'],,275 ml,,,0 g,en faible quantité,11,+1%,D,+1%,,,,,,,,,,,,,,,,
58,Phoskitos original - 4,8410014141200,['Phoskitos'],"['France', 'Espagne']",[],,,[],,?,419,1753 kj(419 kcal),18,13,58,39,5,"0,23","0,092",,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
59,Colacao Original - Cola Cao,8410014201935,['Cola Cao'],"['France', 'Espagne']","['Azücar', ' Cacao desgrasado en polvo', ' Crema de cereal kola-malteado ', 'Harina de trigo', ' Extracto de malta de cebada', ' Aroma natural: Extracto de nuez de cola', ' Sales minerales ', 'calcio y fosforo', ' Aromas', ' Sal']",,['Gluten'],[],4,?,376,1573 kj(376 kcal),"2,4","1,5",78,70,"6,8","0,14","0,056","['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre']",,,,,,,,+13%,+10%,-44%,-41%,+23%,+24%,+7%,-33%,-33%,,,,,,,,,,,,D,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,,,,,,,,
60,Miel pure d'abeille - San Francisco - 500g,8410014210364,['San Francisco'],"['Algérie', 'France']",[],,,[],,?,?,,?,,?,,?,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels liquides']",,,,,,,,,,,,,,,,,,,500 g,['Plastique'],,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,
61,Cola Cao,8410014228321,['cola cao'],"['France', 'Espagne']","['Azúcar', 'cacao desgrasado en polvo', 'crema de cereal kola-malteado ', 'harina de trigo', 'extracto de malta de cebada', 'aroma natural: extracto de nuez de cola', 'sales minerales ', 'calcio y fósforo', 'aromas', 'sal']",,['Gluten'],[],4,?,2,8 kj(2 kcal),"2,4","1,5",78,70,"6,8","0,1","0,04","['Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Cacaos en poudre']",1.5 g,en quantité modérée,70 g,en quantité élevée,0.1 g,en faible quantité,,-99%,-99%,-83%,-81%,+200%,+554%,-60%,-7%,-7%,,,,,,2.4 g,en faible quantité,11,+19%,D,+19%,E,94.3%,2.4%,0.9%,2.1%,0.3%,0.0%,17,,,,,,,,
62,Paladin - Trinkschokolade / Paladin - 500 g,8410014238474,['Paladin'],"['France', 'Espagne']","['Azúcar', 'espesantes ', 'E 1442 goma tara', 'cacao desgrasado en polvo']",['E1442 - Phosphate de diamidon hydroxypropyle'],,[],4,?,383,1602 kj(383 kcal),"1,8","1,1",85,66,4,"0,38","0,152","['Cacao et dérivés', 'Cacaos et chocolats en poudre']",1.1 g,en faible quantité,66 g,en quantité élevée,0.38 g,en quantité modérée,,+13%,+11%,-74%,-72%,+60%,+51%,-56%,+113%,+113%,,,,,,1.8 g,en faible quantité,16,+65%,D,+65%,E,92.1%,2.3%,3.0%,2.3%,0.3%,0.0%,17,,,,,,,,
63,Colacao,8410014244482,,['France'],[],,,[],,?,394,1648 kj(394 kcal),"3,2","1,6",82,77,"5,5","0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,María Oro - Cuetara,8410014305176,['Cuetara'],"['France', 'Espagne']","['farine de blé 66%', 'huiles végétales ', 'tournesol haut oléique', 'palme', 'sucre', 'lactosérum en poudre', 'sirop de glucose-fruaose', 'poudres à lever ', ""carbonates d'ammonium et sodium"", 'sel', 'émulsifiant ', 'lécifine', 'aromes et agent de traitement de la farine ', 'disulfite de sodium', ' PEUT CONTENIR soja', 'oeuf']","[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",['Gluten'],"['Huile de palme', 'Non végétalien']",4,?,482,2017 kj(482 kcal),20,"4,2",68,21,"6,4","0,8","0,32",['Biscuits et gâteaux'],4.2 g,en quantité modérée,21 g,en quantité élevée,0.8 g,en quantité modérée,,+12%,+12%,+5%,-51%,+19%,-28%,+8%,+42%,+42%,,,,,,20 g,en quantité modérée,17,-8%,D,-8%,,,,,,,,,,,['Huile de palme'],,,,,
65,Bolacha Maria Oro Cuetara,8410014305398,['Cuétara'],['France'],"['• saturadas por insaturadas', 'ajuda a manter os niveis de colestero\\ denxro da recdmenda seguir uma dieta varià aeequilib -como marco de um esti\\o de vida saUdévei2 BoLachas MARIA OROCUÉ Ingredientes: farinha de trigo 66%Âuétara Oleoequtlibreylaï$ vegetais de girassol alto oleico e palma', 'açûcar', 'soro de Leite er xarope de glicose e frutose', 'levedanteS ', 'carbonatos de amônio e s sal', 'emulsionante ', 'lecitina', 'aromas e agente de tratamento da fe ', 'metabissutfito de sédio', ' PODE CONTER soja', 'ovo- Gatietas MARiA ORO CUÉTARA Ingredientes: harina de trigo 66%', 'Cuétara Oleoequilibre 19% ', 'ac de girasol alto oteico y palma', 'azücar', 'suero de Lech de gtUCOSa Y gasificantes ', ""carbonatos de sal' emutgente "", 'lecitina', 'aromasy agente de tratamiento s6dico', ' PUEDE CONTENERsoja', 'hueVO• d-- botachas ', '50g', ' /Una raci6n: — 8 gattetaS ', '50g', ' dosez']",,,[],,?,482,2017 kj(482 kcal),20,"4,2",68,21,"6,4","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Nocilla,8410014308603,['Nocilla'],"['France', 'Espagne']","['Azúcar', 'aceites vegetales de palma', 'girasol y girasol alto oleico', 'cacao desgrasado en polvo ', '8,5%', 'leche desnatada en polvo ', '4,5%', 'avellanas ', '4%', 'sólidos lácteos', 'emulgente ', 'lecitina de soja', 'aroma']",,"['Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,544,2276 kj(544 kcal),32,11,58,56,5,"0,14","0,056","['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",11 g,en quantité élevée,56 g,en quantité élevée,0.14 g,en faible quantité,,-1%,-1%,-6%,+43%,+13%,+17%,-27%,+36%,+36%,,,,,,32 g,en quantité élevée,23,+11%,E,+11%,E,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,,,,
67,Fish -,8410014311122,,"['France', 'Espagne']",[],,,[],,?,495,2071 kj(495 kcal),25,10,58,7,8,"2,75","1,1","['Snacks', 'Snacks salés', 'Apéritif']",10 g,en quantité élevée,7 g,en quantité modérée,2.75 g,en quantité élevée,,+6%,+6%,+4%,+144%,+12%,+125%,+5%,+76%,+76%,,,,,,25 g,en quantité élevée,26,+105%,E,+105%,,,,,,,,,,,,,,,,
68,Krit krititas - Cuétara - 350g,8410014311146,['Cuétara'],"['France', 'Espagne']","['farine de céréales ', 'blé et riz', 'huiles végétales ', 'palme', 'tournesol haut oléique', 'lactosétum en poudre', 'graine de sésame', 'sel', 'sucre,poudres a lever ', ""bicarbonates de sodium et d'ammonium"", ""extrait de malt d'orge"", ""corecteur d'acdité "", 'phosphates de calcium', 'levure', 'arent de traitement de la farine ', 'disulfite de sodium']","['E500ii - Carbonate acide de sodium', ""E503 - Carbonates d'ammonium"", 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Graines de sésame', 'Soja']",['Huile de palme'],3,?,495,2071 kj(495 kcal),25,"8,8",58,7,8,"2,8","1,12","['Snacks', 'Snacks salés', 'Apéritif']",8.8 g,en quantité élevée,7 g,en quantité modérée,2.8 g,en quantité élevée,,+6%,+6%,+4%,+115%,+12%,+125%,+5%,+79%,+79%,,,350g,,,25 g,en quantité élevée,22,+73%,E,+73%,,,,,,,,,,,['Huile de palme'],,,,,
69,Galetes Tosta Rica Mini Cuetara,8410014320810,['Cuetara'],['France'],[],,,[],,?,460,1925 kj(460 kcal),0,0,24,16,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Achocolatado Po Cola Cao Energy 350+30GR - Colacao,8410014329158,['Colacao'],['France'],"['ln rcdientes: Açùcar Cacau rnaqro om pb', ' Faranha de trigo Emutstonante ', 'lecitina de soja', ' Aromatizantefii Sal', 'Pode conter teite', ' Mant@r em lugar fresco e sec 0']",,,[],,?,394,1648 kj(394 kcal),"3,2",0,82,"1,6","5,5","0,34","0,136",['Boissons'],0 g,en faible quantité,1.6 g,en faible quantité,0.34 g,en quantité modérée,,+604%,+584%,+822%,-100%,+626%,-83%,+1009%,+719%,+719%,,,,,,3.2 g,en quantité modérée,13,+70%,E,+70%,,,,,,,,,,,,,,,,
71,Tosta Rica oceanix - Cuetara,8410014364203,['Cuetara'],['France'],[],,,[],,?,466,1950 kj(466 kcal),18,"2,5",67,27,7,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Avenacol - Cuétara,8410014408068,['Cuétara'],['France'],[],,,[],,?,455,1904 kj(455 kcal),17,"1,9",66,21,7,"0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Fibra Línea 3 Cereales - Cuétara - 500g,8410014414588,"['Cuétara', 'Fibra Linea']","['France', 'Portugal', 'Espagne']","['Harina de cereales 71% ', 'trigo 48%', 'salvado de trigo 15%', 'salvado de avena 4,2%', 'maíz', 'arroz', 'cebada 0,4%', ' Oleoequilibre 17% ', 'aceites vegetales de girasol alto oleico', 'palma', 'azúcar', 'jarabe de glucosa y fructosa', 'emulgentes ', 'bicarbonato sódico y amónico', 'sal', 'emulgentes ', 'lecitina', 'extracto de malta de cebada y aroma y sal']",['E322i - Lécithine'],"['Gluten', 'es:Avena', 'es:avena']",['Huile de palme'],4,?,459,1920 kj(459 kcal),18,"3,6",62,20,"7,9","0,7","0,28","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",3.6 g,en quantité modérée,20 g,en quantité élevée,0.7 g,en quantité modérée,,-3%,-4%,-13%,-64%,-3%,-32%,+22%,+19%,+19%,"['Point Vert', 'es:Con fibra de salvado de trigo', 'es:Contribuye al tránsito digestivo']",Galletas Fibra Linea 3 cereales,500 g,"['Caja', 'Cartón', 'Plástico']",,18 g,en quantité modérée,15,-24%,D,-24%,D,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,http://www.adamfoods.com/es/marca/fibralia,,,
74,TOSTA RICA - Cuetara,8410014431462,"['Cuetara', 'BN']",['France'],[],,,[],,?,460,1925 kj(460 kcal),16,"1,9",72,"0,24",6,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Chocoleche - Nocilla,8410014912824,['Nocilla'],"['France', 'Espagne']",[],,,[],,?,552,2310 kj(552 kcal),32,"6,1",58,58,"4,5","0,17","0,068","['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",6.1 g,en quantité élevée,58 g,en quantité élevée,0.17 g,en faible quantité,,+6%,+6%,-1%,-25%,+15%,+33%,-28%,-7%,-7%,,,,,,32 g,en quantité élevée,22,+7%,E,+7%,,,,,,,,,,,,,,,,
76,Pâte à tartiner - Nutrexpa s l - 200g,8410014929976,['Nutrexpa s l'],"['France', 'Espagne']",[],,,['Végétarien'],,?,544,2276 kj(544 kcal),32,11,58,53,5,"0,14","0,056","['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat']",11 g,en quantité élevée,53 g,en quantité élevée,0.14 g,en faible quantité,,0%,+0%,-6%,+41%,+14%,+14%,-24%,+26%,+26%,['Végétarien'],Crema de cacao y avellanas con leche,200 g,,,32 g,en quantité élevée,23,+12%,E,+12%,,,,,,,,,,,,,,,,
77,Real Sangria,8410015701007,,['France'],[],,,[],,?,0,0 kj(0 kcal),0,0,0,0,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Acras de morue - Alfrio,8410019001004,['Alfrio'],['France'],[],,,[],,?,215,900 kj(215 kcal),"8,8","1,6","27,9","1,8","5,2","0,9","0,36","['Snacks', 'Snacks salés', 'Produits de la mer', 'Apéritif', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Acras de morue', 'en:preparations-made-from-fish-meat']",1.6 g,en quantité modérée,1.8 g,en faible quantité,0.9 g,en quantité modérée,,-2%,-2%,-5%,+22%,+35%,-27%,-50%,-50%,-50%,,,,,,8.8 g,en quantité modérée,3,-57%,C,-57%,E,87.7%,2.6%,1.3%,5.3%,0.6%,2.4%,22,,,,,,,,
79,Olives La Sevillana Pitted Black In Can 370ML 1 / 24,8410021051028,,['France'],[],,,[],,?,122,510 kj(122 kcal),"13,2","2,2",0,0,0,2,"0,8","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires', 'Olives dénoyautées', 'Olives noires dénoyautées']",2.2 g,en quantité modérée,0 g,en faible quantité,2 g,en quantité élevée,,-44%,-43%,-37%,-21%,-100%,-100%,-100%,-44%,-44%,,,,,,13.2 g,en quantité modérée,11,-10%,D,-10%,B,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,
80,Donuts Berlinas Glacé,8410022000032,,['France'],[],,,[],,?,420,1757 kj(420 kcal),23,12,47,24,"5,2","0,53","0,212","['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",12 g,en quantité élevée,24 g,en quantité élevée,0.53 g,en quantité modérée,,+3%,+3%,+1%,+13%,+5%,+43%,-12%,-44%,-44%,,,,,,23 g,en quantité élevée,22,+13%,E,+13%,B,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,
81,Choco Chips 8 Uds. - Mañanitos,8410022013087,['Mañanitos'],['France'],"['BOLO COM\\PEPITAS DE CHOCOLATE Ingredientes: Farinha de gr', 'igg ', '43%', 'égua', 'pepitas de chocolate ', '12%', ' ', 'açücar', 'pasta de cacau', 'manteiga de cacau', 'emulsionante ', 'lecitina de girassol', 'aroma', 'gorduras vegetais ', 'palma', 'coco', 'açücar', 'xarope deaçücarinvertido', 'xarope de glucose-frutose', 'levedura', 'éleo vegetal ', 'girassol', 'glüten de gr_jgg', 'proteinas do leite', 'sauovoliquido pasteurizado', 'aromas', 'emutsionantes NE 471', 'E481', 'lecitina de girassol', 'conservantes IE 202', 'E200j', 'farinha de malte de cevada', 'estabilizador ', 'E 4121', 'acidificante ', 'E 330', ' e corante ', 'beta-caroteno', ' Pode contervestigi0S de e avelâs•']","['E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,"[""Pourrait contenir de l'huile de palme""]",4,?,351,1469 kj(351 kcal),13,7,49,16,"8,2","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Donuts glacé,8410022105539,,['France'],[],,,[],,?,420,1757 kj(420 kcal),23,12,47,24,"5,2","0,53","0,212","['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",12 g,en quantité élevée,24 g,en quantité élevée,0.53 g,en quantité modérée,,+3%,+3%,+1%,+13%,+5%,+43%,-12%,-44%,-44%,,,,,,23 g,en quantité élevée,22,+13%,E,+13%,B,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,
83,Pa Cereals I Llavors Panrico Cerealia,8410022111059,['Panrico'],['France'],[],,,[],,?,272,1138 kj(272 kcal),"5,3","1,2",43,5,"9,9","1,03","0,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Donuts Relleno Choco Pack 2 Uds - 136g,8410022111844,['Donuts'],['France'],"['Harina de TRIGO', 'agua', 'grasas vegetales ', 'palma', 'palmiste', 'azúcar', 'grasa vegetal totalmente hidrogenada de palmiste', 'jarabe de glucosa y fructosa', 'cacao desgrasado en polvo 3,8 % ', 'HUEVO liquido pasteurizado', 'levadura', 'maltodextrina', 'aceite vegetal de girasol', 'emulgentes ', 'E 322', 'E471,E 492,E 481', 'E476,E475', 'E 472e', 'E 472c', 'jarabe de VALORENERGETICO azúcar invertido', 'LACTOSA', 'pasta de cacao ', '0,4 %', 'sal', 'estabilizantes ', 'E 341i', 'E 412', 'dextrosa', 'gluten de TRIGO', 'GRASAS harina de SOJA', 'conservadores ', 'E 270', 'E 202', 'E 200', 'LECHE de las cuales: desnatada en polvo', 'almidón', 'LECHE entera en polvo', 'aromas', 'suero de LECHE en polvo', 'colorante ', 'E171', 'agente HIDRATOS DE CARBONO de recubrimiento ', 'E 904', 'espesantes ', 'E414', 'E 440', ' y agente de tratamiento de la harina ', 'E 300', 'Puede contener AVELLANA']","['E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", ""E475 - Esters polyglycériques d'acides gras"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", ""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E341i - Phosphate monocalcique', 'E412 - Gomme de guar', 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E171 - Oxyde de titane', 'E904 - Gomme-laque', ""E414 - Gomme d'acacia"", 'E440 - Pectines', 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,?,450,1883 kj(450 kcal),28,16,44,17,"5,6","0,45","0,18","['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",16 g,en quantité élevée,17 g,en quantité élevée,0.45 g,en quantité modérée,,+10%,+10%,+23%,+51%,-2%,+1%,-5%,-53%,-53%,,,136 g,,,28 g,en quantité élevée,19,-3%,E,-3%,B,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,['Huile de palme'],,,,,
