,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,ingredients_origins,traceability_code,markets,generic_name,link,palm_ingredients
1415,Confiture de myrtille - Les Vergers d'Antan - 250g,3760127730408,D,250 g,,"[""Les Vergers d'Antan""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
1416,Le Bâton du Pèlerin - La Tradition Pâtissière - 150g,3760127795308,,150 g,"['Sachet', 'Plastique']","['La Tradition Pâtissière', 'Le Pélerin des Saveurs']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Gâteaux à la broche']","['Fabriqué en France', 'Fabriqué en Aveyron']",['France'],"['Farine de froment', 'beurre ,œufs', 'sucre', 'arôme vanille', 'jus de citron']",,"['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,20 g,en quantité élevée,13.4 g,en quantité élevée,24.5 g,en quantité élevée,,,?,,396,-10%,1657 kj(396 kcal),-10%,"20,04",-15%,"13,4",+11%,"41,02",-14%,"24,48",-16%,6,-2%,,,,,,,,,,,,,,,,"['France', 'Aveyron', 'Marcillac-Vallon', '12330']",,,['Le Pèlerin des Saveurs'],Gâteau cuit à la broche,http://www.specialite-aveyronnaise.fr/PAGE_VIGNETTEPRODUITDIRECT.AWP?P1=1&P2=LES-BATONS-DU-PELERIN&P3=&P4=2&P5=,
1417,Rillettes - Charcuterie Artisanale Dauphinois,3760127820109,,,,['Charcuterie Artisanale Dauphinois'],,,['France'],"['Poitrine et viande de porc origine Rhône Auvergne', 'vin blanc,set de Guérande', 'poivre', 'thym', 'genièvre', 'laurier']",,,[],,,,,,,,,,?,,195,,816 kj(195 kcal),,"13,7",,"5,6",,"0,5",,"0,1",,"16,4",,"1,87",,"0,748",,,,,,,,,,,,,,,,,,,
1418,Chènevière - Brasserie du Chardon - 75cl,3760127850045,B,75 cl,"['Bouteille', 'Verre']",['Brasserie du Chardon'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières artisanales', 'Bières blondes']","['Bio', 'Bio européen']",['France'],"['Eau', ""malt d'orge et de blé"", 'avoine', 'sucre', 'chanvre', 'houblon', 'levure']",,"['Gluten', 'Avoine']",[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Brasserie du Chardon', 'Crolles', 'Isère', 'France']",,,,Bière blonde au chanvre de fermentation haute,http://www.brasserie-du-chardon.com/fr/nos-bieres/cheneviere/,
1419,Grande Chantourne - Brasserie du Chardon - 75cl,3760127850069,B,75 cl,"['Bouteille', 'Verre']",['Brasserie du Chardon'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières ambrées', 'Bières artisanales']","['Bio', 'Bio européen']",['France'],"['Eau', ""malt d'orge et d'épeautre"", 'épeautre', 'sucre', 'houblon', 'épices', 'levure']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Brasserie du Chardon', 'Crolles', 'Isère', 'France']",,,,Bière ambrée à l'épeautre de fermentation haute,http://www.brasserie-du-chardon.com/fr/nos-bieres/grande-chantourne/,
1420,St Chinian En Silence 13° - Bernard Magrez - 750ml,3760127871033,B,750 ml,"['Verre', 'Bouteille']",['Bernard Magrez'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Saint-Chinian']","['AOP', 'Point Vert', 'Fabriqué en France', 'Contient des sulfites', 'Déconseillé aux femmes enceintes']",['France'],"['Vin rouge Saint-Chinian AOP', ' Cépages Syrah', 'Mourvèdre', 'Carignan et Grenache']",,,[],3,,,,,,,,,?,,68,+127%,285 kj(68 kcal),+126%,0,-100%,0,-100%,"0,2",-93%,"0,05",-96%,"0,1",-82%,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['France'],['France'],,['Auchan'],En Silence - Les Terres Antiques,,
1421,Tendres de poulet pané nature,3760127930310,,,,,,['Halal'],['France'],[],,,[],,,,,,,,,,?,,206,,862 kj(206 kcal),,"7,4",,"1,1",,"10,4",,"0,6",,"24,1",,"1,65",,"0,66",,,,,,,,,,,,,,,,,,,
1422,Tenders de poulet pané hot spicy,3760127930327,,,,,,,['France'],[],,,[],,,,,,,,,,?,,156,,653 kj(156 kcal),,"6,1",,"0,8",,"6,4",,"0,4",,18,,1,,"0,4",,,,,,,,,,,,,,,,,,,
1423,Ailes de poulet pané -,3760127930334,D,,,,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Poulets panés', 'Ailes de poulet']",,['France'],[],,,[],,15 g,en quantité modérée,3.8 g,en quantité modérée,0.2 g,en faible quantité,2.36 g,en quantité élevée,?,,240,+22%,1004 kj(240 kcal),+23%,15,+25%,"3,8",+15%,10,+283%,"0,2",-77%,16,-15%,"2,36",+76%,"0,944",+76%,15,+109%,D,+109%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
1424,Ailes de poulet Hot Spicy -,3760127930341,D,,,,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Poulets panés', 'Ailes de poulet']",,['France'],[],,,[],,14.8 g,en quantité modérée,2.9 g,en quantité modérée,0.2 g,en faible quantité,1.7 g,en quantité élevée,?,,224,+14%,937 kj(224 kcal),+15%,"14,8",+23%,"2,9",-12%,"8,5",+226%,"0,2",-77%,"14,2",-25%,"1,7",+27%,"0,68",+27%,11,+53%,D,+53%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
1425,Filet de poulet pane,3760127930402,D,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],,,[],,7.6 g,en quantité modérée,1 g,en faible quantité,0.7 g,en faible quantité,0.8 g,en quantité modérée,?,,180,+37%,753 kj(180 kcal),+39%,"7,6",+164%,1,+34%,"9,3",+1842%,"0,7",+188%,"18,5",-19%,"0,8",+7%,"0,32",+7%,0,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
1426,Poulet tikka - Halaland,3760127930921,,,,['Halaland'],,,['France'],"['Pâte : farine de blé ', '48%', 'eau', 'huile végétale ', 'noix de coco', 'tournesol', 'huile de palme', 'sel', 'Ele de maïs', 'émulsifiants : E322', 'E481 ', 'E471 ', 'conservateurs : E282', 'farine de blé enrichie ', 'carbonate de calcium', 'fer', 'niacine', 'thiamine', ' Garniture : viande hachée de poulet 37%', 'oignons 26%', 'piment', ""purée d'ail "", 'ail', ""régulateurs d'acidité : acide citrique"", 'purée de gingembre ', 'gingembre', ""régulateurs d'acidité : acide citrique"", 'sel', 'épices ', 'cumin', 'garam masala', 'menthe séchée', 'poivre noir', 'poivre blanc', 'coriandre', 'curcuma', 'acide : acide citrique', 'acide acétique', 'colorant ', 'El 63', 'El 22', 'El 29', 'herbes', ' Conservation : 24 h dans un réfrigérateur - 3 iours dans le compartiment à glace du réfrigérateur ', 'CC', ' - Plusieurs mois dans le congélateur ', '-1 80C', "" : iusqu'à la date limite d'utilisation optimale indiquée sur le côté de la boite"", ' ATTENTION : Une fois décongelés', 'les produits ne peuvent être recongelés', ' cHlCKEN TIKKA SAMOSAS Ingredients: Pastry : Wheat flour ', '48%', 'water', 'vegetable oil ', 'coconut', 'sunflower', 'palm oil', 'salt', 'om starch', 'emulsifiers: E322', 'E481', 'Ed71', ' preservative: E282', 'fortified Wheat flour ', 'calcium carbonate', 'iront niac ', 'thiamin', ' minced chicken 37%', 'onions 26%', 'chilli', 'garlic puree ', 'garlic', 'acidity regulator: citric acid', 'ginger puree ', 'ginger', 'Mc acid', 'salt', 'spices ', 'cumin', 'garam masala', 'dry mint', 'black pepper', 'white pepper', 'corianderr acid tv']","['E322 - Lécithines', 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E282 - Propionate de calcium', 'E330 - Acide citrique', 'E260 - Acide acétique']",,['Huile de palme'],4,,,,,,,,,?,,172,,720 kj(172 kcal),,3,,"1,3",,28,,"0,73",,"10,5",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,['Huile de palme']
1427,Pizza Landaise aux gesiers et magret de canard,3760128050406,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,
1428,Tarte vegetarienne chevre epinards,3760128052264,C,,,,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Tartes au fromage']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,70.7%,13.4%,3.3%,3.6%,1.9%,7.2%,56,,,,,,,
1429,Prune bleue - Les Confitures de la Création,3760128080052,B,,,['Les Confitures de la Création'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes']","['Sans colorants', 'Sans conservateurs']",['France'],['Prune bleu - sucre'],,,[],3,0.4 g,en faible quantité,0.1 g,en faible quantité,47 g,en quantité élevée,0.01 g,en faible quantité,?,,240,+10%,1004 kj(240 kcal),+9%,"0,4",+80%,"0,1",+116%,58,+8%,47,-8%,1,+147%,"0,01",-58%,"0,004",-58%,7,-27%,C,-27%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,
1430,By jardin - Emile,3760128200016,,,,['Emile'],['Boissons'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],"[""JUS DE FRUITS ET DE LÉGUMES BIO - Ingrédients issus de l'agriculture biologique "", ' pomme ', '70%', 'céleri ', '20%', 'épinard ', '870', 'citron ', '2%', ' VALEURS POUR 100 G']",,['Céleri'],[],1,0.5 g,en faible quantité,0.1 g,en faible quantité,7.1 g,en quantité élevée,0.07 g,en faible quantité,?,,37,-34%,155 kj(37 kcal),-36%,"0,5",+44%,"0,1",-15%,"7,5",-34%,"7,1",-25%,"0,5",+1%,"0,07",+69%,"0,028",+69%,1,-87%,B,-87%,,,,,,,,,,,,,,
1431,César,3760128200047,,,,,,,['France'],[],,,[],,,,,,,,,,?,,36,,151 kj(36 kcal),,"0,5",,"0,1",,7,,"6,2",,"0,6",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,
1432,Jus hors de prix,3760128200061,,,,,,,['France'],[],,,[],,,,,,,,,,?,,36,,151 kj(36 kcal),,"0,2",,"0,1",,"7,9",,"7,6",,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,
1433,"Jus Betterave, Citron, Royal Gala, Carotte - By  jardin - 50cl",3760128200122,,50cl,,['By  jardin'],,,['France'],[],,,[],,,,,,,,,,?,,41,,172 kj(41 kcal),,"0,5",,"0,1",,9,,"8,8",,"0,5",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,
1434,"Jus Céleri, Citron Granny Smith, épinard - By Jardin",3760128200146,,,,['By Jardin'],['Boissons'],['Bio'],['France'],[],,,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,7.1 g,en quantité élevée,0.07 g,en faible quantité,?,,37,-34%,155 kj(37 kcal),-36%,"0,5",+44%,"0,1",-15%,"7,5",-34%,"7,1",-25%,"0,5",+1%,"0,07",+69%,"0,028",+69%,11,+44%,E,+44%,,,,,,,,,,,,,,
1435,Moutarde de tradition francaise,3760128280940,,,"['Bocal', 'Verre']",,,['Fabriqué en France'],['France'],[],,,[],,,,,,,,,,?,,194,,812 kj(194 kcal),,"13,6",,"0,8",,9,,"2,7",,"9,6",,"3,1",,"1,24",,,,,,,,,,,,,,,,,,,
1436,Picalilli - Bioster,3760128281459,,,"['Bocal', 'Verre']",['Bioster'],"['Epicerie', 'Sauces', 'Piccalillis']",['Bio'],['France'],"['Eau', ""Vinaigre d'alcool* "", 'Cornichons* ', 'Farine de Blé* ', 'Choux-fleurs* ', 'Oignons* ', ""Sucre de canne'"", 'Epices*', 'Epaisstssant ', ' gomme de xanthane', "" *ingrédients d'origtne biologjque"", ' Poids: 200a']",['E415 - Gomme xanthane'],['Gluten'],[],4,0.5 g,en faible quantité,0.1 g,en faible quantité,1.8 g,en faible quantité,0.13 g,en faible quantité,?,,45,-6%,188 kj(45 kcal),-6%,"0,5",-29%,"0,1",+43%,"9,7",+17%,"1,8",-56%,"1,44",+21%,"0,13",-93%,"0,052",-93%,0,-100%,B,-100%,,,,,,,,,,,,,,
1437,Garnure au confit de canard,3760128370030,,,,,,,['France'],[],,,[],,,,,,,,,,?,,105,,439 kj(105 kcal),,"5,86",,"2,6",,"5,26",,"1,37",,"7,98",,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,
1438,Lentilles cuisinées,3760128370078,,,,,,,['France'],[],,,[],,,,,,,,,,?,,51,,213 kj(51 kcal),,"1,5",,"0,4",,5,,"0,5",,"3,4",,"0,71",,"0,284",,,,,,,,,,,,,,,,,,,
1439,Pate de campagne - Le Gourmer Baroussais,3760128370108,D,,,['Le Gourmer Baroussais'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,['France'],"['Maigre et gras de porc', 'foie de porc', 'aromates', 'épices', 'sel et œufs']",,['Œufs'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,21.9 g,en quantité élevée,9.34 g,en quantité élevée,0.44 g,en faible quantité,1.58 g,en quantité élevée,?,,246,-21%,1029 kj(246 kcal),-21%,"21,9",-19%,"9,34",-8%,"3,47",+44%,"0,44",-52%,"14,7",+4%,"1,58",-5%,"0,632",-5%,19,0%,E,0%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,
1440,Pâte de piment,3760128370160,,,,,,,['France'],[],,,[],,,,,,,,,,?,,239,,1000 kj(239 kcal),,"20,3",,"7,9",,"1,1",,"0,8",,"12,8",,"1,53",,"0,612",,,,,,,,,,,,,,,,,,,
1441,Rillettes de canard,3760128370382,D,,,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,
1442,Fritons de canard,3760128370399,,,,,"['Friton de canard', 'Fritons de canard']",,['France'],[],,,[],,22 g,en quantité élevée,10.2 g,en quantité élevée,0.2 g,en faible quantité,2.8 g,en quantité élevée,?,,265,,1109 kj(265 kcal),,22,,"10,2",,"1,59",,"0,2",,"15,8",,"2,8",,"1,12",,23,,E,,,,,,,,,,,,,,,
1443,pâte aux cèpes - le gourmet barroussais - 180g,3760128370412,,180 g,,['le gourmet barroussais'],,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,
1444,Soupe froide betterave ail oignons,3760128510177,,,,,,,['France'],[],,,[],,,,,,,,,,?,,41,,172 kj(41 kcal),,"1,7",,"0,2",,5,,"4,5",,1,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,
1445,"Champagne brut - Léon Doti - 0,75l",3760128522729,B,"0,75l","['Bouteille', 'Verre']",['Léon Doti'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins effervescents', 'Champagnes', 'Champagnes français', 'Champagnes bruts']",['Fabriqué en France'],['France'],"['Champagne brut ', 'sulfites']",,['Anhydride sulfureux et sulfites'],['Sans huile de palme'],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['France'],['France'],,['Magasins U'],,,
1446,Côtes de Bergerac - Château Les Violines - 75cl,3760128560073,B,75 cl,"['Bouteille', 'Verre']",['Château Les Violines'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins blancs', 'Côtes de Bergerac']",,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,['France'],,['Noz'],,,
1447,Crème Dessert Caramel Au Beurre Salé - Yabon,3760128839759,,,,['Yabon'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert caramel']",,['France'],"['Crème dessert caramel beurre : lait écrémé 10', ""'"", ' crème fraiche', 'sucre', ' amidon transfotmè', 'beurre demi•sel 270', ' sel', 'épaississant : gomme xanthane', "" correcteur d'acidité "", ' citrate de sodium']","['E415 - Gomme xanthane', 'E331 - Citrates de sodium']",['Lait'],['Non végétalien'],4,4 g,en quantité modérée,2.5 g,en quantité modérée,17 g,en quantité élevée,0.74 g,en quantité modérée,?,,125,-7%,523 kj(125 kcal),-7%,4,-14%,"2,5",-13%,"19,6",+2%,17,+6%,"2,6",-19%,"0,74",+296%,"0,296",+296%,8,+50%,C,+50%,,,,,,,,,,,,,,
1448,Crème dessert - Yabon,3760128843183,,,,['Yabon'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert']",,['France'],[],,,[],,4.5 g,en quantité modérée,2.7 g,en quantité modérée,17.1 g,en quantité élevée,0.92 g,en quantité modérée,?,,113,-13%,473 kj(113 kcal),-13%,"4,5",+0%,"2,7",-2%,"20,2",+11%,"17,1",+12%,3,-11%,"0,92",+497%,"0,368",+497%,9,+88%,C,+88%,,,,,,,,,,,,,,
1449,Creme dessert chocolat - Yabon,3760128843251,,,,['Yabon'],,,['France'],"['Lait entier 76%', 'chocolat en poudre 11% ', 'sucre', 'cacao', ' ', 'eau', ' sucre', 'semoule de blé', 'épaississant : alginate de sodium', ""correcteur d'acidité : citrate trisodique""]","['E401 - Alginate de sodium', 'E331iii - Citrate trisodique']",['Lait'],"['Sans huile de palme', 'Non végétalien']",4,,,,,,,,,?,,119,,498 kj(119 kcal),,"3,5",,"2,2",,"17,9",,"16,2",,"3,3",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,
1450,Goûters lactés chocolat caramel - Yabon - 4,3760128843947,,4,,['Yabon'],,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,
1451,Crème dessert saveur vanille - Yabon - 510g,3760128845194,C,510 g,['Conserve'],['Yabon'],"['Conserves', 'Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert rayon frais', 'Crèmes dessert vanille']",,['France'],"['Lait entier 84%', 'sucre', 'amidon transformé', 'lactose', 'arôme', 'épaississant : gomme de guar', 'sel', ""correcteur d'acidité : orthophosphate disodique"", 'colorants : bêta-carotène', 'curcuma']","['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E160ai - Bêta-carotène']",['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,2.8 g,en faible quantité,1.7 g,en quantité modérée,14 g,en quantité élevée,0.1 g,en faible quantité,?,,113,-1%,473 kj(113 kcal),-1%,"2,8",-21%,"1,7",-23%,19,+9%,14,-1%,"2,9",+0%,"0,1",-31%,"0,04",-31%,4,-4%,C,-4%,75.1%,12.7%,4.2%,4.9%,2.4%,0.6%,65,,,['BE M169 EC'],['Noz'],,,
1452,Crème dessert saveur chocolat - Yabon - 510g,3760128845231,B,510 g,"['Conserve', 'Fer']",['Yabon'],"['Conserves', 'Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Desserts au chocolat', 'Crèmes dessert rayon frais', 'Crèmes dessert chocolat']",,['France'],"['Lait entier 68,2 %', 'lait écrémé 15,6 %', 'sucre', 'cacao maigre en poudre 3,1 %', 'stabilisant : amidon transformé de maïs', 'dextrose', 'épaississant : gomme guar', ""correcteur d'acidité : phosphates de sodium"", 'arôme']","['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2.7 g,en faible quantité,2 g,en quantité modérée,14.3 g,en quantité élevée,0.15 g,en faible quantité,461,-16%,?,,461 kj(110 kcal),-18%,"2,7",-41%,2,-31%,17,-9%,"14,3",-11%,"3,6",-0%,"0,15",-0%,"0,06",-0%,3,-37%,C,-37%,72.7%,12.5%,5.4%,5.5%,3.0%,0.8%,77,,,['BE M169 EC'],,,,
1453,Gâteau de semoule,3760128848232,B,,,,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Gâteaux de semoule']",,['France'],[],,,[],,2.08 g,en faible quantité,1.42 g,en faible quantité,16.6 g,en quantité élevée,0.16 g,en faible quantité,?,,119,-23%,498 kj(119 kcal),-23%,"2,08",-28%,"1,42",-16%,"21,6",-21%,"16,6",-7%,"3,2",-13%,"0,16",+60%,"0,064",+60%,4,+21%,C,+21%,60.8%,17.2%,9.6%,7.1%,4.2%,1.1%,88,,,,,,,
1454,Riz au lait avec raisin - Yabon,3760128848751,B,,,['Yabon'],"['Desserts', 'Puddings', 'Riz au lait']",,['France'],"['Lait entier 71,5%', 'caramel 8,3% ', 'sucre', 'eau', 'crème', 'riz 4,8%', 'raisins secs 3,5%', 'eau', 'sucre', 'épaississant : gomme xanthane', 'farine de riz', 'arôme', 'huile végétale non hydrogénée de coton', ' Peut contenir du gluten']",['E415 - Gomme xanthane'],['Lait'],['Non végétalien'],4,4.2 g,en quantité modérée,1.1 g,en faible quantité,10.6 g,en quantité modérée,0.17 g,en faible quantité,?,,131,-10%,548 kj(131 kcal),-9%,"4,2",+12%,"1,1",-52%,"19,9",-12%,"10,6",-21%,3,-12%,"0,17",+32%,"0,068",+32%,3,-26%,C,-26%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,,,,,,
1455,Huile Vierge De Noix -,3760129020484,D,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']",,['France'],[],,,[],,92 g,en quantité élevée,9.08 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,828,-6%,3464 kj(828 kcal),-6%,92,-6%,"9,08",-4%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,5,-7%,C,-7%,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,['France'],,,,,,
1456,Vinaigre de framboise,3760129020651,,,,,,,['France'],[],,,[],,,,,,,,,,?,,106,,444 kj(106 kcal),,"0,21",,"0,01",,"21,08",,"20,83",,"0,74",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,
1457,Vinaigre à la pulpe de pilent d'Espelette,3760129020842,,,,,,,['France'],[],,,[],,,,,,,,,,?,,385,,1611 kj(385 kcal),,"0,12",,"0,01",,"20,02",,"19,78",,"0,3",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,
1458,Vinaigre à la pulpe de Piment d'espelette - Libeluile,3760129020866,,,,['Libeluile'],,,['France'],[],,,[],,,,,,,,,,?,,91,,381 kj(91 kcal),,"0,12",,"0,01",,"20,05",,"19,78",,"0,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,
1459,Vinaigre pulpe mangue,3760129020958,,,,,,,['France'],[],,,[],,,,,,,,,,?,,115,,481 kj(115 kcal),,1,,"0,03",,"25,36",,"25,11",,"0,37",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,
1460,Vinaigre à la puple de framboise,3760129028008,,,,,,,['France'],[],,,[],,,,,,,,,,?,,113,,473 kj(113 kcal),,2,,0,,"23,1",,"22,8",,"0,6",,,,,,,,,,,,,,,,,,,,,,,
1461,Vinaigre aux deux citrons - Le Moulin d'Anatole - 25cl,3760129028022,A,25 cl,"['Bouteille', 'Verre']","[""Le Moulin d'Anatole""]",['Vinaigres'],['Point Vert'],['France'],"['vinaigre blanc 8°', 'pulpe de citron jaune 20%', 'pulpe de citron vert 10%', 'sucre cristal', 'gélifiant : pectine']",['E440 - Pectines'],,[],4,0.2 g,en faible quantité,0 g,en faible quantité,14.6 g,en quantité élevée,0 g,en faible quantité,346,-9%,?,,346 kj(83 kcal),-1%,"0,2",+157%,0,-100%,15,-8%,"14,6",+1%,"0,4",-5%,0,-100%,0,-100%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,
1462,Huile vierge de noix - Le moulin d'Anatole - 25cl,3760129028107,D,25 cl,,"[""Le moulin d'Anatole""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']",,['France'],[],,,[],,92 g,en quantité élevée,9.08 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,828,-6%,3464 kj(828 kcal),-6%,92,-6%,"9,08",-4%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,5,-7%,C,-7%,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,,
