,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,brand,allergens,nova_score,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,traceability_code,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,manufacturing,markets,additives,brand_owner,link,ingredients_origins,palm_ingredients
1955,115g,8410890732004,,['France'],[],[],?,?,,?,,?,,?,,,,,,,115 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,118g,8410890862442,,['France'],[],[],?,?,,?,,?,,?,,,,,,,118 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Descaffi,8410894002677,,['France'],[],[],?,7,29 kj(7 kcal),1,"0,02","1,5","0,8",1,,,,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,Pasa sultana (sin semillas),8410909160835,,['France'],[],[],?,299,1251 kj(299 kcal),"0,5","0,1","79,2","59,2","3,1",,,,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,Noisettes grillees,8410909201828,,['France'],[],[],?,646,2703 kj(646 kcal),"62,4","4,5","17,6","4,9",15,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,Almendras larguetas con piel tostada,8410909218291,,['France'],[],[],?,598,2502 kj(598 kcal),"52,5","9,5",21,"4,8","20,9",,,,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,Pipa pelada frita,8410909269859,,['France'],[],[],?,592,2477 kj(592 kcal),"51,3","7,1","22,9","3,1","20,1",,,,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,Inca,8410909407398,,['France'],[],[],?,100,418 kj(100 kcal),12,"4,6",66,"0,7","7,2",,,,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,Frutos secos,8410909726314,,['France'],[],[],?,582,2435 kj(582 kcal),"49,8","5,2","24,1","3,5","19,3",,,,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,Semillas de girasol con cáscara tostadas aguasal - Ferrer Segarra - 250g,8410909826090,"['Végétarien', 'Végétalien']","['France', 'Espagne']","['Pipas de girasol', 'harina de arroz y sal']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,619,2590 kj(619 kcal),57,6,21,3,17,['Ferrer Segarra'],,3,4,"1,6",C,250 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol', 'Graines de tournesol grillées', 'Graines de tournesol en coque', 'Graines de tournesol en coque grillées']","['ES 40.05529/V C CE', 'ENVASADOR:', 'FERRER SEGARRA S.A.']",57 g,en quantité élevée,6 g,en quantité élevée,3 g,en faible quantité,4 g,en quantité élevée,,+26%,+24%,+40%,+44%,+98%,+50%,-11%,+6%,+6%,22,+61%,E,+61%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,Semillas de girasol con cáscara tostadas aguasal,['Bolsa de plástico'],"['Játiva', 'Valencia (provincia)', 'Comunidad Valenciana', 'España']",['Carrefour'],,,http://www.ferrersegarra.com/es/productos_fs_supermercado.html,['États-Unis'],
1965,8410924110433,8410924110433,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,8410924300063,8410924300063,,"['France', 'Espagne']",[],[],?,99,414 kj(99 kcal),"1,9","0,2","12,2","0,5","5,7",,,,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,Huile d'olive vierge extra - Saba,8410939910271,,['France'],"[""L'oli d'oliva SABA VERGE EXTRA és el resultat do la selccci6 a mà dc les millors olives dc la nostra terra"", ""premsadcs cn fred i por mitjans naturals sc'n scpara cl suc pcr obtenir el privilcgi dol paladar més exquisit"", ' Mantingueu-lo en un lloc net', 'fresc', 'sec i protegit de la llum', "" Protegiu-lo d'olors agressives"", ' Informaci6 nutricional ', 'per 100 g', ' KSI', ' Proteïnes - Hidrats de Carboni', ' Greixos: g dets quals: Saturats Monoinsaturats', ' Potiinsaturats']",[],?,900,3766 kj(900 kcal),100,12,0,0,0,['Saba'],,,0,0,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,100 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,-14%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,
1968,Abricots secs - Don Frutos,8410944113193,,['France'],[],[],?,285,1192 kj(285 kcal),"0,5",0,"66,5",58,"3,6",['Don Frutos'],,,"3,3","1,32",D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,0.5 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,3.3 g,en quantité élevée,,+8%,+8%,+3%,-100%,+14%,+28%,+17%,+9275%,+9275%,16,+362%,D,+362%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,,
1969,Graines de tournesol grillées,8410944243036,,['France'],[],[],?,486,2033 kj(486 kcal),"42,1","4,4","9,2","2,2","17,6",,,,"2,6","1,04",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,42.1 g,en quantité élevée,4.4 g,en quantité modérée,2.2 g,en faible quantité,2.6 g,en quantité élevée,,-15%,-15%,-8%,-11%,-31%,-9%,-20%,+44%,+44%,20,+50%,E,+50%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,,
1970,Graines de maïs frites tendres - La Madrileña,8410944280024,,['France'],"['Graines de maïs', 'huile de palme et sel']",['Huile de palme'],?,393,1644 kj(393 kcal),12,"4,6","66,1","0,7","5,1",['La Madrileña'],,,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme']
1971,Chips allumettes  p d t violettes,8410944310011,,['France'],[],[],?,533,2230 kj(533 kcal),31,7,59,"0,9","4,4",,,,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Rioverde Ensalada Pimiento 345 g,8410954000285,,"['France', 'États-Unis']","['Red pepper', 'vinegar', 'sugar and salt']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,33,138 kj(33 kcal),0,0,"6,67","6,67",0,['Rioverde'],,3,"1,668","0,667",,,['en:Salted snacks'],,0 g,en faible quantité,0 g,en faible quantité,6.67 g,en quantité modérée,1.67 g,en quantité élevée,,-70%,-70%,-100%,-100%,-50%,-7%,-100%,-18%,-18%,7,-17%,C,-17%,,,,,,,,,,,,,RIOVERDE,,,
1973,Funbar,8410956601732,,['France'],[],[],?,540,2259 kj(540 kcal),30,16,62,36,"5,4",,,,"0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Asperges Blanches Extra -,8410968051150,,['France'],[],[],?,9,38 kj(9 kcal),"0,1","0,1","2,4","0,9","1,3",,,,"0,6","0,24",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Asperges', 'Asperges blanches']",,0.1 g,en faible quantité,0.1 g,en faible quantité,0.9 g,en faible quantité,0.6 g,en quantité modérée,,-53%,-51%,-60%,+199%,+23%,-23%,-12%,-24%,-24%,-3,,A,,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,,,,,,,,,
