,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,ingredients_origins,markets,labels,manufacturing,traceability_code,link,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,allergens,generic_name,brand_owner,palm_ingredients
118,Simply M&S  oatcakes - 300g,00303705,['Simply m s'],"['France', 'Royaume-Uni']","['Oatmeal ', '76%', ' · Wheatflour contains Gluten ', 'with Wheatflour', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', ' · Rapeseed Oil ·Palm Oil Sugar Sea Salt Raising Agent: Sodium Bicarbonate · Dried Skimmed Milk', ' For allergens see ingredients in bold', ' Not suitable for Nut and Peanut allergy sufferers due to manufacturing methods', ' Suitable for vegetarians']","['Non végétalien', 'Végétarien']",?,463,"20,5","56,5","9,8",1937 kj(463 kcal),"5,5","2,4","1,3","0,52",,['en:Oatcakes'],,,,,,,,,,,,,300g,"['card-box', 'biodegradable-box']",,,['Végétarien'],,,,20.5 g,en quantité élevée,5.5 g,en quantité élevée,2.4 g,en faible quantité,1.3 g,en quantité modérée,,,,,,10,,C,,['E500ii - Carbonate acide de sodium'],1,,,,
119,550g,00331852,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,550 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,120g,00338226,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,120 g,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,250g,03075647,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,07707032,07707032,,['France'],[],[],?,?,?,?,?,,,,,,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Sablés à la noix de coco', 'en:Sablés à la noix de coco']",,,,,,78.6%,11.5%,4.0%,3.5%,2.4%,0.0%,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,10210222,10210222,,['France'],[],[],?,?,?,?,?,,,,,,,"['Aliments de Pâques', 'Œufs de Pâques']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Pate a sucre,10216477,,['France'],[],[],?,393,"4,8","87,1",0,1644 kj(393 kcal),"3,3","84,7","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,20405182,20405182,,['Royaume-Uni'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,22485687,22485687,,['France'],[],[],?,?,?,?,?,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,,,,,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"0,250kg",23149090,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,"0,250 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Asda bagels,27249635,['Asda'],['Royaume-Uni'],"['fortified wheat flour [wheat flour', 'calcium carbonate', 'iron', 'niacin ', 'b3', 'thiamin ', 'b1', ']', 'water', 'rye flour', 'sugar', 'maize', 'rapeseed oil', 'yeast', 'wheat gluten', 'salt', 'preservative ', 'calcium propionate', 'malted barley,flour treatment agent ', 'ascorbic acid', 'contains gluten', 'may contain traces of sesame seeds']",['Sans huile de palme'],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,['en:Verified'],,,,,,,,,,,,,,,,,,,,,"['E282 - Propionate de calcium', 'E300 - Acide ascorbique']",4,['Gluten'],,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"Société crème - 100g, 5portions individuels",30005501,['Société'],"['Belgique', 'France']","['fromages ', 'lait', ' et matière grasse laitière de Iactosérum de brebis ', 'lait', 'Roquefort ', 'lait', 'sels de fonte : E339', 'E452', ""correcteur d'acidité : E330"", 'conservateur : E234,']",['Non végétalien'],1116,269,23,"1,6",14,1116 kj(269 kcal),15,"1,6",2,"0,8",D,"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Frais', 'Fromages de France', 'Fromages à pâte fondue', 'Fromages de brebis', 'Fromages à tartiner', 'Fromages industriels']",+20%,+39%,+60%,-19%,+6%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,"100 g, 5 portions individuels","['Carton', 'Frais', 'boîte', 'Green dot', 'Triman', 'Pensez au tri!', 'Boite et couvercle carton - feuille metal à recycler', 'pièce', 'Carton', 'Feuille en métal']",,"['Leader Price', 'Magasins U', 'Delhaize']",,,"['FR 39.300.002 CE', 'Lons-le-Saunier (Jura, France)']",http://www.roquefort-societe.com/nos-produits/societe-creme,23 g,en quantité élevée,15 g,en quantité élevée,1.6 g,en faible quantité,2 g,en quantité élevée,+38%,+58%,+6%,+34%,+34%,16,+55%,D,+55%,"['E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E234 - Nisine']",4,['Lait'],Crème de fromage fondu de brebis,,
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Cornichons aigres-doux Recette Paysanne - Kühne - 330g (185g net égoutté),40122250,['Kühne'],"['France', 'Suisse']","['Cornichons', 'eau', ""vinaigre d'alcool"", 'sucre', 'sel', 'aneth', 'oignon', 'poivron rouge', 'graines de moutarde', 'arôme']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,30,"0,2","4,9","0,9",126 kj(30 kcal),"0,1","4,7","1,6","0,64",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons aigres-doux']",,-14%,-35%,-5%,-4%,,,,,,,,330 g (185 g net égoutté),"['Bocal', 'Verre', 'Couvercle', 'Métal', 'Conserve']",,"['Franprix', 'Magasins U']","['Point Vert', 'Sans conservateurs', 'Sans sulfites', 'Carl Kühne Recette originale depuis 1722', 'Eco-Emballages']","['Carl Kühne KG (GmbH & Co.) - Kühnehöfe 11 - 22761 Hambourg', 'Allemagne']",,http://www.kuhne.fr/cornichons-aigres-doux/recette-paysanne/recette-paysanne-850g/,0.2 g,en faible quantité,0.1 g,en faible quantité,4.7 g,en faible quantité,1.6 g,en quantité élevée,-7%,+101%,+5%,+15%,+15%,3,+210%,C,+210%,,4,['Moutarde'],Cornichons pasteurisés aigres doux,,
186,Cornichons à la Russe - Kühne - 970g,40122878,['Kühne'],['France'],"['Cornichons', 'eau', ""vinaigre d'alcool"", 'sirop de glucose-fructose', 'aneth', 'oignon', 'graines de moutarde', 'sel', 'sucre', 'arôme']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",111,27,"0,2",4,"0,9",111 kj(27 kcal),"0,1","3,8","1,275","0,51",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons aigres-doux']",-11%,-23%,-35%,-22%,-4%,,,,,,,,970 g,"['Bocal', 'Verre']",,,"['Sans conservateurs', 'Sans sulfites']",,,,0.2 g,en faible quantité,0.1 g,en faible quantité,3.8 g,en faible quantité,1.27 g,en quantité modérée,-18%,+101%,-15%,-8%,-8%,0,-100%,B,-100%,,4,['Moutarde'],,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Heinz Firecracker Sauce 220Ml,50157112,['Heinz'],['France'],[],[],?,452,"0,2","25,2","0,6",1891 kj(452 kcal),"0,1","21,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Salad Cream Original - Heinz - 285g,50157228,['Heinz'],"['France', 'États-Unis']","[""Vinaigre d'alcool"", 'huile de colza ', '22 %', 'eau', 'sucre farine de maïs', 'moutarde', ""jaune d'œufs pasteurisés "", '3 %', 'sel', 'colorant', 'riboflavine ', 'vitamine B2']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,303,"23,7","20,3","1,3",1268 kj(303 kcal),"1,8","17,2","1,5","0,6",C,"['Epicerie', 'Sauces', 'Sauces salades']",,-10%,-29%,+266%,+97%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,285 g,"['Verre', 'Bouteille']",,,,,,,23.7 g,en quantité élevée,1.8 g,en quantité modérée,17.2 g,en quantité élevée,1.5 g,en quantité modérée,-9%,-47%,+357%,-21%,-21%,13,-10%,D,-10%,"['E101i - Riboflavine', 'E101 - Riboflavine']",4,"['Œufs', 'Moutarde']",,,
191,Ginger Extra Jam - Robertson's - 340g,50172474,"[""Robertson's""]",['France'],"['Sirop de glucose-fructose', 'gingembre', 'gélifiant ', 'E440', 'acidifiant ', 'E330', ""régulateur d'acidité "", 'E331']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,266,0,"65,9","0,1",1113 kj(266 kcal),0,59,"0,1","0,04",,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de gingembre']",,+10%,-100%,+10%,+10%,,,,,,,,340 g,"['Bocal', 'Verre']",,['Monoprix'],,,,,0 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0.1 g,en faible quantité,+10%,-100%,+5%,+238%,+238%,13,+4%,D,+4%,"['E440 - Pectines', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",4,,confiture,,
192,Fine cut marmelade lemon & lime - L. Roses & Co ltd - 454g,50183364,"['L. Roses & Co ltd', ""Rose's""]","['France', 'Suisse']","[""SAFETY BUTTON POPS UP WHEN SEAL Trade D NFORMATIONS NUTRIT'ONNELFS Valeurs moyernnes/100g MARMELADE DE CITRON ET CITRON VERT 454G ingrédierts sirop de glucose-fructose Citrons "", '10%', 'citrons verts ', '10%', 'sucre', 'gélifiant pectine', 'acidifiant E330', ""régulateur d'acidité E331"", 'colorants E141i', 'E161b']",[],?,?,?,?,?,,,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Marmelades', 'Marmelades de citrons', 'Pâtés à tartiner végétaux']",,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,454g,"['Verre', 'product', 'glass-jar']",,,,,,,,,,,,,,,,,,,,,,,,"['E440 - Pectines', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E141i - Complexes cuivriques de chlorophylles', 'E161b - Lutéine']",4,,Marmelades de citrons et citrons vert,,
193,Orange marmelade - Duerr s - 454g,50214211,"['Duerr s', ""Duerr's""]","['France', 'Royaume-Uni']","['Glucose-Fructose Syrup', 'Oranges', 'Sugar', 'Gelling Agent: ', 'Pectin', 'Acidity Regulators: ', 'Sodium Citrate', 'Citric Acid']",['Sans huile de palme'],?,298,"0,1","71,9","0,5",1247 kj(298 kcal),0,"67,4","0,03","0,012",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges""]",,+24%,-41%,+21%,+46%,35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,454 g,"['jar - glass', 'lid - metal']",,['Asda'],['en:gluten-free'],,,,0.1 g,en faible quantité,0 g,en faible quantité,67.4 g,en quantité élevée,0.03 g,en faible quantité,+23%,-100%,+19%,+22%,+22%,13,+7%,D,+7%,"['E440 - Pectines', 'E331 - Citrates de sodium', 'E330 - Acide citrique']",4,,,,
194,Seville Orange Thick Cut Marmalade - Duerr s - 454g,50214228,"['Duerr s', ""Duerr's""]","['France', 'Royaume-Uni']","['Glucose-Fructose Syrup', 'Oranges', 'Gelling Agent: ', 'Pectin', 'Colour: Plain Caramel', 'Acidity Regulators: ', 'Sodium Citrate', 'Citric Acid']",['Sans huile de palme'],?,256,"0,1","63,4","0,3",1071 kj(256 kcal),0,"54,3","0,1","0,04",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges""]",,+7%,-41%,+7%,-12%,35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,454 g,"['jar - glass', 'lid - metal']",,['Asda'],,,,,0.1 g,en faible quantité,0 g,en faible quantité,54.3 g,en quantité élevée,0.1 g,en faible quantité,+6%,-100%,-4%,+308%,+308%,13,+7%,D,+7%,"['E440 - Pectines', 'E150a - Caramel E150a', 'E331 - Citrates de sodium', 'E330 - Acide citrique']",4,,,,
195,"Cherry goût original, saveur cerise - Coca-Cola - 500ml",54492790,['Coca-Cola'],"['France', 'Suisse']","['eau gazéifiée', 'sucre ', 'colorant : E150d ', ' acidifiant : E338 ', ' arômes naturels dont caféine']",[],182,43,?,"10,7",?,182 kj(43 kcal),,"10,7",0,0,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola', 'Boissons avec sucre ajouté']",+119%,+105%,,+99%,,,,,,,,,500 ml,"['Bouteille', 'Plastique', 'Bouteille en plastique', 'Bouchon en plastique']",,"['Cora', 'Carrefour City']",['Fabriqué en Suisse'],,,,,,,,10.7 g,en quantité élevée,0 g,en faible quantité,+104%,,+104%,-100%,-100%,,,,,"[""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition']",4,,Boisson rafraichissante aux extraits végétaux et arôme cerise,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Reibekuchen,69006562,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Surgelés', 'Pommes de terre préfrites surgelées', 'Préparations à base de pommes de terre', 'Rostis', 'Röstis de pommes de terre surgelés']",,,,,,40.8%,16.8%,10.8%,9.2%,4.7%,17.7%,91,,['stück'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Bunte Früchteauslese,69008078,,['France'],[],[],?,49,"0,4","9,2",1,205 kj(49 kcal),"0,1","8,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Bofrost - 450g,69014871,['Bofrost'],"['Allemagne', 'Irlande']",[],[],?,219,"7,9","26,4",9,916 kj(219 kcal),,"3,2",,,,,,,,,,,,,,,,,450g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Riesensadwich,69015953,,['France'],[],[],?,190,"9,6",19,"5,2",795 kj(190 kcal),"8,2","12,8","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Aiguillettes de poulet marinées,69063985,,['France'],[],[],?,103,"2,4","0,3",20,431 kj(103 kcal),"0,5","0,3","1,4","0,56",D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,-18%,+30%,-67%,-12%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,2.4 g,en faible quantité,0.5 g,en faible quantité,0.3 g,en faible quantité,1.4 g,en quantité modérée,-18%,+5%,+0%,+220%,+220%,2,,B,,,,,,,
209,Purée de potiron et oignons rissolés - Bofrost,69067556,['Bofrost'],['France'],[],[],?,64,"2,1","8,6","1,5",268 kj(64 kcal),"0,9","3,6","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Tortellini ricotta Spinat - Bofrost,69100345,['Bofrost'],['Espagne'],[],[],?,791,6,24,9,3310 kj(791 kcal),"2,5","0,6","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Bofrost - 625g,69115400,['Bofrost'],"['Allemagne', 'Irlande']",[],[],?,121,2,12,13,506 kj(121 kcal),,"1,2",,,,,,,,,,,,,,,,,625g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Panier chèvre épinards,69161308,,['France'],[],[],?,264,18,18,"6,7",1105 kj(264 kcal),12,"0,9",12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
